,twbs/bootstrap,ant-design/ant-design,mui/material-ui
2016-01-22,0,15,5.5818536891156265
2016-01-23,6,10,10.712666967173439
2016-01-24,8,3,3.3039643190765635
2016-01-25,5,15,11.802893902979688
2016-01-26,5,29,7.2204758439625
2016-01-27,3,17,14.37124152633125
2016-01-28,0,19,11.758248708596875
2016-01-29,1,4,3.626836032943751
2016-01-30,0,10,5.341313049337501
2016-01-31,1,0,-1.4973392419906233
2016-02-01,0,30,11.303050916439066
2016-02-02,0,17,1.5215705775656265
2016-02-03,2,14,16.109092660590626
2016-02-04,15,1,10.994714122125
2016-02-05,5,1,18.922013587904686
2016-02-06,61,1,11.069959688351561
2016-02-07,43,0,15.357069669373438
2016-02-08,28,0,40.94499826544688
2016-02-09,29,0,10.123212568260936
2016-02-10,0,0,20.53758095747031
2016-02-11,6,3,22.067460183075
2016-02-12,0,0,20.58284201713438
2016-02-13,0,0,3.4779132469031264
2016-02-14,5,2,8.044420007725003
2016-02-15,2,1,7.452163220914066
2016-02-16,33,4,2.799886054864068
2016-02-17,49,12,7.5501406121171915
2016-02-18,6,10,2.7556655359828155
2016-02-19,15,13,11.330599395878128
2016-02-20,0,4,3.9029060525718764
2016-02-21,0,8,11.53428090012344
2016-02-22,0,26,12.1511057129375
2016-02-23,9,15,7.838081649595313
2016-02-24,1,16,17.086960844709374
2016-02-25,3,15,-0.7394660134234377
2016-02-26,2,7,17.55368490901094
2016-02-27,10,1,10.379687703815627
2016-02-28,11,0,19.4866616883875
2016-02-29,1,5,2.6117415687796868
2016-03-01,1,6,7.758020210512502
2016-03-02,1,25,18.825295806289063
2016-03-03,4,15,9.824353023042189
2016-03-04,4,12,2.1783531602343764
2016-03-05,2,7,7.128294397079689
2016-03-06,3,5,4.049918215812503
2016-03-07,15,17,10.475063353887503
2016-03-08,0,10,9.078643766814064
2016-03-09,0,23,2.1198015965765635
2016-03-10,4,81,10.74652091326094
2016-03-11,6,23,2.2346568094906263
2016-03-12,0,2,10.936967386403126
2016-03-13,1,8,4.4129482183781255
2016-03-14,7,30,0.7701748322812514
2016-03-15,2,23,3.319555295545314
2016-03-16,7,19,9.365724267095315
2016-03-17,1,9,11.876688840740627
2016-03-18,0,14,5.394738274367187
2016-03-19,2,2,1.7114584632046879
2016-03-20,0,5,-1.7503954931328116
2016-03-21,0,13,3.8501863246734396
2016-03-22,5,19,6.7073179744515645
2016-03-23,0,20,0.3840790435640633
2016-03-24,7,11,12.825179446648438
2016-03-25,0,33,6.810946119885937
2016-03-26,0,1,-0.07138897462812466
2016-03-27,2,3,1.6544668651500003
2016-03-28,0,30,5.837631508606251
2016-03-29,0,29,21.533487839921875
2016-03-30,2,47,0.7881279156953118
2016-03-31,2,25,3.9111816936812502
2016-04-01,0,25,7.094590871459375
2016-04-02,3,0,7.8625730673562515
2016-04-03,0,4,-0.249476725104687
2016-04-04,3,2,-0.5208268053687488
2016-04-05,1,25,2.8423591875328142
2016-04-06,7,30,-0.2558857771109355
2016-04-07,2,31,1.0725403496109391
2016-04-08,0,12,5.265635320512501
2016-04-09,7,4,2.9089643301437507
2016-04-10,5,10,4.981248292020313
2016-04-11,9,20,9.824691352359375
2016-04-12,2,18,11.2758886844125
2016-04-13,1,29,4.770559674151562
2016-04-14,3,19,6.068734809340625
2016-04-15,1,21,9.043766293932812
2016-04-16,0,4,2.697048806834376
2016-04-17,6,5,2.122834067721876
2016-04-18,1,13,3.3992406405125015
2016-04-19,1,9,3.4292818028625014
2016-04-20,0,9,3.480675829151564
2016-04-21,4,11,7.559571268423438
2016-04-22,0,10,5.241541306873438
2016-04-23,4,2,1.2880449552906255
2016-04-24,2,3,1.6941899595265633
2016-04-25,1,14,-0.10259230849218648
2016-04-26,0,9,1.1870962310281263
2016-04-27,0,24,5.230932828492189
2016-04-28,2,15,8.889349068492187
2016-04-29,0,17,0.3587362589296874
2016-04-30,0,1,7.906223259817187
2016-05-01,0,0,4.434851491951562
2016-05-02,0,0,5.5433552820953125
2016-05-03,0,5,9.435083161876562
2016-05-04,0,3,8.970086218932813
2016-05-05,0,15,2.725005679334375
2016-05-06,1,14,10.163440249628126
2016-05-07,0,8,13.639454757359376
2016-05-08,32,8,8.0513194627875
2016-05-09,17,17,0.20196568783281288
2016-05-10,3,30,2.036282147425001
2016-05-11,20,33,1.2756148678265646
2016-05-12,20,12,3.538293047682815
2016-05-13,8,12,3.527782752026564
2016-05-14,3,3,-0.4205955463671862
2016-05-15,2,15,1.9906495650687512
2016-05-16,4,26,-0.964724972496874
2016-05-17,1,11,3.4476506105578135
2016-05-18,1,22,0.25069278907968795
2016-05-19,1,18,4.458316857059375
2016-05-20,3,9,4.150981133564063
2016-05-21,0,6,2.0234344384921874
2016-05-22,2,1,4.162526835554687
2016-05-23,0,23,-0.9866810915828125
2016-05-24,0,8,2.422870394892188
2016-05-25,0,7,4.2997517391875
2016-05-26,6,24,2.0488949830906256
2016-05-27,0,44,6.157721313635937
2016-05-28,2,5,1.7715855209921876
2016-05-29,0,0,0.021669567023437808
2016-05-30,2,1,-0.6895954101859371
2016-05-31,22,5,10.535426836070313
2016-06-01,0,11,4.573035792203125
2016-06-02,2,24,0.6375339510640623
2016-06-03,4,15,3.0125421370234378
2016-06-04,15,0,5.973094650032813
2016-06-05,9,0,0.6631501469515628
2016-06-06,0,11,3.0534274918765627
2016-06-07,0,2,-0.013785086285936998
2016-06-08,2,2,4.255757854328126
2016-06-09,1,2,5.962225051510938
2016-06-10,1,6,-0.274422113746875
2016-06-11,0,7,4.198319644115625
2016-06-12,0,9,4.960661706246875
2016-06-13,6,14,0.785813358717188
2016-06-14,0,7,5.1220455341156255
2016-06-15,0,21,1.8288044580906253
2016-06-16,1,16,2.021382946135938
2016-06-17,0,7,1.070098287460938
2016-06-18,0,3,1.2204906629828134
2016-06-19,0,8,0.31668537988593815
2016-06-20,6,6,-0.5579013582734368
2016-06-21,0,9,0.6327467937531257
2016-06-22,2,15,-0.34903320941562443
2016-06-23,0,15,-0.23659916801249947
2016-06-24,2,13,1.852970335845313
2016-06-25,0,1,0.6996549113609376
2016-06-26,3,5,4.746855222646875
2016-06-27,3,17,6.358471969412499
2016-06-28,6,14,7.985682451214062
2016-06-29,7,6,-1.4199643130156259
2016-06-30,0,1,-0.7586521275359375
2016-07-01,0,3,2.4829293450000005
2016-07-02,0,0,2.305179865218751
2016-07-03,0,0,8.2459806631625
2016-07-04,2,15,7.627145596135938
2016-07-05,1,8,1.338696779960937
2016-07-06,2,10,0.7832554651078125
2016-07-07,0,19,1.0591115396765631
2016-07-08,4,16,0.2207196237500011
2016-07-09,1,19,12.365517609703126
2016-07-10,1,6,17.236121874595312
2016-07-11,0,12,3.162300821501561
2016-07-12,7,7,-2.099705603714063
2016-07-13,1,9,4.750964720629688
2016-07-14,2,1,0.5472121613609393
2016-07-15,0,9,-1.1183274398531233
2016-07-16,2,3,0.2216371931625013
2016-07-17,2,5,3.296485774510939
2016-07-18,0,10,2.0594292922359383
2016-07-19,1,8,2.163306348723438
2016-07-20,5,4,-0.7129418177156249
2016-07-21,1,29,0.6011359794062504
2016-07-22,0,4,14.605353746253126
2016-07-23,0,2,2.264122798678124
2016-07-24,8,13,6.754720614484374
2016-07-25,3,22,-1.5476017308484382
2016-07-26,11,19,-0.895635687940624
2016-07-27,14,8,1.3805352408453135
2016-07-28,8,1,1.3365125586421889
2016-07-29,0,16,-0.6475558067656242
2016-07-30,3,5,-0.4485944327703118
2016-07-31,0,3,-0.3513306101015617
2016-08-01,0,9,6.816299585731251
2016-08-02,9,11,5.174251654712499
2016-08-03,2,19,-0.9635114175000006
2016-08-04,3,13,-0.5108240185312503
2016-08-05,0,7,-0.3515718311031245
2016-08-06,1,4,5.746410044928126
2016-08-07,1,2,1.2111654125
2016-08-08,0,11,0.37337205125000006
2016-08-09,2,2,-0.4945403686093749
2016-08-10,0,7,2.657823154154688
2016-08-11,0,7,-0.5169186152156247
2016-08-12,0,4,0.7331319250000004
2016-08-13,0,1,11.7054970475
2016-08-14,0,5,1.6002532169062493
2016-08-15,1,6,2.0025263125031247
2016-08-16,0,5,0.13648544441249966
2016-08-17,0,16,-0.6262466912859367
2016-08-18,1,7,-0.42775545154687417
2016-08-19,1,4,-0.3330721538578116
2016-08-20,2,10,-0.2511914555156242
2016-08-21,1,0,-0.21210248497343692
2016-08-22,13,6,-0.17593427072812454
2016-08-23,1,6,-0.06499519290468733
2016-08-24,0,6,1.9652351293765626
2016-08-25,0,7,-0.20839885253593765
2016-08-26,0,8,-0.09000000000000007
2016-08-27,0,0,4.943
2016-08-28,0,5,7.4586749999999995
2016-08-29,1,8,-1.0572335000000008
2016-08-30,0,3,-0.5288240250000003
2016-08-31,0,7,4.6465001075000005
2016-09-01,0,16,-0.7650203760312495
2016-09-02,0,2,-0.4365417675718745
2016-09-03,0,0,2.6967354187500003
2016-09-04,0,0,0.46009636492187544
2016-09-05,18,0,-0.4341245168046871
2016-09-06,7,0,-0.2635008827874997
2016-09-07,2,1,-0.14595598124999962
2016-09-08,10,16,0.8831456849218754
2016-09-09,8,9,-0.19759705017968732
2016-09-10,1,24,-0.0914431012499999
2016-09-11,0,3,-0.06829863529687491
2016-09-12,21,12,-0.05542737062343733
2016-09-13,1,12,-0.024515602535937424
2016-09-14,1,22,-0.01316201249999996
2016-09-15,4,0,-0.011093696249999967
2016-09-16,1,1,-0.009568313015624975
2016-09-17,0,0,0.9916011474640625
2016-09-18,0,24,-0.10000000000000009
2016-09-19,0,21,-0.04500000000000003
2016-09-20,0,9,-0.028500000000000022
2016-09-21,0,14,-0.020662499999999924
2016-09-22,2,9,-0.016116749999999947
2016-09-23,1,13,-0.01316201249999996
2016-09-24,0,0,-0.011093696249999967
2016-09-25,0,0,2.9904316869843752
2016-09-26,1,14,-0.30839885253593774
2016-09-27,0,10,-0.1350000000000001
2016-09-28,0,16,0.9145
2016-09-29,0,32,1.8380125
2016-09-30,0,23,-0.29335025000000003
2016-10-01,0,11,1.8420139625
2016-10-02,1,19,8.68905641125
2016-10-03,24,0,4.923853310953124
2016-10-04,1,0,-1.1325920701078132
2016-10-05,0,0,-0.60524272125
2016-10-06,1,11,-0.4209517055156242
2016-10-07,3,19,-0.32288525356718645
2016-10-08,0,10,1.7458562899281258
2016-10-09,41,6,3.6020480327187503
2016-10-10,26,13,1.3405253002875002
2016-10-11,3,4,-0.5699995509171876
2016-10-12,1,11,-0.29571811521562485
2016-10-13,2,11,-0.17188349999999963
2016-10-14,0,19,-0.13211602499999955
2016-10-15,3,7,-0.10706894249999968
2016-10-16,1,3,3.9101645639687503
2016-10-17,8,8,-0.47725834963437513
2016-10-18,8,12,0.767267963825
2016-10-19,23,11,-0.23079770507187514
2016-10-20,8,19,-0.12764999999999974
2016-10-21,0,18,-0.09296699999999981
2016-10-22,1,3,-0.07331054999999977
2016-10-23,0,0,-0.06049153499999982
2016-10-24,8,9,-0.05143526456249986
2016-10-25,13,3,1.9553108936062502
2016-10-26,6,11,-0.20956831301562515
2016-10-27,26,10,-0.09839885253593754
2016-10-28,25,17,-0.057000000000000044
2016-10-29,2,3,-0.04132499999999985
2016-10-30,14,5,-0.032233499999999894
2016-10-31,1,16,1.9736759750000001
2016-11-01,8,13,0.7778126074999999
2016-11-02,0,20,-0.2091366260312501
2016-11-03,1,11,-0.11879770507187504
2016-11-04,2,9,-0.06982499999999987
2016-11-05,3,5,2.9471040000000004
2016-11-06,2,12,1.657559225
2016-11-07,0,20,-0.37034940500000013
2016-11-08,3,17,0.7942696777187499
2016-11-09,2,27,0.7546464819125002
2016-11-10,3,12,0.7569258974640627
2016-11-11,0,20,-0.24521953749999992
2016-11-12,1,0,2.84623238625
2016-11-13,3,8,0.5838284184531249
2016-11-14,0,22,1.6707255538609376
2016-11-15,0,24,0.6123298361781249
2016-11-16,1,10,0.6856884782343752
2016-11-17,5,9,-0.30007361180156233
2016-11-18,0,18,-0.1883949530515622
2016-11-19,0,2,7.863762046214063
2016-11-20,0,3,-0.9029019102968754
2016-11-21,0,16,0.5537689743765625
2016-11-22,0,22,11.620208812682812
2016-11-23,8,25,8.5522402856625
2016-11-24,3,13,5.2845988344484365
2016-11-25,9,9,-1.6263574525359383
2016-11-26,45,9,7.047183680000001
2016-11-27,17,0,5.510765483375001
2016-11-28,24,6,3.3979663334625005
2016-11-29,9,10,-0.43013004301562474
2016-11-30,4,6,1.9839103412765637
2016-12-01,3,8,1.9648032656625012
2016-12-02,7,14,5.064107433531251
2016-12-03,0,18,-1.1614218752515622
2016-12-04,0,18,1.3463833096250006
2016-12-05,36,10,0.3158627448531256
2016-12-06,2,11,1.4804614834203134
2016-12-07,0,9,-0.5230302019453121
2016-12-08,5,6,-0.309181955332812
2016-12-09,0,7,0.769640325845313
2016-12-10,0,2,2.733627789298438
2016-12-11,4,6,0.537023979784375
2016-12-12,1,3,3.67994565271875
2016-12-13,0,8,3.4002840894124997
2016-12-14,0,11,2.2858602714328122
2016-12-15,0,9,0.30702753242812486
2016-12-16,0,10,-0.4983464837499998
2016-12-17,0,0,-0.33362841426562445
2016-12-18,0,1,4.744199962167189
2016-12-19,2,11,0.2991995443765627
2016-12-20,16,10,0.5283503229015627
2016-12-21,2,4,0.5941882365437501
2016-12-22,68,10,-0.3502065454406246
2016-12-23,42,2,-0.20951112062343713
2016-12-24,30,2,1.8605118349640628
2016-12-25,32,5,4.694590256250001
2016-12-26,6,4,1.3217859761718747
2016-12-27,14,8,0.4421817155546873
2016-12-28,45,4,0.5971141381984375
2016-12-29,48,2,-0.35551316555156215
2016-12-30,0,16,0.7698683724640629
2016-12-31,20,6,0.7306065450000003
2017-01-01,7,6,1.7172916177187503
2017-01-02,15,4,1.6103945748500001
2017-01-03,6,7,1.5754509025390626
2017-01-04,20,10,1.5787610356625
2017-01-05,7,13,1.5644290719484375
2017-01-06,8,6,12.546786938714062
2017-01-07,0,8,3.432455465734374
2017-01-08,1,14,-1.2820370830515628
2017-01-09,0,29,0.2548946039328125
2017-01-10,3,9,1.3722082513968763
2017-01-11,3,10,6.3577240013968765
2017-01-12,1,8,4.871688363896875
2017-01-13,0,14,4.761375055146875
2017-01-14,1,12,0.6764039944749998
2017-01-15,7,6,1.011940339454688
2017-01-16,13,9,-0.7772042339296868
2017-01-17,0,7,-0.491565293015624
2017-01-18,2,0,0.6208110726828134
2017-01-19,0,14,2.5971313513187506
2017-01-20,0,16,3.413678451654688
2017-01-21,13,3,-0.719814410809375
2017-01-22,6,12,0.6221203662531252
2017-01-23,3,13,5.671961418896875
2017-01-24,8,9,3.194040032428125
2017-01-25,2,9,-0.8135467337500002
2017-01-26,2,8,-0.46715995176562486
2017-01-27,0,11,-0.33557032658281183
2017-01-28,2,0,0.7440176778296883
2017-01-29,0,0,12.71187181860625
2017-01-30,0,9,-0.47377854051562585
2017-01-31,0,13,3.176316484370312
2017-02-01,0,1,2.0751711327218745
2017-02-02,0,0,0.17317533985625067
2017-02-03,0,5,-0.5923422624999994
2017-02-04,3,5,-0.41146660874999924
2017-02-05,5,1,-0.32190287676562407
2017-02-06,0,7,5.734458582010938
2017-02-07,0,13,9.181269031517187
2017-02-08,4,13,-1.3631152058484384
2017-02-09,2,16,5.305605954559375
2017-02-10,0,12,7.956260129376562
2017-02-11,0,0,13.518275647464062
2017-02-12,2,0,1.6838604249999989
2017-02-13,2,16,0.3463426974999999
2017-02-14,0,7,6.741490159406251
2017-02-15,0,15,9.315963429628127
2017-02-16,0,21,1.8895899346406253
2017-02-17,0,13,1.4165246681562504
2017-02-18,0,9,-0.34659492610624887
2017-02-19,0,20,1.0049653219421892
2017-02-20,0,42,-0.8821737826015611
2017-02-21,1,21,-0.5312182436749988
2017-02-22,1,20,2.605964332053126
2017-02-23,0,16,0.38625516404062554
2017-02-24,0,22,-0.4443372312078121
2017-02-25,2,9,6.769781929559375
2017-02-26,2,12,6.152560236876562
2017-02-27,2,20,1.888451771432812
2017-02-28,0,17,1.1130995074281245
2017-03-01,0,14,3.27441939875
2017-03-02,1,21,1.1272466147031255
2017-03-03,7,11,2.261296291876563
2017-03-04,2,0,-0.7718640637859371
2017-03-05,11,13,2.508996397640626
2017-03-06,0,22,-0.676667272610937
2017-03-07,1,9,-0.39155334929843677
2017-03-08,2,13,1.751117756360938
2017-03-09,1,10,1.6212681128656254
2017-03-10,0,22,-0.42436337492499987
2017-03-11,0,3,5.76801131838125
2017-03-12,2,2,4.243197353642187
2017-03-13,3,13,1.1277365609531247
2017-03-14,0,12,-0.6797540826078128
2017-03-15,1,5,-0.4049864174999996
2017-03-16,0,11,-0.2983370185312492
2017-03-17,0,15,-0.23681515610312426
2017-03-18,10,13,4.818596554928125
2017-03-19,10,10,11.36079761565625
2017-03-20,19,12,1.4545779272062491
2017-03-21,3,12,4.956369111289062
2017-03-22,2,9,-1.1971102050718754
2017-03-23,2,8,0.3159662500000009
2017-03-24,16,18,-0.5921985624999991
2017-03-25,0,2,5.569262118750001
2017-03-26,16,1,1.0543475424218753
2017-03-27,2,53,2.240270317382813
2017-03-28,11,18,4.2268299030218754
2017-03-29,0,11,2.0882565517984375
2017-03-30,1,12,3.189987688534375
2017-03-31,1,7,0.13973861198437498
2017-04-01,0,16,7.381552194964063
2017-04-02,5,10,3.77934544190625
2017-04-03,2,2,-1.1881211424968747
2017-04-04,0,4,1.3214133371312502
2017-04-05,0,17,3.3171159885640633
2017-04-06,0,8,6.149517500773438
2017-04-07,3,5,-0.1974433559203126
2017-04-08,18,4,8.231951644340626
2017-04-09,16,3,-1.3997973379109376
2017-04-10,5,14,3.216039089634376
2017-04-11,3,10,1.0931905448203127
2017-04-12,5,21,0.26227525146875086
2017-04-13,3,19,7.405060406615625
2017-04-14,1,4,3.7852245899968753
2017-04-15,0,8,-0.16249554701718738
2017-04-16,8,1,6.246942280323438
2017-04-17,1,2,-0.21520523282343706
2017-04-18,3,0,1.2506308429375008
2017-04-19,2,7,1.2851319175750004
2017-04-20,4,3,-0.6601799005874992
2017-04-21,1,4,-0.43405560041093677
2017-04-22,8,17,4.667298080884375
2017-04-23,0,1,4.284061038054688
2017-04-24,0,5,9.129971735104688
2017-04-25,1,5,0.5156283017328116
2017-04-26,1,8,-0.9455353710671877
2017-04-27,3,10,0.4051694188968755
2017-04-28,1,12,-0.5268165175718739
2017-04-29,3,0,1.631228956250001
2017-04-30,0,7,3.5043363286718754
2017-05-01,1,10,2.2622406847421876
2017-05-02,2,10,12.287018464664062
2017-05-03,0,14,7.293387836109375
2017-05-04,1,6,12.286725098678124
2017-05-05,3,9,2.6621531619843735
2017-05-06,0,2,1.2133029549640628
2017-05-07,0,0,0.5775223014687509
2017-05-08,2,5,6.8287160416156265
2017-05-09,1,4,6.370576487059376
2017-05-10,0,4,5.206732681939063
2017-05-11,0,10,7.205903039892188
2017-05-12,0,1,-1.9450340737921872
2017-05-13,0,4,3.8762353856687515
