,decaporg/decap-cms,strapi/strapi,TryGhost/Ghost
2016-10-02,0,-0.7077574594828123,1
2016-10-03,9,-0.48886842279687504,10
2016-10-04,1,3.6230098792703123,3
2016-10-05,11,7.529981050003125,6
2016-10-06,18,-3.320742285590625,5
2016-10-07,2,-1.3295818533624995,16
2016-10-08,0,-0.7279034335312499,1
2016-10-09,0,-0.507510326465625,0
2016-10-10,6,-0.3606057,31
2016-10-11,10,-0.28535685749999995,8
2016-10-12,7,2.7658776691874998,4
2016-10-13,13,1.9027758961781243,6
2016-10-14,3,-0.3372507190953127,7
2016-10-15,0,-0.7934999999999998,0
2016-10-16,0,-0.40398749999999983,0
2016-10-17,3,-0.26914825,14
2016-10-18,6,-0.19916583749999994,5
2016-10-19,3,-0.15643465875,3
2016-10-20,8,1.8722171659531248,0
2016-10-21,6,5.292662336254687,14
2016-10-22,8,-2.066626956464063,2
2016-10-23,1,-0.762583413232812,0
2016-10-24,4,7.5626750000000005,7
2016-10-25,1,-0.7004155000000005,3
2016-10-26,4,-1.6648832249999994,2
2016-10-27,12,-0.8635997224999996,1
2016-10-28,5,-0.5857970760312501,10
2016-10-29,0,-0.44051412705937526,0
2016-10-30,2,-0.3271878793968751,0
2016-10-31,8,10.801780085,9
2016-11-01,6,-3.464928281625001,0
2016-11-02,5,-1.2954207393937494,2
2016-11-03,0,-0.6816668264656247,10
2016-11-04,1,8.5582125,0
2016-11-05,0,-3.02692275,6
2016-11-06,0,-1.2010894874999993,1
2016-11-07,0,2.2559699887500004,10
2016-11-08,0,1.5638936155781245,7
2016-11-09,0,-0.6318997955609376,7
2016-11-10,0,-1.0030277624999997,4
2016-11-11,13,-0.5746029637499999,0
2016-11-12,5,-0.41203870089062533,0
2016-11-13,0,-0.32141655659531265,0
2016-11-14,0,-0.15643465875,25
2016-11-15,0,-0.12778283404687513,5
2016-11-16,2,-0.1073376637453127,8
2016-11-17,6,-0.056626956464062614,7
2016-11-18,0,3.9864165867671875,0
2016-11-19,0,-1.2000000000000002,0
2016-11-20,0,-0.4199999999999997,0
2016-11-21,2,-0.23799999999999988,1
2016-11-22,0,5.83935,0
2016-11-23,9,-0.9188810000000003,0
2016-11-24,0,7.97687655,0
2016-11-25,0,-0.23782909499999993,0
2016-11-26,0,-2.2089818670624997,7
2016-11-27,0,-1.1233176529312496,5
2016-11-28,0,1.2906320750000002,2
2016-11-29,7,-1.124994255,0
2016-11-30,3,-0.62290608684375,0
2016-12-01,5,4.5431647525875,2
2016-12-02,4,9.206329314626561,0
2016-12-03,0,-4.054321369392188,2
2016-12-04,0,-1.5398119646984365,0
2016-12-05,0,10.1067729525,0
2016-12-06,0,-3.9221421835312507,0
2016-12-07,3,4.374506111034376,0
2016-12-08,0,-2.80537585625,0
2016-12-09,0,-0.35970109507812476,4
2016-12-10,0,-1.226483700585938,0
2016-12-11,0,0.24851796693906225,0
2016-12-12,3,-0.74635151125,0
2016-12-13,0,-0.4594915594218754,0
2016-12-14,0,-0.3523814380609378,0
2016-12-15,3,-0.15870366309375025,0
2016-12-16,0,-0.13017800314687514,0
2016-12-17,0,-0.03915757926562504,0
2016-12-18,0,3.9674593130171876,0
2016-12-19,0,-1.2158767167656253,0
2016-12-20,1,2.566416586767188,1
2016-12-21,0,-1.138,1
2016-12-22,0,-0.4756499999999998,0
2016-12-23,9,-0.2973809999999999,0
2016-12-24,0,-0.21361094999999997,0
2016-12-25,0,-0.164989845,2
2016-12-26,0,-0.13334945456250016,0
2016-12-27,3,-0.1112054741812501,0
2016-12-28,9,-0.04763015029687513,0
2016-12-29,2,-0.04075023969843757,0
2016-12-30,10,0.0,0
2016-12-31,0,0.0,0
2017-01-01,0,0.0,0
2017-01-02,3,0.0,0
2017-01-03,0,0.0,0
2017-01-04,0,7.0,45
2017-01-05,1,-0.10000000000000053,1
2017-01-06,0,4.665000000000001,1
2017-01-07,0,-2.4265,0
2017-01-08,0,-1.0301374999999995,2
2017-01-09,0,8.354633250000001,3
2017-01-10,0,-3.1633815375000003,4
2017-01-11,6,0.6974158587500006,6
2017-01-12,2,-0.42423673985937516,1
2017-01-13,5,-1.1120434686609375,9
2017-01-14,0,0.3860906229406249,0
2017-01-15,0,6.269146758103125,1
2017-01-16,5,-2.4752184637500005,4
2017-01-17,0,1.9863275741093753,4
2017-01-18,2,-0.5401086290953125,1
2017-01-19,8,0.023431542718750142,7
2017-01-20,0,2.1421338442687503,6
2017-01-21,1,-1.3804942244828124,0
2017-01-22,3,-0.6524008830156247,2
2017-01-23,1,4.557054231907812,8
2017-01-24,2,1.1745556736203122,9
2017-01-25,0,-1.604029036546875,11
2017-01-26,3,1.2420731822859377,14
2017-01-27,0,-1.0656444512484375,0
2017-01-28,0,0.4596976864703125,0
2017-01-29,0,-0.6653153021984375,0
2017-01-30,0,4.65004604375,10
2017-01-31,2,-1.7551959050781254,4
2017-02-01,0,1.2727285585390626,9
2017-02-02,1,-1.0058850371984376,2
2017-02-03,1,4.53415320396875,6
2017-02-04,0,-1.8137253502156252,10
2017-02-05,0,-0.7376060292656247,0
2017-02-06,0,0.5346897180171876,9
2017-02-07,1,-0.6267578088281253,4
2017-02-08,4,-0.3594328636640625,19
2017-02-09,0,-0.20765774603125003,2
2017-02-10,0,-0.16211569521562505,6
2017-02-11,0,-0.10910383382812522,6
2017-02-12,0,-0.09119792866406262,0
2017-02-13,0,-0.018957273750000003,2
2017-02-14,0,4.984123283234375,3
2017-02-15,0,0.48641658676718724,4
2017-02-16,0,-1.1249999999999998,4
2017-02-17,0,-0.5074999999999997,19
2017-02-18,1,-0.31981249999999994,5
2017-02-19,0,-0.22892625,2
2017-02-20,0,-0.17584481249999998,0
2017-02-21,1,-0.14134809375000001,10
2017-02-22,8,-0.11729813132812524,2
2017-02-23,0,-0.09967049969531272,5
2017-02-24,1,-0.027166826465625047,3
2017-02-25,0,0.0,0
2017-02-26,0,0.0,0
2017-02-27,0,0.0,6
2017-02-28,0,0.0,4
2017-03-01,0,0.0,23
2017-03-02,0,6.0,32
2017-03-03,0,0.19999999999999973,23
2017-03-04,0,-1.2299999999999995,0
2017-03-05,0,-0.5669999999999997,0
2017-03-06,5,1.640025,2
2017-03-07,1,2.1413535,3
2017-03-08,0,-1.309125675,23
2017-03-09,2,3.4056946325000004,4
2017-03-10,0,-1.5919998480937503,3
2017-03-11,2,-0.7131819129281249,1
2017-03-12,0,-0.4008893014656249,0
2017-03-13,0,-0.26840713499999996,13
2017-03-14,2,9.79249374521875,26
2017-03-15,9,-0.16792042676250052,6
2017-03-16,8,-2.066579334698437,2
2017-03-17,4,-0.9735068670624998,1
2017-03-18,0,2.36554134706875,0
2017-03-19,0,-1.3176900000000002,0
2017-03-20,6,0.3630306250000003,12
2017-03-21,4,-0.737915325,6
2017-03-22,2,-0.4411264889062504,5
2017-03-23,1,-0.33212503262500037,5
2017-03-24,0,0.8492446728015625,5
2017-03-25,0,-0.38659207125000006,0
2017-03-26,0,-0.17591101279687504,1
2017-03-27,0,-0.11920751344843755,0
2017-03-28,2,-0.05603921676562504,3
2017-03-29,1,-0.04330366323281252,5
2017-03-30,0,-0.023280862499999996,5
2017-03-31,3,-0.018957273750000003,0
2017-04-01,0,-0.015876716765625045,0
2017-04-02,0,-0.013583413232812524,0
2017-04-03,1,2.0,5
2017-04-04,2,-0.6000000000000001,27
2017-04-05,4,-0.20999999999999985,22
2017-04-06,1,-0.11899999999999994,11
2017-04-07,1,2.919675,9
2017-04-08,1,-0.9594405000000001,1
2017-04-09,2,-0.3615617249999998,0
2017-04-10,1,1.7835854525000001,7
2017-04-11,5,14.247759066468749,18
2017-04-12,0,-3.8263275764656255,0
2017-04-13,4,-2.063842587499999,5
2017-04-14,15,-1.1346968212499995,4
2017-04-15,0,-0.7690081502968751,4
2017-04-16,0,-0.5732782146984375,0
2017-04-17,2,-0.41684773499999994,7
2017-04-18,5,-0.33939340228125014,1
2017-04-19,6,-0.2842748517000007,12
2017-04-20,1,0.7803720847421871,4
2017-04-21,5,5.686416586767187,0
2017-04-22,0,-1.9050000000000002,0
2017-04-23,0,-0.6894999999999996,0
2017-04-24,21,-0.3971624999999998,17
2017-04-25,3,1.72930475,8
2017-04-26,3,-0.8016023625,0
2017-04-27,0,-0.36864244874999985,0
2017-04-28,1,-0.248620359265625,0
2017-04-29,0,-0.18916871382656278,0
2017-04-30,0,-0.14094097939687514,0
2017-05-01,1,-0.04656172499999999,0
2017-05-02,1,-0.037914547500000007,2
2017-05-03,1,7.96824656646875,0
2017-05-04,4,-0.4271668264656254,0
2017-05-05,14,-0.4399999999999995,0
2017-05-06,0,3.0140000000000002,0
2017-05-07,1,-1.7453,2
2017-05-08,1,-0.7975869999999996,3
2017-05-09,1,3.4761501,3
2017-05-10,2,4.411409835,7
2017-05-11,4,6.472909855875,1
2017-05-12,0,-0.8205014631437502,9
2017-05-13,1,-2.481522638231249,0
2017-05-14,0,-1.2874462802953122,0
2017-05-15,1,-0.8657411029312498,8
2017-05-16,2,0.3965159800000001,1
2017-05-17,3,9.2240609779375,3
2017-05-18,5,-3.4950520047750007,3
2017-05-19,0,-1.3907627515374998,0
2017-05-20,0,-0.8050433693921876,0
2017-05-21,0,-0.4720954896984375,1
2017-05-22,3,-0.3204833625,4
2017-05-23,0,-0.25176589875,10
2017-05-24,0,-0.20544945426562508,6
2017-05-25,4,-0.172350580889063,0
2017-05-26,0,-0.13583413232812525,0
2017-05-27,0,0.0,0
2017-05-28,0,0.0,0
2017-05-29,0,1.0,4
2017-05-30,0,-0.30000000000000004,9
2017-05-31,0,-0.10499999999999993,7
2017-06-01,7,-0.05949999999999997,8
2017-06-02,0,-0.0401625,0
2017-06-03,0,-0.029720249999999997,0
2017-06-04,0,-0.023280862499999996,2
2017-06-05,5,-0.018957273750000003,1
2017-06-06,0,2.984123283234375,6
2017-06-07,3,-0.9135834132328127,5
2017-06-08,6,0.6850000000000003,13
2017-06-09,2,5.5215,0
2017-06-10,0,-2.0254875,0
2017-06-11,0,-0.7786607499999996,0
2017-06-12,1,-0.4670050874999998,2
2017-06-13,1,-0.32756707125,4
2017-06-14,3,-0.24923251279687508,1
2017-06-15,1,3.8006073115515626,7
2017-06-16,1,-1.3296203592656253,0
2017-06-17,0,3.4711562861734375,0
2017-06-18,0,-0.5195004793968752,0
2017-06-19,1,2.1193500000000003,6
2017-06-20,2,8.638119,3
2017-06-21,0,-2.62827345,4
2017-06-22,4,-1.7633725949999992,11
2017-06-23,1,0.9931619329375001,4
2017-06-24,3,-1.30372936043125,0
2017-06-25,1,0.3003282716875,0
2017-06-26,0,-0.808611065946875,0
2017-06-27,0,-0.4593921635296876,1
2017-06-28,1,1.6625848188953118,0
2017-06-29,0,-0.8384350740937504,1
2017-06-30,1,-0.2912182107328124,0
2017-07-01,2,4.82596570396875,0
2017-07-02,0,-1.6264491002156252,0
2017-07-03,0,-0.6003172167656248,0
2017-07-04,2,1.6423548617671875,3
2017-07-05,0,-0.8387270475,4
2017-07-06,0,10.60964531646875,4
2017-07-07,0,-1.5625711389656258,2
2017-07-08,0,-1.9301113687499991,0
2017-07-09,0,-1.0033240838281245,2
2017-07-10,13,6.324733708835938,11
2017-07-11,0,5.454837702499999,9
2017-07-12,0,8.51771657896875,0
2017-07-13,0,11.861241437284376,1
2017-07-14,0,-6.329695931921875,0
2017-07-15,0,-3.5095127290921866,0
2017-07-16,0,-2.0263448639656243,0
2017-07-17,0,17.58214668375,0
2017-07-18,0,2.212427692640624,5
2017-07-19,0,17.429920175745313,0
2017-07-20,0,0.37975757669999943,16
2017-07-21,0,5.834550082440625,7
2017-07-22,1,-7.491441991723438,5
2017-07-23,1,-3.6071395507328115,0
2017-07-24,0,20.57159328625,0
2017-07-25,2,0.27295208020312245,2
2017-07-26,0,15.428835526435938,5
2017-07-27,5,-0.8931391547046879,10
2017-07-28,0,2.8131322692390635,5
2017-07-29,0,-5.64125970028125,0
2017-07-30,0,-3.7486014595265615,0
2017-07-31,0,18.63914694125,19
2017-08-01,1,2.9234338256406236,16
2017-08-02,2,5.075738259754687,13
2017-08-03,0,9.090817173310938,13
2017-08-04,0,-1.2124916420125,1
2017-08-05,0,-4.859887910501563,3
2017-08-06,0,-1.436481711593749,0
2017-08-07,0,5.211481350517188,0
2017-08-08,0,12.752527086671874,7
2017-08-09,1,6.632919102689062,2
2017-08-10,0,2.622734185751562,10
2017-08-11,2,5.56474929420625,1
2017-08-12,0,-6.797515127834375,0
2017-08-13,0,-3.2576413068953114,0
2017-08-14,0,13.875521800735939,2
2017-08-15,2,-6.381538789340626,18
2017-08-16,2,23.086575051621875,5
2017-08-17,10,14.325864852823436,11
2017-08-18,0,3.8509777620843746,2
2017-08-19,0,-7.368878733515626,0
2017-08-20,4,-5.182719758793748,0
2017-08-21,0,6.857557120000001,2
2017-08-22,0,10.705946606749999,14
2017-08-23,0,22.354906820775,0
2017-08-24,0,3.4485773565937485,7
2017-08-25,80,4.631244222321875,1
2017-08-26,0,-9.506869716571874,0
2017-08-27,0,-4.675712257023436,0
2017-08-28,0,1.9840591360343756,1
2017-08-29,3,7.2615290773437495,12
2017-08-30,2,3.3981226369218733,2
2017-08-31,2,5.501334567806249,7
2017-09-01,6,-2.046201471484376,1
2017-09-02,0,-3.936374113209375,2
2017-09-03,1,-2.083040760992187,0
2017-09-04,0,5.701854393750001,2
2017-09-05,6,2.9149858924218743,11
2017-09-06,5,3.676853098164062,1
2017-09-07,7,5.259538542298436,13
2017-09-08,1,13.554138801482813,0
2017-09-09,3,8.576558837376563,0
2017-09-10,2,-7.90225869043125,1
2017-09-11,2,-2.592890341249998,5
2017-09-12,0,12.369746052640625,10
2017-09-13,1,3.6848626280265613,1
2017-09-14,0,6.10766751449375,5
2017-09-15,6,1.4656384289796875,0
2017-09-16,8,-5.598505750876563,0
2017-09-17,0,-2.923238518940625,0
2017-09-18,3,15.159342677025,4
2017-09-19,1,11.689012551984375,6
2017-09-20,1,9.856560747782812,6
2017-09-21,1,15.922247448851563,9
2017-09-22,2,-10.621775423515626,2
2017-09-23,0,-5.5141839429187485,0
2017-09-24,0,-3.3548314683624993,0
2017-09-25,1,11.66014382125,12
2017-09-26,15,9.986640612484372,12
2017-09-27,0,18.260328333260937,4
2017-09-28,1,-1.340495046221875,15
2017-09-29,9,4.095348368918751,0
2017-09-30,0,5.388854452414063,0
2017-10-01,3,-6.614264488232812,0
2017-10-02,8,3.8087528675000017,1
2017-10-03,23,-3.1885453397187504,12
2017-10-04,25,-2.548148496009375,13
2017-10-05,12,-2.5115980851312507,8
2017-10-06,3,-0.617094659209376,3
2017-10-07,1,-1.2736671547656258,0
2017-10-08,0,-0.7792054504968757,0
2017-10-09,3,1.5200987462078122,6
2017-10-10,3,23.15804494264219,6
2017-10-11,6,24.400901736856248,2
2017-10-12,0,21.69467559426875,3
2017-10-13,3,1.8991343130171892,7
2017-10-14,1,-11.613217216765623,0
2017-10-15,0,-5.86663113823281,0
2017-10-16,1,19.0752717525,0
2017-10-17,0,4.1750333964687485,4
2017-10-18,3,2.073365636159375,4
2017-10-19,3,-7.012878824087501,7
2017-10-20,1,-2.508488747231251,0
2017-10-21,0,0.6629190150687485,0
2017-10-22,0,-3.0937488624578124,0
2017-10-23,3,25.33196537875,2
2017-10-24,4,-7.3347010556093775,5
2017-10-25,2,7.578406087176563,3
2017-10-26,18,0.03428833156874944,11
2017-10-27,1,8.440280240173438,0
2017-10-28,0,-6.247937691764061,1
2017-10-29,0,-2.982647481028124,0
2017-10-30,3,14.01614023081875,3
2017-10-31,0,6.753609749828123,11
2017-11-01,0,-1.7320413008171869,6
2017-11-02,0,8.548917717346875,5
2017-11-03,0,17.6541941818625,1
2017-11-04,0,-10.148034297350002,0
2017-11-05,0,-4.429753922026561,1
2017-11-06,0,9.295318657500001,3
2017-11-07,3,7.432860410499999,12
2017-11-08,4,3.305544489071875,6
2017-11-09,3,1.8598467853953125,13
2017-11-10,0,1.5652610458828127,8
2017-11-11,13,-1.9713810744015632,0
2017-11-12,7,-3.5043605175875,0
2017-11-13,1,4.119859002500001,1
2017-11-14,0,17.8328267150625,11
2017-11-15,6,1.9962528357531237,0
2017-11-16,0,3.6988634828171882,9
2017-11-17,0,13.994133629796876,3
2017-11-18,0,-8.943410144471876,0
2017-11-19,2,-4.003149467926561,0
2017-11-20,0,16.467780505301562,0
2017-11-21,0,-3.526624174343752,8
2017-11-22,0,-3.626697893975,3
2017-11-23,0,11.050291166954688,0
2017-11-24,0,-4.979834274984377,2
2017-11-25,0,-2.0082032176406246,4
2017-11-26,0,-2.1110481521562496,0
2017-11-27,20,18.79019309875,1
2017-11-28,11,18.083486423953122,9
2017-11-29,0,11.663636182764062,11
2017-11-30,1,1.1963866853031249,7
2017-12-01,3,-1.4788455842015615,0
2017-12-02,0,-2.492469275774999,1
2017-12-03,0,-4.770658629998437,0
2017-12-04,1,15.05295404926719,5
2017-12-05,2,16.4205743459375,8
2017-12-06,10,17.176291693703124,4
2017-12-07,27,26.810792577835937,4
2017-12-08,2,-7.806105058559375,0
2017-12-09,7,-10.714831571153123,0
2017-12-10,2,-5.845482284692185,0
2017-12-11,1,11.012027719568751,4
2017-12-12,1,8.516945378218749,7
2017-12-13,5,23.240216694434373,17
2017-12-14,14,-3.934149562025002,29
2017-12-15,0,10.88058552135625,3
2017-12-16,0,3.2554925530312495,0
2017-12-17,0,-9.140771069828125,0
2017-12-18,0,12.330474093750002,1
2017-12-19,6,-3.3199072314843754,0
2017-12-20,2,3.2610999482578125,0
2017-12-21,2,3.966836964274999,0
2017-12-22,4,-5.223776441106251,1
2017-12-23,0,-2.310327050140626,0
2017-12-24,2,-2.3997807118750005,0
2017-12-25,0,-1.462453001509375,0
2017-12-26,0,-0.9710833162656256,0
2017-12-27,0,-0.7836084475359382,1
2017-12-28,0,-0.45338136705468807,0
2017-12-29,0,-0.32325602300156314,0
2017-12-30,0,-0.1706681228437503,0
2017-12-31,0,0.9705398700015624,0
2018-01-01,1,-0.3135834132328126,0
2018-01-02,0,-0.10499999999999993,17
2018-01-03,7,-0.05949999999999997,12
2018-01-04,2,11.9598375,7
2018-01-05,13,6.37027975,2
2018-01-06,0,-3.2832808625,0
2018-01-07,0,-2.082957273749999,1
2018-01-08,1,16.802173283234374,6
2018-01-09,0,8.768648586767188,14
2018-01-10,2,28.99326465,0
2018-01-11,1,11.06398384,5
2018-01-12,3,6.701200798812501,12
2018-01-13,0,-12.245127400199998,0
2018-01-14,0,-6.049920124093748,0
2018-01-15,0,15.031981221767188,0
2018-01-16,0,3.345492691968749,4
2018-01-17,11,26.063459392825,6
2018-01-18,0,25.69463790419531,3
2018-01-19,1,7.687846229478126,0
2018-01-20,0,-15.726754416132811,0
2018-01-21,0,-7.5461726521562476,0
2018-01-22,1,14.19645294875,1
2018-01-23,3,22.746270771453123,6
2018-01-24,2,-1.392113760110938,2
2018-01-25,3,32.543097296175,4
2018-01-26,1,2.478118661959371,0
2018-01-27,2,-12.394515915218749,2
2018-01-28,0,-5.632165631553121,4
2018-01-29,3,13.721973448750001,4
2018-01-30,0,-8.361324841046876,6
2018-01-31,0,9.867888315826562,3
2018-02-01,0,8.179607074846873,7
2018-02-02,0,10.43902433330156,2
2018-02-03,2,-9.879321343589064,5
2018-02-04,0,-3.3764137964203114,2
2018-02-05,1,20.038706926253127,0
2018-02-06,0,60.059393843737496,1
2018-02-07,4,-4.669999224439064,11
2018-02-08,1,-0.6510494322171816,0
2018-02-09,1,20.523075382007814,0
2018-02-10,0,-16.662051342771875,0
2018-02-11,0,-8.023949212673434,0
2018-02-12,0,19.781383974484378,0
2018-02-13,1,4.576416712407809,1
2018-02-14,0,-5.542038623682814,7
2018-02-15,1,11.025082582873438,13
2018-02-16,0,10.983528450109375,0
2018-02-17,1,-6.300789101757815,1
2018-02-18,0,0.922389300817188,0
2018-02-19,2,17.57204810625,2
2018-02-20,0,10.972146888359374,11
2018-02-21,9,8.005990307179687,10
2018-02-22,6,14.222915126946877,3
2018-02-23,3,7.297753857054687,0
2018-02-24,1,-9.083309156003125,0
2018-02-25,0,-6.8780486354687485,0
2018-02-26,4,19.835866670959376,0
2018-02-27,13,7.774556235510936,0
2018-02-28,6,9.777068179817187,4
2018-03-01,0,20.06638085981406,0
2018-03-02,0,-1.5388908330640625,0
2018-03-03,1,-9.495202487382812,0
2018-03-04,10,-4.725753614953124,1
2018-03-05,1,17.06727716530156,6
