,swiftlang/swift,golang/go,rust-lang/rust
2010-10-24,0.87139892578125,1,0
2010-10-25,-0.5684814453125,11,0
2010-10-26,-0.181732177734375,14,5
2010-10-27,-0.0734100341796875,8,2
2010-10-28,-0.0390625,14,8
2010-10-29,-0.02734375,7,0
2010-10-30,-0.0205078125,4,0
2010-10-31,-0.01611328125,4,0
2010-11-01,-0.013092041015625,18,0
2010-11-02,-0.0109100341796875,6,2
2010-11-03,0.0,6,9
2010-11-04,0.0,10,3
2010-11-05,0.0,14,8
2010-11-06,0.0,4,9
2010-11-07,0.0,0,0
2010-11-08,0.0,6,2
2010-11-09,0.0,5,2
2010-11-10,0.0,9,1
2010-11-11,5.0,4,2
2010-11-12,-2.5,8,3
2010-11-13,-0.625,3,1
2010-11-14,-0.3125,0,7
2010-11-15,-0.1953125,0,1
2010-11-16,-0.13671875,0,1
2010-11-17,-0.1025390625,2,0
2010-11-18,-0.08056640625,8,1
2010-11-19,-0.065460205078125,5,4
2010-11-20,-0.0545501708984375,1,5
2010-11-21,0.0,1,6
2010-11-22,0.0,4,6
2010-11-23,0.0,2,7
2010-11-24,0.0,1,4
2010-11-25,4.0,0,10
2010-11-26,-2.0,1,10
2010-11-27,0.5,1,2
2010-11-28,-0.75,1,0
2010-11-29,0.71875,5,5
2010-11-30,-0.671875,10,6
2010-12-01,-0.24609375,4,6
2010-12-02,-0.154296875,9,8
2010-12-03,-0.1119384765625,5,14
2010-12-04,-0.08709716796875,0,5
2010-12-05,-0.033599853515625,3,0
2010-12-06,-0.0270233154296875,13,1
2010-12-07,-0.013092041015625,28,9
2010-12-08,-0.0109100341796875,29,5
2010-12-09,0.0,17,12
2010-12-10,0.0,5,10
2010-12-11,0.0,1,11
2010-12-12,0.0,4,4
2010-12-13,0.0,18,9
2010-12-14,0.0,17,7
2010-12-15,0.0,14,13
2010-12-16,0.0,17,10
2010-12-17,0.0,12,5
2010-12-18,0.0,0,6
2010-12-19,0.0,0,0
2010-12-20,0.0,2,7
2010-12-21,0.0,2,7
2010-12-22,0.0,0,6
2010-12-23,0.0,5,2
2010-12-24,0.0,1,2
2010-12-25,0.0,0,4
2010-12-26,0.0,0,0
2010-12-27,0.0,3,0
2010-12-28,0.0,0,0
2010-12-29,0.0,0,1
2010-12-30,0.0,1,7
2010-12-31,0.0,0,17
2011-01-01,0.0,0,1
2011-01-02,0.0,0,0
2011-01-03,0.0,2,9
2011-01-04,0.0,13,14
2011-01-05,0.0,14,4
2011-01-06,0.0,6,6
2011-01-07,0.0,8,5
2011-01-08,0.0,5,2
2011-01-09,0.0,3,0
2011-01-10,0.0,5,12
2011-01-11,0.0,15,5
2011-01-12,0.0,16,10
2011-01-13,0.0,11,1
2011-01-14,0.0,11,7
2011-01-15,0.0,1,2
2011-01-16,0.0,3,0
2011-01-17,0.0,1,7
2011-01-18,0.0,14,7
2011-01-19,0.0,31,5
2011-01-20,0.0,32,7
2011-01-21,0.0,9,8
2011-01-22,0.0,3,2
2011-01-23,0.0,0,0
2011-01-24,0.0,10,5
2011-01-25,0.0,12,4
2011-01-26,0.0,12,6
2011-01-27,0.0,13,11
2011-01-28,0.0,7,7
2011-01-29,0.0,4,0
2011-01-30,0.0,4,3
2011-01-31,0.0,16,4
2011-02-01,0.0,24,5
2011-02-02,0.0,18,9
2011-02-03,0.0,23,3
2011-02-04,1.0,13,2
2011-02-05,-0.5,6,0
2011-02-06,-0.125,0,0
2011-02-07,-0.0625,6,5
2011-02-08,-0.0390625,7,1
2011-02-09,-0.02734375,25,10
2011-02-10,-0.0205078125,11,10
2011-02-11,-0.01611328125,16,9
2011-02-12,-0.013092041015625,3,0
2011-02-13,-0.0109100341796875,2,0
2011-02-14,0.0,9,5
2011-02-15,0.0,7,11
2011-02-16,0.0,19,7
2011-02-17,0.0,14,1
2011-02-18,0.0,13,3
2011-02-19,0.0,2,4
2011-02-20,0.0,1,0
2011-02-21,0.0,5,1
2011-02-22,10.0,10,4
2011-02-23,-5.0,24,12
2011-02-24,-1.25,10,8
2011-02-25,-0.625,17,12
2011-02-26,2.609375,1,6
2011-02-27,-0.7734375,0,0
2011-02-28,-1.080078125,7,2
2011-03-01,3.5263671875,9,9
2011-03-02,3.68939208984375,11,27
2011-03-03,-3.730194091796875,14,16
2011-03-04,-0.0888671875,10,12
2011-03-05,-1.10009765625,10,3
2011-03-06,0.475860595703125,12,6
2011-03-07,1.1455841064453125,31,18
2011-03-08,-1.3624725341796875,19,17
2011-03-09,-0.4888916015625,12,23
2011-03-10,-0.3067626953125,14,18
2011-03-11,-0.187042236328125,14,17
2011-03-12,-0.088287353515625,6,4
2011-03-13,3.9319610595703125,2,2
2011-03-14,4.954681396484375,4,27
2011-03-15,-2.0370941162109375,13,12
2011-03-16,-2.146820068359375,20,15
2011-03-17,6.15625,16,9
2011-03-18,-0.0078125,7,24
2011-03-19,-0.2265625,1,15
2011-03-20,4.2998046875,1,13
2011-03-21,4.3953857421875,8,32
2011-03-22,13.922332763671875,11,29
2011-03-23,-8.035171508789062,18,24
2011-03-24,-5.634613037109375,7,17
2011-03-25,-2.510589599609375,19,30
2011-03-26,1.4020233154296875,6,6
2011-03-27,0.416595458984375,3,11
2011-03-28,-2.6639251708984375,11,8
2011-03-29,-1.1609954833984375,31,17
2011-03-30,-0.7291717529296875,8,12
2011-03-31,-0.46978759765625,10,23
2011-04-01,-0.18719482421875,3,26
2011-04-02,1.89013671875,6,6
2011-04-03,-1.087615966796875,3,10
2011-04-04,0.6779937744140625,13,1
2011-04-05,1.3422698974609375,20,8
2011-04-06,-1.203125,11,6
2011-04-07,-0.3671875,10,22
2011-04-08,-0.205078125,24,23
2011-04-09,0.8623046875,1,3
2011-04-10,12.39862060546875,2,1
2011-04-11,-0.703948974609375,7,7
2011-04-12,-4.732818603515625,9,18
2011-04-13,-1.6386566162109375,22,15
2011-04-14,0.068023681640625,24,13
2011-04-15,-1.1103515625,28,4
2011-04-16,-0.57177734375,1,7
2011-04-17,-0.408111572265625,3,8
2011-04-18,-0.3168487548828125,11,14
2011-04-19,-0.2477264404296875,9,22
2011-04-20,-0.085968017578125,13,15
2011-04-21,-0.01611328125,18,9
2011-04-22,1.986907958984375,14,17
2011-04-23,-1.0109100341796875,7,4
2011-04-24,-0.25,1,2
2011-04-25,-0.125,14,8
2011-04-26,-0.078125,13,11
2011-04-27,-0.0546875,13,13
2011-04-28,0.958984375,18,25
2011-04-29,6.4677734375,7,23
2011-04-30,-3.65118408203125,0,2
2011-05-01,-0.959320068359375,4,11
2011-05-02,-0.4765625,20,5
2011-05-03,-0.30078125,14,27
2011-05-04,-0.2119140625,7,17
2011-05-05,-0.15966796875,6,43
2011-05-06,-0.125885009765625,5,19
2011-05-07,0.8974456787109375,2,3
2011-05-08,-0.5763702392578125,6,1
2011-05-09,-0.125,4,14
2011-05-10,-0.0625,4,10
2011-05-11,-0.0390625,10,36
2011-05-12,-0.02734375,14,18
2011-05-13,-0.0205078125,22,25
2011-05-14,-0.01611328125,5,27
2011-05-15,-0.013092041015625,4,3
2011-05-16,-0.0109100341796875,14,21
2011-05-17,0.0,12,21
2011-05-18,0.0,12,30
2011-05-19,0.0,5,32
2011-05-20,0.0,9,29
2011-05-21,0.0,4,27
2011-05-22,0.0,5,31
2011-05-23,0.0,7,8
2011-05-24,0.0,12,19
2011-05-25,0.0,17,17
2011-05-26,0.0,12,6
2011-05-27,0.0,17,39
2011-05-28,0.0,1,6
2011-05-29,0.0,5,0
2011-05-30,0.0,12,1
2011-05-31,2.0,21,26
2011-06-01,-1.0,16,30
2011-06-02,-0.25,21,20
2011-06-03,-0.125,16,15
2011-06-04,-0.078125,1,19
2011-06-05,5.9453125,2,3
2011-06-06,-3.041015625,16,4
2011-06-07,-0.7822265625,14,5
2011-06-08,-0.40118408203125,13,19
2011-06-09,-0.256195068359375,13,29
2011-06-10,-0.1640625,14,26
2011-06-11,-0.123046875,5,10
2011-06-12,-0.0966796875,1,6
2011-06-13,-0.07855224609375,10,4
2011-06-14,-0.065460205078125,20,33
2011-06-15,0.0,11,46
2011-06-16,0.0,19,48
2011-06-17,0.0,15,39
2011-06-18,0.0,3,14
2011-06-19,0.0,7,24
2011-06-20,0.0,24,25
2011-06-21,0.0,7,13
2011-06-22,0.0,14,10
2011-06-23,0.0,7,15
2011-06-24,0.0,12,18
2011-06-25,0.0,3,8
2011-06-26,0.0,1,3
2011-06-27,0.0,21,38
2011-06-28,0.0,16,50
2011-06-29,0.0,19,38
2011-06-30,0.0,14,38
2011-07-01,0.0,8,33
2011-07-02,0.0,3,6
2011-07-03,0.0,0,8
2011-07-04,0.0,6,9
2011-07-05,0.0,8,26
2011-07-06,0.0,16,68
2011-07-07,0.0,11,32
2011-07-08,0.0,12,58
2011-07-09,0.0,8,15
2011-07-10,0.0,6,13
2011-07-11,0.0,14,35
2011-07-12,0.0,24,50
2011-07-13,1.0,29,32
2011-07-14,1.5,16,25
2011-07-15,-1.125,10,28
2011-07-16,-0.3125,0,10
2011-07-17,0.8359375,5,8
2011-07-18,2.39453125,23,15
2011-07-19,17.2998046875,16,22
2011-07-20,-9.99462890625,16,22
2011-07-21,-2.646881103515625,18,24
2011-07-22,-1.3691253662109375,10,29
2011-07-23,2.133453369140625,12,11
2011-07-24,8.90283203125,3,4
2011-07-25,-5.326080322265625,10,16
2011-07-26,1.5811614990234375,10,41
2011-07-27,-3.2111663818359375,15,40
2011-07-28,-1.2815093994140625,18,51
2011-07-29,4.3486328125,14,32
2011-07-30,-2.95751953125,0,16
2011-07-31,17.028594970703125,6,4
2011-08-01,-5.5873870849609375,7,12
2011-08-02,-2.6428680419921875,4,48
2011-08-03,8.175003051757812,2,32
2011-08-04,-5.84930419921875,14,29
2011-08-05,-2.72900390625,5,40
2011-08-06,-0.434600830078125,2,4
2011-08-07,-1.4734954833984375,1,0
2011-08-08,0.19403076171875,11,14
2011-08-09,-0.096405029296875,5,27
2011-08-10,1.068359375,14,31
2011-08-11,3.60321044921875,7,38
2011-08-12,24.994827270507812,12,76
2011-08-13,9.156570434570312,3,3
2011-08-14,-11.951568603515625,2,4
2011-08-15,-7.0475311279296875,12,46
2011-08-16,-2.300689697265625,17,49
2011-08-17,-0.6118927001953125,18,33
2011-08-18,-2.6293792724609375,15,31
2011-08-19,0.5474853515625,3,38
2011-08-20,2.9460601806640625,4,20
2011-08-21,-3.53961181640625,3,0
2011-08-22,5.860595703125,17,23
2011-08-23,3.00860595703125,16,10
2011-08-24,6.329681396484375,19,21
2011-08-25,18.972671508789062,15,6
2011-08-26,-8.242523193359375,23,30
2011-08-27,-8.00909423828125,1,52
2011-08-28,-3.3519287109375,1,4
2011-08-29,1.9351959228515625,27,17
2011-08-30,2.585601806640625,10,14
2011-08-31,14.430130004882812,14,29
2011-09-01,-0.2828826904296875,7,51
2011-09-02,-5.9794464111328125,8,20
2011-09-03,-0.78155517578125,3,15
2011-09-04,-1.1271514892578125,1,0
2011-09-05,-3.32421875,10,0
2011-09-06,4.4183349609375,7,4
2011-09-07,-3.0797119140625,17,8
2011-09-08,-0.029541015625,18,4
2011-09-09,2.9362945556640625,6,9
2011-09-10,-3.3321380615234375,0,9
2011-09-11,-0.0865631103515625,0,1
2011-09-12,-1.123931884765625,12,46
2011-09-13,-0.5249176025390625,7,17
2011-09-14,0.66510009765625,20,33
2011-09-15,2.24761962890625,20,27
2011-09-16,0.2299957275390625,9,30
2011-09-17,-1.5452880859375,8,3
2011-09-18,0.4527740478515625,2,2
2011-09-19,4.217376708984375,22,9
2011-09-20,0.1834259033203125,14,37
2011-09-21,-2.31982421875,6,30
2011-09-22,-0.829010009765625,8,27
2011-09-23,6.5074310302734375,9,42
2011-09-24,0.1666717529296875,2,19
2011-09-25,-3.097503662109375,2,6
2011-09-26,0.907318115234375,17,23
2011-09-27,3.3518524169921875,8,31
2011-09-28,-1.1914825439453125,10,23
2011-09-29,-1.0356597900390625,10,7
2011-09-30,-1.33544921875,10,33
2011-10-01,-0.656097412109375,3,6
2011-10-02,-0.4470977783203125,0,3
2011-10-03,-0.27215576171875,5,4
2011-10-04,-0.17510986328125,8,9
2011-10-05,-0.1400146484375,18,39
2011-10-06,-0.0968475341796875,18,16
2011-10-07,-0.034912109375,10,14
2011-10-08,-0.0109100341796875,5,0
2011-10-09,0.0,0,4
2011-10-10,0.0,5,6
2011-10-11,0.0,12,16
2011-10-12,0.0,17,49
2011-10-13,0.0,23,7
2011-10-14,0.0,22,2
2011-10-15,0.0,5,3
2011-10-16,1.0,2,2
2011-10-17,-0.5,17,10
2011-10-18,9.875,34,17
2011-10-19,-1.0625,14,0
2011-10-20,5.7109375,5,13
2011-10-21,-1.65234375,6,46
2011-10-22,7.2138671875,1,4
2011-10-23,-7.00830078125,2,5
2011-10-24,-2.304107666015625,3,34
2011-10-25,-1.3439178466796875,5,7
2011-10-26,1.08099365234375,39,9
2011-10-27,0.310699462890625,6,19
2011-10-28,1.298492431640625,17,46
2011-10-29,-2.2028045654296875,1,10
2011-10-30,-0.765777587890625,0,7
2011-10-31,-0.4403228759765625,13,18
2011-11-01,25.787109375,11,13
2011-11-02,-11.1552734375,44,49
2011-11-03,-0.36993408203125,23,7
2011-11-04,-3.971343994140625,20,2
2011-11-05,-1.70172119140625,2,29
2011-11-06,-1.0717926025390625,3,5
2011-11-07,2.255859375,17,17
2011-11-08,7.9306640625,14,11
2011-11-09,9.17034912109375,34,17
2011-11-10,4.688201904296875,8,19
2011-11-11,-9.691375732421875,16,16
2011-11-12,-3.20379638671875,5,6
2011-11-13,-1.7958984375,4,2
2011-11-14,-1.21044921875,31,6
2011-11-15,-0.890838623046875,19,8
2011-11-16,0.3075408935546875,16,59
2011-11-17,10.96893310546875,10,33
2011-11-18,2.5280609130859375,22,36
2011-11-19,-6.215240478515625,6,7
2011-11-20,-1.9140625,4,1
2011-11-21,-1.05859375,8,13
2011-11-22,-0.7001953125,10,17
2011-11-23,-0.50830078125,6,11
2011-11-24,-0.391021728515625,6,4
2011-11-25,-0.3130340576171875,6,9
2011-11-26,-0.248748779296875,2,4
2011-11-27,-0.0981903076171875,4,0
2011-11-28,0.0,20,6
2011-11-29,3.0,9,37
2011-11-30,-1.5,16,11
2011-12-01,-0.375,25,13
2011-12-02,-0.1875,22,25
2011-12-03,-0.1171875,0,6
2011-12-04,-0.08203125,1,4
2011-12-05,3.9384765625,13,7
2011-12-06,10.95166015625,15,12
2011-12-07,-2.039276123046875,25,28
2011-12-08,-3.4077301025390625,12,15
2011-12-09,-2.09375,23,13
2011-12-10,0.9453125,4,1
2011-12-11,-1.6953125,5,3
2011-12-12,-0.7568359375,30,4
2011-12-13,1.4832763671875,38,21
2011-12-14,6.606964111328125,30,33
2011-12-15,4.4719085693359375,35,12
2011-12-16,-5.7336578369140625,19,42
2011-12-17,-1.7462615966796875,4,25
2011-12-18,-0.95587158203125,2,16
2011-12-19,-0.633148193359375,23,46
2011-12-20,-0.4423828125,36,33
2011-12-21,5.66033935546875,41,25
2011-12-22,21.728424072265625,28,21
2011-12-23,-4.455108642578125,15,11
2011-12-24,-8.098190307617188,1,5
2011-12-25,-2.921875,3,1
2011-12-26,-1.703125,2,1
2011-12-27,-1.158203125,2,0
2011-12-28,-0.85546875,0,12
2011-12-29,-0.66595458984375,0,5
2011-12-30,-0.53778076171875,0,9
2011-12-31,-0.3905792236328125,0,9
2012-01-01,-0.0981903076171875,0,2
2012-01-02,0.0,0,23
2012-01-03,0.0,9,11
2012-01-04,0.0,7,13
2012-01-05,3.0,12,23
2012-01-06,4.5,5,28
2012-01-07,-3.375,0,29
2012-01-08,-0.9375,2,10
2012-01-09,-0.4921875,19,25
2012-01-10,-0.31640625,26,18
2012-01-11,7.7744140625,27,22
2012-01-12,19.82861328125,26,21
2012-01-13,-7.135955810546875,18,32
2012-01-14,0.3887176513671875,9,31
2012-01-15,-6.127960205078125,8,15
2012-01-16,-0.40625,15,43
2012-01-17,8.5078125,24,63
2012-01-18,15.19140625,20,41
2012-01-19,-6.305908203125,45,76
2012-01-20,-7.6573486328125,22,76
2012-01-21,-3.18756103515625,7,31
2012-01-22,-1.7957763671875,8,8
2012-01-23,-1.2091827392578125,29,20
2012-01-24,2.15399169921875,19,66
2012-01-25,-2.16387939453125,31,41
2012-01-26,6.1041717529296875,29,32
2012-01-27,-4.0191650390625,16,36
2012-01-28,-1.0685577392578125,1,14
2012-01-29,-0.51953125,11,13
2012-01-30,-0.3349609375,30,15
2012-01-31,0.76025390625,42,31
2012-02-01,0.317169189453125,24,22
2012-02-02,1.2294769287109375,18,25
2012-02-03,-1.279144287109375,37,29
2012-02-04,-0.4279327392578125,17,43
2012-02-05,-0.19140625,5,17
2012-02-06,1.8740234375,35,21
2012-02-07,-0.09130859375,14,10
2012-02-08,0.179779052734375,48,31
2012-02-09,-0.8062286376953125,30,12
2012-02-10,0.6972808837890625,29,45
2012-02-11,0.321929931640625,26,21
2012-02-12,-0.732421875,5,28
2012-02-13,0.732421875,46,34
2012-02-14,-0.66436767578125,47,25
2012-02-15,-0.242431640625,39,24
2012-02-16,3.8656463623046875,36,6
2012-02-17,-1.0865936279296875,36,17
2012-02-18,-1.056549072265625,16,26
2012-02-19,-0.4195098876953125,32,3
2012-02-20,-0.2457733154296875,21,8
2012-02-21,-0.161529541015625,30,24
2012-02-22,0.8797149658203125,33,18
2012-02-23,-0.5849609375,28,31
2012-02-24,-0.1934814453125,31,21
2012-02-25,-0.119232177734375,3,12
2012-02-26,9.950027465820312,4,0
2012-02-27,-5.02734375,24,14
2012-02-28,-1.2705078125,20,17
2012-02-29,0.35888671875,29,37
2012-03-01,13.096282958984375,30,14
2012-03-02,-1.4093475341796875,21,25
2012-03-03,-2.017578125,6,17
2012-03-04,4.6748046875,8,8
2012-03-05,0.54486083984375,43,5
2012-03-06,-4.934295654296875,35,49
2012-03-07,0.16552734375,62,20
2012-03-08,-2.131256103515625,40,30
2012-03-09,-0.0555267333984375,12,10
2012-03-10,2.767242431640625,6,29
2012-03-11,25.440185546875,1,24
2012-03-12,-14.851333618164062,33,13
2012-03-13,-2.99591064453125,31,23
2012-03-14,-0.531280517578125,21,25
2012-03-15,-0.37481689453125,21,60
2012-03-16,6.801910400390625,12,40
2012-03-17,-2.565826416015625,4,8
2012-03-18,-1.3699188232421875,3,9
2012-03-19,9.49896240234375,7,20
2012-03-20,1.79364013671875,19,21
2012-03-21,-5.574615478515625,9,30
2012-03-22,0.2109527587890625,9,25
2012-03-23,-1.965484619140625,17,34
2012-03-24,-1.84619140625,0,11
2012-03-25,2.9865570068359375,2,13
2012-03-26,2.3561248779296875,16,15
2012-03-27,4.534454345703125,29,25
2012-03-28,1.771270751953125,7,20
2012-03-29,9.851119995117188,0,49
2012-03-30,-7.2459869384765625,8,12
2012-03-31,-3.8895721435546875,2,3
2012-04-01,-1.8575897216796875,0,22
2012-04-02,10.8006591796875,12,15
2012-04-03,-1.869842529296875,10,13
2012-04-04,1.3656158447265625,5,24
2012-04-05,6.163360595703125,15,17
2012-04-06,-1.3362274169921875,2,53
2012-04-07,-5.4632720947265625,2,7
2012-04-08,-1.076507568359375,0,17
2012-04-09,2.2353515625,8,9
2012-04-10,22.9791259765625,16,7
2012-04-11,5.754791259765625,8,12
2012-04-12,-3.9724578857421875,6,12
2012-04-13,8.38525390625,3,15
2012-04-14,-8.844070434570312,2,10
2012-04-15,-6.530792236328125,1,17
2012-04-16,0.826751708984375,4,9
2012-04-17,3.8810577392578125,7,10
2012-04-18,14.940185546875,5,12
2012-04-19,16.064849853515625,7,20
2012-04-20,0.49755859375,8,44
2012-04-21,-8.268585205078125,4,9
2012-04-22,-8.057342529296875,1,3
2012-04-23,12.45831298828125,9,19
2012-04-24,19.7904052734375,9,9
2012-04-25,1.43804931640625,18,16
2012-04-26,-6.887115478515625,13,12
2012-04-27,-3.3123931884765625,10,21
2012-04-28,-5.9367218017578125,0,7
2012-04-29,-5.4566497802734375,1,0
2012-04-30,5.1610260009765625,7,4
2012-05-01,1.0629119873046875,7,11
2012-05-02,9.029281616210938,10,10
2012-05-03,1.1046295166015625,7,33
2012-05-04,6.3245391845703125,15,8
2012-05-05,2.433135986328125,0,2
2012-05-06,-9.130462646484375,0,1
2012-05-07,-0.2075347900390625,7,10
2012-05-08,7.650634765625,2,5
2012-05-09,-0.126678466796875,4,2
2012-05-10,5.0978546142578125,4,6
2012-05-11,4.2504425048828125,2,5
2012-05-12,-3.6244964599609375,0,1
2012-05-13,-4.4476165771484375,1,1
2012-05-14,9.284530639648438,7,7
2012-05-15,8.618362426757812,14,20
2012-05-16,-1.41558837890625,6,30
2012-05-17,6.12469482421875,8,16
2012-05-18,0.048095703125,5,20
2012-05-19,-6.458343505859375,1,25
2012-05-20,-5.1871795654296875,3,2
2012-05-21,9.428375244140625,5,5
2012-05-22,10.3016357421875,28,42
2012-05-23,6.2488861083984375,10,61
2012-05-24,-2.8657073974609375,22,23
2012-05-25,7.61199951171875,6,24
2012-05-26,-5.2622528076171875,1,12
2012-05-27,-4.8506927490234375,1,4
2012-05-28,11.084457397460938,7,5
2012-05-29,-3.5662841796875,23,18
2012-05-30,13.7125244140625,28,22
2012-05-31,3.374603271484375,8,46
2012-06-01,-8.014312744140625,5,18
2012-06-02,2.8455810546875,9,28
2012-06-03,-4.3527984619140625,7,19
2012-06-04,9.682205200195312,22,15
2012-06-05,1.9291839599609375,8,22
2012-06-06,-8.605560302734375,13,29
2012-06-07,5.9050445556640625,15,59
2012-06-08,-0.3076324462890625,9,23
2012-06-09,-3.1855010986328125,0,28
2012-06-10,-2.9247283935546875,1,7
2012-06-11,-1.379730224609375,3,7
2012-06-12,-1.813262939453125,2,10
2012-06-13,-1.0380401611328125,16,30
2012-06-14,-0.632293701171875,5,22
2012-06-15,-0.3825531005859375,3,46
2012-06-16,-0.29693603515625,0,15
2012-06-17,3.8477325439453125,0,2
2012-06-18,6.9380645751953125,2,10
2012-06-19,2.9759979248046875,7,17
2012-06-20,3.6140899658203125,1,16
2012-06-21,-1.21875,1,55
2012-06-22,0.4140625,3,19
2012-06-23,-2.328125,1,5
2012-06-24,-2.7568359375,10,4
2012-06-25,16.6346435546875,20,25
2012-06-26,-6.931976318359375,5,33
2012-06-27,0.5846710205078125,7,14
2012-06-28,-1.442901611328125,4,25
2012-06-29,0.6991424560546875,2,53
2012-06-30,-3.4491119384765625,6,16
2012-07-01,-1.4147186279296875,2,3
2012-07-02,6.122711181640625,6,22
2012-07-03,5.87518310546875,8,31
2012-07-04,-4.36212158203125,1,25
2012-07-05,1.0839385986328125,2,24
2012-07-06,0.6932830810546875,1,51
2012-07-07,0.7078704833984375,0,17
2012-07-08,-3.28875732421875,4,28
2012-07-09,4.72119140625,1,37
2012-07-10,7.190582275390625,3,52
2012-07-11,-2.8371734619140625,4,42
2012-07-12,-1.141143798828125,7,22
2012-07-13,-2.142547607421875,6,44
2012-07-14,1.12078857421875,2,34
2012-07-15,-2.48858642578125,1,5
2012-07-16,-1.02996826171875,4,10
2012-07-17,4.35357666015625,1,14
2012-07-18,-0.97998046875,1,28
2012-07-19,8.051742553710938,3,19
2012-07-20,2.276947021484375,2,15
2012-07-21,-5.6644744873046875,2,3
2012-07-22,11.109970092773438,2,0
2012-07-23,8.419418334960938,4,20
2012-07-24,8.66748046875,2,43
2012-07-25,2.165985107421875,4,49
2012-07-26,-4.7887420654296875,4,26
2012-07-27,10.175384521484375,8,23
2012-07-28,-10.472625732421875,2,14
2012-07-29,-5.4178466796875,6,1
2012-07-30,4.123748779296875,22,18
2012-07-31,-3.4846038818359375,5,35
2012-08-01,-1.253875732421875,7,30
2012-08-02,4.3722076416015625,3,20
2012-08-03,34.26521301269531,13,54
2012-08-04,-16.113784790039062,3,8
2012-08-05,-3.311431884765625,7,4
2012-08-06,1.933746337890625,5,21
2012-08-07,5.182769775390625,12,43
2012-08-08,-5.8525543212890625,10,31
2012-08-09,2.207366943359375,10,27
2012-08-10,1.08135986328125,2,22
2012-08-11,-1.0200653076171875,0,13
2012-08-12,-4.9933929443359375,1,6
2012-08-13,7.0870208740234375,4,24
2012-08-14,2.3084869384765625,2,48
2012-08-15,4.052001953125,11,34
2012-08-16,10.874237060546875,3,26
2012-08-17,2.5587310791015625,7,28
2012-08-18,-8.682174682617188,2,10
