,rust-lang/rust,swiftlang/swift,golang/go
2014-12-25,35,0,1
2014-12-26,30,3,5
2014-12-27,27,3,2
2014-12-28,35,2,7
2014-12-29,63,0,6
2014-12-30,126,0,7
2014-12-31,42,0,3
2015-01-01,49,4,6
2015-01-02,70,1,7
2015-01-03,61,0,2
2015-01-04,60,2,7
2015-01-05,127,15,11
2015-01-06,136,25,22
2015-01-07,78,12,25
2015-01-08,109,35,17
2015-01-09,43,43,8
2015-01-10,33,18,3
2015-01-11,48,10,2
2015-01-12,86,10,12
2015-01-13,32,27,8
2015-01-14,34,22,21
2015-01-15,91,28,14
2015-01-16,50,28,6
2015-01-17,44,7,2
2015-01-18,46,2,3
2015-01-19,43,34,15
2015-01-20,72,35,9
2015-01-21,96,34,30
2015-01-22,51,40,5
2015-01-23,28,33,10
2015-01-24,43,16,4
2015-01-25,22,9,1
2015-01-26,31,12,10
2015-01-27,66,24,10
2015-01-28,44,41,29
2015-01-29,40,27,16
2015-01-30,65,27,27
2015-01-31,28,18,1
2015-02-01,36,7,0
2015-02-02,51,17,11
2015-02-03,43,18,29
2015-02-04,21,51,23
2015-02-05,49,37,13
2015-02-06,71,33,26
2015-02-07,35,16,5
2015-02-08,18,0,7
2015-02-09,21,15,11
2015-02-10,66,42,13
2015-02-11,75,58,22
2015-02-12,39,48,17
2015-02-13,46,31,34
2015-02-14,25,11,10
2015-02-15,71,7,4
2015-02-16,71,21,8
2015-02-17,86,23,29
2015-02-18,123,25,14
2015-02-19,36,18,21
2015-02-20,17,32,22
2015-02-21,53,30,8
2015-02-22,72,4,3
2015-02-23,64,10,30
2015-02-24,105,27,15
2015-02-25,32,16,38
2015-02-26,31,30,27
2015-02-27,34,57,12
2015-02-28,41,14,11
2015-03-01,43,17,20
2015-03-02,32,31,28
2015-03-03,76,31,30
2015-03-04,31,44,24
2015-03-05,55,20,31
2015-03-06,59,27,15
2015-03-07,15,19,3
2015-03-08,38,20,4
2015-03-09,35,33,8
2015-03-10,33,56,12
2015-03-11,24,36,12
2015-03-12,33,70,18
2015-03-13,29,39,10
2015-03-14,18,27,8
2015-03-15,42,30,7
2015-03-16,30,23,26
2015-03-17,53,39,25
2015-03-18,37,38,10
2015-03-19,57,49,15
2015-03-20,41,35,28
2015-03-21,10,15,3
2015-03-22,23,19,0
2015-03-23,96,36,13
2015-03-24,65,44,27
2015-03-25,24,49,10
2015-03-26,44,46,11
2015-03-27,79,39,15
2015-03-28,26,29,11
2015-03-29,34,19,1
2015-03-30,37,24,16
2015-03-31,75,35,12
2015-04-01,95,49,16
2015-04-02,34,61,21
2015-04-03,37,35,20
2015-04-04,42,30,5
2015-04-05,18,31,0
2015-04-06,21,19,12
2015-04-07,43,51,24
2015-04-08,68,36,38
2015-04-09,38,41,20
2015-04-10,57,28,24
2015-04-11,45,11,11
2015-04-12,21,6,15
2015-04-13,36,17,32
2015-04-14,86,25,13
2015-04-15,49,36,22
2015-04-16,31,42,36
2015-04-17,75,51,30
2015-04-18,35,10,9
2015-04-19,22,12,2
2015-04-20,35,38,16
2015-04-21,99,24,31
2015-04-22,30,74,22
2015-04-23,45,44,11
2015-04-24,63,37,22
2015-04-25,50,9,1
2015-04-26,25,53,11
2015-04-27,51,63,24
2015-04-28,31,44,24
2015-04-29,97,53,32
2015-04-30,70,50,22
2015-05-01,44,41,21
2015-05-02,36,31,5
2015-05-03,23,10,6
2015-05-04,43,34,12
2015-05-05,52,47,20
2015-05-06,58,40,41
2015-05-07,56,69,21
2015-05-08,43,41,6
2015-05-09,37,36,3
2015-05-10,54,15,2
2015-05-11,54,39,28
2015-05-12,63,45,19
2015-05-13,66,41,16
2015-05-14,52,45,21
2015-05-15,53,57,29
2015-05-16,39,14,4
2015-05-17,40,20,3
2015-05-18,33,43,17
2015-05-19,84,58,16
2015-05-20,36,52,8
2015-05-21,35,31,11
2015-05-22,21,33,16
2015-05-23,34,37,3
2015-05-24,26,22,0
2015-05-25,34,9,2
2015-05-26,35,29,8
2015-05-27,30,40,13
2015-05-28,41,32,16
2015-05-29,41,30,8
2015-05-30,20,13,5
2015-05-31,22,18,2
2015-06-01,28,15,8
2015-06-02,34,37,15
2015-06-03,26,25,35
2015-06-04,30,21,22
2015-06-05,25,11,29
2015-06-06,30,10,5
2015-06-07,20,4,4
2015-06-08,44,12,7
2015-06-09,58,5,14
2015-06-10,40,6,7
2015-06-11,36,0,14
2015-06-12,35,6,14
2015-06-13,25,2,4
2015-06-14,18,3,15
2015-06-15,35,19,17
2015-06-16,19,16,18
2015-06-17,52,57,25
2015-06-18,51,26,25
2015-06-19,36,25,20
2015-06-20,37,10,2
2015-06-21,28,2,2
2015-06-22,28,19,13
2015-06-23,44,23,9
2015-06-24,40,63,13
2015-06-25,36,64,14
2015-06-26,25,33,34
2015-06-27,21,19,7
2015-06-28,9,8,2
2015-06-29,32,19,36
2015-06-30,57,25,18
2015-07-01,37,41,7
2015-07-02,28,35,9
2015-07-03,26,7,2
2015-07-04,28,3,0
2015-07-05,35,0,7
2015-07-06,35,12,2
2015-07-07,29,21,11
2015-07-08,46,49,1
2015-07-09,32,40,8
2015-07-10,27,48,9
2015-07-11,27,25,9
2015-07-12,32,8,9
2015-07-13,38,44,19
2015-07-14,39,22,13
2015-07-15,11,36,56
2015-07-16,47,48,15
2015-07-17,37,51,13
2015-07-18,33,28,9
2015-07-19,24,13,1
2015-07-20,52,27,12
2015-07-21,46,50,24
2015-07-22,63,41,27
2015-07-23,45,38,27
2015-07-24,60,40,9
2015-07-25,34,36,0
2015-07-26,35,30,4
2015-07-27,32,31,46
2015-07-28,52,31,34
2015-07-29,53,28,21
2015-07-30,32,39,31
2015-07-31,31,60,16
2015-08-01,16,31,0
2015-08-02,21,12,3
2015-08-03,20,25,10
2015-08-04,40,39,27
2015-08-05,37,16,23
2015-08-06,41,23,20
2015-08-07,23,17,5
2015-08-08,16,11,0
2015-08-09,21,1,0
2015-08-10,27,22,5
2015-08-11,66,19,12
2015-08-12,109,28,9
2015-08-13,78,40,6
2015-08-14,28,17,2
2015-08-15,36,3,4
2015-08-16,40,6,1
2015-08-17,81,17,6
2015-08-18,42,36,10
2015-08-19,39,30,10
2015-08-20,26,16,3
2015-08-21,29,25,19
2015-08-22,49,16,5
2015-08-23,25,6,2
2015-08-24,42,15,16
2015-08-25,67,19,17
2015-08-26,44,44,15
2015-08-27,44,35,11
2015-08-28,28,14,19
2015-08-29,23,11,13
2015-08-30,29,12,6
2015-08-31,37,3,16
2015-09-01,51,20,13
2015-09-02,41,30,8
2015-09-03,60,31,16
2015-09-04,66,21,21
2015-09-05,31,20,12
2015-09-06,49,11,5
2015-09-07,27,17,12
2015-09-08,30,37,18
2015-09-09,29,32,25
2015-09-10,43,39,25
2015-09-11,32,35,13
2015-09-12,19,11,7
2015-09-13,15,0,2
2015-09-14,40,21,12
2015-09-15,32,29,17
2015-09-16,25,34,16
2015-09-17,56,28,14
2015-09-18,25,34,17
2015-09-19,52,7,6
2015-09-20,44,10,5
2015-09-21,29,28,10
2015-09-22,30,29,7
2015-09-23,19,21,18
2015-09-24,47,21,8
2015-09-25,32,35,8
2015-09-26,44,11,0
2015-09-27,31,4,2
2015-09-28,15,22,7
2015-09-29,27,32,9
2015-09-30,62,25,10
2015-10-01,53,35,9
2015-10-02,54,18,14
2015-10-03,23,8,6
2015-10-04,11,8,3
2015-10-05,25,14,7
2015-10-06,37,25,16
2015-10-07,47,25,4
2015-10-08,60,32,11
2015-10-09,32,45,18
2015-10-10,19,17,4
2015-10-11,19,19,2
2015-10-12,29,17,4
2015-10-13,53,31,5
2015-10-14,41,22,10
2015-10-15,46,11,6
2015-10-16,31,18,9
2015-10-17,22,8,4
2015-10-18,25,4,9
2015-10-19,40,18,23
2015-10-20,31,20,24
2015-10-21,25,23,22
2015-10-22,31,12,16
2015-10-23,44,14,17
2015-10-24,26,22,0
2015-10-25,31,8,1
2015-10-26,32,12,14
2015-10-27,38,21,7
2015-10-28,49,27,20
2015-10-29,33,0,14
2015-10-30,15,0,18
2015-10-31,11,3,1
2015-11-01,19,0,4
2015-11-02,19,19,4
2015-11-03,58,39,16
2015-11-04,32,30,11
2015-11-05,47,42,23
2015-11-06,24,45,6
2015-11-07,17,29,5
2015-11-08,26,27,10
2015-11-09,30,15,6
2015-11-10,41,33,19
2015-11-11,51,29,19
2015-11-12,51,56,62
2015-11-13,32,45,24
2015-11-14,27,29,12
2015-11-15,23,18,7
2015-11-16,41,45,16
2015-11-17,54,64,18
2015-11-18,20,46,22
2015-11-19,58,42,22
2015-11-20,44,21,21
2015-11-21,16,9,5
2015-11-22,25,2,1
2015-11-23,31,23,9
2015-11-24,33,13,25
2015-11-25,40,3,18
2015-11-26,41,4,8
2015-11-27,15,5,2
2015-11-28,14,5,5
2015-11-29,13,10,3
2015-11-30,39,38,7
2015-12-01,26,18,15
2015-12-02,37,26,17
2015-12-03,23,207,21
2015-12-04,29,166,18
2015-12-05,24,96,19
2015-12-06,23,68,2
2015-12-07,16,87,15
2015-12-08,27,108,5
2015-12-09,33,65,17
2015-12-10,30,130,11
2015-12-11,26,100,14
2015-12-12,22,55,2
2015-12-13,32,214,0
2015-12-14,26,83,17
2015-12-15,23,70,20
2015-12-16,45,154,23
2015-12-17,39,81,50
2015-12-18,55,94,17
2015-12-19,30,86,3
2015-12-20,13,48,0
2015-12-21,26,101,2
2015-12-22,21,107,7
2015-12-23,41,104,0
2015-12-24,6,69,4
2015-12-25,22,22,0
2015-12-26,8,27,0
2015-12-27,11,20,0
2015-12-28,18,31,1
2015-12-29,21,31,11
2015-12-30,40,26,2
2015-12-31,22,43,2
2016-01-01,17,61,1
2016-01-02,29,27,1
2016-01-03,18,27,1
2016-01-04,40,46,8
2016-01-05,27,26,18
2016-01-06,58,59,40
2016-01-07,42,38,22
2016-01-08,16,56,36
2016-01-09,16,43,5
2016-01-10,11,23,5
2016-01-11,29,25,8
2016-01-12,48,62,7
2016-01-13,41,51,29
2016-01-14,81,55,15
2016-01-15,37,44,3
2016-01-16,38,38,3
2016-01-17,29,31,0
2016-01-18,33,26,6
2016-01-19,31,30,10
2016-01-20,34,78,6
2016-01-21,42,74,10
2016-01-22,38,90,6
2016-01-23,35,47,3
2016-01-24,16,43,15
2016-01-25,25,40,7
2016-01-26,55,57,17
2016-01-27,30,79,29
2016-01-28,30,50,4
2016-01-29,52,45,15
2016-01-30,31,34,1
2016-01-31,32,6,1
2016-02-01,44,32,4
2016-02-02,55,63,11
2016-02-03,52,52,6
2016-02-04,45,55,13
2016-02-05,33,39,6
2016-02-06,27,70,2
2016-02-07,26,28,2
2016-02-08,39,47,7
2016-02-09,48,59,9
2016-02-10,29,63,4
2016-02-11,82,45,3
2016-02-12,56,57,5
2016-02-13,62,29,2
2016-02-14,43,22,0
2016-02-15,45,37,0
2016-02-16,22,51,10
2016-02-17,38,36,7
2016-02-18,38,62,11
2016-02-19,33,47,22
2016-02-20,26,65,12
2016-02-21,23,10,23
2016-02-22,21,52,16
2016-02-23,22,68,21
2016-02-24,45,65,32
2016-02-25,25,104,30
2016-02-26,42,58,37
2016-02-27,44,35,12
2016-02-28,29,23,14
2016-02-29,23,36,22
2016-03-01,28,50,23
2016-03-02,47,66,25
2016-03-03,28,66,25
2016-03-04,51,40,27
2016-03-05,28,38,11
2016-03-06,27,8,9
2016-03-07,55,48,27
2016-03-08,49,100,32
2016-03-09,53,92,27
2016-03-10,45,103,29
2016-03-11,37,72,28
2016-03-12,46,61,13
2016-03-13,52,29,10
2016-03-14,70,49,25
2016-03-15,49,77,24
2016-03-16,25,67,43
2016-03-17,118,92,24
2016-03-18,55,79,25
2016-03-19,42,36,3
2016-03-20,23,16,13
2016-03-21,67,48,33
2016-03-22,33,85,18
2016-03-23,57,44,18
2016-03-24,45,97,20
2016-03-25,71,90,28
2016-03-26,70,48,8
2016-03-27,41,19,6
2016-03-28,44,80,17
2016-03-29,59,56,21
2016-03-30,55,54,32
2016-03-31,50,58,32
2016-04-01,35,84,22
2016-04-02,34,39,7
2016-04-03,22,20,12
2016-04-04,33,39,16
2016-04-05,41,41,29
2016-04-06,70,50,37
2016-04-07,49,48,23
2016-04-08,29,67,15
2016-04-09,16,36,8
2016-04-10,17,18,14
2016-04-11,52,32,25
2016-04-12,24,50,37
2016-04-13,35,65,28
2016-04-14,75,69,32
2016-04-15,51,61,18
2016-04-16,24,36,10
2016-04-17,36,30,6
2016-04-18,22,32,17
2016-04-19,37,47,20
2016-04-20,23,37,20
2016-04-21,30,52,28
2016-04-22,27,38,26
2016-04-23,18,34,5
2016-04-24,26,19,9
2016-04-25,27,65,13
2016-04-26,27,50,23
2016-04-27,23,34,40
2016-04-28,44,31,25
2016-04-29,21,69,29
2016-04-30,19,13,7
2016-05-01,20,14,19
2016-05-02,87,33,8
2016-05-03,60,34,9
2016-05-04,11,63,24
2016-05-05,24,59,21
2016-05-06,43,50,27
2016-05-07,45,35,4
2016-05-08,21,17,3
2016-05-09,74,36,11
2016-05-10,49,47,15
2016-05-11,85,51,17
2016-05-12,38,44,11
2016-05-13,35,25,5
2016-05-14,35,24,8
2016-05-15,40,14,6
2016-05-16,42,28,13
2016-05-17,26,34,6
2016-05-18,54,31,29
2016-05-19,31,24,19
2016-05-20,31,33,13
2016-05-21,26,27,3
2016-05-22,12,22,1
2016-05-23,46,33,3
2016-05-24,51,44,19
2016-05-25,34,67,19
2016-05-26,29,25,17
2016-05-27,52,54,26
2016-05-28,35,8,1
2016-05-29,17,22,4
2016-05-30,50,17,3
2016-05-31,55,49,18
2016-06-01,59,50,18
2016-06-02,37,50,22
2016-06-03,33,44,15
2016-06-04,19,49,0
2016-06-05,56,27,2
2016-06-06,28,34,4
2016-06-07,42,40,3
2016-06-08,42,44,8
2016-06-09,66,50,9
2016-06-10,48,29,5
2016-06-11,23,14,1
2016-06-12,25,12,2
2016-06-13,31,22,6
2016-06-14,27,15,8
2016-06-15,24,37,6
2016-06-16,66,21,8
2016-06-17,24,29,2
2016-06-18,16,13,0
2016-06-19,16,38,1
2016-06-20,33,45,6
2016-06-21,43,62,6
2016-06-22,30,64,5
2016-06-23,43,60,6
2016-06-24,29,44,9
2016-06-25,29,35,1
2016-06-26,14,8,2
2016-06-27,27,20,10
2016-06-28,44,55,13
2016-06-29,44,50,7
2016-06-30,21,43,9
2016-07-01,42,54,2
2016-07-02,33,53,2
2016-07-03,28,24,1
2016-07-04,22,9,4
2016-07-05,34,55,1
2016-07-06,46,44,6
2016-07-07,29,73,3
2016-07-08,60,45,7
2016-07-09,16,16,0
2016-07-10,27,13,0
2016-07-11,23,25,5
2016-07-12,35,68,4
2016-07-13,36,65,7
2016-07-14,41,37,1
2016-07-15,35,40,4
2016-07-16,26,42,3
2016-07-17,25,33,1
2016-07-18,20,77,12
2016-07-19,31,73,1
2016-07-20,14,48,5
2016-07-21,25,66,8
2016-07-22,35,53,2
2016-07-23,7,71,1
2016-07-24,17,32,1
2016-07-25,18,68,1
2016-07-26,27,89,8
2016-07-27,34,48,4
2016-07-28,36,66,2
2016-07-29,53,111,1
2016-07-30,29,49,0
2016-07-31,24,20,0
2016-08-01,38,53,1
2016-08-02,41,37,10
2016-08-03,26,52,1
2016-08-04,38,72,5
2016-08-05,73,41,4
2016-08-06,42,18,2
2016-08-07,82,37,1
2016-08-08,72,55,2
2016-08-09,76,84,4
2016-08-10,44,49,4
2016-08-11,76,56,3
2016-08-12,27,38,0
2016-08-13,84,24,0
2016-08-14,52,10,0
2016-08-15,25,20,5
2016-08-16,31,28,65
2016-08-17,120,42,29
2016-08-18,59,27,21
2016-08-19,26,54,18
2016-08-20,38,17,3
2016-08-21,26,1,18
2016-08-22,40,34,27
2016-08-23,48,23,44
2016-08-24,39,33,14
2016-08-25,38,30,19
2016-08-26,19,26,23
2016-08-27,42,4,4
2016-08-28,41,30,6
2016-08-29,45,5,20
2016-08-30,61,19,30
2016-08-31,60,25,21
2016-09-01,53,29,11
2016-09-02,36,25,12
2016-09-03,40,38,2
2016-09-04,25,13,11
2016-09-05,56,7,7
2016-09-06,47,55,19
2016-09-07,41,35,13
2016-09-08,24,19,30
2016-09-09,18,30,18
2016-09-10,28,5,12
2016-09-11,34,19,17
2016-09-12,18,38,23
2016-09-13,60,46,18
2016-09-14,26,59,24
2016-09-15,42,65,24
2016-09-16,39,57,32
2016-09-17,14,16,9
2016-09-18,36,9,3
2016-09-19,29,30,13
2016-09-20,59,38,18
2016-09-21,14,29,16
2016-09-22,47,50,9
2016-09-23,35,55,7
2016-09-24,13,20,4
2016-09-25,26,25,10
2016-09-26,68,24,20
2016-09-27,67,17,21
2016-09-28,50,31,8
2016-09-29,40,41,17
2016-09-30,82,11,14
2016-10-01,40,17,7
2016-10-02,46,13,4
2016-10-03,46,43,16
2016-10-04,64,27,27
2016-10-05,29,30,30
2016-10-06,44,51,22
2016-10-07,43,24,11
2016-10-08,22,22,2
2016-10-09,21,9,7
2016-10-10,23,34,5
2016-10-11,43,55,18
2016-10-12,48,59,42
2016-10-13,20,37,23
2016-10-14,36,34,3
2016-10-15,29,42,8
2016-10-16,30,27,6
2016-10-17,32,35,43
2016-10-18,19,65,33
2016-10-19,62,42,35
2016-10-20,25,34,16
2016-10-21,63,45,15
2016-10-22,27,17,9
2016-10-23,16,20,2
2016-10-24,39,42,41
2016-10-25,26,61,52
2016-10-26,37,39,35
2016-10-27,27,21,38
2016-10-28,26,31,69
2016-10-29,12,19,12
2016-10-30,32,34,10
2016-10-31,36,52,28
2016-11-01,55,32,33
2016-11-02,41,75,19
2016-11-03,39,39,50
2016-11-04,40,29,19
2016-11-05,36,17,11
2016-11-06,25,21,1
2016-11-07,15,36,20
2016-11-08,39,23,17
2016-11-09,38,38,8
2016-11-10,53,22,25
2016-11-11,34,40,30
2016-11-12,67,41,12
2016-11-13,24,33,7
2016-11-14,31,36,6
2016-11-15,22,53,14
2016-11-16,28,42,19
2016-11-17,52,44,22
2016-11-18,43,55,11
2016-11-19,25,15,1
2016-11-20,38,28,2
2016-11-21,25,9,8
2016-11-22,30,14,21
2016-11-23,44,5,8
2016-11-24,26,26,3
2016-11-25,20,22,1
2016-11-26,20,14,1
2016-11-27,27,16,0
2016-11-28,37,33,6
2016-11-29,65,81,20
2016-11-30,30,40,21
2016-12-01,23,46,31
2016-12-02,26,79,8
2016-12-03,34,22,3
2016-12-04,24,22,3
2016-12-05,17,48,7
2016-12-06,32,66,10
2016-12-07,31,52,13
2016-12-08,27,49,11
2016-12-09,24,74,22
2016-12-10,13,38,3
2016-12-11,23,41,1
2016-12-12,32,62,6
2016-12-13,19,65,11
2016-12-14,46,57,13
2016-12-15,48,86,20
2016-12-16,17,40,6
2016-12-17,50,39,0
2016-12-18,28,60,0
2016-12-19,47,59,7
2016-12-20,84,71,14
2016-12-21,145,78,11
2016-12-22,39,52,4
2016-12-23,23,10,3
2016-12-24,24,3,2
2016-12-25,12,1,0
2016-12-26,17,16,0
2016-12-27,18,6,0
2016-12-28,37,4,1
2016-12-29,22,10,1
2016-12-30,97,3,1
2016-12-31,29,3,1
2017-01-01,18,11,0
2017-01-02,11,1,3
2017-01-03,49,20,5
2017-01-04,58,169,6
2017-01-05,34,80,8
2017-01-06,31,73,11
2017-01-07,23,57,6
2017-01-08,24,21,1
2017-01-09,31,68,7
2017-01-10,39,58,13
2017-01-11,23,71,4
2017-01-12,58,61,10
2017-01-13,34,102,9
2017-01-14,39,31,4
2017-01-15,22,18,0
2017-01-16,36,50,4
2017-01-17,54,44,5
2017-01-18,13,55,4
2017-01-19,43,58,2
2017-01-20,58,68,6
2017-01-21,27,35,1
2017-01-22,28,16,0
2017-01-23,17,41,1
2017-01-24,24,42,9
2017-01-25,31,52,7
2017-01-26,39,74,5
2017-01-27,26,67,1
2017-01-28,65,38,1
2017-01-29,18,26,2
2017-01-30,26,48,2
2017-01-31,27,33,3
2017-02-01,5,38,34
2017-02-02,43,42,29
2017-02-03,69,52,28
2017-02-04,59,39,9
2017-02-05,55,7,1
2017-02-06,38,77,16
2017-02-07,44,96,31
2017-02-08,73,67,21
2017-02-09,76,82,25
2017-02-10,75,64,26
2017-02-11,36,42,9
2017-02-12,32,36,3
2017-02-13,38,56,24
2017-02-14,27,77,21
2017-02-15,28,80,17
2017-02-16,39,72,12
2017-02-17,22,89,19
2017-02-18,32,85,4
2017-02-19,16,40,7
2017-02-20,37,90,1
2017-02-21,67,76,22
2017-02-22,24,59,15
2017-02-23,31,79,8
2017-02-24,36,80,21
2017-02-25,57,52,6
2017-02-26,27,18,1
2017-02-27,26,79,15
2017-02-28,72,117,26
2017-03-01,45,63,28
2017-03-02,34,71,27
2017-03-03,28,76,19
2017-03-04,22,14,12
2017-03-05,17,35,2
2017-03-06,24,79,32
2017-03-07,18,67,24
2017-03-08,26,60,11
2017-03-09,31,50,14
2017-03-10,48,57,9
2017-03-11,53,33,4
2017-03-12,35,18,2
2017-03-13,23,55,17
2017-03-14,61,104,19
2017-03-15,22,88,10
2017-03-16,14,75,15
2017-03-17,46,66,26
2017-03-18,28,45,4
2017-03-19,27,17,9
2017-03-20,35,50,21
2017-03-21,62,105,25
2017-03-22,54,85,25
2017-03-23,61,54,23
2017-03-24,33,78,25
2017-03-25,33,32,7
2017-03-26,29,42,7
2017-03-27,42,62,11
2017-03-28,28,67,11
2017-03-29,53,56,23
2017-03-30,77,77,25
2017-03-31,43,63,34
2017-04-01,19,65,5
2017-04-02,21,26,1
2017-04-03,27,62,19
2017-04-04,37,79,6
2017-04-05,49,90,10
2017-04-06,53,47,16
2017-04-07,41,80,28
2017-04-08,34,16,4
2017-04-09,31,15,3
2017-04-10,36,79,13
2017-04-11,52,86,16
2017-04-12,49,76,26
2017-04-13,45,93,26
2017-04-14,25,69,8
2017-04-15,54,51,4
2017-04-16,11,14,3
2017-04-17,19,77,20
2017-04-18,42,111,21
2017-04-19,21,63,31
2017-04-20,36,105,22
2017-04-21,42,85,46
2017-04-22,28,40,6
2017-04-23,29,54,7
2017-04-24,40,69,18
2017-04-25,43,87,27
2017-04-26,53,85,33
2017-04-27,31,83,19
2017-04-28,43,100,38
2017-04-29,19,47,7
2017-04-30,23,36,8
2017-05-01,53,67,11
2017-05-02,76,106,8
2017-05-03,62,108,8
2017-05-04,29,80,10
2017-05-05,49,79,8
2017-05-06,30,32,3
2017-05-07,39,28,5
2017-05-08,29,52,4
2017-05-09,54,66,20
2017-05-10,36,77,15
2017-05-11,95,88,7
2017-05-12,28,59,7
2017-05-13,53,56,3
2017-05-14,29,28,3
2017-05-15,36,58,8
2017-05-16,50,77,8
2017-05-17,32,83,8
2017-05-18,35,68,16
2017-05-19,35,89,12
2017-05-20,24,20,2
2017-05-21,21,12,0
2017-05-22,31,80,14
2017-05-23,51,77,14
2017-05-24,20,88,16
2017-05-25,72,73,5
2017-05-26,34,30,7
2017-05-27,26,32,0
2017-05-28,36,2,1
2017-05-29,14,24,3
2017-05-30,47,33,5
2017-05-31,44,56,6
2017-06-01,68,82,2
2017-06-02,44,76,7
2017-06-03,37,35,2
2017-06-04,46,22,0
2017-06-05,36,55,14
2017-06-06,58,54,11
2017-06-07,29,35,16
2017-06-08,30,31,21
2017-06-09,36,22,12
2017-06-10,22,8,0
2017-06-11,42,14,1
2017-06-12,67,27,6
2017-06-13,55,35,16
2017-06-14,38,91,30
2017-06-15,49,63,20
2017-06-16,36,62,9
2017-06-17,46,32,2
2017-06-18,33,3,1
2017-06-19,42,30,4
2017-06-20,62,56,9
2017-06-21,40,60,6
2017-06-22,52,78,13
2017-06-23,69,54,14
2017-06-24,56,23,1
2017-06-25,17,4,1
2017-06-26,20,47,8
2017-06-27,21,40,11
2017-06-28,36,73,19
2017-06-29,64,43,13
2017-06-30,32,51,9
2017-07-01,17,11,0
2017-07-02,17,5,0
2017-07-03,33,23,1
2017-07-04,48,3,1
2017-07-05,32,51,1
2017-07-06,35,56,13
2017-07-07,37,58,8
2017-07-08,25,3,1
2017-07-09,16,21,1
2017-07-10,37,37,1
2017-07-11,48,56,3
2017-07-12,48,57,4
2017-07-13,55,55,4
2017-07-14,23,34,8
2017-07-15,20,30,25
2017-07-16,13,17,3
2017-07-17,31,66,7
2017-07-18,32,57,5
2017-07-19,35,66,4
2017-07-20,80,26,8
2017-07-21,41,34,5
2017-07-22,45,14,1
2017-07-23,19,12,0
2017-07-24,50,72,6
2017-07-25,63,56,6
2017-07-26,45,81,5
2017-07-27,44,44,3
2017-07-28,92,37,1
2017-07-29,26,10,0
2017-07-30,44,3,1
2017-07-31,70,41,4
2017-08-01,95,50,0
2017-08-02,58,47,5
2017-08-03,38,34,6
2017-08-04,43,42,10
2017-08-05,24,2,2
2017-08-06,21,11,1
2017-08-07,50,30,3
2017-08-08,42,41,17
2017-08-09,57,60,24
2017-08-10,47,30,8
2017-08-11,74,59,30
2017-08-12,39,10,4
2017-08-13,48,2,6
2017-08-14,48,46,42
2017-08-15,43,40,51
2017-08-16,54,46,31
2017-08-17,37,34,27
2017-08-18,35,38,39
2017-08-19,15,25,9
2017-08-20,25,2,1
2017-08-21,41,33,15
2017-08-22,60,43,19
2017-08-23,42,48,12
2017-08-24,32,43,22
