,canonical/lxd,moby/moby,containerd/containerd
2020-12-31,0,0.0,2
2021-01-01,2,0.0,0
2021-01-02,0,0.0,0
2021-01-03,0,0.0,2
2021-01-04,16,3.0,6
2021-01-05,28,3.0,4
2021-01-06,19,0.0,3
2021-01-07,28,2.0,1
2021-01-08,9,3.0,9
2021-01-09,2,0.0,0
2021-01-10,0,0.0,0
2021-01-11,2,1.0,4
2021-01-12,7,7.0,15
2021-01-13,5,3.0,3
2021-01-14,2,4.0,2
2021-01-15,8,2.0,1
2021-01-16,1,0.0,0
2021-01-17,0,0.0,0
2021-01-18,41,0.0,1
2021-01-19,17,2.0,5
2021-01-20,15,1.0,3
2021-01-21,14,6.0,4
2021-01-22,36,2.0,15
2021-01-23,2,2.0,2
2021-01-24,2,0.0,4
2021-01-25,7,3.0,1
2021-01-26,6,4.0,4
2021-01-27,22,6.0,2
2021-01-28,12,7.0,2
2021-01-29,13,1.0,1
2021-01-30,0,0.0,0
2021-01-31,0,0.0,1
2021-02-01,28,3.0,5
2021-02-02,9,10.0,4
2021-02-03,1,1.0,2
2021-02-04,11,2.0,14
2021-02-05,3,2.0,10
2021-02-06,6,1.0,1
2021-02-07,0,0.0,0
2021-02-08,66,0.0,1
2021-02-09,50,2.0,2
2021-02-10,39,4.0,8
2021-02-11,20,5.0,0
2021-02-12,9,2.0,1
2021-02-13,5,1.0,0
2021-02-14,8,0.0,0
2021-02-15,18,3.0,0
2021-02-16,30,5.0,0
2021-02-17,19,5.0,2
2021-02-18,20,8.0,9
2021-02-19,25,1.0,3
2021-02-20,0,1.0,1
2021-02-21,0,0.0,0
2021-02-22,2,5.0,2
2021-02-23,13,7.0,1
2021-02-24,12,4.0,4
2021-02-25,10,7.0,13
2021-02-26,3,1.0,4
2021-02-27,2,2.0,0
2021-02-28,2,1.0,0
2021-03-01,48,1.0,8
2021-03-02,23,3.0,0
2021-03-03,7,0.0,11
2021-03-04,21,1.0,6
2021-03-05,34,0.0,6
2021-03-06,0,0.0,0
2021-03-07,0,0.0,1
2021-03-08,11,2.0,8
2021-03-09,3,3.0,5
2021-03-10,16,1.0,7
2021-03-11,32,3.0,12
2021-03-12,14,2.0,13
2021-03-13,3,0.0,7
2021-03-14,3,3.0,6
2021-03-15,9,0.0,22
2021-03-16,15,2.0,15
2021-03-17,7,0.0,7
2021-03-18,43,8.0,8
2021-03-19,11,2.0,12
2021-03-20,0,1.0,4
2021-03-21,3,0.0,0
2021-03-22,7,7.0,6
2021-03-23,21,4.0,12
2021-03-24,3,7.0,10
2021-03-25,1,0.0,15
2021-03-26,9,2.0,3
2021-03-27,0,0.0,3
2021-03-28,2,0.0,0
2021-03-29,10,3.0,0
2021-03-30,19,4.0,2
2021-03-31,9,0.0,6
2021-04-01,36,6.0,3
2021-04-02,2,5.0,1
2021-04-03,14,1.0,0
2021-04-04,0,0.0,0
2021-04-05,0,4.0,0
2021-04-06,15,3.0,2
2021-04-07,29,4.0,22
2021-04-08,3,16.0,11
2021-04-09,18,3.0,11
2021-04-10,2,0.0,1
2021-04-11,0,0.0,0
2021-04-12,13,1.0,21
2021-04-13,17,2.0,11
2021-04-14,21,4.0,13
2021-04-15,4,2.0,16
2021-04-16,7,0.0,11
2021-04-17,2,0.0,2
2021-04-18,1,0.0,2
2021-04-19,14,2.0,15
2021-04-20,17,7.0,10
2021-04-21,24,1.0,4
2021-04-22,6,6.0,3
2021-04-23,3,2.0,4
2021-04-24,1,1.0,4
2021-04-25,0,0.0,1
2021-04-26,0,5.0,8
2021-04-27,21,2.0,3
2021-04-28,79,3.0,7
2021-04-29,6,5.0,7
2021-04-30,11,1.0,2
2021-05-01,0,2.0,2
2021-05-02,0,0.0,2
2021-05-03,3,2.0,3
2021-05-04,15,4.0,9
2021-05-05,43,1.0,5
2021-05-06,41,10.0,6
2021-05-07,8,1.0,7
2021-05-08,19,0.0,1
2021-05-09,0,0.0,0
2021-05-10,11,0.0,9
2021-05-11,16,3.0,1
2021-05-12,24,5.0,7
2021-05-13,4,1.0,8
2021-05-14,15,0.0,2
2021-05-15,5,0.0,1
2021-05-16,5,0.0,0
2021-05-17,25,4.0,3
2021-05-18,16,7.0,5
2021-05-19,26,8.0,9
2021-05-20,6,9.0,5
2021-05-21,3,0.0,0
2021-05-22,0,0.0,0
2021-05-23,0,0.0,1
2021-05-24,2,1.0,2
2021-05-25,12,8.0,8
2021-05-26,17,2.0,3
2021-05-27,29,8.0,3
2021-05-28,29,2.0,2
2021-05-29,4,0.0,0
2021-05-30,0,0.0,1
2021-05-31,4,7.0,2
2021-06-01,27,15.0,8
2021-06-02,50,14.0,4
2021-06-03,27,6.0,12
2021-06-04,26,11.0,4
2021-06-05,0,3.0,0
2021-06-06,0,0.0,1
2021-06-07,16,2.0,5
2021-06-08,38,8.0,2
2021-06-09,51,14.0,1
2021-06-10,14,36.0,3
2021-06-11,8,8.0,1
2021-06-12,0,3.0,0
2021-06-13,0,0.0,0
2021-06-14,28,0.0,2
2021-06-15,31,6.0,2
2021-06-16,7,2.0,4
2021-06-17,18,13.0,8
2021-06-18,11,8.0,0
2021-06-19,20,2.0,1
2021-06-20,0,1.0,1
2021-06-21,7,3.0,6
2021-06-22,80,6.0,10
2021-06-23,27,3.0,4
2021-06-24,22,8.0,2
2021-06-25,4,8.0,5
2021-06-26,1,2.0,0
2021-06-27,0,0.0,0
2021-06-28,8,4.0,2
2021-06-29,20,3.0,1
2021-06-30,17,2.0,2
2021-07-01,18,2.0,1
2021-07-02,18,13.0,6
2021-07-03,0,4.0,0
2021-07-04,0,0.0,0
2021-07-05,40,0.0,0
2021-07-06,10,2.0,1
2021-07-07,28,2.0,1
2021-07-08,35,2.0,1
2021-07-09,26,4.0,10
2021-07-10,4,0.0,2
2021-07-11,2,7.0,1
2021-07-12,0,6.0,4
2021-07-13,32,9.0,6
2021-07-14,4,13.0,1
2021-07-15,1,5.0,1
2021-07-16,20,3.0,0
2021-07-17,0,3.0,9
2021-07-18,0,1.0,2
2021-07-19,10,16.0,6
2021-07-20,4,2.0,3
2021-07-21,27,1.0,10
2021-07-22,17,1.0,2
2021-07-23,20,2.0,9
2021-07-24,0,2.0,0
2021-07-25,0,0.0,0
2021-07-26,11,4.0,7
2021-07-27,7,24.0,11
2021-07-28,79,1.0,10
2021-07-29,79,8.0,9
2021-07-30,20,2.0,2
2021-07-31,0,1.0,0
2021-08-01,0,2.0,0
2021-08-02,12,2.0,4
2021-08-03,18,6.0,6
2021-08-04,39,10.0,7
2021-08-05,39,4.0,0
2021-08-06,15,8.0,7
2021-08-07,8,8.0,2
2021-08-08,1,0.0,3
2021-08-09,4,6.0,4
2021-08-10,4,3.0,18
2021-08-11,15,4.0,4
2021-08-12,20,6.0,2
2021-08-13,5,2.0,1
2021-08-14,1,0.0,1
2021-08-15,0,0.0,0
2021-08-16,3,0.0,2
2021-08-17,14,2.0,4
2021-08-18,12,2.0,2
2021-08-19,6,15.0,5
2021-08-20,10,9.0,4
2021-08-21,5,2.0,1
2021-08-22,2,2.0,1
2021-08-23,6,17.0,8
2021-08-24,13,4.0,2
2021-08-25,37,1.0,1
2021-08-26,15,3.0,4
2021-08-27,37,19.0,0
2021-08-28,0,2.0,0
2021-08-29,0,0.0,0
2021-08-30,7,2.0,7
2021-08-31,26,2.0,4
2021-09-01,22,1.0,0
2021-09-02,46,10.0,3
2021-09-03,24,0.0,6
2021-09-04,0,0.0,3
2021-09-05,0,0.0,2
2021-09-06,4,0.0,2
2021-09-07,1,0.0,7
2021-09-08,7,0.0,6
2021-09-09,10,0.0,9
2021-09-10,7,0.0,7
2021-09-11,2,0.0,4
2021-09-12,0,0.0,2
2021-09-13,11,0.0,3
2021-09-14,25,1.0,5
2021-09-15,8,1.0,9
2021-09-16,3,3.0,2
2021-09-17,8,1.0,3
2021-09-18,6,0.0,0
2021-09-19,0,0.0,0
2021-09-20,4,0.0,3
2021-09-21,8,0.0,18
2021-09-22,39,1.0,6
2021-09-23,37,3.0,6
2021-09-24,8,6.0,3
2021-09-25,0,1.0,4
2021-09-26,1,0.0,2
2021-09-27,20,2.0,3
2021-09-28,15,0.0,3
2021-09-29,17,0.0,8
2021-09-30,50,0.0,5
2021-10-01,7,0.0,5
2021-10-02,0,0.0,0
2021-10-03,0,0.0,0
2021-10-04,60,0.0,6
2021-10-05,30,8.0,5
2021-10-06,25,1.0,5
2021-10-07,23,3.0,6
2021-10-08,13,1.0,15
2021-10-09,0,0.0,4
2021-10-10,6,0.0,1
2021-10-11,14,0.0,6
2021-10-12,0,0.0,3
2021-10-13,5,1.0,3
2021-10-14,30,6.0,1
2021-10-15,18,15.0,0
2021-10-16,1,1.0,1
2021-10-17,2,1.0,0
2021-10-18,38,2.0,4
2021-10-19,39,2.0,3
2021-10-20,9,4.0,2
2021-10-21,12,5.0,5
2021-10-22,4,1.0,8
2021-10-23,4,0.0,0
2021-10-24,1,1.0,0
2021-10-25,5,2.0,1
2021-10-26,35,0.0,3
2021-10-27,33,12.0,4
2021-10-28,9,3.0,4
2021-10-29,24,0.0,1
2021-10-30,0,0.0,0
2021-10-31,1,0.0,1
2021-11-01,18,0.0,18
2021-11-02,4,1.0,3
2021-11-03,4,1.0,5
2021-11-04,32,0.0,10
2021-11-05,32,4.0,5
2021-11-06,5,0.0,0
2021-11-07,0,0.0,0
2021-11-08,3,5.0,3
2021-11-09,20,3.0,6
2021-11-10,43,6.0,3
2021-11-11,17,3.0,9
2021-11-12,17,0.0,4
2021-11-13,0,0.0,0
2021-11-14,2,0.0,0
2021-11-15,26,1.0,7
2021-11-16,7,5.0,10
2021-11-17,36,4.0,2
2021-11-18,4,5.0,3
2021-11-19,26,10.0,8
2021-11-20,1,0.0,0
2021-11-21,0,0.0,0
2021-11-22,30,1.0,5
2021-11-23,35,1.0,4
2021-11-24,17,4.0,6
2021-11-25,6,0.0,3
2021-11-26,12,1.0,1
2021-11-27,0,0.0,0
2021-11-28,0,0.0,5
2021-11-29,3,0.0,4
2021-11-30,29,0.0,5
2021-12-01,46,2.0,2
2021-12-02,48,7.0,16
2021-12-03,5,2.0,16
2021-12-04,5,0.0,3
2021-12-05,2,0.0,0
2021-12-06,19,4.0,7
2021-12-07,28,0.0,5
2021-12-08,38,2.0,2
2021-12-09,74,1.0,8
2021-12-10,17,0.0,7
2021-12-11,12,0.0,0
2021-12-12,1,1.0,1
2021-12-13,33,0.0,14
2021-12-14,14,0.0,8
2021-12-15,41,3.0,3
2021-12-16,35,2.0,6
2021-12-17,25,0.0,4
2021-12-18,0,1.0,2
2021-12-19,0,0.0,0
2021-12-20,1,0.0,3
2021-12-21,0,3.0,4
2021-12-22,5,1.0,0
2021-12-23,1,5.0,0
2021-12-24,0,2.0,2
2021-12-25,0,0.0,0
2021-12-26,0,0.0,0
2021-12-27,0,5.0,2
2021-12-28,0,0.0,2
2021-12-29,0,0.0,0
2021-12-30,3,0.0,1
2021-12-31,0,0.0,0
2022-01-01,8,0.0,0
2022-01-02,1,0.0,0
2022-01-03,3,4.0,4
2022-01-04,36,2.0,9
2022-01-05,39,5.0,3
2022-01-06,16,17.0,3
2022-01-07,3,1.0,16
2022-01-08,2,1.0,1
2022-01-09,1,0.0,3
2022-01-10,6,1.0,6
2022-01-11,6,6.0,7
2022-01-12,10,6.0,9
2022-01-13,23,5.0,4
2022-01-14,18,1.0,0
2022-01-15,7,0.0,0
2022-01-16,0,0.0,0
2022-01-17,14,0.0,0
2022-01-18,14,6.0,9
2022-01-19,10,0.0,15
2022-01-20,14,24.0,5
2022-01-21,24,5.0,2
2022-01-22,5,0.0,0
2022-01-23,14,0.0,0
2022-01-24,12,9.0,1
2022-01-25,20,7.0,4
2022-01-26,18,4.0,1
2022-01-27,12,0.0,2
2022-01-28,12,1.0,2
2022-01-29,0,0.0,2
2022-01-30,0,0.0,0
2022-01-31,2,2.0,7
2022-02-01,5,0.0,7
2022-02-02,4,0.0,9
2022-02-03,23,1.0,5
2022-02-04,20,2.0,3
2022-02-05,2,2.0,1
2022-02-06,0,4.0,1
2022-02-07,22,2.0,3
2022-02-08,47,8.0,6
2022-02-09,8,0.0,4
2022-02-10,27,4.0,8
2022-02-11,25,3.0,1
2022-02-12,0,0.0,1
2022-02-13,0,0.0,0
2022-02-14,8,21.0,1
2022-02-15,12,13.0,7
2022-02-16,19,6.0,4
2022-02-17,18,7.0,2
2022-02-18,34,20.0,2
2022-02-19,2,0.0,1
2022-02-20,2,0.0,1
2022-02-21,63,0.0,6
2022-02-22,50,6.0,4
2022-02-23,52,12.0,2
2022-02-24,27,5.0,0
2022-02-25,18,0.0,2
2022-02-26,18,2.0,1
2022-02-27,0,1.0,1
2022-02-28,7,1.0,3
2022-03-01,17,13.0,6
2022-03-02,37,7.0,5
2022-03-03,8,16.0,2
2022-03-04,15,10.0,8
2022-03-05,4,22.0,0
2022-03-06,2,7.0,4
2022-03-07,45,9.0,2
2022-03-08,11,6.0,5
2022-03-09,12,4.0,0
2022-03-10,4,4.0,5
2022-03-11,13,6.0,13
2022-03-12,5,3.0,2
2022-03-13,3,0.0,0
2022-03-14,25,3.0,6
2022-03-15,11,6.0,5
2022-03-16,36,10.0,6
2022-03-17,23,31.0,5
2022-03-18,77,12.0,5
2022-03-19,3,0.0,1
2022-03-20,0,1.0,0
2022-03-21,57,1.0,6
2022-03-22,19,4.0,3
2022-03-23,21,8.0,10
2022-03-24,26,6.0,5
2022-03-25,27,14.0,4
2022-03-26,34,3.0,0
2022-03-27,5,7.0,1
2022-03-28,22,1.0,1
2022-03-29,35,0.0,3
2022-03-30,57,0.0,3
2022-03-31,55,3.0,2
2022-04-01,71,4.0,18
2022-04-02,6,0.0,5
2022-04-03,1,0.0,0
2022-04-04,18,6.0,5
2022-04-05,1,2.0,9
2022-04-06,28,2.0,12
2022-04-07,27,7.0,3
2022-04-08,63,4.0,25
2022-04-09,5,2.0,4
2022-04-10,1,5.0,1
2022-04-11,19,15.0,6
2022-04-12,35,3.0,1
2022-04-13,55,3.0,2
2022-04-14,21,5.0,4
2022-04-15,4,0.0,2
2022-04-16,0,0.0,0
2022-04-17,0,3.0,0
2022-04-18,0,0.0,4
2022-04-19,26,8.0,15
2022-04-20,25,23.0,16
2022-04-21,24,22.0,6
2022-04-22,33,0.0,9
2022-04-23,8,3.0,0
2022-04-24,1,0.0,0
2022-04-25,14,2.0,9
2022-04-26,21,13.0,7
2022-04-27,35,13.0,15
2022-04-28,26,17.0,6
2022-04-29,17,14.0,6
2022-04-30,2,0.0,4
2022-05-01,1,1.0,1
2022-05-02,2,4.0,8
2022-05-03,1,0.0,0
2022-05-04,11,10.0,4
2022-05-05,16,2.0,4
2022-05-06,7,5.0,6
2022-05-07,0,0.0,0
2022-05-08,0,0.0,0
2022-05-09,11,2.0,5
2022-05-10,29,7.0,3
2022-05-11,5,3.0,5
2022-05-12,12,12.0,9
2022-05-13,76,12.0,0
2022-05-14,3,2.0,1
2022-05-15,0,0.0,1
2022-05-16,15,0.0,1
2022-05-17,21,5.0,1
2022-05-18,13,6.0,6
2022-05-19,51,30.0,8
2022-05-20,8,5.0,0
2022-05-21,3,0.0,1
2022-05-22,15,0.0,1
2022-05-23,6,3.0,1
2022-05-24,10,1.0,8
2022-05-25,45,6.0,3
2022-05-26,25,0.0,4
2022-05-27,9,6.0,4
2022-05-28,0,7.0,2
2022-05-29,21,3.0,0
2022-05-30,41,10.0,2
2022-05-31,51,11.0,3
2022-06-01,33,3.0,8
2022-06-02,5,22.0,7
2022-06-03,4,10.0,3
2022-06-04,0,2.0,1
2022-06-05,2,6.0,0
2022-06-06,35,4.0,4
2022-06-07,8,6.0,6
2022-06-08,15,1.0,6
2022-06-09,44,1.0,6
2022-06-10,9,2.0,12
2022-06-11,4,0.0,1
2022-06-12,0,0.0,0
2022-06-13,6,0.0,2
2022-06-14,45,0.0,3
2022-06-15,43,0.0,9
2022-06-16,36,3.0,1
2022-06-17,13,5.0,1
2022-06-18,2,0.0,1
2022-06-19,0,0.0,0
2022-06-20,5,0.0,8
2022-06-21,36,3.0,8
2022-06-22,33,6.0,5
2022-06-23,23,3.0,3
2022-06-24,4,3.0,0
2022-06-25,0,0.0,4
2022-06-26,0,0.0,0
2022-06-27,19,7.0,12
2022-06-28,126,1.0,3
2022-06-29,117,29.0,4
2022-06-30,8,9.0,3
2022-07-01,3,18.0,1
2022-07-02,0,7.0,0
2022-07-03,0,0.0,0
2022-07-04,4,6.0,1
2022-07-05,14,2.0,2
2022-07-06,42,2.0,6
2022-07-07,11,6.0,0
2022-07-08,4,7.0,0
2022-07-09,0,3.0,0
2022-07-10,0,0.0,0
2022-07-11,18,1.0,5
2022-07-12,4,8.0,3
2022-07-13,6,8.0,6
2022-07-14,3,6.0,5
2022-07-15,20,3.0,5
2022-07-16,0,0.0,1
2022-07-17,5,0.0,0
2022-07-18,7,14.0,6
2022-07-19,11,1.0,4
2022-07-20,15,7.0,8
2022-07-21,48,5.0,1
2022-07-22,2,1.0,12
