,netdata/netdata,grafana/grafana,cacti/cacti
2014-07-22,0.0,1,0
2014-07-23,0.0,5,0
2014-07-24,0.0,0,0
2014-07-25,0.0,4,0
2014-07-26,0.0,0,0
2014-07-27,0.0,0,0
2014-07-28,0.0,6,0
2014-07-29,0.0,5,0
2014-07-30,0.0,6,0
2014-07-31,0.0,17,0
2014-08-01,0.0,4,0
2014-08-02,0.0,0,0
2014-08-03,0.0,4,0
2014-08-04,0.0,3,0
2014-08-05,0.0,5,0
2014-08-06,0.0,10,0
2014-08-07,0.0,16,0
2014-08-08,0.0,15,0
2014-08-09,0.0,7,0
2014-08-10,0.0,11,0
2014-08-11,0.0,25,0
2014-08-12,0.0,13,0
2014-08-13,0.0,14,0
2014-08-14,0.0,9,0
2014-08-15,0.0,12,0
2014-08-16,0.0,9,0
2014-08-17,0.0,3,0
2014-08-18,0.0,6,2
2014-08-19,0.0,5,0
2014-08-20,0.0,11,0
2014-08-21,0.0,14,0
2014-08-22,0.0,10,0
2014-08-23,0.0,2,0
2014-08-24,0.0,3,0
2014-08-25,0.0,8,0
2014-08-26,0.0,13,0
2014-08-27,0.0,6,0
2014-08-28,0.0,3,0
2014-08-29,0.0,7,0
2014-08-30,0.0,0,0
2014-08-31,0.0,0,0
2014-09-01,0.0,3,0
2014-09-02,0.0,5,0
2014-09-03,0.0,11,0
2014-09-04,0.0,10,0
2014-09-05,0.0,10,0
2014-09-06,0.0,5,0
2014-09-07,0.0,1,0
2014-09-08,0.0,2,0
2014-09-09,0.0,14,0
2014-09-10,0.0,5,0
2014-09-11,0.0,10,0
2014-09-12,0.0,2,0
2014-09-13,0.0,7,0
2014-09-14,0.0,0,0
2014-09-15,0.0,2,0
2014-09-16,0.0,9,0
2014-09-17,0.0,15,0
2014-09-18,0.0,11,0
2014-09-19,0.0,8,0
2014-09-20,0.0,13,0
2014-09-21,0.0,6,0
2014-09-22,1.0,9,0
2014-09-23,-0.3999999999999999,7,0
2014-09-24,-0.12,19,0
2014-09-25,-0.064,2,0
2014-09-26,-0.04160000000000005,0,0
2014-09-27,-0.029952000000000017,1,0
2014-09-28,-0.022963200000000007,0,0
2014-09-29,-0.018370559999999994,8,0
2014-09-30,-0.015155711999999993,19,0
2014-10-01,-0.012798156799999997,18,0
2014-10-02,0.0,15,0
2014-10-03,2.0,3,0
2014-10-04,-0.7999999999999998,1,0
2014-10-05,-0.24,6,0
2014-10-06,-0.128,7,0
2014-10-07,-0.0832000000000001,10,0
2014-10-08,0.9400959999999999,4,0
2014-10-09,-0.44592639999999995,4,0
2014-10-10,-0.15674111999999998,5,0
2014-10-11,-0.09431142399999999,2,0
2014-10-12,-0.06719631360000004,1,0
2014-10-13,-0.029952000000000017,4,0
2014-10-14,-0.022963200000000007,1,0
2014-10-15,-0.018370559999999994,10,0
2014-10-16,-0.015155711999999993,3,0
2014-10-17,-0.012798156799999997,2,0
2014-10-18,0.0,1,0
2014-10-19,0.0,3,0
2014-10-20,0.0,4,0
2014-10-21,0.0,0,0
2014-10-22,0.0,1,0
2014-10-23,0.0,4,0
2014-10-24,0.0,6,0
2014-10-25,0.0,1,0
2014-10-26,0.0,1,0
2014-10-27,0.0,1,0
2014-10-28,0.0,7,4
2014-10-29,0.0,2,1
2014-10-30,0.0,1,0
2014-10-31,0.0,0,0
2014-11-01,0.0,0,0
2014-11-02,1.0,2,0
2014-11-03,-0.3999999999999999,2,3
2014-11-04,-0.12,0,10
2014-11-05,-0.064,0,1
2014-11-06,-0.04160000000000005,9,0
2014-11-07,-0.029952000000000017,8,0
2014-11-08,-0.022963200000000007,6,1
2014-11-09,-0.018370559999999994,1,1
2014-11-10,-0.015155711999999993,3,6
2014-11-11,-0.012798156799999997,13,0
2014-11-12,0.0,9,1
2014-11-13,0.0,4,0
2014-11-14,0.0,14,0
2014-11-15,0.0,1,0
2014-11-16,0.0,0,0
2014-11-17,0.0,7,5
2014-11-18,0.0,3,0
2014-11-19,0.0,6,0
2014-11-20,0.0,9,0
2014-11-21,0.0,8,2
2014-11-22,0.0,1,1
2014-11-23,0.0,1,3
2014-11-24,0.0,6,0
2014-11-25,0.0,1,0
2014-11-26,0.0,5,0
2014-11-27,0.0,9,0
2014-11-28,0.0,4,0
2014-11-29,0.0,0,0
2014-11-30,0.0,0,0
2014-12-01,0.0,2,0
2014-12-02,0.0,6,0
2014-12-03,0.0,0,5
2014-12-04,0.0,1,3
2014-12-05,0.0,0,0
2014-12-06,0.0,0,1
2014-12-07,1.0,0,6
2014-12-08,-0.3999999999999999,1,2
2014-12-09,-0.12,2,1
2014-12-10,-0.064,2,0
2014-12-11,-0.04160000000000005,6,2
2014-12-12,-0.029952000000000017,0,11
2014-12-13,-0.022963200000000007,0,0
2014-12-14,-0.018370559999999994,0,0
2014-12-15,-0.015155711999999993,18,1
2014-12-16,-0.012798156799999997,8,2
2014-12-17,0.0,6,5
2014-12-18,0.0,5,6
2014-12-19,0.0,11,3
2014-12-20,0.0,0,1
2014-12-21,0.0,0,1
2014-12-22,1.0,1,3
2014-12-23,-0.3999999999999999,2,4
2014-12-24,-0.12,1,16
2014-12-25,-0.064,0,6
2014-12-26,-0.04160000000000005,3,2
2014-12-27,-0.029952000000000017,0,3
2014-12-28,-0.022963200000000007,4,6
2014-12-29,-0.018370559999999994,6,4
2014-12-30,-0.015155711999999993,17,13
2014-12-31,-0.012798156799999997,11,2
2015-01-01,0.0,4,4
2015-01-02,0.0,0,3
2015-01-03,0.0,0,11
2015-01-04,0.0,18,5
2015-01-05,0.0,14,7
2015-01-06,0.0,12,1
2015-01-07,0.0,5,1
2015-01-08,0.0,16,2
2015-01-09,0.0,7,0
2015-01-10,0.0,1,0
2015-01-11,0.0,4,0
2015-01-12,0.0,17,13
2015-01-13,0.0,2,5
2015-01-14,0.0,12,6
2015-01-15,0.0,9,3
2015-01-16,0.0,24,0
2015-01-17,0.0,6,5
2015-01-18,0.0,6,2
2015-01-19,0.0,8,3
2015-01-20,0.0,11,0
2015-01-21,0.0,13,0
2015-01-22,0.0,2,0
2015-01-23,0.0,3,5
2015-01-24,0.0,0,2
2015-01-25,0.0,2,4
2015-01-26,0.0,10,1
2015-01-27,0.0,11,1
2015-01-28,0.0,14,0
2015-01-29,0.0,6,0
2015-01-30,0.0,8,0
2015-01-31,0.0,1,0
2015-02-01,0.0,8,3
2015-02-02,0.0,13,0
2015-02-03,0.0,18,0
2015-02-04,0.0,19,0
2015-02-05,0.0,15,2
2015-02-06,0.0,15,4
2015-02-07,0.0,11,1
2015-02-08,0.0,6,0
2015-02-09,0.0,4,1
2015-02-10,0.0,6,2
2015-02-11,0.0,8,0
2015-02-12,0.0,8,0
2015-02-13,0.0,10,0
2015-02-14,0.0,3,0
2015-02-15,0.0,17,0
2015-02-16,0.0,4,0
2015-02-17,0.0,3,0
2015-02-18,0.0,11,1
2015-02-19,0.0,3,0
2015-02-20,0.0,8,0
2015-02-21,0.0,2,0
2015-02-22,0.0,6,0
2015-02-23,0.0,18,0
2015-02-24,4.0,6,0
2015-02-25,-1.5999999999999996,8,0
2015-02-26,-0.48,9,1
2015-02-27,-0.256,2,0
2015-02-28,-0.1664000000000002,17,1
2015-03-01,-0.11980800000000007,3,1
2015-03-02,-0.09185280000000003,6,1
2015-03-03,-0.07348223999999998,26,0
2015-03-04,-0.06062284799999997,8,0
2015-03-05,-0.051192627199999986,16,0
2015-03-06,0.0,4,0
2015-03-07,0.0,22,0
2015-03-08,0.0,0,3
2015-03-09,0.0,3,0
2015-03-10,0.0,19,0
2015-03-11,0.0,12,0
2015-03-12,3.0,13,0
2015-03-13,-1.1999999999999997,8,0
2015-03-14,-0.36,4,0
2015-03-15,-0.192,0,0
2015-03-16,12.8752,0,0
2015-03-17,-3.2898559999999994,13,0
2015-03-18,-0.42888959999999976,6,0
2015-03-19,14.07288832,5,0
2015-03-20,-4.354267135999999,11,0
2015-03-21,-1.7589704704,9,0
2015-03-22,-0.6256256000000002,8,0
2015-03-23,-1.2422476800000002,8,3
2015-03-24,-0.6517237760000001,12,2
2015-03-25,1.5781042176,24,0
2015-03-26,-1.9458302975999997,14,0
2015-03-27,1.1053702144000002,9,0
2015-03-28,0.6035428352000001,10,1
2015-03-29,7.6768377856,20,11
2015-03-30,-4.155097497599999,16,5
2015-03-31,-1.4192121856000002,10,1
2015-04-01,-0.8021695488000002,9,0
2015-04-02,3.4615043071999994,8,2
2015-04-03,-1.9906299903999998,0,3
2015-04-04,2.246278656,2,9
2015-04-05,-1.6772427775999996,0,8
2015-04-06,0.3116022783999999,5,4
2015-04-07,-0.8269914112,9,2
2015-04-08,-0.33665280000000014,5,0
2015-04-09,-0.22733824000000002,5,0
2015-04-10,0.828887552,11,2
2015-04-11,-0.5362563072,0,0
2015-04-12,-0.18843033599999998,20,0
2015-04-13,-0.12076503039999999,10,0
2015-04-14,-0.05675571200000004,5,0
2015-04-15,-0.042750156800000015,16,0
2015-04-16,-0.022963200000000007,3,0
2015-04-17,-0.018370559999999994,1,0
2015-04-18,-0.015155711999999993,0,0
2015-04-19,-0.012798156799999997,14,0
2015-04-20,0.0,25,1
2015-04-21,0.0,11,0
2015-04-22,0.0,15,0
2015-04-23,0.0,11,8
2015-04-24,0.0,6,1
2015-04-25,0.0,7,8
2015-04-26,0.0,9,0
2015-04-27,0.0,14,3
2015-04-28,0.0,13,0
2015-04-29,0.0,31,0
2015-04-30,0.0,9,0
2015-05-01,0.0,11,6
2015-05-02,0.0,6,0
2015-05-03,0.0,1,3
2015-05-04,0.0,5,3
2015-05-05,1.0,14,6
2015-05-06,-0.3999999999999999,6,0
2015-05-07,-0.12,8,0
2015-05-08,0.9359999999999999,5,0
2015-05-09,-0.44159999999999994,7,0
2015-05-10,0.850048,2,0
2015-05-11,-0.48696319999999993,5,0
2015-05-12,-0.17997056000000003,4,0
2015-05-13,-0.10910771200000001,10,0
2015-05-14,-0.07736135680000006,5,0
2015-05-15,-0.048322560000000014,5,0
2015-05-16,-0.038118912,4,6
2015-05-17,-0.03116871679999999,3,0
2015-05-18,-0.015155711999999993,12,8
2015-05-19,-0.012798156799999997,7,5
2015-05-20,0.0,6,2
2015-05-21,0.0,5,0
2015-05-22,0.0,2,0
2015-05-23,0.0,1,0
2015-05-24,0.0,0,0
2015-05-25,0.0,8,6
2015-05-26,0.0,2,1
2015-05-27,0.0,5,5
2015-05-28,0.0,3,5
2015-05-29,0.0,4,3
2015-05-30,0.0,0,4
2015-05-31,0.0,0,1
2015-06-01,0.0,9,2
2015-06-02,0.0,11,0
2015-06-03,0.0,24,0
2015-06-04,0.0,6,0
2015-06-05,0.0,5,0
2015-06-06,0.0,1,0
2015-06-07,0.0,0,0
2015-06-08,0.0,6,3
2015-06-09,0.0,4,0
2015-06-10,0.0,6,1
2015-06-11,0.0,6,0
2015-06-12,0.0,3,0
2015-06-13,0.0,11,0
2015-06-14,0.0,2,0
2015-06-15,0.0,2,4
2015-06-16,0.0,0,1
2015-06-17,0.0,1,5
2015-06-18,0.0,4,0
2015-06-19,0.0,8,0
2015-06-20,0.0,0,0
2015-06-21,0.0,0,0
2015-06-22,0.0,10,0
2015-06-23,0.0,1,0
2015-06-24,0.0,2,0
2015-06-25,0.0,3,0
2015-06-26,0.0,13,0
2015-06-27,0.0,1,0
2015-06-28,0.0,1,0
2015-06-29,0.0,10,0
2015-06-30,0.0,11,0
2015-07-01,0.0,1,2
2015-07-02,0.0,3,1
2015-07-03,0.0,4,2
2015-07-04,0.0,2,0
2015-07-05,0.0,0,0
2015-07-06,0.0,11,3
2015-07-07,0.0,7,0
2015-07-08,0.0,18,1
2015-07-09,0.0,8,0
2015-07-10,0.0,12,0
2015-07-11,0.0,0,0
2015-07-12,0.0,1,8
2015-07-13,0.0,6,0
2015-07-14,0.0,5,0
2015-07-15,0.0,11,0
2015-07-16,0.0,6,0
2015-07-17,0.0,10,1
2015-07-18,0.0,7,0
2015-07-19,0.0,1,7
2015-07-20,0.0,10,4
2015-07-21,0.0,11,0
2015-07-22,0.0,1,0
2015-07-23,0.0,1,0
2015-07-24,0.0,2,0
2015-07-25,0.0,0,0
2015-07-26,0.0,0,3
2015-07-27,0.0,2,4
2015-07-28,0.0,0,4
2015-07-29,0.0,6,0
2015-07-30,0.0,5,6
2015-07-31,0.0,6,1
2015-08-01,0.0,3,0
2015-08-02,0.0,0,15
2015-08-03,0.0,2,6
2015-08-04,0.0,9,0
2015-08-05,0.0,10,1
2015-08-06,0.0,4,0
2015-08-07,0.0,4,8
2015-08-08,0.0,6,4
2015-08-09,0.0,7,13
2015-08-10,0.0,18,3
2015-08-11,0.0,49,3
2015-08-12,0.0,5,0
2015-08-13,0.0,5,5
2015-08-14,0.0,5,0
2015-08-15,0.0,4,0
2015-08-16,0.0,5,0
2015-08-17,0.0,14,0
2015-08-18,0.0,16,0
2015-08-19,0.0,4,0
2015-08-20,0.0,7,0
2015-08-21,0.0,13,0
2015-08-22,0.0,5,5
2015-08-23,0.0,2,2
2015-08-24,0.0,6,0
2015-08-25,0.0,9,0
2015-08-26,0.0,4,1
2015-08-27,0.0,2,0
2015-08-28,0.0,3,0
2015-08-29,0.0,0,0
2015-08-30,0.0,3,0
2015-08-31,0.0,20,0
2015-09-01,0.0,10,0
2015-09-02,0.0,11,0
2015-09-03,0.0,13,0
2015-09-04,0.0,11,0
2015-09-05,0.0,10,0
2015-09-06,0.0,5,0
2015-09-07,0.0,6,0
2015-09-08,0.0,18,7
2015-09-09,0.0,14,0
2015-09-10,0.0,16,0
2015-09-11,0.0,10,0
2015-09-12,1.0,2,0
2015-09-13,3.6,2,0
2015-09-14,1.2800000000000002,5,0
2015-09-15,-1.7439999999999998,11,0
2015-09-16,0.34240000000000004,9,0
2015-09-17,-0.7883520000000002,10,0
2015-09-18,-0.3875712000000002,19,0
2015-09-19,-0.2640793600000001,9,3
2015-09-20,-0.19912755200000004,0,0
2015-09-21,13.8415153152,12,0
2015-09-22,-5.719622963199999,9,0
2015-09-23,-0.7367650304,19,0
2015-09-24,-1.311155712,6,0
2015-09-25,-0.7151981568000007,7,0
2015-09-26,-0.48332800000000026,1,0
2015-09-27,0.6369151999999999,2,0
2015-09-28,-0.68713984,11,0
2015-09-29,2.6448568320000003,15,0
2015-09-30,-1.4615447551999996,15,0
2015-10-01,-0.41675571200000006,13,0
2015-10-02,-0.23475015680000003,7,0
2015-10-03,10.8522368,1,0
2015-10-04,-3.508226559999999,1,0
2015-10-05,-1.8040453119999997,1,0
2015-10-06,-0.8919098367999999,7,0
2015-10-07,-0.5670671360000006,3,0
2015-10-08,-0.4094664704000002,11,0
2015-10-09,-0.2825472000000001,3,0
2015-10-10,-0.22503935999999997,6,0
2015-10-11,0.8149166080000001,1,0
2015-10-12,1.4440645632000002,0,0
2015-10-13,1.0672018432000003,4,1
2015-10-14,-1.1039999999999999,15,1
2015-10-15,0.5903999999999999,1,0
2015-10-16,-0.641152,7,0
2015-10-17,0.7139327999999998,2,0
2015-10-18,2.41179904,0,0
2015-10-19,-1.4594232319999998,1,0
2015-10-20,0.4661972992000001,1,0
2015-10-21,0.2875290624000001,5,0
2015-10-22,-0.7187188736000001,17,0
2015-10-23,-0.31197491200000005,11,0
2015-10-24,0.7943416831999999,3,0
2015-10-25,3.458180608,1,0
2015-10-26,-1.8311804927999997,22,0
2015-10-27,1.3762717696,10,0
2015-10-28,-1.131126272,15,0
2015-10-29,-0.4643058688000002,17,0
2015-10-30,-0.28356935680000006,15,0
2015-10-31,-0.1934233600000001,7,0
2015-11-01,-0.148541952,2,0
2015-11-02,-0.11934740479999997,12,0
2015-11-03,-0.08793374719999997,4,3
2015-11-04,0.969688576,6,0
2015-11-05,-0.4255963135999999,7,4
2015-11-06,-0.12,4,3
2015-11-07,-0.064,5,9
2015-11-08,-0.04160000000000005,5,9
2015-11-09,-0.029952000000000017,16,9
2015-11-10,-0.022963200000000007,9,5
2015-11-11,-0.018370559999999994,13,0
2015-11-12,-0.015155711999999993,15,0
2015-11-13,-0.012798156799999997,12,0
2015-11-14,0.0,0,12
2015-11-15,12.0,0,1
2015-11-16,1.200000000000001,11,0
2015-11-17,9.16,3,0
2015-11-18,2.312000000000001,4,0
2015-11-19,-0.04319999999999968,11,0
2015-11-20,6.078976,19,2
2015-11-21,-1.6920703999999995,14,5
2015-11-22,-0.8260019199999995,3,8
2015-11-23,-2.0137815039999998,3,5
2015-11-24,-0.9273102336000001,8,0
2015-11-25,-1.4103994368000001,6,0
2015-11-26,0.2502439935999998,5,0
2015-11-27,-0.7740178431999998,8,1
2015-11-28,0.7256886272,0,1
2015-11-29,7.5145290752000005,3,2
2015-11-30,-2.2244331519999996,16,0
2015-12-01,1.7492876288000003,11,2
2015-12-02,4.3506433024,6,0
2015-12-03,-1.9427603456,23,0
2015-12-04,1.6438254592,24,0
2015-12-05,-1.7984659455999998,3,0
2015-12-06,2.3266209792,3,0
2015-12-07,3.4405443584000004,13,1
2015-12-08,-0.5500234751999997,13,0
2015-12-09,-1.5981474815999999,20,0
2015-12-10,2.3737714688,15,0
2015-12-11,-1.4977519616000001,35,1
2015-12-12,0.5550454783999998,0,0
2015-12-13,1.4149342208000002,0,0
2015-12-14,1.0471140352000001,21,0
2015-12-15,0.9303902208000001,36,0
2015-12-16,0.9023685632,22,0
2015-12-17,-1.0866996223999998,24,0
2015-12-18,6.6956260352,14,0
2015-12-19,-1.8986350591999996,0,0
2015-12-20,11.7942331392,2,1
2015-12-21,-1.6785207295999989,10,0
