,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2019-12-18,20.602910339745314,1,4
2019-12-19,9.020162475107812,0,2
2019-12-20,4.280824442832811,1,0
2019-12-21,4.77714940220625,0,2
2019-12-22,-1.0603585812109362,0,1
2019-12-23,28.61053829639688,0,1
2019-12-24,15.995170394115625,1,3
2019-12-25,49.861466181246875,14,1
2019-12-26,27.216966953404683,0,4
2019-12-27,14.394623776771873,2,8
2019-12-28,0.5306651922093746,0,2
2019-12-29,-0.6573342301109326,0,0
2019-12-30,7.400096581732819,2,15
2019-12-31,19.273767906995317,0,4
2020-01-01,-1.9112678713906215,0,0
2020-01-02,16.793523152687502,4,2
2020-01-03,23.7931211025125,0,6
2020-01-04,-1.0727883988515616,2,4
2020-01-05,-1.1035826193999991,0,2
2020-01-06,14.83857758393594,1,1
2020-01-07,5.761627095434378,6,2
2020-01-08,7.135101083995314,1,6
2020-01-09,10.192419177626563,1,5
2020-01-10,1.0301696370796884,1,0
2020-01-11,-0.23653587515624785,0,7
2020-01-12,1.378441521931252,0,1
2020-01-13,12.706437015075002,3,5
2020-01-14,7.7049098324125005,1,5
2020-01-15,5.667769564748438,0,6
2020-01-16,2.888640095770312,1,3
2020-01-17,15.2382993454375,1,10
2020-01-18,-2.794391265029687,0,4
2020-01-19,1.4957512000750013,0,5
2020-01-20,2.650818983381251,0,6
2020-01-21,14.65776774767344,0,7
2020-01-22,3.4926885518406254,0,9
2020-01-23,-1.9357452232343748,2,1
2020-01-24,3.8393745283843757,0,3
2020-01-25,0.689791378554689,3,4
2020-01-26,0.964447368139064,0,10
2020-01-27,2.187127575953126,0,3
2020-01-28,3.1297464753296884,1,4
2020-01-29,2.0328406541062507,0,0
2020-01-30,1.1033399188312505,0,5
2020-01-31,0.3245933785343753,0,4
2020-02-01,1.4971467674218755,1,12
2020-02-02,5.448741181289063,0,9
2020-02-03,6.069961280146875,4,4
2020-02-04,20.79074053338125,1,6
2020-02-05,0.13348332657968598,2,4
2020-02-06,1.2566417458093746,1,6
2020-02-07,5.614911095110938,1,4
2020-02-08,-0.6154177355874983,0,0
2020-02-09,7.896712256432814,1,3
2020-02-10,9.303734518084376,3,3
2020-02-11,3.8725935886750005,2,5
2020-02-12,2.1729582696546874,5,2
2020-02-13,2.475525878912501,3,6
2020-02-14,1.7319423670953136,6,5
2020-02-15,-0.11698580746718634,8,2
2020-02-16,2.1586638154828135,4,4
2020-02-17,7.126866596573438,9,7
2020-02-18,3.609994156504688,0,2
2020-02-19,11.738667159010937,0,7
2020-02-20,1.9963685602218741,1,5
2020-02-21,0.5405379865437503,0,21
2020-02-22,1.9043734170593756,2,6
2020-02-23,1.9734616906265638,1,9
2020-02-24,4.024168825917188,0,16
2020-02-25,7.845390294517188,0,7
2020-02-26,9.383380513384376,0,7
2020-02-27,8.005081108117187,0,3
2020-02-28,23.88770548497031,0,1
2020-02-29,8.244454587575,1,3
2020-03-01,1.8280679546312495,0,10
2020-03-02,12.607262659595314,1,2
2020-03-03,14.916943973564063,0,13
2020-03-04,16.33375463642969,3,15
2020-03-05,7.8317960965046876,5,5
2020-03-06,9.362027989448439,2,3
2020-03-07,3.444624668734377,1,4
2020-03-08,1.083559909128128,3,2
2020-03-09,11.792265535740627,5,0
2020-03-10,15.110040759585939,10,7
2020-03-11,15.423814252679689,1,4
2020-03-12,4.048756626540625,3,1
2020-03-13,11.95910905434375,1,2
2020-03-14,0.6454622766156262,2,0
2020-03-15,5.60950476592344,2,6
2020-03-16,14.631688557685939,1,8
2020-03-17,11.769811937637503,4,2
2020-03-18,15.576708851465625,18,8
2020-03-19,16.09157594955625,1,7
2020-03-20,12.782125303942188,4,6
2020-03-21,1.9141913494781253,1,6
2020-03-22,8.95390142739844,0,5
2020-03-23,18.82986681198125,9,7
2020-03-24,4.769066677196877,8,11
2020-03-25,8.60971458290469,7,10
2020-03-26,3.669940627164064,1,6
2020-03-27,13.23701463025469,0,9
2020-03-28,3.6473243005156264,12,10
2020-03-29,15.364620248795314,2,10
2020-03-30,11.563229198596876,8,7
2020-03-31,1.4780062169750008,9,3
2020-04-01,12.413346484568752,7,4
2020-04-02,7.884100247239064,2,7
2020-04-03,7.045063350959377,0,5
2020-04-04,0.205979175248439,0,4
2020-04-05,6.947502198315627,0,5
2020-04-06,8.747724141717189,3,10
2020-04-07,10.477988040368752,0,7
2020-04-08,12.240333065632813,3,10
2020-04-09,6.928017508335937,4,4
2020-04-10,9.200504518789064,1,7
2020-04-11,3.136793540698438,2,4
2020-04-12,7.698225881843752,0,5
2020-04-13,9.535175554001563,9,5
2020-04-14,13.247393145254689,10,9
2020-04-15,3.7428229841515632,6,3
2020-04-16,1.4130836092984387,2,7
2020-04-17,4.986120151804689,6,8
2020-04-18,6.999508415953127,3,7
2020-04-19,-1.1585827210249988,0,4
2020-04-20,9.610239949628127,1,12
2020-04-21,17.920953990953127,0,17
2020-04-22,12.793537087568751,0,11
2020-04-23,6.682918045815624,0,8
2020-04-24,9.173416543935938,5,9
2020-04-25,13.089886869996876,0,4
2020-04-26,16.621282381357815,0,13
2020-04-27,19.00307810541094,14,12
2020-04-28,15.388766079292187,4,7
2020-04-29,12.278126096792189,10,6
2020-04-30,10.483430828531251,2,0
2020-05-01,2.793646174268752,3,2
2020-05-02,8.717017078453129,1,5
2020-05-03,1.6054230488187526,0,9
2020-05-04,4.3324345853625035,7,12
2020-05-05,9.512934862421877,6,5
2020-05-06,7.2111698576109395,7,9
2020-05-07,11.374608596765626,2,6
2020-05-08,9.060873537904687,2,3
2020-05-09,11.132337353351563,0,8
2020-05-10,4.939759707310937,0,0
2020-05-11,9.393329680740626,4,10
2020-05-12,5.193698566210939,4,5
2020-05-13,19.480507138560938,6,1
2020-05-14,11.1973402419125,5,5
2020-05-15,7.3697785624218755,5,3
2020-05-16,8.746287460809375,0,6
2020-05-17,-0.18744533264999852,0,12
2020-05-18,13.749443105371878,2,3
2020-05-19,11.893636828525,2,8
2020-05-20,8.650441510443752,10,5
2020-05-21,10.824730212118752,0,0
2020-05-22,8.645275490225002,0,5
2020-05-23,7.856349876289064,0,7
2020-05-24,2.0202183271671887,0,5
2020-05-25,11.675903503021878,0,7
2020-05-26,8.08527634039219,4,7
2020-05-27,10.111512634190627,0,3
2020-05-28,17.97134480827344,2,4
2020-05-29,9.11899214485,0,6
2020-05-30,8.511333587059376,1,2
2020-05-31,11.724828920146876,1,11
2020-06-01,12.505746922026564,0,7
2020-06-02,12.306848283851563,0,5
2020-06-03,9.151576557575002,4,5
2020-06-04,0.399812269151564,1,6
2020-06-05,6.37436689245469,0,2
2020-06-06,10.32971348504219,0,2
2020-06-07,2.0535170170953148,0,6
2020-06-08,9.733929984334377,1,1
2020-06-09,7.326389401210939,5,5
2020-06-10,4.419495999925001,4,4
2020-06-11,16.773567142721877,3,6
2020-06-12,13.753058486220313,7,3
2020-06-13,-1.484264341034375,0,3
2020-06-14,1.7743046267234384,5,7
2020-06-15,6.09832412195469,1,4
2020-06-16,8.945634181132815,27,11
2020-06-17,9.586486778162502,17,5
2020-06-18,5.376615342281251,6,12
2020-06-19,8.661226223701563,4,6
2020-06-20,0.44470353805156293,2,8
2020-06-21,0.24017774585781404,1,3
2020-06-22,8.704196335365626,0,13
2020-06-23,3.0781617769812515,3,4
2020-06-24,8.342865531540626,2,5
2020-06-25,-1.0404140915828122,6,5
2020-06-26,-1.2702079308062488,0,2
2020-06-27,-0.8265273772093736,3,6
2020-06-28,21.409391415557813,0,6
2020-06-29,13.397089791360937,0,1
2020-06-30,10.094313808521875,1,8
2020-07-01,16.0970709345625,6,7
2020-07-02,11.455653910914062,0,6
2020-07-03,3.4957746616250005,4,6
2020-07-04,-0.7409436275359362,0,3
2020-07-05,-1.9992587674999969,0,3
2020-07-06,6.535236061156254,3,7
2020-07-07,7.024447197209378,3,5
2020-07-08,11.918877623971877,0,6
2020-07-09,8.385243938485937,0,5
2020-07-10,5.4411172078328125,5,6
2020-07-11,-0.22404487164843712,6,4
2020-07-12,4.508949556217189,8,9
2020-07-13,6.4050726124281265,7,8
2020-07-14,6.169757804625002,0,2
2020-07-15,11.045341477571876,0,7
2020-07-16,4.518918686207813,0,4
2020-07-17,3.8870905263250006,0,3
2020-07-18,-1.8498273495203117,0,0
2020-07-19,-1.1252322238187482,0,6
2020-07-20,7.206591496834377,0,6
2020-07-21,15.576412398159377,2,5
2020-07-22,5.463210036837499,0,10
2020-07-23,2.8587931617593743,0,5
2020-07-24,2.2474745484234377,0,3
2020-07-25,0.5506016541546888,0,6
2020-07-26,3.8825260347843766,0,5
2020-07-27,13.751249717500002,0,10
2020-07-28,11.684330809625,0,6
2020-07-29,2.292296225946875,0,6
2020-07-30,10.979510471514063,0,3
2020-07-31,5.499747554634375,5,4
2020-08-01,-0.22679121974218663,0,11
2020-08-02,4.434922295075001,1,5
2020-08-03,12.317490861100001,5,8
2020-08-04,11.491541482085939,3,8
2020-08-05,15.142227185992187,2,3
2020-08-06,0.5998518481687496,1,4
2020-08-07,9.723568573117188,0,7
2020-08-08,-0.6948005545921863,0,3
2020-08-09,3.2112827011812524,0,2
2020-08-10,9.281460994334378,0,6
2020-08-11,3.7290055300656264,1,1
2020-08-12,17.023899099778127,0,4
2020-08-13,0.888821495215625,1,9
2020-08-14,3.9172277722906257,0,6
2020-08-15,0.14082812866875072,0,13
2020-08-16,-0.39346147521249786,0,4
2020-08-17,3.9844897461000017,1,9
2020-08-18,6.745671879148439,1,2
2020-08-19,5.395248965260938,1,6
2020-08-20,6.3890660774875006,0,5
2020-08-21,7.2468330972546875,0,5
2020-08-22,7.1682615567625,2,4
2020-08-23,0.046995000003125176,0,5
2020-08-24,4.673252150662501,0,4
2020-08-25,7.501479424885939,0,9
2020-08-26,6.140494009445313,0,3
2020-08-27,1.0962475561031255,0,4
2020-08-28,4.5736516493734385,0,4
2020-08-29,5.474864071321877,0,0
2020-08-30,-1.6287147074640616,0,8
2020-08-31,3.0433319111453137,0,7
2020-09-01,1.9488278005843758,4,6
2020-09-02,11.013918460143751,1,3
2020-09-03,6.173793409301562,1,4
2020-09-04,3.237257975665625,2,8
2020-09-05,4.511283190548437,1,1
2020-09-06,2.4806803936750006,0,6
2020-09-07,9.686146209748438,0,1
2020-09-08,3.0872550091875004,0,1
2020-09-09,5.385720445809376,1,4
2020-09-10,0.28757355370468796,15,3
2020-09-11,4.738972209193752,0,5
2020-09-12,-1.404339362865624,0,7
2020-09-13,3.159217686726564,0,6
2020-09-14,9.998350661471875,2,2
2020-09-15,-0.7226579220656248,11,7
2020-09-16,6.950090658276563,0,7
2020-09-17,8.548718078710937,2,9
2020-09-18,21.17525472871719,2,7
2020-09-19,-1.3028023831656266,0,1
2020-09-20,2.0590332122843753,0,0
2020-09-21,2.3454750766875003,1,8
2020-09-22,6.471358350434377,12,11
2020-09-23,1.1716643640890638,8,7
2020-09-24,2.612507893339064,6,8
2020-09-25,1.6455300108062512,3,12
2020-09-26,-0.17416216721874855,0,5
2020-09-27,2.1507454306421887,0,4
2020-09-28,2.233757907865626,12,15
2020-09-29,2.209941230293751,11,5
2020-09-30,8.21441619698125,4,0
2020-10-01,-1.3783608318343752,0,2
2020-10-02,4.289249339079688,1,3
2020-10-03,2.020282167059375,0,9
2020-10-04,0.13315525312656318,0,4
2020-10-05,0.36757833216718794,3,19
2020-10-06,2.460546802095313,0,8
2020-10-07,-0.6698160129046868,1,16
2020-10-08,2.590365812751563,0,5
2020-10-09,8.407176558426563,0,12
2020-10-10,14.792611083671876,0,11
2020-10-11,-2.233805160476564,0,8
2020-10-12,12.876167895626562,1,6
2020-10-13,4.858438995698437,5,9
2020-10-14,8.117759420917189,1,4
2020-10-15,6.851196241142187,1,13
2020-10-16,6.822084594703126,0,12
2020-10-17,-1.2490825147484363,0,11
2020-10-18,0.5061068939265643,0,5
2020-10-19,10.769542524425002,10,7
2020-10-20,5.007254369031251,3,12
2020-10-21,11.1233295483875,0,5
2020-10-22,5.612781773342187,5,8
2020-10-23,4.852207878750001,0,6
2020-10-24,12.032339288785938,0,3
2020-10-25,-0.5897192783390621,2,1
2020-10-26,8.342888328932814,9,7
2020-10-27,2.857049002490626,2,5
2020-10-28,4.173629177209377,5,5
2020-10-29,3.2589768055453137,9,9
2020-10-30,15.400985864157814,6,0
2020-10-31,-0.6762847838968753,5,10
2020-11-01,-0.6586146174703116,8,3
2020-11-02,44.81201941346563,5,7
2020-11-03,-0.38076764147812714,3,6
2020-11-04,5.821987919562499,1,7
2020-11-05,7.132477165476562,7,4
2020-11-06,12.172756708456253,9,5
2020-11-07,-2.2911879889453113,0,1
2020-11-08,6.8949903596078155,6,4
2020-11-09,10.673338141912502,8,7
2020-11-10,2.172927154995315,1,10
2020-11-11,6.730434077018751,5,3
2020-11-12,5.8659445201796885,2,7
2020-11-13,10.887996490770313,6,9
2020-11-14,4.4136047206562505,16,8
2020-11-15,-0.18604677980468676,1,2
2020-11-16,10.499607466573439,1,12
2020-11-17,6.739049164223439,6,4
2020-11-18,9.786678735704688,5,6
2020-11-19,1.5108929376796878,12,7
2020-11-20,15.134828184301563,4,7
2020-11-21,4.103077711759375,3,6
2020-11-22,0.6717044334234386,0,5
2020-11-23,6.294937938717188,7,7
2020-11-24,4.060365622490627,2,16
2020-11-25,9.163204297428127,3,7
2020-11-26,0.7686568234890632,0,10
2020-11-27,8.40056334375625,0,6
2020-11-28,-2.0148076426593744,0,2
2020-11-29,-0.2078238729703108,6,2
2020-11-30,17.120509698201563,8,5
2020-12-01,7.586937373267188,7,5
2020-12-02,5.7142151053687495,3,12
2020-12-03,10.8957917278625,1,9
2020-12-04,4.434928970557813,16,6
2020-12-05,1.856231799735938,0,0
2020-12-06,-0.7439659466093738,10,4
2020-12-07,5.782078529484377,7,5
2020-12-08,3.389983200682814,4,4
2020-12-09,8.454314541696876,11,7
2020-12-10,1.0934833317656252,8,14
2020-12-11,3.6248629367593757,5,2
2020-12-12,-0.3698298215765621,0,14
2020-12-13,-0.8980017535640612,0,10
2020-12-14,6.4027153405906265,10,3
2020-12-15,5.857371600104688,12,4
2020-12-16,2.626697217170313,2,0
2020-12-17,4.832614705914063,3,4
2020-12-18,-0.3054614581562498,3,4
2020-12-19,-0.8255865689359367,1,0
2020-12-20,-0.5551639131953117,3,8
2020-12-21,5.604869186214064,4,3
2020-12-22,2.0853548851406254,1,2
2020-12-23,1.1647662311390627,0,7
2020-12-24,5.317210590185938,0,7
2020-12-25,3.9984260155125,0,2
2020-12-26,6.9543505717687495,0,2
2020-12-27,-1.373046177535938,0,1
2020-12-28,15.235243285000001,1,6
2020-12-29,6.854972008156249,1,3
2020-12-30,-0.04614127176250005,0,13
2020-12-31,4.633360576360937,0,6
2021-01-01,0.48792783558437614,0,7
2021-01-02,-0.15781475029374836,0,3
2021-01-03,0.12349128319531377,0,12
2021-01-04,13.2786434272125,0,12
2021-01-05,1.1092142004999999,10,2
2021-01-06,4.666948074784376,2,6
2021-01-07,4.641608248645312,4,6
2021-01-08,5.629551261834376,3,6
2021-01-09,-0.5224074499968747,2,2
2021-01-10,3.019946860662501,3,4
2021-01-11,1.9220595494484383,2,7
2021-01-12,6.995553601495313,1,9
2021-01-13,12.52569712295,17,6
2021-01-14,5.814430549298437,3,10
2021-01-15,5.016924620440625,5,10
2021-01-16,2.146236697425,0,7
2021-01-17,-1.5134301032671864,0,2
2021-01-18,6.044316206651564,1,4
2021-01-19,5.577110405809377,2,5
2021-01-20,0.42718184076718835,1,5
2021-01-21,6.839002139993751,0,12
2021-01-22,3.4414281366218757,0,7
2021-01-23,0.6470014536031257,0,5
2021-01-24,11.003658442685937,0,6
2021-01-25,5.16658112860625,3,46
2021-01-26,5.299795410140625,0,13
2021-01-27,6.267837598639063,3,16
2021-01-28,0.172828273717188,10,18
2021-01-29,5.727324784553126,0,1
2021-01-30,3.429381322134376,0,3
2021-01-31,-0.43650658121093655,0,4
2021-02-01,9.003833577490626,1,9
2021-02-02,11.284912604709376,0,2
2021-02-03,8.764526496139062,9,5
2021-02-04,2.679093798123437,2,2
2021-02-05,6.18196486743125,0,0
2021-02-06,0.07931361006875082,0,0
2021-02-07,3.611347395920314,0,13
2021-02-08,0.5677975493046887,3,5
2021-02-09,4.879034078557814,10,6
2021-02-10,9.601023684187501,3,4
2021-02-11,-0.9377471073890622,6,6
2021-02-12,-1.1432112879734369,2,15
2021-02-13,-0.7212467218046866,0,2
2021-02-14,-0.5206079525687484,0,8
2021-02-15,-0.36374548764999887,4,12
2021-02-16,6.711408046289064,5,7
2021-02-17,1.090599745584375,1,8
2021-02-18,-0.6817382546374999,3,8
2021-02-19,9.608544309089062,1,7
2021-02-20,7.789963647464062,0,4
2021-02-21,-0.5041422500000006,1,3
2021-02-22,6.0856324125,6,6
2021-02-23,5.68789510125,1,8
2021-02-24,6.520204416390626,1,5
2021-02-25,5.310238031217187,0,3
2021-02-26,2.3335529699281254,0,11
2021-02-27,0.5908568410937507,0,3
2021-02-28,5.869051623750002,0,3
2021-03-01,1.5674805529109384,3,10
2021-03-02,7.8742037326046885,7,4
2021-03-03,0.3530541836390628,0,5
2021-03-04,0.8669866043734382,0,5
2021-03-05,3.073827428603126,0,2
2021-03-06,6.0073005501859384,0,7
2021-03-07,-0.29324969742499984,0,9
2021-03-08,2.1619264025687506,2,3
2021-03-09,11.126952301951563,0,10
2021-03-10,2.2675727077515626,3,5
2021-03-11,4.671458508645313,9,0
2021-03-12,2.6274525463968748,0,4
2021-03-13,5.773810906615626,0,4
2021-03-14,4.521795664996875,0,9
2021-03-15,1.522972480482813,0,0
2021-03-16,0.8282733034171883,7,3
2021-03-17,0.02153232620468859,8,3
2021-03-18,1.2294380400062512,3,12
2021-03-19,5.311797839262501,0,5
2021-03-20,0.9465304339718754,0,4
2021-03-21,0.21348218374687533,0,6
2021-03-22,0.4057512904046878,3,9
2021-03-23,2.5273440407375007,6,3
2021-03-24,5.406723595110938,0,6
2021-03-25,3.0560785144125,0,8
2021-03-26,1.0872990689328124,0,5
2021-03-27,-0.7386612381656249,0,7
2021-03-28,0.5298893000031257,0,7
2021-03-29,3.586703748162501,0,4
2021-03-30,2.318987670698438,3,3
2021-03-31,5.302952480917187,4,5
2021-04-01,1.9770322542984373,2,2
2021-04-02,0.13487949022187506,1,3
2021-04-03,1.4016514513250002,0,0
2021-04-04,-0.5833647013218745,3,4
2021-04-05,-0.3706171355156243,2,3
2021-04-06,2.715061981651563,4,6
2021-04-07,-0.5257903141906246,5,5
2021-04-08,3.703716963048438,1,9
2021-04-09,1.3979842244874998,2,3
2021-04-10,4.501060236876563,1,7
2021-04-11,0.22011427143281215,6,1
2021-04-12,3.479066257428125,0,17
2021-04-13,3.27342691125,2,7
2021-04-14,5.1746010109531255,9,3
2021-04-15,-0.09114161760781259,1,10
2021-04-16,0.29096254293750035,0,13
2021-04-17,0.4155204700750006,5,4
2021-04-18,3.509676983600001,4,4
2021-04-19,3.260551589304688,10,15
2021-04-20,3.1847017854015625,3,5
2021-04-21,7.11762789779375,2,3
