,angular/angular,facebook/react,jquery/jquery
2019-02-19,27.0,9.289299379631252,2
2019-02-20,23.0,4.445359132095313,0
2019-02-21,17.0,19.509298362970313,0
2019-02-22,40.0,4.989973728339061,0
2019-02-23,2.0,1.6498781535765623,0
2019-02-24,1.0,-0.7170365454406249,0
2019-02-25,12.0,3.795002004376564,0
2019-02-26,10.0,1.6389403599640642,0
2019-02-27,21.0,8.796268429843751,0
2019-02-28,19.0,12.157708375296876,0
2019-03-01,11.0,5.55234544145625,0
2019-03-02,2.0,-2.1680304548796876,0
2019-03-03,0.0,1.803656918900001,0
2019-03-04,17.0,1.8834392580906265,3
2019-03-05,16.0,2.952923868635939,0
2019-03-06,19.0,3.8846616607734386,0
2019-03-07,27.0,8.791024964735938,0
2019-03-08,13.0,-1.756032227578125,0
2019-03-09,2.0,4.042883272871876,0
2019-03-10,0.0,0.9072625534625003,0
2019-03-11,10.0,8.173157172203126,3
2019-03-12,26.0,-0.45775384415468734,0
2019-03-13,14.0,4.084129084079688,0
2019-03-14,27.0,2.884217312278125,0
2019-03-15,12.0,10.924816544664063,0
2019-03-16,0.0,3.146005718390625,0
2019-03-17,0.0,2.538083679921875,0
2019-03-18,16.0,12.695630082539063,1
2019-03-19,19.0,4.7852667190375,0
2019-03-20,50.0,6.066011982910938,1
2019-03-21,25.0,4.0642068973859375,0
2019-03-22,12.0,6.207556067757814,0
2019-03-23,0.0,-1.9248036975812493,0
2019-03-24,0.0,3.8136119944906266,0
2019-03-25,7.0,2.691377650257814,3
2019-03-26,10.0,4.762495733887501,0
2019-03-27,31.0,2.5962822283875004,2
2019-03-28,12.0,3.805490750623438,0
2019-03-29,20.0,6.77241598161875,0
2019-03-30,0.0,4.479808318159375,0
2019-03-31,0.0,-1.4571578515374997,0
2019-04-01,30.0,11.163032074921876,0
2019-04-02,29.0,10.183638507757813,1
2019-04-03,11.0,17.8059008642625,0
2019-04-04,16.0,30.771868551471872,2
2019-04-05,4.0,14.860891379778122,0
2019-04-06,0.0,6.273546055695311,0
2019-04-07,0.0,23.14180415161875,0
2019-04-08,16.0,24.868678379784377,2
2019-04-09,9.0,15.9990961388125,2
2019-04-10,15.0,46.24588916338125,0
2019-04-11,16.0,3.2872498367562493,0
2019-04-12,6.0,38.91801699425,0
2019-04-13,3.0,11.585590257215626,0
2019-04-14,0.0,-4.763637167640621,0
2019-04-15,16.0,6.558372008182817,0
2019-04-16,10.0,13.674482123560944,0
2019-04-17,17.0,7.31221143257813,1
2019-04-18,6.0,16.90509804989688,0
2019-04-19,34.0,19.273462330693754,0
2019-04-20,4.0,9.984232483865625,0
2019-04-21,0.0,2.547164345570314,0
2019-04-22,15.0,15.767625939500002,0
2019-04-23,20.0,9.043468419256252,1
2019-04-24,26.0,17.274616870323438,0
2019-04-25,44.0,22.572256226915627,0
2019-04-26,38.0,8.713695548740626,0
2019-04-27,1.0,-4.452885696879687,0
2019-04-28,0.0,5.284238482653128,0
2019-04-29,27.0,2.3298133796015668,8
2019-04-30,6.0,13.754362521201566,1
2019-05-01,7.0,16.849057273864062,1
2019-05-02,1.0,2.178282369954688,0
2019-05-03,0.0,13.221721397823439,0
2019-05-04,0.0,-0.3172052506890619,0
2019-05-05,0.0,-0.13426156800312272,0
2019-05-06,11.0,7.420082814625002,1
2019-05-07,12.0,4.941427724634377,0
2019-05-08,19.0,12.022211229070313,1
2019-05-09,14.0,6.3359224716125,0
2019-05-10,12.0,11.6099318936875,0
2019-05-11,0.0,-2.756779487215625,0
2019-05-12,0.0,1.4076756653781266,0
2019-05-13,13.0,12.653092462610939,3
2019-05-14,19.0,1.6658376790375011,0
2019-05-15,11.0,3.2425277760671887,0
2019-05-16,43.0,6.382152708779688,0
2019-05-17,23.0,1.1643642498562512,0
2019-05-18,0.0,-0.35981659254218634,0
2019-05-19,0.0,-0.9659126992531238,0
2019-05-20,8.0,9.386951513453127,0
2019-05-21,23.0,5.5112407126734375,0
2019-05-22,23.0,24.464365481184377,0
2019-05-23,20.0,19.574210667278123,0
2019-05-24,16.0,3.958891131945311,0
2019-05-25,0.0,-0.988794455584376,0
2019-05-26,0.0,0.9680727543765641,0
2019-05-27,0.0,-0.7237429025359343,0
2019-05-28,7.0,8.656463421093754,0
2019-05-29,2.0,7.957111893531252,0
2019-05-30,31.0,5.759259780092188,0
2019-05-31,16.0,6.842472289706251,0
2019-06-01,0.0,6.900864707548438,0
2019-06-02,0.0,5.96643695243125,0
2019-06-03,10.0,14.02381603463125,0
2019-06-04,10.0,9.191281541876563,0
2019-06-05,5.0,8.200671704807814,0
2019-06-06,11.0,0.20676991198437555,0
2019-06-07,7.0,6.024629591765627,0
2019-06-08,0.0,6.887236996321877,0
2019-06-09,0.0,8.77276524003594,0
2019-06-10,2.0,5.540148783051563,0
2019-06-11,29.0,1.736659428962501,0
2019-06-12,3.0,10.200885406987501,0
2019-06-13,3.0,1.675046887646876,0
2019-06-14,25.0,4.275115750557814,0
2019-06-15,0.0,2.3200475345171885,0
2019-06-16,0.0,-1.4770493961781235,0
2019-06-17,5.0,6.050710264004689,0
2019-06-18,15.0,10.626305182979689,0
2019-06-19,16.0,9.01441302265,0
2019-06-20,9.0,5.8242709736687495,0
2019-06-21,21.0,5.96009279000625,0
2019-06-22,0.0,6.030352676762501,0
2019-06-23,0.0,-1.9894889547781243,0
2019-06-24,5.0,7.800220316106252,0
2019-06-25,35.0,1.232881316390626,0
2019-06-26,26.0,2.5998275173109393,1
2019-06-27,18.0,1.6794826563968759,0
2019-06-28,8.0,0.8855579479796889,0
2019-06-29,0.0,-0.8885251444124991,0
2019-06-30,0.0,-0.5686956869124989,0
2019-07-01,11.0,4.610025375962501,0
2019-07-02,13.0,4.238280794109375,0
2019-07-03,3.0,3.0546110656296874,0
2019-07-04,0.0,2.1094250765796874,0
2019-07-05,0.0,1.1896997583093751,0
2019-07-06,0.0,0.3227705663609379,0
2019-07-07,0.0,-0.5213415175718744,0
2019-07-08,8.0,4.65026695625,0
2019-07-09,13.0,0.2258666536718753,0
2019-07-10,7.0,1.4484073497421879,0
2019-07-11,31.0,3.4565106215078125,0
2019-07-12,13.0,2.280537745809375,0
2019-07-13,0.0,1.3063268701109374,0
2019-07-14,0.0,0.40138216941250016,0
2019-07-15,7.0,1.532587153714063,0
2019-07-16,8.0,1.4862862136718755,0
2019-07-17,9.0,3.465426731804688,0
2019-07-18,30.0,4.288707698932813,0
2019-07-19,3.0,4.090882179115625,0
2019-07-20,2.0,1.9897917458093748,0
2019-07-21,0.0,-0.8641344048890625,0
2019-07-22,9.0,4.479843064412501,0
2019-07-23,11.0,7.128232828932813,0
2019-07-24,30.0,13.686309571396876,0
2019-07-25,8.0,8.772800249115624,0
2019-07-26,11.0,5.717296006028125,0
2019-07-27,0.0,0.9084993334921876,0
2019-07-28,0.0,0.4511192357734386,0
2019-07-29,6.0,2.7820001111421893,1
2019-07-30,16.0,3.7478944274218766,0
2019-07-31,8.0,8.642350151945314,0
2019-08-01,8.0,1.1332824757281252,0
2019-08-02,10.0,6.633146661289063,0
2019-08-03,0.0,-0.6163184957703125,0
2019-08-04,0.0,0.996560048165626,0
2019-08-05,21.0,5.149326968860938,0
2019-08-06,0.0,5.825690186615626,0
2019-08-07,0.0,2.5915435247781256,0
2019-08-08,29.0,5.780303668414063,0
2019-08-09,17.0,7.54968645309375,1
2019-08-10,3.0,0.2905012170171877,0
2019-08-11,0.0,-1.1778858508031245,0
2019-08-12,8.0,12.258163756432813,1
2019-08-13,18.0,12.139708743084375,0
2019-08-14,11.0,23.574744071175,0
2019-08-15,16.0,13.074087293935936,0
2019-08-16,5.0,7.235646607496873,0
2019-08-17,0.0,0.7281130726078127,0
2019-08-18,0.0,2.591808038645315,0
2019-08-19,13.0,8.890918068678127,2
2019-08-20,9.0,8.437815608296876,1
2019-08-21,21.0,6.247233969814064,0
2019-08-22,17.0,3.4239854523406263,1
2019-08-23,3.0,-1.1820814459499984,0
2019-08-24,0.0,-0.3892885337828107,0
2019-08-25,0.0,-1.0101579987078106,0
2019-08-26,21.0,9.309224478528128,3
2019-08-27,14.0,12.466402522898438,0
2019-08-28,7.0,6.736766587682812,0
2019-08-29,41.0,9.91065686496406,0
2019-08-30,29.0,-1.3678802596671877,1
2019-08-31,0.0,-1.4179976244812489,0
2019-09-01,0.0,-0.9481842905515611,0
2019-09-02,0.0,0.27489525996406483,0
2019-09-03,9.0,1.3164835098437515,0
2019-09-04,18.0,5.2631509261718765,0
2019-09-05,15.0,6.93151487985625,0
2019-09-06,4.0,4.650834374739063,0
2019-09-07,1.0,-1.2987962934468755,0
2019-09-08,0.0,-0.6757693650359373,0
2019-09-09,23.0,6.529581778750001,0
2019-09-10,25.0,8.936363219484376,0
2019-09-11,14.0,17.388905743932813,0
2019-09-12,30.0,2.2085707718343732,0
2019-09-13,12.0,5.0218607031593745,0
2019-09-14,0.0,-0.9105429483812497,0
2019-09-15,0.0,-1.253782202715623,0
2019-09-16,12.0,3.136693251250002,0
2019-09-17,15.0,8.918285358890627,0
2019-09-18,13.0,2.255454860842188,0
2019-09-19,1.0,4.60649420859375,0
2019-09-20,0.0,0.5541123504890626,0
2019-09-21,0.0,-0.9751581500390616,0
2019-09-22,0.0,-0.6258258307671866,0
2019-09-23,4.0,11.570164237464063,0
2019-09-24,8.0,3.4601162354375,4
2019-09-25,9.0,8.6751410997,0
2019-09-26,2.0,6.217852020078125,2
2019-09-27,12.0,3.2463573192625,0
2019-09-28,0.0,4.488756758753125,0
2019-09-29,0.0,0.4850493949281258,0
2019-09-30,9.0,4.862098082500001,0
2019-10-01,11.0,1.604845137562501,0
2019-10-02,38.0,2.8035803919906264,0
2019-10-03,13.0,8.863737474664063,0
2019-10-04,19.0,-0.7166840857343748,1
2019-10-05,0.0,-1.0306065878656243,1
2019-10-06,0.0,-0.6615638582734368,0
2019-10-07,14.0,5.524830043753126,1
2019-10-08,11.0,1.0580332780843755,2
2019-10-09,8.0,0.2587902857375004,0
2019-10-10,35.0,-0.5485687846703122,0
2019-10-11,8.0,1.6336527634500007,0
2019-10-12,0.0,-0.4600823383749995,0
2019-10-13,0.0,-0.23026692753593714,0
2019-10-14,41.0,2.8339970475000005,2
2019-10-15,13.0,5.56591571690625,0
2019-10-16,17.0,5.152143062503125,0
2019-10-17,37.0,2.9918099569124994,0
2019-10-18,28.0,5.066426254964062,0
2019-10-19,0.0,2.85753812396875,0
2019-10-20,0.0,-1.0609592425718748,0
2019-10-21,28.0,2.357396336250001,5
2019-10-22,17.0,1.2233188084531257,3
2019-10-23,22.0,1.2838328367984384,0
2019-10-24,29.0,-0.6711168533093745,0
2019-10-25,29.0,-0.4168640947781243,0
2019-10-26,0.0,0.7179446767625006,0
2019-10-27,0.0,-0.30171090477812446,0
2019-10-28,12.0,0.8295659761062504,2
2019-10-29,19.0,3.794283643453125,0
2019-10-30,13.0,3.467816923860937,0
2019-10-31,23.0,2.3394489188968746,0
2019-11-01,13.0,3.355377782428125,0
2019-11-02,1.0,0.24113955374999985,0
2019-11-03,0.0,-0.5353473255156247,0
2019-11-04,7.0,3.642404901214063,0
2019-11-05,24.0,2.3339086019843753,0
2019-11-06,16.0,3.304337572901563,0
2019-11-07,20.0,2.1770854490437497,0
2019-11-08,13.0,0.23201285330937516,0
2019-11-09,0.0,1.4499819940796879,0
2019-11-10,0.0,1.4426879768406256,0
2019-11-11,23.0,4.462785824964063,0
2019-11-12,21.0,1.1597848591875,0
2019-11-13,23.0,0.31439707830937524,0
2019-11-14,9.0,2.4840285890796876,0
2019-11-15,18.0,6.362735929559376,0
2019-11-16,8.0,-1.0686850381234376,0
2019-11-17,0.0,2.431071066432813,0
2019-11-18,20.0,0.3046689126468751,2
2019-11-19,25.0,-0.5279764251499992,1
2019-11-20,24.0,-0.3550278724609369,0
2019-11-21,13.0,3.757731305662501,0
2019-11-22,28.0,-0.5837724153328123,0
2019-11-23,0.0,-0.32777753621718725,0
2019-11-24,0.0,-0.2192350690015623,0
2019-11-25,18.0,0.8775513647031254,1
2019-11-26,19.0,-0.19923187062343728,0
2019-11-27,21.0,1.8939530974640626,0
2019-11-28,0.0,0.7271252149999999,0
2019-11-29,0.0,0.7510642479375,0
2019-11-30,0.0,-0.25171216014375003,0
2019-12-01,0.0,-0.12798701249999986,0
2019-12-02,28.0,-0.09248969624999981,1
2019-12-03,23.0,3.927328411984375,1
2019-12-04,17.0,3.540134992464062,0
2019-12-05,21.0,-0.6233923347812503,0
2019-12-06,10.0,0.6685402856624999,0
2019-12-07,0.0,-0.31461716555156233,0
2019-12-08,0.0,-0.200515852535937,0
2019-12-09,6.0,3.8543849500000005,2
2019-12-10,12.0,0.482314665,0
2019-12-11,22.0,2.6212352129375,0
2019-12-12,18.0,2.45596932529375,0
2019-12-13,12.0,0.4091608936062501,0
2019-12-14,0.0,2.584802186984375,0
2019-12-15,0.0,-0.5696511525359373,0
2019-12-16,18.0,2.6686254525000006,3
2019-12-17,8.0,10.4566342641875,0
2019-12-18,21.0,7.570964900590624,0
2019-12-19,1.0,2.3876028571671863,0
2019-12-20,1.0,3.715031269595312,0
2019-12-21,0.0,-1.2801837093734372,0
2019-12-22,0.0,3.221163420917189,0
2019-12-23,0.0,-0.9734605338578115,0
2019-12-24,0.0,-0.6169732102968738,0
2019-12-25,0.0,-0.47752306702968655,0
2019-12-26,0.0,-0.37133704253593636,0
2019-12-27,0.0,-0.23379840613593683,0
2019-12-28,0.0,-0.13408502522187463,0
2019-12-29,0.0,4.913630952320313,0
2019-12-30,0.0,0.4617267479374997,0
2019-12-31,0.0,-0.3585954101437502,0
2020-01-01,0.0,0.8124999999999999,0
2020-01-02,0.0,2.7681875000000002,0
2020-01-03,0.0,3.5537537500000003,0
2020-01-04,0.0,1.3545731874999998,0
2020-01-05,0.0,0.44520700624999987,0
2020-01-06,12.0,7.558960488671875,0
2020-01-07,20.0,0.9022751618046874,4
2020-01-08,18.0,1.2467294137140625,0
2020-01-09,11.0,7.333606548234375,0
2020-01-10,47.0,1.7637806484171876,0
2020-01-11,0.0,-0.9860782146703122,0
2020-01-12,0.0,2.3943196675750005,0
2020-01-13,20.0,-0.7244731130874993,3
2020-01-14,23.0,4.540621725839063,0
2020-01-15,35.0,1.1523388111812503,0
2020-01-16,7.0,-0.6511574386031247,0
2020-01-17,4.0,3.592524452053125,0
2020-01-18,0.0,-0.6956942968343747,0
2020-01-19,0.0,-0.360386396357812,0
2020-01-20,0.0,1.7592514984531253,2
2020-01-21,17.0,2.610360936142188,3
2020-01-22,23.0,2.475504042421875,0
2020-01-23,28.0,-0.6057789387109376,0
2020-01-24,19.0,3.6770025099281254,0
2020-01-25,1.0,0.3820057479375001,0
2020-01-26,5.0,-0.4502571851437497,0
2020-01-27,16.0,0.7309763200000002,2
2020-01-28,14.0,0.6969462477187505,0
2020-01-29,28.0,5.69108676713125,0
2020-01-30,12.0,5.203833703345312,0
2020-01-31,21.0,2.998104144892187,0
2020-02-01,8.0,-0.9271461983125004,0
2020-02-02,2.0,0.45258251434062535,0
2020-02-03,12.0,4.532669938714063,0
2020-02-04,26.0,7.176015415734375,0
2020-02-05,6.0,-0.28146841805156275,0
2020-02-06,28.0,3.1918185418703127,0
2020-02-07,22.0,2.055392971690625,0
2020-02-08,8.0,-0.8562121297781242,0
2020-02-09,0.0,-0.5090956688937494,0
2020-02-10,5.0,5.645400355734376,2
2020-02-11,18.0,3.115393499885938,0
2020-02-12,4.0,1.0993672369453127,0
2020-02-13,19.0,2.288380044196875,0
2020-02-14,10.0,0.29207180665156274,0
2020-02-15,0.0,-0.5336508491906244,0
2020-02-16,0.0,-0.34046063260781195,0
2020-02-17,0.0,2.7580687725000006,0
2020-02-18,17.0,8.50287856190625,0
2020-02-19,15.0,8.798543452721875,0
2020-02-20,18.0,1.4103248625749991,0
2020-02-21,11.0,3.8749161596312494,0
2020-02-22,0.0,0.8109223793765628,0
2020-02-23,0.0,-0.9100606400359366,0
2020-02-24,51.0,1.3926057987500011,1
2020-02-25,22.0,4.331168919703126,0
2020-02-26,23.0,10.026356875251563,0
2020-02-27,24.0,7.315402545770312,0
2020-02-28,19.0,8.22668902934375,0
2020-02-29,0.0,0.05072848481406189,0
2020-03-01,1.0,-1.301826163710937,0
2020-03-02,19.0,2.156958089928126,4
2020-03-03,20.0,4.071937005218752,0
2020-03-04,19.0,2.857379458600001,0
2020-03-05,13.0,7.878557402898438,0
2020-03-06,15.0,4.399749317464062,0
2020-03-07,0.0,0.5358770545203126,0
2020-03-08,0.0,-1.0323449388906245,0
2020-03-09,19.0,-0.6273183563218739,0
2020-03-10,23.0,6.537152779703126,0
2020-03-11,48.0,6.9261034798140635,0
2020-03-12,23.0,5.593683644007813,0
2020-03-13,15.0,4.527903570215624,1
2020-03-14,1.0,-1.4428244434171875,0
2020-03-15,0.0,-0.8171469912468741,0
2020-03-16,10.0,3.446496707428126,1
2020-03-17,20.0,5.180255776250001,0
2020-03-18,48.0,7.875437651390625,0
2020-03-19,3.0,5.424033579373438,0
2020-03-20,30.0,3.440618811103125,0
2020-03-21,1.0,1.6238561541546876,0
2020-03-22,9.0,0.8897958347843757,0
2020-03-23,21.0,1.1094648900000008,0
2020-03-24,28.0,4.185076707937501,0
2020-03-25,4.0,2.927446108012501,0
2020-03-26,2.0,6.9483508813937505,0
2020-03-27,19.0,-0.4335808826828127,0
2020-03-28,9.0,0.12421535342031298,0
2020-03-29,4.0,3.344555630773438,0
2020-03-30,19.0,3.1644023613609384,0
2020-03-31,24.0,6.097852637646875,0
2020-04-01,29.0,15.75491059485,0
2020-04-02,10.0,7.590054152757812,0
2020-04-03,16.0,5.753985376981249,0
2020-04-04,1.0,1.915894620446875,0
2020-04-05,0.0,-0.6240697505515613,0
2020-04-06,22.0,2.828209272901564,1
2020-04-07,21.0,8.741253751543752,0
2020-04-08,18.0,4.159129437496876,0
2020-04-09,17.0,15.313184148482813,0
2020-04-10,2.0,2.266372006732812,0
2020-04-11,0.0,-0.9251638269843747,0
2020-04-12,0.0,-1.2638483185999991,0
2020-04-13,5.0,5.145378366840627,0
2020-04-14,12.0,3.757621607901564,0
2020-04-15,7.0,1.709158819700001,0
2020-04-16,35.0,9.892081947796875,0
2020-04-17,14.0,4.21684006976875,1
2020-04-18,0.0,1.4177712455609377,0
2020-04-19,0.0,-1.1566059006953124,0
2020-04-20,7.0,5.277591157464063,1
2020-04-21,10.0,6.860876353156251,0
2020-04-22,15.0,0.4950140934562506,0
2020-04-23,17.0,4.948947814523438,1
2020-04-24,11.0,-0.27847121577968714,0
2020-04-25,0.0,4.127921155260939,1
2020-04-26,1.0,-0.044329129262499656,0
2020-04-27,5.0,-0.7067633351078116,4
2020-04-28,12.0,3.5226535269062507,0
2020-04-29,18.0,2.223971663159376,2
2020-04-30,3.0,3.2527021136812504,1
2020-05-01,17.0,12.183771908084374,0
2020-05-02,0.0,-1.7767419219812508,0
2020-05-03,3.0,1.1072113861359376,0
2020-05-04,22.0,3.194289124304688,0
2020-05-05,28.0,8.084660824964063,3
2020-05-06,49.0,4.5292798591875005,0
2020-05-07,13.0,2.5618937033093747,0
2020-05-08,20.0,2.750928639079688,0
2020-05-09,1.0,0.8142629956531258,0
2020-05-10,2.0,0.05295372453281355,0
2020-05-11,7.0,2.3346799764687507,0
2020-05-12,11.0,10.216996701615626,1
2020-05-13,23.0,4.3917875452156245,0
2020-05-14,42.0,2.536581614082812,0
2020-05-15,15.0,4.779030572721875,0
2020-05-16,0.0,-1.3338558172062496,0
2020-05-17,2.0,-0.7885710199249989,0
2020-05-18,28.0,2.445220255662501,5
2020-05-19,13.0,2.2734514746671888,0
2020-05-20,27.0,2.2186412717203132,0
2020-05-21,16.0,9.206355884010938,0
2020-05-22,2.0,-1.4377160447781254,0
2020-05-23,0.0,1.2631569617625003,0
2020-05-24,0.0,-0.6852169027156247,0
2020-05-25,2.0,-0.41774237624999894,0
2020-05-26,6.0,3.680360434703126,0
2020-05-27,2.0,10.339872289595313,0
2020-05-28,4.0,7.522928040845311,0
2020-05-29,13.0,5.343796287235937,0
2020-05-30,0.0,-1.6073259178593755,0
2020-05-31,1.0,-0.8823911260312494,0
2020-06-01,8.0,0.36780749492812637,0
2020-06-02,7.0,-0.5788451724999986,1
2020-06-03,14.0,-0.43657927331249885,0
2020-06-04,16.0,-0.3593242070656241,0
2020-06-05,8.0,-0.27682056878593675,0
2020-06-06,3.0,-0.15868461393281208,0
2020-06-07,0.0,-0.07195398025156231,0
2020-06-08,14.0,-0.011093696249999967,1
2020-06-09,15.0,-0.009568313015624975,0
2020-06-10,14.0,-0.008398852535937478,1
2020-06-11,12.0,1.0,0
2020-06-12,32.0,2.9,0
2020-06-13,2.0,0.6549999999999997,0
2020-06-14,3.0,-0.2635000000000002,0
2020-06-15,18.0,0.8488374999999999,0
2020-06-16,6.0,1.7933957500000002,0
2020-06-17,18.0,0.6728252375000001,0
2020-06-18,6.0,-0.28519648374999995,0
2020-06-19,0.0,1.8213260857343752,0
2020-06-20,2.0,-0.33413923783281235,0
2020-06-21,0.0,-0.19082288312343726,0
2020-06-22,19.0,-0.11893332378593735,0
2020-06-23,7.0,4.913757281984375,0
2020-06-24,2.0,-0.5708626748171878,0
2020-06-25,38.0,1.7223099569125,1
2020-06-26,26.0,1.6269137549640624,0
2020-06-27,3.0,-0.41244912603124984,0
2020-06-28,2.0,-0.2443814550718748,0
2020-06-29,14.0,0.8358649375000002,0
2020-06-30,5.0,7.77097301875,0
2020-07-01,3.0,12.048600909921875,0
2020-07-02,0.0,0.22099431982031126,0
2020-07-03,1.0,-1.0749865185312506,0
2020-07-04,0.0,-0.6778510811031246,0
2020-07-05,0.0,-0.48450621757187357,0
2020-07-06,11.0,6.632767453750001,0
2020-07-07,4.0,5.9983424544843755,0
2020-07-08,15.0,8.729512567089062,0
2020-07-09,11.0,4.271733718009374,0
2020-07-10,6.0,8.477540791001562,0
2020-07-11,0.0,-1.8292524550718754,0
2020-07-12,0.0,-1.032576337499999,0
2020-07-13,23.0,6.260067538750001,0
2020-07-14,8.0,0.7204203101406264,0
2020-07-15,16.0,7.008153303639063,1
2020-07-16,10.0,3.5578425995921874,0
2020-07-17,5.0,3.6860271340468755,0
2020-07-18,0.0,-1.253218495371875,0
2020-07-19,0.0,-0.7411561128593741,0
2020-07-20,11.0,2.5212736012500008,1
2020-07-21,5.0,1.321642066390626,0
2020-07-22,10.0,2.3519280237171882,1
2020-07-23,12.0,1.3098772470531252,0
2020-07-24,7.0,2.3755116333843755,0
2020-07-25,3.0,0.3449889222421876,0
2020-07-26,0.0,0.5322986998203129,0
2020-07-27,19.0,9.62021963625,2
2020-07-28,16.0,0.7419006309531246,0
2020-07-29,17.0,5.148548952610938,0
2020-07-30,6.0,1.8810446758812498,0
2020-07-31,18.0,7.059481965110938,0
2020-08-01,0.0,-0.37825085286875004,0
2020-08-02,0.0,-0.8791871918734369,0
2020-08-03,4.0,2.4130838469484384,0
2020-08-04,2.0,0.2526082998078135,0
2020-08-05,9.0,3.406230133609376,0
2020-08-06,15.0,5.240598478084375,0
2020-08-07,3.0,2.9485028632375,0
2020-08-08,0.0,-0.9658495079828127,0
2020-08-09,0.0,-0.5660119208031246,0
2020-08-10,16.0,6.642716046214063,0
2020-08-11,15.0,0.028202814703125245,0
2020-08-12,12.0,1.362421269376563,0
2020-08-13,16.0,4.389617667901563,1
2020-08-14,2.0,4.1014824267625,0
2020-08-15,2.0,-0.004146117278124972,0
2020-08-16,0.0,-0.6506712476437498,0
2020-08-17,14.0,5.58613611375,0
2020-08-18,9.0,2.083207837640625,0
2020-08-19,13.0,5.172396014232813,0
2020-08-20,6.0,4.929069227682812,0
2020-08-21,6.0,1.7872552361,0
2020-08-22,0.0,-0.0006175240078123423,0
2020-08-23,0.0,-0.7088599006953119,0
2020-08-24,11.0,3.5343774324640633,0
2020-08-25,14.0,0.2431489581562507,2
2020-08-26,5.0,2.4263549432375004,1
2020-08-27,16.0,1.3362285992984377,0
2020-08-28,8.0,5.3996039054406255,0
2020-08-29,0.0,0.049178749487499784,0
2020-08-30,0.0,-0.5925171706234373,0
2020-08-31,19.0,0.6283890999640629,1
2020-09-01,5.0,1.6264385141875006,1
2020-09-02,10.0,2.5348681630906253,3
2020-09-03,7.0,4.427119990917188,0
2020-09-04,0.0,5.163280126360937,0
2020-09-05,0.0,-1.0532430294156252,0
2020-09-06,0.0,-0.5798444407312497,0
2020-09-07,0.0,0.631520676214063,0
2020-09-08,33.0,0.6241995069843758,0
2020-09-09,17.0,1.631672870182813,0
2020-09-10,19.0,5.54655679963125,0
2020-09-11,7.0,2.1212371998140624,0
2020-09-12,0.0,0.23681660922656245,0
2020-09-13,0.0,-0.526996877715625,0
2020-09-14,13.0,3.6890357912500007,0
2020-09-15,8.0,0.3658259657343753,0
2020-09-16,17.0,0.5318606169484379,0
2020-09-17,3.0,1.5912995564328127,0
2020-09-18,15.0,2.5231993155843755,0
