,jetbrains/kotlin,scala/scala,apache/groovy
2011-10-28,15.06570561294375,5,8
2011-10-29,-3.4033675997875004,7,0
2011-10-30,0.08811616890937568,0,0
2011-10-31,28.538535329370315,8,1
2011-11-01,19.934302529034376,4,2
2011-11-02,18.4378589011125,1,6
2011-11-03,35.205635267278126,3,1
2011-11-04,25.21498107053906,10,7
2011-11-05,-3.984635504928125,1,0
2011-11-06,-3.3102666131468723,3,1
2011-11-07,24.987978936468757,9,11
2011-11-08,7.890807906959379,7,14
2011-11-09,34.57053589779688,2,6
2011-11-10,23.361411339778122,7,0
2011-11-11,1.3094428035484382,8,0
2011-11-12,21.330035280812503,0,0
2011-11-13,-2.5074535164468728,13,0
2011-11-14,21.537077221876565,5,0
2011-11-15,12.041349344276565,5,8
2011-11-16,19.236270531040628,7,1
2011-11-17,11.721020721923438,0,1
2011-11-18,14.12502071562969,5,0
2011-11-19,-2.759615470203123,5,2
2011-11-20,-1.9876831099437466,1,1
2011-11-21,4.7822637762687545,4,10
2011-11-22,15.762542230751567,13,0
2011-11-23,32.64632119283594,11,10
2011-11-24,35.52651292076406,8,7
2011-11-25,31.00490771412187,1,6
2011-11-26,-5.515670095407815,1,4
2011-11-27,-4.39439410796406,5,0
2011-11-28,26.058696383162506,7,4
2011-11-29,15.848142223854692,8,5
2011-11-30,13.77120132046719,4,5
2011-12-01,18.845629864540626,16,1
2011-12-02,20.40474349256563,21,1
2011-12-03,-0.8529344910671854,4,4
2011-12-04,-2.8050306348968723,9,0
2011-12-05,10.516964591178128,24,19
2011-12-06,18.82794606379688,13,4
2011-12-07,30.69298217437969,26,7
2011-12-08,30.071618864448435,10,5
2011-12-09,10.169806874442186,17,4
2011-12-10,-4.500571843018749,11,2
2011-12-11,0.5828324102375038,2,4
2011-12-12,20.277218848054694,16,4
2011-12-13,23.72251582326094,15,2
2011-12-14,32.57455296193906,5,10
2011-12-15,13.0429402611625,0,7
2011-12-16,40.11212154392969,5,19
2011-12-17,-5.060997008809377,0,0
2011-12-18,-1.6758938786265585,3,0
2011-12-19,14.557950031651567,1,9
2011-12-20,31.642243420496882,5,8
2011-12-21,20.55525491973594,6,10
2011-12-22,5.6305719843999995,6,2
2011-12-23,7.078406028321877,6,7
2011-12-24,-3.2243380756874966,7,0
2011-12-25,5.194660030550005,6,1
2011-12-26,8.402477270845317,3,3
2011-12-27,26.11797540561094,4,8
2011-12-28,-1.7901760629593753,26,5
2011-12-29,23.048311602284375,1,6
2011-12-30,29.594403357842186,9,1
2011-12-31,-5.76399253286875,3,2
2012-01-01,-3.144259500946874,1,3
2012-01-02,2.8567503720890657,8,3
2012-01-03,8.844794007790629,4,12
2012-01-04,15.381668630901565,4,17
2012-01-05,-0.4457161900890618,15,19
2012-01-06,18.822029131485937,7,17
2012-01-07,1.4004359415343752,10,8
2012-01-08,3.5689197012781264,4,4
2012-01-09,0.02416038125000064,4,3
2012-01-10,17.49844880117188,9,0
2012-01-11,9.010817474148439,3,8
2012-01-12,19.10914088657344,14,0
2012-01-13,9.101812531556249,7,11
2012-01-14,0.582607312814063,10,5
2012-01-15,6.516728079167189,8,1
2012-01-16,12.529854229226565,8,14
2012-01-17,17.919564880003126,9,9
2012-01-18,34.05504796763125,4,27
2012-01-19,9.887505065629686,10,3
2012-01-20,9.128356531975,15,0
2012-01-21,-3.3506594724937493,6,1
2012-01-22,5.245641461220317,2,0
2012-01-23,16.25044556646563,10,3
2012-01-24,20.21211853569219,15,19
2012-01-25,34.31163298113281,15,6
2012-01-26,13.395344137151561,9,13
2012-01-27,45.39875533538437,5,4
2012-01-28,6.7016539309562475,11,1
2012-01-29,-4.0236195560187475,6,6
2012-01-30,35.01808286458907,31,4
2012-01-31,18.17782153491563,8,6
2012-02-01,9.470996135692191,23,13
2012-02-02,14.412550519028127,13,16
2012-02-03,24.44729879453594,19,6
2012-02-04,0.6501937667343771,11,4
2012-02-05,4.539109195432816,33,9
2012-02-06,22.35205811967969,20,11
2012-02-07,18.975393481068753,6,23
2012-02-08,56.537857535707815,9,15
2012-02-09,16.70042162835156,3,4
2012-02-10,10.4930313741125,1,3
2012-02-11,-2.303075927437499,1,0
2012-02-12,2.6201236415625067,7,11
2012-02-13,28.32130531260782,5,5
2012-02-14,9.173380203770316,18,16
2012-02-15,7.009717329190629,28,10
2012-02-16,3.683735304668752,6,3
2012-02-17,18.43664317186563,17,7
2012-02-18,-4.254782172715624,4,0
2012-02-19,4.604005878540628,14,4
2012-02-20,35.66129693124688,10,1
2012-02-21,44.61216342199844,7,1
2012-02-22,22.085223068615623,21,7
2012-02-23,19.903246110773434,25,6
2012-02-24,29.20561369794375,4,7
2012-02-25,-7.685389294131248,5,2
2012-02-26,-2.57779960454062,2,0
2012-02-27,17.58597072639063,7,6
2012-02-28,13.259064700154694,8,9
2012-02-29,61.132039727853126,7,6
2012-03-01,20.46982073398437,7,3
2012-03-02,35.1411709075,8,2
2012-03-03,-1.8389290620328147,6,3
2012-03-04,-5.744774846293746,3,2
2012-03-05,18.286899027718757,13,5
2012-03-06,39.94239836410001,20,4
2012-03-07,46.19669238496407,16,2
2012-03-08,12.153717320321874,4,3
2012-03-09,29.222388315909377,5,6
2012-03-10,14.745560090500001,0,3
2012-03-11,6.849278124845318,3,1
2012-03-12,34.290476652248444,2,0
2012-03-13,29.174951107406255,0,1
2012-03-14,31.525470036006254,13,5
2012-03-15,0.9093467030390627,10,10
2012-03-16,18.71613152796563,26,1
2012-03-17,5.522591973881255,2,0
2012-03-18,-2.245440740689056,3,0
2012-03-19,31.338332696954694,10,6
2012-03-20,6.908006282621878,25,5
2012-03-21,26.12328159198438,14,2
2012-03-22,0.9286341605453128,8,4
2012-03-23,20.896038462156255,29,0
2012-03-24,2.97299450675,2,0
2012-03-25,-2.7932978458359337,4,0
2012-03-26,25.494366549271877,4,1
2012-03-27,17.385292298095315,15,0
2012-03-28,56.08889467078907,7,2
2012-03-29,18.149894527298436,4,8
2012-03-30,20.62335212402656,13,7
2012-03-31,-6.059255375642188,4,0
2012-04-01,-2.4106288637734306,3,0
2012-04-02,38.73904384669688,5,2
2012-04-03,20.344542053026565,8,0
2012-04-04,32.4033079339,4,4
2012-04-05,12.19405025150625,5,7
2012-04-06,14.48098153638594,20,8
2012-04-07,25.12160949584219,2,0
2012-04-08,22.324282148478126,3,0
2012-04-09,21.215851691432814,3,0
2012-04-10,6.023737362021877,7,2
2012-04-11,19.327520088318757,6,1
2012-04-12,9.919958836420317,28,0
2012-04-13,57.69865273203594,38,0
2012-04-14,-2.546896070296878,42,0
2012-04-15,-2.88032739798906,14,3
2012-04-16,9.836406086432817,8,8
2012-04-17,10.72114664827032,8,2
2012-04-18,8.77701670354063,3,1
2012-04-19,55.09609641414219,3,0
2012-04-20,28.59577347710156,6,1
2012-04-21,-5.115399271809377,1,1
2012-04-22,-1.9705189146234368,5,1
2012-04-23,6.641655908201567,20,0
2012-04-24,15.567434703923443,9,2
2012-04-25,16.724307330512502,19,0
2012-04-26,5.257768851507814,11,1
2012-04-27,18.13485640036094,10,0
2012-04-28,15.275417992551564,7,0
2012-04-29,0.4805055533734386,2,0
2012-04-30,20.013006553345313,10,2
2012-05-01,15.681195320985939,9,0
2012-05-02,15.424307281093752,39,3
2012-05-03,33.25783849098906,15,0
2012-05-04,37.39481814908906,17,2
2012-05-05,4.953889350796874,13,1
2012-05-06,0.16707921514687563,9,0
2012-05-07,10.719276120453129,22,2
2012-05-08,2.5907338629609438,27,0
2012-05-09,-1.6303197686390578,12,6
2012-05-10,9.363974931468753,23,0
2012-05-11,29.913060257187503,16,7
2012-05-12,8.753258954696875,14,2
2012-05-13,-3.139072195784375,6,0
2012-05-14,-1.3758179923109366,14,4
2012-05-15,19.282838790800003,12,2
2012-05-16,7.632279728351564,12,1
2012-05-17,-0.9651963612828114,9,0
2012-05-18,15.987743137490625,19,10
2012-05-19,-1.2385435699468736,10,1
2012-05-20,-2.068113474654685,5,0
2012-05-21,14.76374254273125,9,13
2012-05-22,25.54312457569844,20,9
2012-05-23,20.790885390385938,20,3
2012-05-24,12.211035536073435,12,18
2012-05-25,16.708865438573437,14,12
2012-05-26,-1.6251327318531246,10,3
2012-05-27,-2.0782396716781224,3,13
2012-05-28,33.84948555492813,8,1
2012-05-29,13.768835934250003,0,7
2012-05-30,27.147669726237503,5,5
2012-05-31,35.91061645485313,2,1
2012-06-01,34.413446956585936,15,5
2012-06-02,1.6350513323109368,4,0
2012-06-03,-5.74442523855156,13,0
2012-06-04,20.28522282687657,2,3
2012-06-05,39.785448750151566,4,0
2012-06-06,6.144512056409377,11,2
2012-06-07,27.24532851781719,5,0
2012-06-08,34.02341220469375,51,4
2012-06-09,54.83382758433438,14,0
2012-06-10,-10.864351986665628,3,7
2012-06-11,-5.853524797859372,6,10
2012-06-12,1.9123607313750064,2,6
2012-06-13,33.215671043434384,15,1
2012-06-14,29.597005514914066,14,3
2012-06-15,47.84661340123125,13,0
2012-06-16,47.33315916892343,0,2
2012-06-17,-4.0093696739578135,5,0
2012-06-18,10.21923046523594,19,8
2012-06-19,22.090302860000005,19,12
2012-06-20,15.229607160656258,3,8
2012-06-21,2.464503300706255,7,0
2012-06-22,10.832315431357818,5,4
2012-06-23,-2.0376254309031205,4,0
2012-06-24,-3.4910848176171823,10,0
2012-06-25,17.76562702809219,6,5
2012-06-26,44.617208190982815,19,0
2012-06-27,0.20693181245156111,22,0
2012-06-28,22.765543526400002,8,1
2012-06-29,1.7158752495687493,2,0
2012-06-30,-2.690598769823434,3,0
2012-07-01,-2.529068329621872,6,0
2012-07-02,14.205948167392192,23,1
2012-07-03,42.975712482187504,7,0
2012-07-04,16.48623396328125,8,2
2012-07-05,23.296096250915625,14,8
2012-07-06,-0.9845543054234405,23,3
2012-07-07,31.026316094170316,7,0
2012-07-08,-6.047060480767186,6,0
2012-07-09,27.52125168246407,8,4
2012-07-10,29.365672426750002,10,7
2012-07-11,18.089851334456252,20,8
2012-07-12,-2.5165319197624996,15,11
2012-07-13,5.850168895470316,17,20
2012-07-14,0.2050055926296923,19,1
2012-07-15,-1.8295563557265573,1,0
2012-07-16,2.850896389992192,31,3
2012-07-17,-1.9440393847343715,19,4
2012-07-18,19.577436659589065,23,5
2012-07-19,43.96320792585156,28,6
2012-07-20,87.82374117203906,30,8
2012-07-21,-9.38089908780001,13,0
2012-07-22,-1.5025780361718777,7,0
2012-07-23,48.27777854559063,11,3
2012-07-24,2.3570950698859434,15,7
2012-07-25,26.901961528570318,16,4
2012-07-26,15.583269777921878,8,3
2012-07-27,11.017423650010944,13,0
2012-07-28,-2.250233893907808,6,4
2012-07-29,-1.295898971174994,14,0
2012-07-30,10.194123588564068,18,3
2012-07-31,32.60289782624219,12,0
2012-08-01,11.137539608673439,3,0
2012-08-02,10.282832553839063,19,0
2012-08-03,5.642469334454688,5,3
2012-08-04,11.43786818489219,15,0
2012-08-05,-3.7028053489593726,6,0
2012-08-06,25.77572689955938,24,0
2012-08-07,4.5514118456890635,22,1
2012-08-08,16.529227624720313,29,0
2012-08-09,24.792203168690627,19,0
2012-08-10,1.7702776616546885,14,0
2012-08-11,-3.6003028619453112,10,0
2012-08-12,-2.2958503205937473,7,0
2012-08-13,3.3238881044609423,12,1
2012-08-14,74.25698046931251,11,3
2012-08-15,9.137327774353121,10,1
2012-08-16,30.95669278811406,15,0
2012-08-17,25.69757349807812,12,0
2012-08-18,-7.43947866465156,8,0
2012-08-19,-4.260900030251559,6,2
2012-08-20,4.949104568750006,48,1
2012-08-21,27.79393904492188,10,4
