,python/cpython,ruby/ruby,php/php-src
2020-05-29,6,16,9
2020-05-30,4,5,3
2020-05-31,5,7,7
2020-06-01,12,6,5
2020-06-02,10,8,11
2020-06-03,6,19,13
2020-06-04,12,94,19
2020-06-05,13,18,20
2020-06-06,5,7,3
2020-06-07,5,6,13
2020-06-08,18,8,19
2020-06-09,3,42,25
2020-06-10,16,13,21
2020-06-11,14,23,2
2020-06-12,10,10,20
2020-06-13,6,6,4
2020-06-14,3,10,0
2020-06-15,15,19,6
2020-06-16,7,13,18
2020-06-17,13,17,18
2020-06-18,5,84,39
2020-06-19,8,17,15
2020-06-20,8,13,1
2020-06-21,6,14,3
2020-06-22,11,16,8
2020-06-23,21,11,32
2020-06-24,9,15,37
2020-06-25,18,9,16
2020-06-26,2,10,12
2020-06-27,7,22,0
2020-06-28,7,4,4
2020-06-29,9,112,19
2020-06-30,12,6,28
2020-07-01,6,14,6
2020-07-02,3,3,24
2020-07-03,9,9,7
2020-07-04,2,9,2
2020-07-05,5,21,0
2020-07-06,13,5,17
2020-07-07,4,0,46
2020-07-08,6,7,17
2020-07-09,8,6,26
2020-07-10,7,15,32
2020-07-11,2,3,12
2020-07-12,3,15,4
2020-07-13,2,8,19
2020-07-14,3,2,14
2020-07-15,7,42,14
2020-07-16,6,3,17
2020-07-17,4,2,25
2020-07-18,5,5,0
2020-07-19,3,46,1
2020-07-20,10,15,33
2020-07-21,2,23,43
2020-07-22,3,6,27
2020-07-23,4,16,25
2020-07-24,0,4,10
2020-07-25,5,0,1
2020-07-26,3,2,3
2020-07-27,8,7,33
2020-07-28,5,10,22
2020-07-29,2,10,44
2020-07-30,1,12,13
2020-07-31,1,53,15
2020-08-01,1,12,7
2020-08-02,2,3,9
2020-08-03,7,9,42
2020-08-04,7,3,24
2020-08-05,4,5,34
2020-08-06,3,4,12
2020-08-07,9,5,23
2020-08-08,6,0,1
2020-08-09,3,0,2
2020-08-10,7,9,31
2020-08-11,8,9,24
2020-08-12,5,5,5
2020-08-13,11,9,25
2020-08-14,4,4,21
2020-08-15,3,6,0
2020-08-16,3,10,2
2020-08-17,6,13,8
2020-08-18,0,34,20
2020-08-19,1,19,7
2020-08-20,3,6,5
2020-08-21,3,19,9
2020-08-22,0,4,5
2020-08-23,0,5,2
2020-08-24,1,6,28
2020-08-25,1,7,28
2020-08-26,4,3,33
2020-08-27,7,31,24
2020-08-28,1,11,18
2020-08-29,3,15,7
2020-08-30,5,3,3
2020-08-31,1,18,55
2020-09-01,8,18,21
2020-09-02,13,14,29
2020-09-03,8,9,39
2020-09-04,7,10,16
2020-09-05,4,7,3
2020-09-06,3,5,2
2020-09-07,8,8,18
2020-09-08,9,7,35
2020-09-09,9,7,30
2020-09-10,5,7,15
2020-09-11,1,20,16
2020-09-12,4,3,5
2020-09-13,3,9,4
2020-09-14,6,45,25
2020-09-15,10,15,34
2020-09-16,8,8,16
2020-09-17,3,12,41
2020-09-18,5,17,26
2020-09-19,5,3,3
2020-09-20,3,9,10
2020-09-21,4,8,39
2020-09-22,11,8,33
2020-09-23,16,12,20
2020-09-24,1,27,16
2020-09-25,2,59,18
2020-09-26,2,8,1
2020-09-27,4,4,8
2020-09-28,5,40,23
2020-09-29,4,11,75
2020-09-30,1,23,25
2020-10-01,6,17,15
2020-10-02,6,11,22
2020-10-03,9,4,1
2020-10-04,7,4,0
2020-10-05,8,5,17
2020-10-06,4,19,13
2020-10-07,3,1,20
2020-10-08,7,8,30
2020-10-09,7,6,39
2020-10-10,6,9,19
2020-10-11,10,4,8
2020-10-12,6,9,48
2020-10-13,5,5,61
2020-10-14,5,12,18
2020-10-15,6,7,22
2020-10-16,4,8,18
2020-10-17,2,3,2
2020-10-18,6,0,1
2020-10-19,19,8,29
2020-10-20,18,18,32
2020-10-21,18,18,13
2020-10-22,11,6,50
2020-10-23,7,3,15
2020-10-24,11,4,2
2020-10-25,11,10,4
2020-10-26,11,15,62
2020-10-27,11,6,21
2020-10-28,0,10,24
2020-10-29,5,6,23
2020-10-30,12,11,22
2020-10-31,8,5,3
2020-11-01,9,11,3
2020-11-02,14,5,31
2020-11-03,9,7,26
2020-11-04,12,12,20
2020-11-05,8,10,9
2020-11-06,4,5,11
2020-11-07,4,7,3
2020-11-08,3,9,0
2020-11-09,6,13,25
2020-11-10,12,10,12
2020-11-11,5,7,36
2020-11-12,8,12,10
2020-11-13,10,10,2
2020-11-14,3,1,2
2020-11-15,1,5,1
2020-11-16,14,11,16
2020-11-17,19,9,19
2020-11-18,15,22,6
2020-11-19,14,2,16
2020-11-20,12,13,10
2020-11-21,10,11,2
2020-11-22,11,19,3
2020-11-23,5,14,13
2020-11-24,7,36,32
2020-11-25,11,11,42
2020-11-26,3,4,11
2020-11-27,3,17,39
2020-11-28,15,15,1
2020-11-29,4,5,2
2020-11-30,10,10,35
2020-12-01,9,18,26
2020-12-02,6,29,12
2020-12-03,7,30,21
2020-12-04,9,73,9
2020-12-05,5,9,1
2020-12-06,3,22,1
2020-12-07,9,29,4
2020-12-08,13,22,19
2020-12-09,5,16,27
2020-12-10,7,36,21
2020-12-11,1,23,20
2020-12-12,1,13,0
2020-12-13,4,12,8
2020-12-14,7,38,21
2020-12-15,16,24,30
2020-12-16,19,31,12
2020-12-17,8,29,10
2020-12-18,11,57,14
2020-12-19,8,53,0
2020-12-20,4,32,7
2020-12-21,5,41,16
2020-12-22,6,49,11
2020-12-23,10,53,10
2020-12-24,8,52,9
2020-12-25,13,19,1
2020-12-26,8,14,2
2020-12-27,4,21,5
2020-12-28,6,9,7
2020-12-29,15,23,5
2020-12-30,5,8,6
2020-12-31,6,12,0
2021-01-01,4,9,8
2021-01-02,9,9,4
2021-01-03,7,7,4
2021-01-04,16,22,50
2021-01-05,8,24,16
2021-01-06,10,10,22
2021-01-07,7,8,10
2021-01-08,4,21,3
2021-01-09,1,12,5
2021-01-10,1,10,0
2021-01-11,1,6,12
2021-01-12,7,18,15
2021-01-13,6,21,0
2021-01-14,3,14,23
2021-01-15,4,14,21
2021-01-16,0,8,0
2021-01-17,0,19,2
2021-01-18,7,17,26
2021-01-19,6,13,38
2021-01-20,12,10,11
2021-01-21,4,17,5
2021-01-22,5,13,0
2021-01-23,2,17,0
2021-01-24,2,15,5
2021-01-25,13,4,22
2021-01-26,3,10,19
2021-01-27,5,18,10
2021-01-28,1,8,13
2021-01-29,8,6,0
2021-01-30,5,4,0
2021-01-31,10,8,0
2021-02-01,6,13,24
2021-02-02,7,11,17
2021-02-03,7,10,9
2021-02-04,4,11,5
2021-02-05,6,9,7
2021-02-06,0,22,3
2021-02-07,2,5,2
2021-02-08,2,13,12
2021-02-09,6,16,23
2021-02-10,3,11,18
2021-02-11,0,15,19
2021-02-12,4,4,2
2021-02-13,2,1,1
2021-02-14,3,10,4
2021-02-15,6,6,25
2021-02-16,4,13,30
2021-02-17,5,1,14
2021-02-18,6,8,12
2021-02-19,14,11,2
2021-02-20,5,11,6
2021-02-21,8,2,2
2021-02-22,4,6,17
2021-02-23,3,13,16
2021-02-24,5,6,12
2021-02-25,2,7,17
2021-02-26,9,5,2
2021-02-27,1,3,3
2021-02-28,8,1,0
2021-03-01,16,0,26
2021-03-02,6,6,1
2021-03-03,10,0,14
2021-03-04,11,4,12
2021-03-05,3,11,13
2021-03-06,3,5,0
2021-03-07,2,6,0
2021-03-08,5,18,6
2021-03-09,3,6,1
2021-03-10,8,13,3
2021-03-11,2,2,4
2021-03-12,1,9,2
2021-03-13,7,4,1
2021-03-14,7,4,2
2021-03-15,5,7,34
2021-03-16,5,68,23
2021-03-17,4,15,37
2021-03-18,8,8,15
2021-03-19,5,11,11
2021-03-20,5,13,0
2021-03-21,3,12,13
2021-03-22,9,11,13
2021-03-23,11,7,7
2021-03-24,11,15,8
2021-03-25,6,6,6
2021-03-26,3,4,3
2021-03-27,7,10,1
2021-03-28,3,16,9
2021-03-29,9,12,10
2021-03-30,8,18,7
2021-03-31,9,6,7
2021-04-01,14,8,3
2021-04-02,13,17,6
2021-04-03,3,4,1
2021-04-04,6,5,0
2021-04-05,11,8,12
2021-04-06,18,5,18
2021-04-07,19,4,5
2021-04-08,9,17,18
2021-04-09,12,5,25
2021-04-10,8,15,2
2021-04-11,10,7,8
2021-04-12,16,3,24
2021-04-13,15,7,32
2021-04-14,18,2,4
2021-04-15,8,9,28
2021-04-16,12,5,11
2021-04-17,12,4,1
2021-04-18,3,2,1
2021-04-19,7,4,28
2021-04-20,8,11,19
2021-04-21,12,14,4
2021-04-22,9,22,6
2021-04-23,24,9,10
2021-04-24,8,1,1
2021-04-25,13,9,3
2021-04-26,18,17,32
2021-04-27,18,23,37
2021-04-28,17,18,26
2021-04-29,22,3,11
2021-04-30,28,5,7
2021-05-01,16,2,1
2021-05-02,18,2,0
2021-05-03,28,5,9
2021-05-04,18,17,11
2021-05-05,9,12,15
2021-05-06,7,33,16
2021-05-07,9,5,38
2021-05-08,11,7,10
2021-05-09,2,0,5
2021-05-10,4,24,12
2021-05-11,9,26,14
2021-05-12,15,40,17
2021-05-13,13,9,4
2021-05-14,13,7,23
2021-05-15,6,4,1
2021-05-16,7,4,5
2021-05-17,6,27,13
2021-05-18,4,26,222
2021-05-19,15,2,29
2021-05-20,5,7,16
2021-05-21,13,17,22
2021-05-22,5,4,6
2021-05-23,4,0,3
2021-05-24,4,8,5
2021-05-25,15,9,21
2021-05-26,9,11,29
2021-05-27,14,15,30
2021-05-28,12,14,18
2021-05-29,8,3,10
2021-05-30,2,0,1
2021-05-31,7,7,30
2021-06-01,5,19,3
2021-06-02,8,13,9
2021-06-03,16,13,8
2021-06-04,11,2,5
2021-06-05,2,3,3
2021-06-06,4,3,5
2021-06-07,9,15,13
2021-06-08,16,3,14
2021-06-09,9,6,33
2021-06-10,12,7,23
2021-06-11,9,0,20
2021-06-12,7,2,2
2021-06-13,3,6,15
2021-06-14,6,20,28
2021-06-15,8,6,10
2021-06-16,6,7,11
2021-06-17,5,9,25
2021-06-18,5,5,17
2021-06-19,5,1,11
2021-06-20,5,0,1
2021-06-21,11,40,6
2021-06-22,8,12,5
2021-06-23,11,23,4
2021-06-24,12,12,0
2021-06-25,1,14,3
2021-06-26,2,5,2
2021-06-27,7,5,0
2021-06-28,1,5,19
2021-06-29,8,11,20
2021-06-30,7,25,10
2021-07-01,7,5,14
2021-07-02,7,4,14
2021-07-03,6,8,2
2021-07-04,4,5,6
2021-07-05,8,15,8
2021-07-06,2,6,21
2021-07-07,8,11,3
2021-07-08,8,15,15
2021-07-09,1,2,19
2021-07-10,2,7,0
2021-07-11,1,5,1
2021-07-12,5,5,17
2021-07-13,10,25,21
2021-07-14,10,6,23
2021-07-15,15,19,30
2021-07-16,14,15,18
2021-07-17,7,6,4
2021-07-18,3,45,0
2021-07-19,14,8,35
2021-07-20,9,5,29
2021-07-21,3,8,29
2021-07-22,8,11,12
2021-07-23,8,7,14
2021-07-24,15,3,0
2021-07-25,5,4,3
2021-07-26,14,3,0
2021-07-27,8,46,21
2021-07-28,15,41,13
2021-07-29,19,42,14
2021-07-30,12,4,11
2021-07-31,8,5,1
2021-08-01,1,1,1
2021-08-02,12,8,12
2021-08-03,6,6,13
2021-08-04,12,12,12
2021-08-05,5,14,12
2021-08-06,11,7,7
2021-08-07,1,6,0
2021-08-08,3,8,10
2021-08-09,12,23,11
2021-08-10,7,7,24
2021-08-11,7,15,22
2021-08-12,7,7,13
2021-08-13,7,12,11
2021-08-14,0,17,1
2021-08-15,1,3,0
2021-08-16,8,7,12
2021-08-17,9,8,23
2021-08-18,6,4,15
2021-08-19,4,9,10
2021-08-20,3,6,15
2021-08-21,4,7,0
2021-08-22,10,6,0
2021-08-23,13,10,4
2021-08-24,5,19,28
2021-08-25,11,7,13
2021-08-26,9,11,23
2021-08-27,8,10,15
2021-08-28,2,5,0
2021-08-29,6,79,2
2021-08-30,11,25,48
2021-08-31,15,136,39
2021-09-01,1,34,28
2021-09-02,10,29,15
2021-09-03,7,17,16
2021-09-04,6,10,3
2021-09-05,7,26,0
2021-09-06,3,21,28
2021-09-07,20,17,18
2021-09-08,8,3,22
2021-09-09,8,14,10
2021-09-10,10,239,2
2021-09-11,4,35,0
2021-09-12,2,14,8
2021-09-13,8,14,37
2021-09-14,8,16,27
2021-09-15,21,13,28
2021-09-16,8,11,44
2021-09-17,23,5,36
2021-09-18,4,7,16
2021-09-19,8,12,9
2021-09-20,10,11,37
2021-09-21,13,5,70
2021-09-22,5,20,34
2021-09-23,7,23,29
2021-09-24,8,14,29
2021-09-25,4,4,0
2021-09-26,2,9,0
2021-09-27,7,14,31
2021-09-28,9,22,50
2021-09-29,11,4,57
2021-09-30,8,7,29
2021-10-01,14,16,14
2021-10-02,5,9,5
2021-10-03,4,31,0
2021-10-04,4,18,37
2021-10-05,16,28,54
2021-10-06,16,7,19
2021-10-07,12,17,42
2021-10-08,2,25,42
2021-10-09,12,14,0
2021-10-10,6,25,0
2021-10-11,19,32,21
2021-10-12,8,22,33
2021-10-13,22,25,12
2021-10-14,14,33,11
2021-10-15,14,16,11
2021-10-16,6,18,0
2021-10-17,3,6,0
2021-10-18,6,11,33
2021-10-19,19,13,15
2021-10-20,17,760,20
2021-10-21,18,31,25
2021-10-22,13,19,10
2021-10-23,2,33,7
2021-10-24,1,27,1
2021-10-25,7,43,29
2021-10-26,3,19,12
2021-10-27,7,16,2
2021-10-28,21,18,0
2021-10-29,9,26,0
2021-10-30,1,9,0
2021-10-31,7,6,0
2021-11-01,5,7,35
2021-11-02,11,13,13
2021-11-03,7,9,37
2021-11-04,6,16,25
2021-11-05,13,20,13
2021-11-06,8,3,3
2021-11-07,2,16,2
2021-11-08,9,17,23
2021-11-09,13,20,18
2021-11-10,7,16,26
2021-11-11,3,23,17
2021-11-12,5,7,11
2021-11-13,3,4,0
2021-11-14,5,0,4
2021-11-15,8,19,28
2021-11-16,8,29,26
2021-11-17,7,31,26
2021-11-18,12,22,15
2021-11-19,10,10,0
2021-11-20,18,5,8
2021-11-21,6,6,0
2021-11-22,19,7,5
2021-11-23,14,10,7
2021-11-24,13,18,15
2021-11-25,7,19,36
2021-11-26,13,14,9
2021-11-27,5,4,10
2021-11-28,3,2,4
2021-11-29,18,13,21
2021-11-30,7,19,22
2021-12-01,8,12,11
2021-12-02,7,26,24
2021-12-03,9,21,14
2021-12-04,6,11,5
2021-12-05,8,11,15
2021-12-06,9,14,16
2021-12-07,17,19,5
2021-12-08,20,10,0
2021-12-09,12,24,6
2021-12-10,15,17,9
2021-12-11,5,5,3
2021-12-12,7,2,21
2021-12-13,7,31,15
2021-12-14,10,26,6
2021-12-15,6,33,8
2021-12-16,11,17,4
2021-12-17,7,32,5
2021-12-18,8,23,0
2021-12-19,8,13,9
2021-12-20,3,74,22
2021-12-21,2,27,13
2021-12-22,2,10,3
2021-12-23,2,58,14
2021-12-24,3,72,4
2021-12-25,1,24,13
2021-12-26,8,14,33
2021-12-27,2,18,15
2021-12-28,3,16,13
2021-12-29,3,15,0
2021-12-30,6,12,17
2021-12-31,6,5,0
2022-01-01,2,13,2
2022-01-02,8,20,1
2022-01-03,9,5,0
2022-01-04,13,20,14
2022-01-05,8,13,0
2022-01-06,12,24,2
2022-01-07,9,10,7
2022-01-08,9,12,4
2022-01-09,5,5,0
2022-01-10,8,13,27
2022-01-11,14,13,10
2022-01-12,8,21,3
2022-01-13,14,10,6
2022-01-14,13,24,8
2022-01-15,3,14,0
2022-01-16,5,18,1
2022-01-17,11,11,6
2022-01-18,14,7,7
2022-01-19,11,49,5
2022-01-20,10,4,3
2022-01-21,25,7,7
2022-01-22,26,6,1
2022-01-23,18,3,0
2022-01-24,9,14,0
2022-01-25,16,11,0
2022-01-26,14,12,0
2022-01-27,22,7,0
2022-01-28,16,5,12
2022-01-29,2,7,0
2022-01-30,0,5,2
2022-01-31,2,6,1
2022-02-01,13,6,8
2022-02-02,17,11,3
2022-02-03,19,7,6
2022-02-04,5,4,1
