,JuliaLang/julia,python/cpython,rust-lang/rust
2014-10-30,26,33,45
2014-10-31,9,22,37
2014-11-01,3,12,18
2014-11-02,8,22,30
2014-11-03,10,7,76
2014-11-04,14,6,24
2014-11-05,14,20,34
2014-11-06,20,9,69
2014-11-07,12,13,40
2014-11-08,13,2,18
2014-11-09,8,2,31
2014-11-10,55,19,18
2014-11-11,38,6,18
2014-11-12,15,4,32
2014-11-13,2,0,20
2014-11-14,19,3,20
2014-11-15,14,7,14
2014-11-16,17,0,42
2014-11-17,9,2,62
2014-11-18,28,8,42
2014-11-19,26,4,73
2014-11-20,29,8,38
2014-11-21,22,6,55
2014-11-22,12,7,18
2014-11-23,15,10,46
2014-11-24,13,10,25
2014-11-25,40,6,36
2014-11-26,9,9,33
2014-11-27,13,20,45
2014-11-28,15,17,11
2014-11-29,9,2,7
2014-11-30,20,7,16
2014-12-01,7,23,12
2014-12-02,20,10,18
2014-12-03,12,4,33
2014-12-04,15,8,41
2014-12-05,15,20,60
2014-12-06,6,12,17
2014-12-07,13,7,51
2014-12-08,22,12,27
2014-12-09,29,2,42
2014-12-10,32,15,20
2014-12-11,12,10,17
2014-12-12,23,20,24
2014-12-13,26,12,122
2014-12-14,23,2,79
2014-12-15,22,17,47
2014-12-16,11,10,37
2014-12-17,15,8,63
2014-12-18,6,6,41
2014-12-19,11,7,103
2014-12-20,11,6,45
2014-12-21,15,2,57
2014-12-22,7,6,62
2014-12-23,5,3,26
2014-12-24,9,6,22
2014-12-25,13,4,35
2014-12-26,8,6,30
2014-12-27,6,3,27
2014-12-28,30,2,35
2014-12-29,5,3,63
2014-12-30,18,10,126
2014-12-31,16,0,42
2015-01-01,21,7,49
2015-01-02,51,0,70
2015-01-03,30,7,61
2015-01-04,37,9,60
2015-01-05,26,6,127
2015-01-06,24,21,136
2015-01-07,14,13,78
2015-01-08,28,12,109
2015-01-09,15,20,43
2015-01-10,13,1,33
2015-01-11,23,10,48
2015-01-12,23,1,86
2015-01-13,29,12,32
2015-01-14,23,12,34
2015-01-15,20,38,91
2015-01-16,28,0,50
2015-01-17,6,7,44
2015-01-18,36,17,46
2015-01-19,28,3,43
2015-01-20,14,6,72
2015-01-21,10,9,96
2015-01-22,23,11,51
2015-01-23,8,15,28
2015-01-24,13,2,43
2015-01-25,38,8,22
2015-01-26,12,43,31
2015-01-27,18,11,66
2015-01-28,12,13,44
2015-01-29,8,27,40
2015-01-30,15,10,65
2015-01-31,28,13,28
2015-02-01,17,17,36
2015-02-02,36,31,51
2015-02-03,44,15,43
2015-02-04,24,10,21
2015-02-05,9,12,49
2015-02-06,24,22,71
2015-02-07,16,8,35
2015-02-08,23,12,18
2015-02-09,29,6,21
2015-02-10,30,8,66
2015-02-11,21,11,75
2015-02-12,33,4,39
2015-02-13,9,6,46
2015-02-14,14,16,25
2015-02-15,13,13,71
2015-02-16,18,13,71
2015-02-17,9,14,86
2015-02-18,18,11,123
2015-02-19,39,3,36
2015-02-20,22,21,17
2015-02-21,17,6,53
2015-02-22,35,6,72
2015-02-23,22,8,64
2015-02-24,17,0,105
2015-02-25,20,14,32
2015-02-26,11,9,31
2015-02-27,9,16,34
2015-02-28,10,10,41
2015-03-01,11,13,43
2015-03-02,11,28,32
2015-03-03,12,6,76
2015-03-04,5,7,31
2015-03-05,13,16,55
2015-03-06,12,14,59
2015-03-07,28,6,15
2015-03-08,7,15,38
2015-03-09,30,8,35
2015-03-10,20,16,33
2015-03-11,9,8,24
2015-03-12,14,15,33
2015-03-13,11,18,29
2015-03-14,15,8,18
2015-03-15,15,4,42
2015-03-16,22,9,30
2015-03-17,25,10,53
2015-03-18,13,28,37
2015-03-19,28,23,57
2015-03-20,26,26,41
2015-03-21,15,12,10
2015-03-22,3,17,23
2015-03-23,10,6,96
2015-03-24,7,35,65
2015-03-25,12,17,24
2015-03-26,20,5,44
2015-03-27,11,18,79
2015-03-28,19,11,26
2015-03-29,18,19,34
2015-03-30,14,35,37
2015-03-31,25,27,75
2015-04-01,17,23,95
2015-04-02,13,33,34
2015-04-03,14,17,37
2015-04-04,3,16,42
2015-04-05,3,4,18
2015-04-06,12,13,21
2015-04-07,10,15,43
2015-04-08,10,12,68
2015-04-09,5,10,38
2015-04-10,10,22,57
2015-04-11,4,11,45
2015-04-12,8,10,21
2015-04-13,23,55,36
2015-04-14,21,41,86
2015-04-15,23,12,49
2015-04-16,29,17,31
2015-04-17,24,3,75
2015-04-18,14,3,35
2015-04-19,31,14,22
2015-04-20,22,20,35
2015-04-21,36,8,99
2015-04-22,20,18,30
2015-04-23,7,11,45
2015-04-24,22,4,63
2015-04-25,16,4,50
2015-04-26,18,14,25
2015-04-27,16,4,51
2015-04-28,20,2,31
2015-04-29,9,4,97
2015-04-30,8,5,70
2015-05-01,19,0,44
2015-05-02,15,15,36
2015-05-03,23,22,23
2015-05-04,17,3,43
2015-05-05,21,5,52
2015-05-06,31,14,58
2015-05-07,17,7,56
2015-05-08,32,9,43
2015-05-09,13,12,37
2015-05-10,5,2,54
2015-05-11,18,17,54
2015-05-12,19,33,63
2015-05-13,20,39,66
2015-05-14,13,17,52
2015-05-15,19,6,53
2015-05-16,12,35,39
2015-05-17,13,13,40
2015-05-18,8,19,33
2015-05-19,13,14,84
2015-05-20,22,14,36
2015-05-21,16,15,35
2015-05-22,13,20,21
2015-05-23,22,35,34
2015-05-24,10,13,26
2015-05-25,23,8,34
2015-05-26,24,12,35
2015-05-27,23,17,30
2015-05-28,30,23,41
2015-05-29,27,13,41
2015-05-30,7,46,20
2015-05-31,6,25,22
2015-06-01,30,14,28
2015-06-02,18,32,34
2015-06-03,25,13,26
2015-06-04,23,11,30
2015-06-05,18,6,25
2015-06-06,12,3,30
2015-06-07,0,9,20
2015-06-08,19,23,44
2015-06-09,21,9,58
2015-06-10,21,8,40
2015-06-11,21,0,36
2015-06-12,21,14,35
2015-06-13,15,3,25
2015-06-14,12,3,18
2015-06-15,16,6,35
2015-06-16,21,1,19
2015-06-17,19,6,52
2015-06-18,11,0,51
2015-06-19,23,2,36
2015-06-20,20,2,37
2015-06-21,22,15,28
2015-06-22,25,3,28
2015-06-23,24,7,44
2015-06-24,28,20,40
2015-06-25,27,11,36
2015-06-26,16,3,25
2015-06-27,24,12,21
2015-06-28,35,11,9
2015-06-29,19,6,32
2015-06-30,29,8,57
2015-07-01,14,15,37
2015-07-02,18,16,28
2015-07-03,14,20,26
2015-07-04,12,20,28
2015-07-05,10,29,35
2015-07-06,15,16,35
2015-07-07,21,14,29
2015-07-08,22,6,46
2015-07-09,21,9,32
2015-07-10,42,6,27
2015-07-11,6,3,27
2015-07-12,9,0,32
2015-07-13,23,1,38
2015-07-14,27,7,39
2015-07-15,17,2,11
2015-07-16,20,8,47
2015-07-17,41,11,37
2015-07-18,10,14,33
2015-07-19,18,0,24
2015-07-20,40,14,52
2015-07-21,26,12,46
2015-07-22,20,26,63
2015-07-23,23,20,45
2015-07-24,31,11,60
2015-07-25,13,21,34
2015-07-26,17,9,35
2015-07-27,43,12,32
2015-07-28,28,14,52
2015-07-29,52,24,53
2015-07-30,32,15,32
2015-07-31,33,15,31
2015-08-01,10,15,16
2015-08-02,8,23,21
2015-08-03,13,17,20
2015-08-04,6,20,40
2015-08-05,12,36,37
2015-08-06,16,18,41
2015-08-07,15,6,23
2015-08-08,11,9,16
2015-08-09,14,18,21
2015-08-10,32,4,27
2015-08-11,60,4,66
2015-08-12,36,6,109
2015-08-13,26,10,78
2015-08-14,21,12,28
2015-08-15,20,8,36
2015-08-16,26,4,40
2015-08-17,28,19,81
2015-08-18,20,26,42
2015-08-19,34,14,39
2015-08-20,21,0,26
2015-08-21,22,1,29
2015-08-22,36,0,49
2015-08-23,24,2,25
2015-08-24,22,16,42
2015-08-25,23,17,67
2015-08-26,28,8,44
2015-08-27,31,15,44
2015-08-28,38,3,28
2015-08-29,11,5,23
2015-08-30,7,15,29
2015-08-31,17,5,37
2015-09-01,21,7,51
2015-09-02,23,29,41
2015-09-03,26,34,60
2015-09-04,122,34,66
2015-09-05,25,13,31
2015-09-06,24,24,49
2015-09-07,30,36,27
2015-09-08,26,19,30
2015-09-09,23,56,29
2015-09-10,24,41,43
2015-09-11,52,44,32
2015-09-12,16,24,19
2015-09-13,25,37,15
2015-09-14,58,4,40
2015-09-15,22,15,32
2015-09-16,27,3,25
2015-09-17,34,0,56
2015-09-18,24,39,25
2015-09-19,12,11,52
2015-09-20,11,14,44
2015-09-21,15,56,29
2015-09-22,20,18,30
2015-09-23,20,38,19
2015-09-24,15,22,47
2015-09-25,9,11,32
2015-09-26,1,19,44
2015-09-27,18,37,31
2015-09-28,14,30,15
2015-09-29,112,54,27
2015-09-30,20,16,62
2015-10-01,25,30,53
2015-10-02,27,19,54
2015-10-03,21,22,23
2015-10-04,5,8,11
2015-10-05,15,10,25
2015-10-06,18,22,37
2015-10-07,34,16,47
2015-10-08,18,15,60
2015-10-09,12,22,32
2015-10-10,17,25,19
2015-10-11,8,36,19
2015-10-12,10,21,29
2015-10-13,34,10,53
2015-10-14,18,29,41
2015-10-15,17,3,46
2015-10-16,23,8,31
2015-10-17,12,8,22
2015-10-18,7,6,25
2015-10-19,14,14,40
2015-10-20,17,14,31
2015-10-21,28,4,25
2015-10-22,19,10,31
2015-10-23,25,7,44
2015-10-24,4,10,26
2015-10-25,7,6,31
2015-10-26,26,5,32
2015-10-27,13,4,38
2015-10-28,11,9,49
2015-10-29,9,9,33
2015-10-30,18,15,15
2015-10-31,11,13,11
2015-11-01,8,6,19
2015-11-02,19,15,19
2015-11-03,9,4,58
2015-11-04,17,15,32
2015-11-05,5,10,47
2015-11-06,11,13,24
2015-11-07,12,16,17
2015-11-08,11,4,26
2015-11-09,14,19,30
2015-11-10,34,16,41
2015-11-11,11,2,51
2015-11-12,8,32,51
2015-11-13,13,17,32
2015-11-14,15,21,27
2015-11-15,13,0,23
2015-11-16,12,33,41
2015-11-17,16,13,54
2015-11-18,22,10,20
2015-11-19,16,10,58
2015-11-20,16,30,44
2015-11-21,22,20,16
2015-11-22,7,11,25
2015-11-23,29,19,31
2015-11-24,14,17,33
2015-11-25,23,19,40
2015-11-26,10,11,41
2015-11-27,6,0,15
2015-11-28,7,2,14
2015-11-29,17,3,13
2015-11-30,10,11,39
2015-12-01,20,7,26
2015-12-02,27,12,37
2015-12-03,18,5,23
2015-12-04,18,7,29
2015-12-05,19,25,24
2015-12-06,14,18,23
2015-12-07,31,11,16
2015-12-08,28,6,27
2015-12-09,14,7,33
2015-12-10,13,2,30
2015-12-11,17,13,26
2015-12-12,10,7,22
2015-12-13,12,17,32
2015-12-14,7,10,26
2015-12-15,6,8,23
2015-12-16,50,2,45
2015-12-17,18,27,39
2015-12-18,7,17,55
2015-12-19,7,5,30
2015-12-20,5,9,13
2015-12-21,5,10,26
2015-12-22,12,6,21
2015-12-23,3,0,41
2015-12-24,13,6,6
2015-12-25,1,4,22
2015-12-26,0,5,8
2015-12-27,2,10,11
2015-12-28,2,8,18
2015-12-29,7,16,21
2015-12-30,7,6,40
2015-12-31,11,0,22
2016-01-01,11,18,17
2016-01-02,16,9,29
2016-01-03,14,3,18
2016-01-04,14,3,40
2016-01-05,17,1,27
2016-01-06,8,15,58
2016-01-07,24,13,42
2016-01-08,12,8,16
2016-01-09,7,8,16
2016-01-10,7,5,11
2016-01-11,15,32,29
2016-01-12,9,9,48
2016-01-13,16,2,41
2016-01-14,45,11,81
2016-01-15,11,14,37
2016-01-16,11,27,38
2016-01-17,6,5,29
2016-01-18,18,14,33
2016-01-19,15,15,31
2016-01-20,12,16,34
2016-01-21,12,16,42
2016-01-22,22,23,38
2016-01-23,8,4,35
2016-01-24,13,3,16
2016-01-25,12,3,25
2016-01-26,18,6,55
2016-01-27,18,6,30
2016-01-28,60,22,30
2016-01-29,17,4,52
2016-01-30,9,15,31
2016-01-31,21,5,32
2016-02-01,34,6,44
2016-02-02,17,8,55
2016-02-03,11,4,52
2016-02-04,7,8,45
2016-02-05,4,2,33
2016-02-06,11,5,27
2016-02-07,8,5,26
2016-02-08,29,19,39
2016-02-09,17,3,48
2016-02-10,13,14,29
2016-02-11,11,9,82
2016-02-12,46,0,56
2016-02-13,8,5,62
2016-02-14,14,3,43
2016-02-15,16,5,45
2016-02-16,25,2,22
2016-02-17,19,0,38
2016-02-18,41,9,38
2016-02-19,18,8,33
2016-02-20,17,4,26
2016-02-21,13,11,23
2016-02-22,13,10,21
2016-02-23,24,3,22
2016-02-24,14,14,45
2016-02-25,9,9,25
2016-02-26,21,13,42
2016-02-27,7,4,44
2016-02-28,16,7,29
2016-02-29,12,1,23
2016-03-01,27,13,28
2016-03-02,28,22,47
2016-03-03,10,0,28
2016-03-04,11,6,51
2016-03-05,11,1,28
2016-03-06,16,15,27
2016-03-07,13,8,55
2016-03-08,12,22,49
2016-03-09,16,4,53
2016-03-10,12,1,45
2016-03-11,22,10,37
2016-03-12,10,9,46
2016-03-13,16,8,52
2016-03-14,17,21,70
2016-03-15,17,15,49
2016-03-16,9,9,25
2016-03-17,6,13,118
2016-03-18,15,17,55
2016-03-19,2,13,42
2016-03-20,2,10,23
2016-03-21,8,10,67
2016-03-22,12,28,33
2016-03-23,16,36,57
2016-03-24,17,19,45
2016-03-25,11,26,71
2016-03-26,11,4,70
2016-03-27,7,14,41
2016-03-28,20,3,44
2016-03-29,20,11,59
2016-03-30,14,13,55
2016-03-31,14,11,50
2016-04-01,14,10,35
2016-04-02,14,4,34
2016-04-03,4,8,22
2016-04-04,9,1,33
2016-04-05,14,8,41
2016-04-06,18,9,70
2016-04-07,10,0,49
2016-04-08,23,10,29
2016-04-09,8,14,16
2016-04-10,10,12,17
2016-04-11,7,19,52
2016-04-12,14,12,24
2016-04-13,8,10,35
2016-04-14,8,12,75
2016-04-15,44,24,51
2016-04-16,22,21,24
2016-04-17,18,9,36
2016-04-18,16,12,22
2016-04-19,22,23,37
2016-04-20,22,8,23
2016-04-21,26,1,30
2016-04-22,24,2,27
2016-04-23,9,15,18
2016-04-24,4,24,26
2016-04-25,11,13,27
2016-04-26,15,13,27
2016-04-27,22,3,23
2016-04-28,15,6,44
2016-04-29,19,11,21
2016-04-30,7,2,19
2016-05-01,21,14,20
2016-05-02,25,8,87
2016-05-03,14,2,60
2016-05-04,17,12,11
2016-05-05,35,4,24
2016-05-06,38,4,43
2016-05-07,23,15,45
2016-05-08,13,15,21
2016-05-09,16,2,74
2016-05-10,23,6,49
2016-05-11,14,9,85
2016-05-12,14,6,38
2016-05-13,21,19,35
2016-05-14,11,3,35
2016-05-15,9,16,40
2016-05-16,31,38,42
2016-05-17,16,22,26
2016-05-18,25,16,54
2016-05-19,21,7,31
2016-05-20,37,18,31
2016-05-21,25,6,26
2016-05-22,12,12,12
2016-05-23,9,2,46
2016-05-24,23,6,51
2016-05-25,27,4,34
2016-05-26,11,11,29
2016-05-27,35,12,52
2016-05-28,3,20,35
2016-05-29,14,10,17
2016-05-30,12,8,50
2016-05-31,19,0,55
2016-06-01,26,12,59
2016-06-02,17,32,37
2016-06-03,41,36,33
2016-06-04,33,54,19
2016-06-05,11,21,56
2016-06-06,14,11,28
2016-06-07,21,10,42
2016-06-08,31,31,42
2016-06-09,19,15,66
2016-06-10,26,17,48
2016-06-11,13,34,23
2016-06-12,57,57,25
2016-06-13,24,21,31
2016-06-14,22,52,27
2016-06-15,29,15,24
2016-06-16,19,4,66
2016-06-17,20,8,24
2016-06-18,11,20,16
2016-06-19,15,4,16
2016-06-20,11,11,33
2016-06-21,15,2,43
2016-06-22,11,14,30
2016-06-23,15,4,43
2016-06-24,9,19,29
2016-06-25,13,17,29
2016-06-26,14,6,14
2016-06-27,22,20,27
2016-06-28,17,6,44
2016-06-29,30,1,44
2016-06-30,26,8,21
2016-07-01,27,7,42
2016-07-02,31,0,33
2016-07-03,22,8,28
2016-07-04,10,0,22
2016-07-05,26,2,34
2016-07-06,23,14,46
2016-07-07,36,9,29
2016-07-08,30,7,60
2016-07-09,13,1,16
2016-07-10,4,22,27
2016-07-11,52,11,23
2016-07-12,58,5,35
2016-07-13,24,0,36
2016-07-14,31,13,41
2016-07-15,21,15,35
