,apple/swift,rust-lang/rust,JetBrains/kotlin
2019-05-01,46,102,8
2019-05-02,62,98,4
2019-05-03,59,44,7
2019-05-04,37,104,1
2019-05-05,13,33,1
2019-05-06,58,41,62
2019-05-07,70,40,22
2019-05-08,59,39,21
2019-05-09,58,73,17
2019-05-10,64,57,7
2019-05-11,22,53,1
2019-05-12,13,44,0
2019-05-13,55,61,43
2019-05-14,86,62,34
2019-05-15,55,55,27
2019-05-16,51,57,15
2019-05-17,36,61,18
2019-05-18,29,45,70
2019-05-19,19,54,1
2019-05-20,57,100,28
2019-05-21,60,93,30
2019-05-22,44,75,30
2019-05-23,75,105,73
2019-05-24,36,59,43
2019-05-25,16,88,20
2019-05-26,15,51,7
2019-05-27,10,99,19
2019-05-28,36,115,124
2019-05-29,84,69,51
2019-05-30,56,63,85
2019-05-31,65,55,38
2019-06-01,36,64,0
2019-06-02,39,54,3
2019-06-03,41,84,38
2019-06-04,40,96,41
2019-06-05,61,64,47
2019-06-06,41,68,21
2019-06-07,17,44,37
2019-06-08,19,84,8
2019-06-09,12,71,1
2019-06-10,56,61,36
2019-06-11,65,93,27
2019-06-12,112,100,4
2019-06-13,66,44,49
2019-06-14,100,61,29
2019-06-15,22,85,5
2019-06-16,3,70,3
2019-06-17,48,30,26
2019-06-18,71,54,66
2019-06-19,49,65,36
2019-06-20,61,64,28
2019-06-21,37,75,19
2019-06-22,25,72,0
2019-06-23,15,44,0
2019-06-24,71,64,27
2019-06-25,50,52,49
2019-06-26,91,85,52
2019-06-27,69,29,70
2019-06-28,76,22,13
2019-06-29,30,52,7
2019-06-30,20,61,0
2019-07-01,64,43,28
2019-07-02,48,110,47
2019-07-03,41,91,14
2019-07-04,24,70,23
2019-07-05,19,61,15
2019-07-06,21,111,1
2019-07-07,13,86,0
2019-07-08,38,47,58
2019-07-09,70,77,26
2019-07-10,45,97,92
2019-07-11,41,56,36
2019-07-12,59,50,35
2019-07-13,53,49,2
2019-07-14,7,45,0
2019-07-15,17,81,13
2019-07-16,98,44,22
2019-07-17,54,48,66
2019-07-18,47,60,15
2019-07-19,53,57,25
2019-07-20,10,61,0
2019-07-21,4,38,1
2019-07-22,36,69,17
2019-07-23,53,62,16
2019-07-24,47,75,19
2019-07-25,60,64,59
2019-07-26,36,81,43
2019-07-27,15,69,3
2019-07-28,7,129,0
2019-07-29,27,71,10
2019-07-30,42,82,107
2019-07-31,46,61,21
2019-08-01,31,82,91
2019-08-02,59,103,20
2019-08-03,10,60,7
2019-08-04,2,69,2
2019-08-05,35,95,31
2019-08-06,58,88,57
2019-08-07,70,42,19
2019-08-08,42,84,6
2019-08-09,59,93,13
2019-08-10,29,91,0
2019-08-11,11,74,1
2019-08-12,66,101,22
2019-08-13,90,67,22
2019-08-14,48,81,18
2019-08-15,56,91,18
2019-08-16,39,70,13
2019-08-17,30,73,0
2019-08-18,2,46,0
2019-08-19,74,108,16
2019-08-20,84,72,22
2019-08-21,65,85,18
2019-08-22,66,81,47
2019-08-23,71,42,31
2019-08-24,31,80,1
2019-08-25,24,62,2
2019-08-26,103,68,6
2019-08-27,109,55,86
2019-08-28,100,59,15
2019-08-29,91,71,17
2019-08-30,86,63,91
2019-08-31,30,47,0
2019-09-01,21,34,9
2019-09-02,11,36,64
2019-09-03,61,65,51
2019-09-04,61,62,6
2019-09-05,51,123,40
2019-09-06,77,66,35
2019-09-07,50,79,2
2019-09-08,7,45,1
2019-09-09,24,82,16
2019-09-10,53,64,27
2019-09-11,43,45,25
2019-09-12,49,42,12
2019-09-13,77,47,45
2019-09-14,82,68,0
2019-09-15,7,56,1
2019-09-16,28,95,63
2019-09-17,60,87,39
2019-09-18,70,56,51
2019-09-19,44,72,17
2019-09-20,62,46,25
2019-09-21,56,49,1
2019-09-22,0,56,1
2019-09-23,89,74,30
2019-09-24,94,70,53
2019-09-25,68,119,44
2019-09-26,70,84,17
2019-09-27,42,57,66
2019-09-28,21,128,5
2019-09-29,10,63,27
2019-09-30,29,100,44
2019-10-01,42,82,33
2019-10-02,73,132,46
2019-10-03,58,82,35
2019-10-04,30,78,37
2019-10-05,8,34,6
2019-10-06,4,55,0
2019-10-07,9,84,12
2019-10-08,72,83,69
2019-10-09,44,50,25
2019-10-10,78,59,42
2019-10-11,65,101,49
2019-10-12,35,39,6
2019-10-13,15,78,3
2019-10-14,88,66,41
2019-10-15,68,113,10
2019-10-16,65,66,22
2019-10-17,61,91,50
2019-10-18,36,112,40
2019-10-19,23,60,3
2019-10-20,9,55,1
2019-10-21,45,65,71
2019-10-22,51,98,10
2019-10-23,26,88,43
2019-10-24,33,103,52
2019-10-25,34,138,23
2019-10-26,14,65,3
2019-10-27,8,63,1
2019-10-28,27,80,50
2019-10-29,68,87,87
2019-10-30,84,57,32
2019-10-31,60,64,59
2019-11-01,45,69,61
2019-11-02,32,37,0
2019-11-03,25,65,0
2019-11-04,53,83,5
2019-11-05,90,100,34
2019-11-06,99,102,29
2019-11-07,49,111,40
2019-11-08,57,76,59
2019-11-09,38,51,2
2019-11-10,24,51,4
2019-11-11,74,85,47
2019-11-12,76,93,39
2019-11-13,73,89,31
2019-11-14,67,86,49
2019-11-15,62,150,12
2019-11-16,58,59,1
2019-11-17,32,74,1
2019-11-18,49,84,29
2019-11-19,77,73,70
2019-11-20,54,59,46
2019-11-21,94,76,41
2019-11-22,54,101,42
2019-11-23,9,84,4
2019-11-24,10,95,0
2019-11-25,1,84,57
2019-11-26,7,99,48
2019-11-27,6,114,59
2019-11-28,2,74,45
2019-11-29,1,70,75
2019-11-30,4,72,3
2019-12-01,6,51,2
2019-12-02,55,153,40
2019-12-03,58,112,48
2019-12-04,70,87,13
2019-12-05,45,53,26
2019-12-06,47,117,15
2019-12-07,30,47,0
2019-12-08,12,67,0
2019-12-09,31,56,23
2019-12-10,30,44,39
2019-12-11,84,51,45
2019-12-12,77,85,51
2019-12-13,77,74,29
2019-12-14,26,29,1
2019-12-15,15,47,3
2019-12-16,33,59,70
2019-12-17,51,24,67
2019-12-18,47,70,45
2019-12-19,84,67,58
2019-12-20,67,148,23
2019-12-21,10,111,3
2019-12-22,5,92,1
2019-12-23,6,133,22
2019-12-24,2,47,28
2019-12-25,2,71,76
2019-12-26,2,84,40
2019-12-27,8,65,55
2019-12-28,6,35,3
2019-12-29,0,36,1
2019-12-30,2,119,18
2019-12-31,1,131,5
2020-01-01,4,30,0
2020-01-02,66,35,3
2020-01-03,40,65,8
2020-01-04,26,82,0
2020-01-05,13,50,0
2020-01-06,38,51,2
2020-01-07,35,126,5
2020-01-08,36,107,15
2020-01-09,64,105,64
2020-01-10,86,118,45
2020-01-11,31,130,1
2020-01-12,19,67,1
2020-01-13,52,71,28
2020-01-14,101,71,58
2020-01-15,46,111,47
2020-01-16,68,86,51
2020-01-17,75,49,93
2020-01-18,35,55,4
2020-01-19,35,52,6
2020-01-20,22,71,38
2020-01-21,63,48,54
2020-01-22,100,35,51
2020-01-23,88,52,69
2020-01-24,99,45,119
2020-01-25,27,43,4
2020-01-26,26,36,11
2020-01-27,70,54,54
2020-01-28,69,63,60
2020-01-29,84,77,67
2020-01-30,40,58,44
2020-01-31,54,44,29
2020-02-01,34,68,9
2020-02-02,33,99,1
2020-02-03,71,89,24
2020-02-04,75,62,41
2020-02-05,59,83,44
2020-02-06,57,120,116
2020-02-07,62,92,56
2020-02-08,48,78,3
2020-02-09,23,103,7
2020-02-10,18,80,53
2020-02-11,58,108,107
2020-02-12,70,145,173
2020-02-13,75,114,90
2020-02-14,74,106,107
2020-02-15,18,79,12
2020-02-16,50,86,3
2020-02-17,35,111,55
2020-02-18,91,81,67
2020-02-19,70,103,56
2020-02-20,74,49,83
2020-02-21,74,97,52
2020-02-22,25,87,5
2020-02-23,15,69,4
2020-02-24,72,95,4
2020-02-25,64,37,42
2020-02-26,73,77,60
2020-02-27,57,78,37
2020-02-28,60,95,69
2020-02-29,15,89,14
2020-03-01,8,67,4
2020-03-02,50,83,35
2020-03-03,78,92,81
2020-03-04,57,123,54
2020-03-05,99,68,51
2020-03-06,61,72,60
2020-03-07,16,89,4
2020-03-08,9,84,1
2020-03-09,36,82,8
2020-03-10,58,119,48
2020-03-11,71,97,54
2020-03-12,57,77,65
2020-03-13,53,75,32
2020-03-14,29,123,1
2020-03-15,9,60,1
2020-03-16,32,125,129
2020-03-17,55,95,26
2020-03-18,69,88,49
2020-03-19,76,116,44
2020-03-20,73,66,75
2020-03-21,29,137,0
2020-03-22,14,84,3
2020-03-23,49,145,59
2020-03-24,72,134,60
2020-03-25,52,95,71
2020-03-26,43,136,92
2020-03-27,74,93,39
2020-03-28,28,75,28
2020-03-29,18,80,5
2020-03-30,27,115,115
2020-03-31,47,142,73
2020-04-01,52,98,33
2020-04-02,26,124,76
2020-04-03,70,77,73
2020-04-04,22,64,3
2020-04-05,8,126,3
2020-04-06,80,86,33
2020-04-07,61,86,67
2020-04-08,101,91,71
2020-04-09,83,101,78
2020-04-10,94,105,23
2020-04-11,38,97,15
2020-04-12,13,59,0
2020-04-13,39,84,77
2020-04-14,83,99,56
2020-04-15,68,93,80
2020-04-16,72,91,61
2020-04-17,74,94,74
2020-04-18,28,111,12
2020-04-19,18,73,4
2020-04-20,83,101,48
2020-04-21,59,44,79
2020-04-22,59,112,40
2020-04-23,72,129,78
2020-04-24,96,75,36
2020-04-25,36,100,3
2020-04-26,19,87,7
2020-04-27,30,162,27
2020-04-28,46,76,75
2020-04-29,79,81,51
2020-04-30,89,75,20
2020-05-01,55,122,7
2020-05-02,54,109,0
2020-05-03,18,89,0
2020-05-04,64,99,16
2020-05-05,69,100,0
2020-05-06,101,95,41
2020-05-07,80,82,74
2020-05-08,43,91,63
2020-05-09,25,79,7
2020-05-10,15,102,1
2020-05-11,48,66,3
2020-05-12,70,49,95
2020-05-13,74,47,47
2020-05-14,60,82,43
2020-05-15,57,24,49
2020-05-16,15,80,1
2020-05-17,8,80,2
2020-05-18,54,70,53
2020-05-19,65,77,38
2020-05-20,52,103,54
2020-05-21,50,82,35
2020-05-22,72,122,8
2020-05-23,30,54,5
2020-05-24,14,96,26
2020-05-25,13,111,55
2020-05-26,41,77,187
2020-05-27,23,72,38
2020-05-28,79,69,66
2020-05-29,99,117,56
2020-05-30,37,96,10
2020-05-31,39,118,19
2020-06-01,31,51,73
2020-06-02,47,58,60
2020-06-03,42,66,91
2020-06-04,40,61,39
2020-06-05,41,75,52
2020-06-06,20,32,6
2020-06-07,7,53,9
2020-06-08,49,86,41
2020-06-09,66,72,78
2020-06-10,65,68,31
2020-06-11,75,97,47
2020-06-12,77,58,1
2020-06-13,14,69,6
2020-06-14,4,39,27
2020-06-15,43,117,64
2020-06-16,63,75,71
2020-06-17,70,38,60
2020-06-18,42,91,45
2020-06-19,40,104,136
2020-06-20,11,131,0
2020-06-21,1,46,0
2020-06-22,50,75,40
2020-06-23,39,124,42
2020-06-24,36,122,156
2020-06-25,52,85,31
2020-06-26,47,104,62
2020-06-27,14,89,4
2020-06-28,8,85,1
2020-06-29,52,29,105
2020-06-30,62,99,50
2020-07-01,73,96,31
2020-07-02,67,121,61
2020-07-03,56,101,30
2020-07-04,5,55,14
2020-07-05,8,51,1
2020-07-06,17,36,37
2020-07-07,26,59,38
2020-07-08,33,40,27
2020-07-09,52,86,45
2020-07-10,48,53,32
2020-07-11,15,75,6
2020-07-12,6,39,1
2020-07-13,32,36,39
2020-07-14,35,112,50
2020-07-15,46,131,39
2020-07-16,59,165,47
2020-07-17,57,123,26
2020-07-18,12,61,3
2020-07-19,19,66,3
2020-07-20,54,79,55
2020-07-21,66,44,43
2020-07-22,80,91,53
2020-07-23,56,74,22
2020-07-24,69,81,19
2020-07-25,18,39,5
2020-07-26,6,43,1
2020-07-27,45,108,29
2020-07-28,78,78,74
2020-07-29,42,92,23
2020-07-30,54,124,26
2020-07-31,63,95,14
2020-08-01,30,47,1
2020-08-02,11,79,21
2020-08-03,47,69,27
2020-08-04,48,63,36
2020-08-05,54,77,33
2020-08-06,58,77,18
2020-08-07,94,97,7
2020-08-08,38,97,0
2020-08-09,12,99,80
2020-08-10,54,135,42
2020-08-11,63,115,32
2020-08-12,38,110,17
2020-08-13,42,113,51
2020-08-14,59,110,23
2020-08-15,31,55,1
2020-08-16,5,94,0
2020-08-17,38,68,60
2020-08-18,96,89,22
2020-08-19,51,96,49
2020-08-20,36,67,33
2020-08-21,31,61,52
2020-08-22,17,95,1
2020-08-23,14,58,0
2020-08-24,42,86,35
2020-08-25,58,79,76
2020-08-26,39,74,16
2020-08-27,80,54,48
2020-08-28,48,67,66
2020-08-29,45,62,4
2020-08-30,19,91,4
2020-08-31,35,83,39
2020-09-01,54,88,98
2020-09-02,31,74,38
2020-09-03,52,148,29
2020-09-04,54,62,28
2020-09-05,37,95,2
2020-09-06,12,61,2
2020-09-07,22,45,48
2020-09-08,32,64,36
2020-09-09,50,114,55
2020-09-10,49,99,18
2020-09-11,73,62,56
2020-09-12,28,72,15
2020-09-13,4,66,4
2020-09-14,14,73,43
2020-09-15,23,99,38
2020-09-16,57,121,41
2020-09-17,33,83,43
2020-09-18,27,108,7
2020-09-19,11,82,0
2020-09-20,9,124,0
2020-09-21,44,129,13
2020-09-22,47,82,51
2020-09-23,61,107,95
2020-09-24,46,97,55
2020-09-25,57,120,36
2020-09-26,15,92,0
2020-09-27,4,102,2
2020-09-28,21,64,19
2020-09-29,31,64,90
2020-09-30,54,86,27
2020-10-01,24,109,47
2020-10-02,48,131,38
2020-10-03,34,78,0
2020-10-04,9,113,0
2020-10-05,22,90,28
2020-10-06,55,137,49
2020-10-07,70,72,45
2020-10-08,45,108,35
2020-10-09,72,118,68
2020-10-10,39,112,2
2020-10-11,25,80,0
2020-10-12,36,116,33
2020-10-13,48,96,37
2020-10-14,42,87,71
2020-10-15,54,69,55
2020-10-16,46,109,45
2020-10-17,13,78,0
2020-10-18,5,69,0
2020-10-19,34,69,24
2020-10-20,33,79,21
2020-10-21,45,83,29
2020-10-22,54,82,40
2020-10-23,30,86,80
2020-10-24,20,90,0
2020-10-25,5,92,1
2020-10-26,28,154,22
2020-10-27,45,104,36
2020-10-28,55,90,46
2020-10-29,49,74,12
2020-10-30,44,71,22
2020-10-31,6,54,6
2020-11-01,20,41,1
2020-11-02,26,79,16
2020-11-03,37,88,17
2020-11-04,56,79,11
2020-11-05,66,82,23
2020-11-06,43,97,34
2020-11-07,10,54,1
2020-11-08,15,66,3
2020-11-09,49,70,19
2020-11-10,73,51,39
2020-11-11,59,74,58
2020-11-12,41,119,28
2020-11-13,60,66,19
2020-11-14,36,49,2
2020-11-15,11,68,0
2020-11-16,49,72,25
2020-11-17,52,134,15
2020-11-18,53,51,20
2020-11-19,42,77,41
2020-11-20,58,39,25
2020-11-21,7,46,5
2020-11-22,1,70,0
2020-11-23,3,72,55
2020-11-24,6,73,48
2020-11-25,3,58,107
2020-11-26,3,60,50
2020-11-27,2,96,29
2020-11-28,5,73,138
2020-11-29,0,95,6
2020-11-30,56,42,33
2020-12-01,57,67,17
2020-12-02,46,41,46
2020-12-03,52,66,31
2020-12-04,55,69,23
2020-12-05,42,29,10
2020-12-06,9,46,0
2020-12-07,23,81,21
2020-12-08,38,71,10
2020-12-09,47,67,87
2020-12-10,46,82,46
2020-12-11,44,77,14
2020-12-12,39,55,7
2020-12-13,10,71,9
2020-12-14,35,43,88
2020-12-15,48,42,28
2020-12-16,59,46,86
2020-12-17,49,88,8
2020-12-18,40,70,34
2020-12-19,24,54,5
2020-12-20,15,75,8
2020-12-21,35,63,43
2020-12-22,30,95,14
2020-12-23,42,79,56
2020-12-24,4,25,42
2020-12-25,2,41,25
2020-12-26,1,40,0
2020-12-27,0,34,0
2020-12-28,0,60,30
2020-12-29,5,60,11
2020-12-30,1,80,10
2020-12-31,0,68,11
2021-01-01,1,65,0
2021-01-02,13,81,0
2021-01-03,1,52,3
2021-01-04,25,94,2
2021-01-05,43,61,0
2021-01-06,65,56,6
2021-01-07,72,69,12
2021-01-08,47,66,3
2021-01-09,53,58,0
2021-01-10,1,76,0
2021-01-11,47,75,22
2021-01-12,45,59,57
2021-01-13,99,85,23
2021-01-14,79,53,27
2021-01-15,67,90,69
2021-01-16,35,102,0
2021-01-17,12,90,0
2021-01-18,37,87,14
2021-01-19,46,50,24
2021-01-20,87,38,16
2021-01-21,53,73,46
2021-01-22,49,110,24
2021-01-23,14,124,6
2021-01-24,18,57,1
2021-01-25,31,60,32
2021-01-26,51,61,57
2021-01-27,94,62,34
2021-01-28,72,74,62
2021-01-29,59,73,54
2021-01-30,23,87,2
2021-01-31,22,98,1
2021-02-01,43,71,70
2021-02-02,67,92,99
2021-02-03,70,104,52
2021-02-04,63,71,32
2021-02-05,75,93,21
2021-02-06,29,75,7
2021-02-07,21,66,2
2021-02-08,37,68,27
2021-02-09,105,106,132
2021-02-10,81,76,47
2021-02-11,77,41,32
2021-02-12,70,81,55
2021-02-13,44,106,1
2021-02-14,4,72,2
2021-02-15,33,114,99
2021-02-16,54,77,32
2021-02-17,75,74,49
2021-02-18,46,69,30
2021-02-19,31,68,43
2021-02-20,22,81,31
2021-02-21,10,80,3
2021-02-22,72,71,7
2021-02-23,89,105,13
2021-02-24,92,52,81
2021-02-25,60,76,32
2021-02-26,85,59,49
2021-02-27,30,95,1
2021-02-28,9,84,0
2021-03-01,39,106,32
2021-03-02,75,117,49
2021-03-03,80,101,19
2021-03-04,71,102,28
2021-03-05,87,192,42
2021-03-06,53,113,23
2021-03-07,21,54,10
2021-03-08,34,128,12
2021-03-09,56,187,73
2021-03-10,36,82,26
2021-03-11,44,113,75
2021-03-12,46,63,40
2021-03-13,36,80,2
2021-03-14,12,76,1
2021-03-15,50,137,58
2021-03-16,37,97,89
2021-03-17,100,124,55
2021-03-18,55,67,30
2021-03-19,78,55,91
2021-03-20,17,62,8
2021-03-21,10,75,1
2021-03-22,33,75,58
2021-03-23,30,75,24
2021-03-24,60,70,82
2021-03-25,49,55,26
2021-03-26,51,65,36
2021-03-27,11,90,6
2021-03-28,8,43,0
2021-03-29,35,70,55
2021-03-30,54,81,34
2021-03-31,85,93,27
2021-04-01,43,44,31
2021-04-02,63,92,24
2021-04-03,20,86,18
2021-04-04,16,97,2
2021-04-05,37,129,21
2021-04-06,70,91,59
2021-04-07,46,83,34
2021-04-08,72,97,55
2021-04-09,79,65,92
2021-04-10,12,58,1
2021-04-11,11,52,2
2021-04-12,44,64,23
2021-04-13,63,59,68
2021-04-14,63,68,37
2021-04-15,49,52,41
2021-04-16,43,80,22
2021-04-17,12,40,2
2021-04-18,7,62,0
2021-04-19,19,69,64
2021-04-20,54,58,34
2021-04-21,45,62,37
2021-04-22,39,90,58
2021-04-23,47,68,28
2021-04-24,10,56,5
2021-04-25,5,65,29
2021-04-26,36,49,32
2021-04-27,48,55,27
2021-04-28,48,46,10
2021-04-29,55,81,36
2021-04-30,89,66,49
2021-05-01,27,53,9
2021-05-02,7,62,0
2021-05-03,33,76,7
2021-05-04,61,69,20
2021-05-05,45,77,14
2021-05-06,42,98,60
2021-05-07,74,91,16
2021-05-08,16,54,0
2021-05-09,1,44,0
2021-05-10,24,64,23
2021-05-11,47,97,33
2021-05-12,33,88,81
2021-05-13,34,79,37
2021-05-14,27,43,62
2021-05-15,9,86,0
2021-05-16,3,51,0
2021-05-17,43,70,19
2021-05-18,40,80,57
2021-05-19,48,86,19
2021-05-20,53,55,121
2021-05-21,65,78,23
2021-05-22,30,54,1
2021-05-23,16,87,0
2021-05-24,32,94,11
2021-05-25,46,67,40
2021-05-26,47,88,21
2021-05-27,27,98,30
2021-05-28,26,43,64
2021-05-29,17,50,2
2021-05-30,4,62,0
2021-05-31,17,103,21
2021-06-01,33,59,18
2021-06-02,76,72,35
2021-06-03,37,73,105
2021-06-04,49,119,18
2021-06-05,20,59,1
2021-06-06,11,59,3
2021-06-07,27,75,113
2021-06-08,43,70,60
2021-06-09,61,82,50
2021-06-10,26,54,35
2021-06-11,33,52,43
2021-06-12,17,34,37
2021-06-13,9,68,0
2021-06-14,17,81,6
2021-06-15,42,78,27
2021-06-16,44,69,61
2021-06-17,40,97,27
2021-06-18,11,78,23
2021-06-19,3,52,36
2021-06-20,2,57,29
2021-06-21,24,103,57
2021-06-22,43,65,41
2021-06-23,64,47,34
2021-06-24,105,54,25
2021-06-25,51,73,41
2021-06-26,5,46,4
2021-06-27,6,38,13
2021-06-28,24,59,33
2021-06-29,38,58,43
2021-06-30,63,67,11
2021-07-01,77,78,36
2021-07-02,71,77,22
2021-07-03,16,47,0
2021-07-04,3,60,5
2021-07-05,14,66,47
2021-07-06,48,76,35
2021-07-07,47,64,36
2021-07-08,57,79,51
2021-07-09,60,71,27
2021-07-10,12,91,10
2021-07-11,2,58,2
2021-07-12,27,41,52
2021-07-13,42,47,44
2021-07-14,73,73,55
2021-07-15,48,63,67
2021-07-16,48,58,36
2021-07-17,31,52,2
2021-07-18,26,75,0
2021-07-19,45,71,37
2021-07-20,63,57,52
2021-07-21,60,59,17
2021-07-22,70,50,30
2021-07-23,92,76,52
2021-07-24,18,55,0
2021-07-25,5,61,0
2021-07-26,31,74,39
2021-07-27,55,89,20
2021-07-28,86,98,18
2021-07-29,49,65,77
2021-07-30,46,73,50
2021-07-31,12,45,0
2021-08-01,6,27,18
2021-08-02,25,83,39
2021-08-03,17,89,60
2021-08-04,45,70,55
2021-08-05,43,59,29
2021-08-06,59,60,123
2021-08-07,20,56,1
2021-08-08,6,39,0
2021-08-09,34,54,34
2021-08-10,34,84,50
2021-08-11,38,36,28
2021-08-12,78,87,21
2021-08-13,49,63,44
2021-08-14,15,47,0
2021-08-15,3,48,0
2021-08-16,50,104,20
2021-08-17,58,42,26
2021-08-18,65,70,18
2021-08-19,69,83,46
2021-08-20,72,42,15
2021-08-21,5,53,5
2021-08-22,8,94,1
2021-08-23,52,82,68
