,gohugoio/hugo,gatsbyjs/gatsby,vercel/next.js
2017-01-20,1,1.4389480234640617,12
2017-01-21,0,-2.2956336496875003,4
2017-01-22,1,-0.022291642629687303,5
2017-01-23,2,-0.8914166124999999,2
2017-01-24,1,14.46722863875,2
2017-01-25,0,0.10918528698437413,2
2017-01-26,1,-3.3832431560296867,7
2017-01-27,1,0.34094011470781305,3
2017-01-28,0,1.3317742910406247,3
2017-01-29,1,-1.82990717668125,3
2017-01-30,0,-0.9476909042656245,1
2017-01-31,0,-0.6731718319828125,3
2017-02-01,0,0.4871348797656243,2
2017-02-02,0,1.2811427426796869,11
2017-02-03,2,2.1193257988359373,5
2017-02-04,6,6.74187474521875,1
2017-02-05,2,-2.9489594767625,4
2017-02-06,2,14.830704510301564,2
2017-02-07,1,9.5207911375,1
2017-02-08,0,-0.6559797487499992,6
2017-02-09,2,8.311604148234377,14
2017-02-10,4,-5.3535555680140625,2
2017-02-11,1,-3.3264166667624986,2
2017-02-12,1,-2.1055365238234374,8
2017-02-13,1,-1.5211306233625,3
2017-02-14,0,0.8954025004999993,8
2017-02-15,1,-1.501600468209376,16
2017-02-16,1,-0.778736920335938,14
2017-02-17,14,1.5741449288999994,8
2017-02-18,8,-0.8727860887921879,5
2017-02-19,8,-0.2830239132328124,2
2017-02-20,4,-0.16556172499999994,2
2017-02-21,17,-0.1182395475,4
2017-02-22,4,8.90880606646875,1
2017-02-23,3,-2.7737285514656254,2
2017-02-24,3,-0.9829145474999994,1
2017-02-25,4,-0.5672534335312498,3
2017-02-26,2,-0.38862932646562504,7
2017-02-27,6,5.73251775,8
2017-02-28,5,-2.0095277625000003,8
2017-03-01,9,0.1993845362500004,3
2017-03-02,3,1.2001095491093747,4
2017-03-03,1,-0.06822571909531261,1
2017-03-04,3,1.2521785000000003,1
2017-03-05,3,-1.0038476749999998,3
2017-03-06,0,-0.49328889249999985,6
2017-03-07,1,0.6628558369062498,4
2017-03-08,3,-0.5570647281468752,2
2017-03-09,2,2.758487373234375,0
2017-03-10,4,0.9296441544859373,2
2017-03-11,4,0.9638794092687499,0
2017-03-12,1,-0.0635570967640624,3
2017-03-13,4,-0.7999351889656249,5
2017-03-14,5,3.58755697625,5
2017-03-15,3,2.515015195734375,10
2017-03-16,0,1.1633800405171877,1
2017-03-17,1,0.28017332720312504,0
2017-03-18,3,0.5526509167703126,2
2017-03-19,5,-1.3459085337468748,1
2017-03-20,2,3.2954645067687505,0
2017-03-21,2,15.328978291767188,1
2017-03-22,2,-5.868944049562501,1
2017-03-23,0,0.696285433756251,1
2017-03-24,3,0.741409924271875,3
2017-03-25,4,-1.1270617207296878,2
2017-03-26,1,-1.4507879599968747,4
2017-03-27,51,6.097241916034375,4
2017-03-28,0,1.2450712291874995,5
2017-03-29,2,1.5415963245531246,5
2017-03-30,0,-1.4238526837078123,5
2017-03-31,5,-1.3669203340468747,2
2017-04-01,2,-0.8190294137453125,3
2017-04-02,12,-0.5586239939640625,1
2017-04-03,1,4.601548720517187,5
2017-04-04,11,-0.8098098123593755,3
2017-04-05,2,-1.0827007171921876,6
2017-04-06,7,0.4607022062562499,12
2017-04-07,8,0.3694771303031249,7
2017-04-08,6,-0.6073471632328125,0
2017-04-09,1,-0.31062456249999987,0
2017-04-10,5,6.78227026875,2
2017-04-11,0,4.7317763924218745,7
2017-04-12,6,0.028205104570312223,2
2017-04-13,4,-1.107321549482812,3
2017-04-14,2,3.6525285094843754,1
2017-04-15,0,-1.3021393799984375,0
2017-04-16,3,-1.3895787007328122,0
2017-04-17,0,6.17250979625,3
2017-04-18,2,-0.7037132711093759,7
2017-04-19,3,7.189862656260938,2
2017-04-20,0,-1.6342958791765625,0
2017-04-21,0,0.8801683122859378,0
2017-04-22,6,1.9542089791890627,12
2017-04-23,1,-1.3016628204296872,2
2017-04-24,9,8.560846695517188,1
2017-04-25,4,-1.8815073273593752,1
2017-04-26,5,0.6966747350890627,2
2017-04-27,6,13.858142087643749,9
2017-04-28,1,0.03065532612343702,1
2017-04-29,1,7.7900655657375015,0
2017-04-30,4,0.2820489944890632,5
2017-05-01,20,3.5448944178031265,1
2017-05-02,7,11.259393284110939,2
2017-05-03,3,2.7457753128906255,5
2017-05-04,1,1.7285834682375008,6
2017-05-05,0,-1.5895132004484367,0
2017-05-06,3,4.80487062768125,5
2017-05-07,1,-5.045160623084375,4
2017-05-08,1,1.4160842506125002,4
2017-05-09,4,1.1214487814781244,11
2017-05-10,2,-0.838857911612501,5
2017-05-11,1,7.85363433061875,8
2017-05-12,0,0.8431452760468741,1
2017-05-13,7,-3.2913206366749996,2
2017-05-14,1,-1.6095535538218748,3
2017-05-15,1,4.950231235904687,19
2017-05-16,0,14.5160873129375,11
2017-05-17,3,4.73283505750625,3
2017-05-18,10,-3.8340641364624997,4
2017-05-19,4,3.7118046371281257,2
2017-05-20,4,0.9591982838437492,2
2017-05-21,0,-3.5086339911640616,3
2017-05-22,10,6.141733945,3
2017-05-23,7,6.288298558156249,1
2017-05-24,1,-4.855350650662501,0
2017-05-25,2,0.7189562556203124,5
2017-05-26,8,5.753423792157812,0
2017-05-27,1,-1.587477212575,8
2017-05-28,1,-1.2764168764578123,0
2017-05-29,0,0.4411286188359378,1
2017-05-30,6,6.448952778374999,2
2017-05-31,5,2.6751359389812492,6
2017-06-01,2,0.762444146421875,5
2017-06-02,4,15.338104684703126,5
2017-06-03,6,5.213300116176562,1
2017-06-04,0,-6.41267673814375,0
2017-06-05,1,3.0628235092687515,8
2017-06-06,3,2.3075137882359376,10
2017-06-07,2,4.1920378469093755,5
2017-06-08,7,-0.44245522645625,5
2017-06-09,1,-3.4035836239593746,6
2017-06-10,0,2.1171016602874997,0
2017-06-11,1,-1.5123287143781257,1
2017-06-12,10,-0.5348417762937501,3
2017-06-13,28,11.842868156906249,3
2017-06-14,5,0.3533075800093748,1
2017-06-15,0,11.632113191478126,2
2017-06-16,9,9.866319627075,8
2017-06-17,1,-5.37777636043125,0
2017-06-18,1,-1.8654207533124985,0
2017-06-19,4,2.0951423940531253,2
2017-06-20,4,6.690287248751562,3
2017-06-21,9,9.136170962564062,3
2017-06-22,2,2.3999136378953114,3
2017-06-23,2,5.318801077351563,8
2017-06-24,2,-2.1704811892421887,0
2017-06-25,1,-4.15338440525625,1
2017-06-26,6,1.7614387462531256,5
2017-06-27,6,7.230675027206249,2
2017-06-28,7,4.390813421179686,12
2017-06-29,0,4.108305881703124,7
2017-06-30,0,6.9646383026,4
2017-07-01,2,10.026270301482812,9
2017-07-02,1,7.4397871373765625,7
2017-07-03,4,-3.885916122931249,5
2017-07-04,3,8.060960382937502,0
2017-07-05,4,-4.8049870468375,2
2017-07-06,7,22.990328103031253,5
2017-07-07,8,-3.5550760049859385,3
2017-07-08,5,7.339705862217188,10
2017-07-09,0,4.197300766706249,16
2017-07-10,8,-0.4642936707093748,1
2017-07-11,0,1.1631514006953125,1
2017-07-12,0,3.753454444115625,2
2017-07-13,0,6.367316265692188,3
2017-07-14,2,-4.513751670387501,2
2017-07-15,1,-3.9073406071453127,4
2017-07-16,0,0.7986845001515621,3
2017-07-17,2,-2.444787590196876,5
2017-07-18,6,3.6316653450968746,4
2017-07-19,1,22.60585277626094,0
2017-07-20,0,-0.6575108535203142,6
2017-07-21,8,-5.7623466177828115,1
2017-07-22,1,-2.792909479824999,1
2017-07-23,1,-1.7127023977156246,2
2017-07-24,0,-0.22834071279687485,9
2017-07-25,0,12.744679829051563,2
2017-07-26,2,6.955437672421874,4
2017-07-27,2,11.254006824695312,2
2017-07-28,5,-3.6997615649453124,6
2017-07-29,1,-4.399662555862498,1
2017-07-30,0,-2.3528143624999993,2
2017-07-31,7,-1.6222948487499997,1
2017-08-01,2,16.773456850734377,1
2017-08-02,1,12.621999604548437,0
2017-08-03,2,-3.3860854901968764,1
2017-08-04,0,-1.0747342388093744,0
2017-08-05,0,6.127150107979688,0
2017-08-06,3,-5.06988565293125,1
2017-08-07,8,1.5274472250000009,3
2017-08-08,1,7.112181435,1
2017-08-09,3,2.2971205844687486,8
2017-08-10,8,9.5807286245125,3
2017-08-11,5,5.663243844748436,0
2017-08-12,0,-6.328002670726562,1
2017-08-13,0,-2.977564270587499,3
2017-08-14,2,18.071211397671874,1
2017-08-15,0,2.685920857937499,1
2017-08-16,2,-1.1283768118374997,6
2017-08-17,3,0.46825666781250064,1
2017-08-18,3,3.0319047876515626,2
2017-08-19,1,2.700781613553124,2
2017-08-20,0,-1.2591332087937506,0
2017-08-21,0,-2.0128678499999992,1
2017-08-22,2,4.9152498646875,0
2017-08-23,0,12.485694636437499,1
2017-08-24,0,8.604000627593749,3
2017-08-25,1,2.8312091462578124,0
2017-08-26,0,-6.219455337273437,0
2017-08-27,0,-3.079515343739062,2
2017-08-28,1,23.002401145823438,2
2017-08-29,0,7.090749577285937,0
2017-08-30,0,1.5005477519078134,6
2017-08-31,0,12.966220907870314,3
2017-09-01,0,0.34887939929062384,3
2017-09-02,0,1.5568753838515637,0
2017-09-03,1,-1.5350046948281246,0
2017-09-04,0,3.0131218562500006,1
2017-09-05,4,-0.3895729241406256,2
2017-09-06,0,-4.5449677865703135,0
2017-09-07,1,0.5426493706187498,0
2017-09-08,2,-0.519870217640626,7
2017-09-09,1,11.9289702914375,1
2017-09-10,3,1.7031408980312488,1
2017-09-11,6,0.7208156945765625,0
2017-09-12,0,2.4727970809609383,2
2017-09-13,6,-0.6211089771906249,0
2017-09-14,0,7.3039283875859375,1
2017-09-15,0,5.507668977203125,0
2017-09-16,0,4.881052206770313,0
2017-09-17,0,-5.442355089934376,1
2017-09-18,0,15.32843790363125,0
2017-09-19,0,-1.0518812064578125,1
2017-09-20,0,16.15831468699219,0
2017-09-21,2,-2.8497144921937494,0
2017-09-22,3,4.293176230145313,0
2017-09-23,8,-3.139613537484375,1
2017-09-24,2,-4.042390824984375,0
2017-09-25,13,11.608149515171876,0
2017-09-26,11,14.153130843218747,1
2017-09-27,2,-8.765239662534375,9
2017-09-28,4,11.216375451025002,4
2017-09-29,6,3.1077976965171867,0
2017-09-30,0,-2.0914729683031243,2
2017-10-01,0,-0.24630135762499883,0
2017-10-02,0,6.410793177801563,1
2017-10-03,3,-1.1068482597187508,2
2017-10-04,4,-0.8027675580718756,2
2017-10-05,5,8.01663300409375,4
2017-10-06,0,-2.894352938984376,2
2017-10-07,4,18.077176588851565,3
2017-10-08,0,-2.9118472193906255,3
2017-10-09,0,3.2445150425062517,8
2017-10-10,1,4.0594797469125,2
2017-10-11,0,-3.252655308140625,4
2017-10-12,0,21.797006710521874,0
2017-10-13,1,5.542391965879686,2
2017-10-14,2,-3.538902540342187,4
2017-10-15,5,2.4480816027062513,5
2017-10-16,6,7.393175785782812,6
2017-10-17,1,8.204948260960938,3
2017-10-18,3,10.140889883246874,0
2017-10-19,17,0.804449816123439,6
2017-10-20,0,10.63277733564375,3
2017-10-21,9,-8.368570101054688,3
2017-10-22,0,-2.691172934820311,3
2017-10-23,3,1.4968222034609378,7
2017-10-24,0,12.191893244934374,0
2017-10-25,0,12.992098323989062,0
2017-10-26,0,8.814294387226562,1
2017-10-27,0,1.519966604153126,1
2017-10-28,1,-5.658335282859375,17
2017-10-29,1,-4.519471014956249,0
2017-10-30,1,7.305552984485938,4
2017-10-31,0,15.02876395970625,3
2017-11-01,0,18.422606715585935,1
2017-11-02,0,6.013370137962498,1
2017-11-03,0,0.3608340973125017,0
2017-11-04,2,1.6459876298875002,6
2017-11-05,2,-7.3187721040921865,6
2017-11-06,2,5.087771436034377,3
2017-11-07,3,8.561752069843749,0
2017-11-08,0,-4.257818133890627,1
2017-11-09,1,22.499637467671874,1
2017-11-10,0,0.2966658046828101,0
2017-11-11,2,-6.7519753101125,1
2017-11-12,0,-4.115783475717186,0
2017-11-13,0,17.434570078921876,6
2017-11-14,0,-0.7818691208906259,0
2017-11-15,1,-0.5970651125640627,5
2017-11-16,4,0.5395459356937504,4
2017-11-17,6,3.054017533879687,1
2017-11-18,2,-2.358395815457814,0
2017-11-19,3,-0.6722657623265622,0
2017-11-20,8,4.868391324267188,1
2017-11-21,0,1.5746216859374988,0
2017-11-22,0,-3.2363627132656254,0
2017-11-23,0,-1.5134853827078123,8
2017-11-24,1,0.03535870875781222,0
2017-11-25,1,-0.9723846060234379,1
2017-11-26,0,-0.5813191611609376,0
2017-11-27,7,18.632474511253125,0
2017-11-28,1,22.026747287425,2
2017-11-29,0,-2.5991877264578136,0
2017-11-30,1,-1.56169792866406,0
2017-12-01,1,-4.7880447737499985,0
2017-12-02,2,-2.7061114667656243,7
2017-12-03,0,12.093113199267188,5
2017-12-04,0,-3.650626851250001,6
2017-12-05,1,-2.237309433546875,5
2017-12-06,2,7.686304576639062,2
2017-12-07,2,-4.388410673393752,4
2017-12-08,0,-1.7939593896906247,7
2017-12-09,0,2.9115478588359376,2
2017-12-10,0,5.0566911925,1
2017-12-11,0,-3.100671944718751,1
2017-12-12,0,3.5533128824593754,0
2017-12-13,0,20.69023371926875,3
2017-12-14,0,12.002630919110937,3
2017-12-15,1,-0.14949933232812462,0
2017-12-16,3,3.3918923675000014,0
2017-12-17,1,0.5964534666875005,0
2017-12-18,0,0.5458092672093748,3
2017-12-19,0,4.188802401120313,2
2017-12-20,0,1.6033746199218752,0
2017-12-21,0,7.997905210726562,0
2017-12-22,0,1.347106321582812,1
2017-12-23,0,-1.4883814905468755,0
2017-12-24,0,-3.9155237280015625,1
2017-12-25,0,-0.19639680468749976,0
2017-12-26,0,-2.0695889444734377,1
2017-12-27,1,0.7318449409624996,3
2017-12-28,5,-0.5039601952046882,2
2017-12-29,4,0.8634121494171869,1
2017-12-30,2,-0.2628677011515632,0
2017-12-31,5,0.13143910207499976,0
2018-01-01,3,2.28414879956875,1
2018-01-02,6,9.74713959146875,0
2018-01-03,8,-0.8624652364656256,2
2018-01-04,0,-2.400655182281249,0
2018-01-05,0,-1.2239467032312494,0
2018-01-06,5,-0.7970232330140624,1
2018-01-07,2,-0.5792536544812501,0
2018-01-08,6,9.568417811251562,1
2018-01-09,0,-2.339586162279688,0
2018-01-10,4,26.377734054629688,0
2018-01-11,10,7.702952304142185,0
2018-01-12,5,8.458124760301564,1
2018-01-13,1,-0.8883649999999985,11
2018-01-14,4,-1.5835788749999988,0
2018-01-15,3,3.9207169000000013,1
2018-01-16,0,7.28140465859375,0
2018-01-17,5,-6.04733342659375,0
2018-01-18,6,13.184745701079688,0
2018-01-19,2,13.352675940715624,0
2018-01-20,0,4.297020537526562,0
2018-01-21,1,-0.5052716403328112,0
2018-01-22,9,9.506699684059376,0
2018-01-23,4,7.697810311695312,0
2018-01-24,6,-5.885780223298436,0
2018-01-25,5,9.726983644957814,1
2018-01-26,6,14.345115578001561,2
2018-01-27,4,1.5123981904640615,1
2018-01-28,4,-4.430189202607812,0
2018-01-29,5,9.546410050615627,0
2018-01-30,5,9.300767508387498,4
2018-01-31,10,-6.926242338725,15
2018-02-01,0,7.143704156728127,7
2018-02-02,2,4.4818501363171865,5
2018-02-03,0,-3.681215952335938,4
2018-02-04,0,-3.2689669748093753,5
2018-02-05,12,4.28246790539375,11
2018-02-06,0,20.156749716834373,8
2018-02-07,1,6.767149468992187,5
2018-02-08,1,8.387928519010938,3
2018-02-09,4,16.985082223596876,10
2018-02-10,3,0.8732607230343756,0
2018-02-11,0,-9.37635700710781,3
2018-02-12,8,3.181644927285939,2
2018-02-13,2,10.324841949407812,6
2018-02-14,1,-0.11005513750468943,9
2018-02-15,11,8.5500312854125,2
2018-02-16,3,17.103920873259376,9
2018-02-17,2,4.678480780385936,2
2018-02-18,1,-9.86013696200625,4
2018-02-19,1,3.291564137973439,5
2018-02-20,0,7.581556735875,1
2018-02-21,8,5.0108278483875,3
2018-02-22,3,7.8727469854,2
2018-02-23,0,5.951956298903124,1
2018-02-24,0,2.847140002367187,3
2018-02-25,2,-2.3106729490703124,5
2018-02-26,2,6.881275485775001,4
2018-02-27,10,14.559592607125,3
2018-02-28,0,9.392864153684375,5
2018-03-01,1,1.8758685955359375,0
2018-03-02,0,6.602305719721876,0
2018-03-03,0,-4.841515056960937,1
2018-03-04,0,0.38481886156875067,1
2018-03-05,0,9.895678723110938,3
2018-03-06,0,8.574042696398436,7
2018-03-07,5,17.525575687878124,6
2018-03-08,0,8.104034481064062,5
2018-03-09,2,-8.288847008860937,3
2018-03-10,1,-6.252069730278125,1
2018-03-11,6,0.24503635444531247,1
2018-03-12,2,0.23907664022499953,3
2018-03-13,0,16.43683746411875,1
2018-03-14,1,4.836554215757811,2
2018-03-15,1,3.5222326898687495,2
2018-03-16,6,19.137894099384376,3
2018-03-17,2,-3.063052864953125,1
2018-03-18,2,5.889279715301564,0
2018-03-19,1,3.279896037937501,0
2018-03-20,5,2.6882150425062497,0
2018-03-21,1,10.10307146550625,2
2018-03-22,0,-0.8562725188593756,0
2018-03-23,0,3.361484976051562,6
2018-03-24,1,-1.5965693339671878,0
2018-03-25,0,-2.9886815244281255,2
2018-03-26,3,12.697052489934375,2
2018-03-27,0,2.1165373435515615,1
2018-03-28,0,0.18627973303281298,2
2018-03-29,0,2.2838686176562497,6
2018-03-30,1,0.3685506909171874,6
2018-03-31,1,-2.8377690672687503,15
2018-04-01,1,3.624416686343751,0
2018-04-02,12,9.725526357804688,1
2018-04-03,0,10.410150816534374,8
2018-04-04,1,8.652301507384374,1
2018-04-05,12,-0.9908114984390624,1
2018-04-06,5,8.25686127199375,0
2018-04-07,5,6.750926824792187,1
2018-04-08,1,-3.7048126379296873,0
2018-04-09,8,-0.9874435725765611,1
2018-04-10,0,4.812975272649999,0
2018-04-11,24,10.766747242223436,0
2018-04-12,2,3.510271428774999,4
2018-04-13,1,0.2851634634156248,2
2018-04-14,2,11.636773290151563,2
2018-04-15,10,-3.9809766149781254,0
2018-04-16,9,7.142156990178126,0
2018-04-17,8,14.69948996625625,0
2018-04-18,0,3.554565778678125,7
2018-04-19,5,-4.232668486095312,0
2018-04-20,0,2.664214925103126,0
2018-04-21,4,-3.4695071666703132,0
2018-04-22,6,13.455574727354687,5
2018-04-23,7,5.656176460479687,6
2018-04-24,0,17.810210784631252,2
2018-04-25,6,2.969432980378123,2
2018-04-26,0,0.9055720091578117,3
2018-04-27,0,12.57683209591094,2
2018-04-28,0,-6.888462347056249,0
2018-04-29,1,-4.665626855643749,3
2018-04-30,6,7.25175436726875,0
2018-05-01,1,11.07886823833906,2
2018-05-02,0,8.898894751332811,2
2018-05-03,1,13.114127396960937,0
2018-05-04,3,9.334069234584375,0
2018-05-05,1,0.13529359860937618,8
2018-05-06,0,-6.491351926203125,5
2018-05-07,0,2.0052491197859386,3
2018-05-08,1,4.672128886095312,4
2018-05-09,7,7.856033140673437,3
2018-05-10,0,4.5427527675265615,4
2018-05-11,0,7.778981243698437,4
2018-05-12,1,-8.074127912684375,5
2018-05-13,0,-0.7956702340781243,10
2018-05-14,3,4.762785979657813,5
2018-05-15,0,16.672110843675,4
2018-05-16,0,2.437073007214062,14
2018-05-17,0,-0.03629588954687435,2
2018-05-18,0,3.4199917573031247,2
2018-05-19,0,-3.6416687977781255,1
2018-05-20,2,-3.474282669742187,0
2018-05-21,7,1.9582532972031252,5
2018-05-22,4,1.2895395399265617,0
2018-05-23,6,-0.781381656690626,7
2018-05-24,3,3.8804352589390616,2
2018-05-25,16,1.1136182483296868,14
2018-05-26,2,-1.5044198910203126,1
2018-05-27,3,1.4766663973734377,1
2018-05-28,1,4.260465128534375,0
2018-05-29,2,0.3006308129374995,4
2018-05-30,2,4.83701625750625,0
2018-05-31,1,40.7848380710375,3
2018-06-01,0,2.334827165440622,3
2018-06-02,0,-6.669116207709372,0
2018-06-03,3,-5.240065615946873,0
2018-06-04,2,19.048508456470316,3
2018-06-05,2,6.410698100957811,1
2018-06-06,0,11.77341625405625,2
2018-06-07,0,2.110674535442188,5
2018-06-08,0,6.780485715932812,3
2018-06-09,2,-9.707350074759376,1
2018-06-10,2,-4.621278503270311,1
2018-06-11,6,4.0230407840531255,1
2018-06-12,8,17.70007435865781,1
2018-06-13,7,-3.0777239338546902,6
2018-06-14,4,15.303815977446876,6
2018-06-15,1,7.684897124157812,3
2018-06-16,0,17.81577140972344,4
2018-06-17,0,10.590378850775,1
2018-06-18,0,-7.413113891249999,2
2018-06-19,0,7.503730035140627,2
2018-06-20,0,1.9698548335265613,0
2018-06-21,0,96.91334294703438,0
2018-06-22,0,-27.797646722725005,4
2018-06-23,2,-11.433000841654682,2
2018-06-24,0,-6.687102236379687,1
2018-06-25,2,10.079098800854688,3
2018-06-26,2,-4.491676931932814,0
2018-06-27,0,6.674337108601563,2
2018-06-28,9,6.234593023335936,8
2018-06-29,1,-6.253341308451567,5
2018-06-30,2,-5.825121442320315,2
2018-07-01,1,0.368967990309375,0
2018-07-02,2,6.2906389642734375,1
2018-07-03,0,10.638918477787499,0
2018-07-04,0,-2.667037258784376,1
2018-07-05,0,-2.0889637078656245,2
2018-07-06,5,20.15168639200625,3
2018-07-07,1,-6.539143686289064,0
2018-07-08,2,-4.047603573448436,0
2018-07-09,19,10.654835448453126,1
2018-07-10,4,5.436698753160937,1
2018-07-11,2,16.08831695942031,4
2018-07-12,5,12.571427049445312,1
2018-07-13,6,6.3447213922875,3
2018-07-14,1,-7.977396609574999,0
2018-07-15,1,-0.5513209003859352,1
2018-07-16,2,6.211378627284375,0
2018-07-17,4,16.792285695796874,1
2018-07-18,7,7.781463496051561,2
2018-07-19,14,9.958707000595313,2
2018-07-20,3,23.134153011284376,0
2018-07-21,4,-12.344718386137501,4
2018-07-22,5,-7.68003806473906,1
2018-07-23,2,6.473245240956252,1
2018-07-24,1,6.463936228164061,3
2018-07-25,5,7.492593791329687,3
2018-07-26,0,1.6224450438640616,2
2018-07-27,0,6.933286831496876,4
2018-07-28,0,-0.8598837059375022,0
2018-07-29,1,-2.9193564377124996,0
2018-07-30,0,9.132639786551564,2
2018-07-31,6,18.738721119328126,2
2018-08-01,8,5.386296405235937,2
2018-08-02,0,7.542730813989063,0
2018-08-03,0,11.330340513851564,0
2018-08-04,0,-6.988077420796875,3
2018-08-05,2,-6.462934086368748,3
2018-08-06,9,29.20103333582344,0
2018-08-07,1,29.419770048598437,9
2018-08-08,3,4.877631416332811,3
2018-08-09,1,17.20283443467969,3
2018-08-10,0,5.182172504509374,2
2018-08-11,3,-9.636251422035937,1
2018-08-12,1,-9.00301500745156,2
2018-08-13,1,13.539514338318751,8
2018-08-14,6,9.312280011734373,1
2018-08-15,2,18.154262362910934,4
2018-08-16,6,17.9714191736125,0
2018-08-17,12,-5.8925252758546875,3
2018-08-18,3,-9.292015611043748,0
2018-08-19,1,-5.803952312449998,1
2018-08-20,6,15.282471095085938,4
2018-08-21,0,2.550836167703123,0
2018-08-22,1,-4.486856008720313,3
2018-08-23,1,-1.7731712726265636,4
2018-08-24,3,-1.7474150202515641,8
2018-08-25,4,-2.712365914856251,4
2018-08-26,2,-0.4299574865937501,0
2018-08-27,0,4.741490648017187,2
2018-08-28,9,14.345484032703123,4
2018-08-29,6,13.591616355404685,1
2018-08-30,9,-1.482643742107813,8
2018-08-31,1,12.391509812504689,3
2018-09-01,0,-4.281868535729686,1
2018-09-02,1,-5.000803525215623,10
2018-09-03,2,20.108062478234377,8
2018-09-04,0,6.034298632423436,13
2018-09-05,0,14.4958693230875,7
2018-09-06,2,1.9374101984796859,2
2018-09-07,20,11.051602840484376,6
2018-09-08,3,-1.4761971394109388,1
2018-09-09,0,-6.786509392753124,2
2018-09-10,1,20.519757863318752,1
2018-09-11,2,8.484903320640623,2
2018-09-12,2,5.370394735410937,7
2018-09-13,1,10.128877757148437,0
2018-09-14,8,4.048228190192187,4
2018-09-15,0,-9.746108783589062,0
2018-09-16,0,-4.987822301796874,8
2018-09-17,0,50.774330332889065,5
2018-09-18,1,19.459974166376558,1
2018-09-19,0,23.074019670632815,3
2018-09-20,0,3.9565292678265642,7
2018-09-21,7,-7.1590030532874955,1
2018-09-22,1,-10.764887516140623,5
2018-09-23,6,8.885387726507815,6
2018-09-24,10,13.339321442500001,1
2018-09-25,6,3.660353417156248,6
2018-09-26,2,-1.2194116116656275,2
2018-09-27,0,10.389447474246873,9
2018-09-28,0,7.718463625081249,8
2018-09-29,0,-8.205969322226562,10
2018-09-30,0,1.5118639334062518,3
2018-10-01,4,19.482588022267187,8
2018-10-02,2,14.239766147665623,20
2018-10-03,11,6.6448554023953115,2
2018-10-04,0,6.69157649436875,0
2018-10-05,0,11.080111346625001,3
2018-10-06,1,-11.112315088204689,4
2018-10-07,1,-2.1780711004718727,4
2018-10-08,1,16.904132999925,2
2018-10-09,1,29.093690456979687,4
2018-10-10,8,1.5422450237890608,5
2018-10-11,10,1.5109768981328138,4
