,bitcoinj/bitcoinj,libbitcoin/libbitcoin-system,bitcoin/bitcoin
2019-09-12,0,-0.2399080447999999,8
2019-09-13,0,-0.18320353279999926,7
2019-09-14,0,-0.13716285439999962,4
2019-09-15,0,0.0,4
2019-09-16,0,0.0,16
2019-09-17,0,0.0,13
2019-09-18,1,0.0,13
2019-09-19,0,0.0,16
2019-09-20,0,0.0,9
2019-09-21,0,1.0,4
2019-09-22,0,-0.19999999999999996,5
2019-09-23,0,0.9199999999999999,7
2019-09-24,0,-0.248,7
2019-09-25,0,0.8863999999999999,11
2019-09-26,0,-0.273536,12
2019-09-27,0,2.8659711999999997,4
2019-09-28,0,-0.69046272,2
2019-09-29,0,-0.3084165120000002,1
2019-09-30,0,0.8010679295999998,26
2019-10-01,3,-0.3356165119999999,23
2019-10-02,0,-0.18600407040000008,27
2019-10-03,0,-0.123674112,11
2019-10-04,0,-0.0968495104,7
2019-10-05,0,-0.06869913599999983,1
2019-10-06,0,-0.0578368511999999,3
2019-10-07,0,-0.01692672000000001,6
2019-10-08,1,-0.01438771199999994,19
2019-10-09,0,-0.012469350399999964,25
2019-10-10,0,0.0,20
2019-10-11,0,1.0,7
2019-10-12,0,-0.19999999999999996,4
2019-10-13,1,0.9199999999999999,6
2019-10-14,0,-0.248,16
2019-10-15,0,-0.11360000000000009,20
2019-10-16,0,0.926464,10
2019-10-17,0,-0.2540288,11
2019-10-18,0,-0.1224627200000001,17
2019-10-19,0,-0.08281651199999998,1
2019-10-20,0,0.9370039296,4
2019-10-21,3,1.760076288,18
2019-10-22,4,-0.5128981504,7
2019-10-23,0,-0.2249267200000002,15
2019-10-24,0,-0.14398771200000002,26
2019-10-25,0,-0.10520535040000001,17
2019-10-26,0,1.9284992,11
2019-10-27,0,-0.4577843199999999,1
2019-10-28,0,6.791758848,21
2019-10-29,0,5.4627552256000005,20
2019-10-30,0,1.9478612992,32
2019-10-31,0,-1.7470720000000006,10
2019-11-01,0,3.0679423999999993,19
2019-11-02,0,-1.4398054400000002,23
2019-11-03,0,-0.8049290240000004,6
2019-11-04,0,-0.5805713408000003,29
2019-11-05,0,-0.4353162239999997,41
2019-11-06,2,-0.3578503167999994,25
2019-11-07,0,4.773448499200001,17
2019-11-08,0,-1.1175842815999997,17
2019-11-09,0,-0.4575508480000001,3
2019-11-10,5,-0.28987740160000003,8
2019-11-11,0,-0.16800000000000007,11
2019-11-12,0,-0.12768000000000007,18
2019-11-13,0,-0.10214400000000005,16
2019-11-14,0,-0.08463360000000004,7
2019-11-15,0,0.9280614400000003,11
2019-11-16,0,-0.2623467519999998,3
2019-11-17,0,-0.08000000000000007,3
2019-11-18,0,-0.048000000000000036,26
2019-11-19,0,-0.03360000000000001,19
2019-11-20,4,-0.025536000000000014,16
2019-11-21,1,-0.02042880000000001,18
2019-11-22,0,-0.01692672000000001,18
2019-11-23,0,-0.01438771199999994,9
2019-11-24,0,-0.012469350399999964,14
2019-11-25,0,0.0,14
2019-11-26,5,0.0,13
2019-11-27,0,0.0,3
2019-11-28,0,10.0,3
2019-11-29,1,-1.9999999999999996,3
2019-11-30,0,-0.8000000000000007,2
2019-12-01,0,-0.48000000000000037,3
2019-12-02,0,-0.33600000000000013,6
2019-12-03,0,-0.25536000000000014,9
2019-12-04,0,-0.2042880000000001,10
2019-12-05,0,-0.1692672000000001,15
2019-12-06,0,-0.1438771199999994,27
2019-12-07,0,-0.12469350399999965,4
2019-12-08,3,0.0,4
2019-12-09,0,0.0,19
2019-12-10,0,0.0,18
2019-12-11,0,0.0,13
2019-12-12,0,0.0,15
2019-12-13,0,0.0,12
2019-12-14,1,0.0,1
2019-12-15,0,0.0,8
2019-12-16,0,0.0,19
2019-12-17,0,0.0,13
2019-12-18,0,0.0,7
2019-12-19,0,0.0,7
2019-12-20,0,0.0,2
2019-12-21,0,0.0,0
2019-12-22,0,0.0,1
2019-12-23,0,0.0,3
2019-12-24,0,0.0,0
2019-12-25,0,0.0,1
2019-12-26,0,0.0,1
2019-12-27,0,0.0,2
2019-12-28,0,0.0,4
2019-12-29,0,0.0,2
2019-12-30,0,0.0,3
2019-12-31,0,0.0,4
2020-01-01,0,0.0,0
2020-01-02,0,0.0,13
2020-01-03,0,0.0,19
2020-01-04,0,0.0,7
2020-01-05,0,0.0,4
2020-01-06,0,0.0,5
2020-01-07,0,0.0,12
2020-01-08,0,0.0,13
2020-01-09,0,0.0,7
2020-01-10,0,0.0,4
2020-01-11,0,0.0,3
2020-01-12,1,0.0,1
2020-01-13,0,0.0,8
2020-01-14,0,0.0,13
2020-01-15,0,0.0,9
2020-01-16,0,0.0,12
2020-01-17,0,0.0,8
2020-01-18,0,0.0,3
2020-01-19,0,0.0,2
2020-01-20,0,0.0,4
2020-01-21,0,0.0,1
2020-01-22,0,0.0,16
2020-01-23,4,0.0,26
2020-01-24,0,0.0,2
2020-01-25,0,0.0,3
2020-01-26,0,0.0,3
2020-01-27,0,0.0,10
2020-01-28,0,0.0,18
2020-01-29,0,0.0,12
2020-01-30,1,0.0,18
2020-01-31,0,0.0,14
2020-02-01,0,0.0,4
2020-02-02,0,0.0,2
2020-02-03,0,0.0,8
2020-02-04,0,0.0,6
2020-02-05,0,0.0,12
2020-02-06,0,0.0,8
2020-02-07,0,0.0,4
2020-02-08,0,0.0,0
2020-02-09,0,0.0,7
2020-02-10,0,0.0,19
2020-02-11,0,0.0,11
2020-02-12,0,0.0,11
2020-02-13,0,0.0,12
2020-02-14,0,0.0,5
2020-02-15,0,0.0,2
2020-02-16,3,0.0,6
2020-02-17,0,0.0,6
2020-02-18,0,0.0,4
2020-02-19,0,0.0,11
2020-02-20,0,0.0,3
2020-02-21,0,0.0,9
2020-02-22,0,0.0,2
2020-02-23,0,0.0,0
2020-02-24,0,0.0,1
2020-02-25,0,0.0,13
2020-02-26,0,0.0,4
2020-02-27,4,0.0,6
2020-02-28,3,0.0,23
2020-02-29,2,0.0,2
2020-03-01,0,0.0,2
2020-03-02,0,0.0,15
2020-03-03,0,0.0,2
2020-03-04,9,0.0,17
2020-03-05,2,0.0,18
2020-03-06,1,0.0,13
2020-03-07,4,0.0,21
2020-03-08,1,0.0,4
2020-03-09,0,0.0,26
2020-03-10,0,0.0,16
2020-03-11,2,0.0,43
2020-03-12,1,0.0,9
2020-03-13,5,0.0,6
2020-03-14,0,0.0,4
2020-03-15,0,0.0,9
2020-03-16,0,0.0,14
2020-03-17,0,0.0,19
2020-03-18,0,0.0,11
2020-03-19,1,0.0,13
2020-03-20,0,0.0,1
2020-03-21,0,0.0,7
2020-03-22,0,0.0,8
2020-03-23,0,0.0,7
2020-03-24,0,0.0,15
2020-03-25,0,0.0,13
2020-03-26,0,0.0,19
2020-03-27,0,0.0,23
2020-03-28,0,0.0,6
2020-03-29,0,0.0,9
2020-03-30,0,0.0,13
2020-03-31,0,0.0,26
2020-04-01,0,0.0,10
2020-04-02,0,0.0,36
2020-04-03,0,0.0,16
2020-04-04,0,0.0,11
2020-04-05,0,0.0,7
2020-04-06,0,0.0,34
2020-04-07,0,0.0,10
2020-04-08,1,0.0,30
2020-04-09,0,0.0,10
2020-04-10,0,0.0,21
2020-04-11,0,0.0,9
2020-04-12,0,0.0,16
2020-04-13,1,0.0,17
2020-04-14,0,0.0,11
2020-04-15,0,0.0,28
2020-04-16,2,0.0,22
2020-04-17,0,0.0,23
2020-04-18,0,0.0,4
2020-04-19,0,0.0,12
2020-04-20,0,0.0,11
2020-04-21,0,0.0,15
2020-04-22,1,0.0,18
2020-04-23,2,0.0,61
2020-04-24,0,0.0,14
2020-04-25,2,0.0,9
2020-04-26,1,0.0,14
2020-04-27,0,0.0,12
2020-04-28,0,0.0,20
2020-04-29,0,0.0,22
2020-04-30,0,0.0,26
2020-05-01,0,0.0,24
2020-05-02,0,0.0,3
2020-05-03,2,0.0,6
2020-05-04,0,0.0,15
2020-05-05,0,0.0,26
2020-05-06,0,0.0,11
2020-05-07,0,0.0,17
2020-05-08,0,0.0,14
2020-05-09,1,0.0,5
2020-05-10,0,1.0,10
2020-05-11,0,-0.19999999999999996,8
2020-05-12,4,0.9199999999999999,24
2020-05-13,0,-0.248,21
2020-05-14,0,-0.11360000000000009,15
2020-05-15,0,-0.07353600000000005,9
2020-05-16,0,-0.05402880000000002,3
2020-05-17,2,-0.04246272000000002,6
2020-05-18,0,-0.03481651199999995,13
2020-05-19,0,-0.029396070399999974,24
2020-05-20,0,-0.01438771199999994,10
2020-05-21,0,-0.012469350399999964,27
2020-05-22,0,0.0,14
2020-05-23,0,0.0,11
2020-05-24,0,0.0,3
2020-05-25,0,0.0,22
2020-05-26,0,0.0,17
2020-05-27,0,0.0,14
2020-05-28,2,0.0,25
2020-05-29,0,0.0,25
2020-05-30,0,0.0,18
2020-05-31,1,0.0,11
2020-06-01,0,0.0,10
2020-06-02,0,0.0,21
2020-06-03,0,0.0,12
2020-06-04,0,0.0,17
2020-06-05,0,0.0,17
2020-06-06,0,0.0,7
2020-06-07,0,0.0,8
2020-06-08,0,0.0,26
2020-06-09,0,0.0,13
2020-06-10,0,0.0,20
2020-06-11,0,0.0,12
2020-06-12,0,0.0,6
2020-06-13,0,0.0,12
2020-06-14,0,0.0,6
2020-06-15,0,0.0,15
2020-06-16,0,0.0,23
2020-06-17,0,0.0,17
2020-06-18,0,0.0,12
2020-06-19,0,0.0,45
2020-06-20,0,0.0,6
2020-06-21,0,0.0,26
2020-06-22,0,0.0,22
2020-06-23,0,0.0,10
2020-06-24,0,0.0,20
2020-06-25,0,0.0,21
2020-06-26,0,0.0,6
2020-06-27,0,0.0,9
2020-06-28,1,0.0,2
2020-06-29,0,0.0,21
2020-06-30,2,0.0,5
2020-07-01,0,0.0,23
2020-07-02,1,0.0,8
2020-07-03,0,0.0,9
2020-07-04,0,0.0,7
2020-07-05,0,0.0,7
2020-07-06,0,0.0,3
2020-07-07,0,0.0,3
2020-07-08,0,0.0,11
2020-07-09,0,0.0,29
2020-07-10,0,0.0,11
2020-07-11,0,0.0,25
2020-07-12,0,0.0,6
2020-07-13,0,0.0,14
2020-07-14,0,0.0,22
2020-07-15,0,0.0,27
2020-07-16,0,0.0,14
2020-07-17,0,0.0,4
2020-07-18,0,0.0,9
2020-07-19,0,0.0,17
2020-07-20,0,0.0,1
2020-07-21,0,0.0,13
2020-07-22,0,0.0,13
2020-07-23,0,0.0,8
2020-07-24,0,0.0,7
2020-07-25,0,0.0,4
2020-07-26,0,0.0,6
2020-07-27,0,0.0,7
2020-07-28,0,0.0,11
2020-07-29,0,0.0,14
2020-07-30,0,0.0,28
2020-07-31,0,0.0,13
2020-08-01,0,0.0,2
2020-08-02,0,0.0,11
2020-08-03,0,0.0,6
2020-08-04,0,0.0,10
2020-08-05,0,0.0,8
2020-08-06,0,0.0,10
2020-08-07,0,0.0,4
2020-08-08,0,0.0,25
2020-08-09,0,0.0,7
2020-08-10,0,0.0,5
2020-08-11,0,0.0,5
2020-08-12,0,0.0,23
2020-08-13,0,0.0,13
2020-08-14,0,0.0,17
2020-08-15,0,0.0,14
2020-08-16,0,0.0,9
2020-08-17,0,0.0,7
2020-08-18,0,0.0,17
2020-08-19,1,0.0,6
2020-08-20,0,0.0,6
2020-08-21,0,0.0,10
2020-08-22,0,0.0,1
2020-08-23,0,0.0,3
2020-08-24,0,0.0,17
2020-08-25,6,0.0,26
2020-08-26,1,0.0,30
2020-08-27,0,0.0,15
2020-08-28,0,0.0,17
2020-08-29,0,0.0,15
2020-08-30,0,0.0,6
2020-08-31,3,0.0,29
2020-09-01,2,0.0,14
2020-09-02,0,0.0,14
2020-09-03,0,0.0,32
2020-09-04,0,0.0,12
2020-09-05,0,0.0,12
2020-09-06,0,0.0,8
2020-09-07,10,0.0,38
2020-09-08,1,0.0,5
2020-09-09,0,0.0,10
2020-09-10,0,0.0,12
2020-09-11,0,0.0,6
2020-09-12,0,0.0,2
2020-09-13,0,0.0,2
2020-09-14,0,0.0,12
2020-09-15,0,0.0,10
2020-09-16,0,0.0,5
2020-09-17,0,0.0,6
2020-09-18,0,0.0,11
2020-09-19,0,0.0,7
2020-09-20,3,0.0,3
2020-09-21,0,0.0,9
2020-09-22,1,0.0,19
2020-09-23,0,0.0,16
2020-09-24,0,0.0,9
2020-09-25,0,0.0,3
2020-09-26,0,0.0,6
2020-09-27,0,0.0,2
2020-09-28,0,0.0,15
2020-09-29,0,0.0,23
2020-09-30,0,0.0,17
2020-10-01,0,0.0,12
2020-10-02,0,0.0,18
2020-10-03,1,0.0,9
2020-10-04,0,0.0,5
2020-10-05,0,0.0,5
2020-10-06,1,0.0,8
2020-10-07,1,0.0,2
2020-10-08,0,0.0,14
2020-10-09,0,0.0,24
2020-10-10,1,0.0,0
2020-10-11,2,0.0,5
2020-10-12,0,0.0,19
2020-10-13,0,0.0,22
2020-10-14,0,0.0,48
2020-10-15,0,0.0,21
2020-10-16,4,0.0,15
2020-10-17,0,0.0,4
2020-10-18,0,0.0,3
2020-10-19,0,0.0,14
2020-10-20,0,0.0,8
2020-10-21,0,0.0,11
2020-10-22,0,0.0,9
2020-10-23,0,0.0,8
2020-10-24,1,0.0,3
2020-10-25,0,0.0,8
2020-10-26,0,0.0,7
2020-10-27,0,0.0,17
2020-10-28,0,0.0,18
2020-10-29,0,0.0,10
2020-10-30,0,0.0,4
2020-10-31,0,0.0,2
2020-11-01,0,0.0,26
2020-11-02,0,0.0,16
2020-11-03,0,0.0,14
2020-11-04,0,0.0,21
2020-11-05,0,0.0,14
2020-11-06,0,0.0,9
2020-11-07,0,0.0,3
2020-11-08,0,0.0,0
2020-11-09,0,0.0,21
2020-11-10,0,0.0,6
2020-11-11,0,0.0,19
2020-11-12,0,0.0,19
2020-11-13,0,0.0,4
2020-11-14,0,0.0,11
2020-11-15,0,0.0,5
2020-11-16,0,0.0,8
2020-11-17,0,0.0,7
2020-11-18,0,0.0,24
2020-11-19,0,0.0,31
2020-11-20,0,0.0,14
2020-11-21,0,0.0,2
2020-11-22,0,0.0,3
2020-11-23,0,0.0,29
2020-11-24,0,0.0,21
2020-11-25,0,0.0,16
2020-11-26,0,0.0,14
2020-11-27,0,0.0,6
2020-11-28,0,0.0,4
2020-11-29,0,15.0,0
2020-11-30,0,-2.999999999999999,20
2020-12-01,0,-1.200000000000001,13
2020-12-02,0,-0.7200000000000005,13
2020-12-03,0,-0.5040000000000002,16
2020-12-04,0,0.6169599999999997,25
2020-12-05,0,-0.5064320000000001,2
2020-12-06,1,-0.3339008000000002,7
2020-12-07,0,-0.2638156799999991,30
2020-12-08,0,-0.22064025599999948,12
2020-12-09,0,-0.025536000000000014,14
2020-12-10,0,-0.02042880000000001,29
2020-12-11,0,-0.01692672000000001,6
2020-12-12,0,-0.01438771199999994,3
2020-12-13,0,-0.012469350399999964,7
2020-12-14,0,0.0,14
2020-12-15,0,0.0,15
2020-12-16,0,0.0,31
2020-12-17,0,0.0,28
2020-12-18,0,0.0,8
2020-12-19,0,0.0,4
2020-12-20,0,0.0,10
2020-12-21,0,0.0,22
2020-12-22,0,0.0,10
2020-12-23,0,0.0,3
2020-12-24,0,0.0,8
2020-12-25,0,0.0,6
2020-12-26,0,0.0,6
2020-12-27,0,0.0,9
2020-12-28,0,0.0,9
2020-12-29,0,0.0,3
2020-12-30,0,0.0,4
2020-12-31,0,0.0,8
2021-01-01,0,0.0,1
2021-01-02,0,0.0,16
2021-01-03,0,0.0,6
2021-01-04,0,0.0,8
2021-01-05,0,0.0,15
2021-01-06,1,0.0,6
2021-01-07,0,0.0,45
2021-01-08,0,0.0,27
2021-01-09,1,0.0,10
2021-01-10,0,0.0,10
2021-01-11,0,0.0,10
2021-01-12,0,0.0,12
2021-01-13,0,0.0,9
2021-01-14,0,0.0,4
2021-01-15,0,0.0,10
2021-01-16,0,0.0,1
2021-01-17,0,0.0,5
2021-01-18,0,0.0,13
2021-01-19,0,0.0,9
2021-01-20,0,0.0,3
2021-01-21,0,0.0,23
2021-01-22,0,0.0,8
2021-01-23,0,0.0,9
2021-01-24,0,0.0,8
2021-01-25,0,0.0,11
2021-01-26,0,0.0,13
2021-01-27,0,0.0,19
2021-01-28,0,0.0,36
2021-01-29,0,0.0,24
2021-01-30,0,0.0,6
2021-01-31,0,0.0,11
2021-02-01,0,0.0,18
2021-02-02,0,0.0,25
2021-02-03,0,0.0,13
2021-02-04,0,0.0,13
2021-02-05,0,0.0,8
2021-02-06,0,0.0,10
2021-02-07,0,0.0,1
2021-02-08,0,0.0,15
2021-02-09,0,0.0,24
2021-02-10,0,0.0,18
2021-02-11,4,0.0,15
2021-02-12,0,0.0,27
2021-02-13,0,0.0,5
2021-02-14,0,0.0,1
2021-02-15,0,0.0,15
2021-02-16,1,1.0,23
2021-02-17,3,0.8,30
2021-02-18,0,-0.28,39
2021-02-19,0,-0.1280000000000001,13
2021-02-20,0,-0.08160000000000005,2
2021-02-21,0,-0.05913600000000002,10
2021-02-22,0,-0.04596480000000003,25
2021-02-23,0,-0.03735552000000002,34
2021-02-24,0,-0.03131443199999995,7
2021-02-25,0,-0.026857062399999902,25
2021-02-26,0,-0.012469350399999964,16
2021-02-27,0,0.0,3
2021-02-28,0,0.0,4
2021-03-01,0,3.0,36
2021-03-02,0,-0.5999999999999999,20
2021-03-03,0,-0.2400000000000002,37
2021-03-04,0,-0.1440000000000001,18
2021-03-05,1,9.8992,15
2021-03-06,1,-0.07660799999999979,3
2021-03-07,3,4.738713599999999,14
2021-03-08,0,0.10921983999999973,19
2021-03-09,0,0.6448368639999997,11
2021-03-10,0,-1.2079680512000004,19
2021-03-11,0,-0.7129600000000004,13
2021-03-12,0,-0.5265408000000003,10
2021-03-13,0,-0.4185753599999995,3
2021-03-14,0,-0.34695884799999965,3
2021-03-15,0,5.814023987200001,23
2021-03-16,3,-0.33744496639999944,40
2021-03-17,0,0.2662858751999998,6
2021-03-18,0,15.4070612992,14
2021-03-19,0,5.470400000000001,20
2021-03-20,0,0.6851839999999991,7
2021-03-21,0,0.5302911999999989,11
2021-03-22,0,5.962874879999999,8
2021-03-23,0,1.1333422080000002,21
2021-03-24,0,-2.3812153344000007,13
2021-03-25,0,-0.3884877824000008,5
2021-03-26,0,12.7858635776,2
2021-03-27,0,-2.6766802943999988,1
2021-03-28,0,0.14587043839999936,7
2021-03-29,0,-1.4957694976000002,26
2021-03-30,0,-0.9241526271999998,19
2021-03-31,0,-0.6648384511999997,12
2021-04-01,0,-0.44554332160000004,24
2021-04-02,0,-0.3228625920000001,11
2021-04-03,0,-0.27168163839999915,10
2021-04-04,0,-0.22281205759999945,7
2021-04-05,0,-0.041244774399999844,37
2021-04-06,0,1.9750612992,20
2021-04-07,0,-0.3999999999999999,18
2021-04-08,0,-0.16000000000000014,15
2021-04-09,0,-0.09600000000000007,14
2021-04-10,0,-0.06720000000000002,2
2021-04-11,0,1.948928,6
2021-04-12,0,-0.44085759999999996,16
2021-04-13,0,-0.19385344000000015,21
2021-04-14,1,79.875224576,26
2021-04-15,0,2.907861299200004,14
2021-04-16,0,-1.2510720000000042,7
2021-04-17,3,-4.2008576000000035,14
2021-04-18,0,-2.9538534400000023,12
2021-04-19,0,-3.782055424000002,34
2021-04-20,0,11.249173299199999,18
2021-04-21,0,-4.9689088,11
2021-04-22,5,1.0797081600000036,15
2021-04-23,1,4.9923865600000035,19
2021-04-24,2,-2.848444825599999,1
2021-04-25,0,-1.3787447296000006,7
2021-04-26,0,-0.8705866752000002,10
2021-04-27,0,-0.6328567808000003,11
2021-04-28,2,-0.4874311679999993,22
2021-04-29,0,-0.4057081855999996,22
2021-04-30,2,-0.19296460799999984,11
2021-05-01,0,10.8350209024,31
2021-05-02,0,20.7002451968,9
2021-05-03,1,6.5200000000000005,24
2021-05-04,0,-4.768000000000002,26
2021-05-05,0,-1.433600000000002,24
2021-05-06,0,-0.8296960000000009,7
2021-05-07,0,1.5047551999999993,7
2021-05-08,0,-1.6904883200000005,2
2021-05-09,0,6.885675008,21
2021-05-10,0,10.525663129600002,19
2021-05-11,0,3.1537875968000013,23
2021-05-12,0,10.9124042752,25
2021-05-13,0,6.654599168,14
2021-05-14,0,6.6252747776,9
2021-05-15,0,-4.538230886400001,5
2021-05-16,0,3.5044517887999986,2
2021-05-17,0,-1.9332546560000003,13
2021-05-18,0,4.9782187008,10
2021-05-19,0,7.2265975808,31
2021-05-20,0,21.4907758592,14
2021-05-21,0,31.158154342400003,14
2021-05-22,0,-1.7587364864000001,6
2021-05-23,0,-4.813903974400003,2
2021-05-24,0,-4.285614592000002,43
2021-05-25,0,-2.919178854400001,23
2021-05-26,0,24.8380614656,18
2021-05-27,0,0.8723510272000015,32
2021-05-28,0,6.877467136,24
2021-05-29,0,3.6123351040000022,4
2021-05-30,0,3.3116218368000006,11
2021-05-31,0,-0.995271577600001,22
2021-06-01,0,-0.8560043008000013,13
2021-06-02,0,-1.2532838400000008,23
2021-06-03,0,2.228348416000001,37
2021-06-04,0,-2.119841996799999,9
2021-06-05,0,4.9000137728,10
2021-06-06,0,-1.9524937727999991,4
2021-06-07,0,4.0411003904000005,14
2021-06-08,0,-0.5873441791999996,8
2021-06-09,0,12.0335746048,21
2021-06-10,0,25.8197507072,36
2021-06-11,0,-3.2485929983999995,14
2021-06-12,0,-4.056717721600002,25
2021-06-13,0,-2.362806272000001,13
2021-06-14,0,-1.6782465024000006,30
2021-06-15,0,-1.2293836800000004,10
2021-06-16,0,-0.9913610240000001,11
2021-06-17,0,-0.7720996863999996,14
2021-06-18,0,-0.6470520831999977,21
