,mui/material-ui,ant-design/ant-design,twbs/bootstrap
2015-12-28,6.7883542528,33,0
2015-12-29,10.7415334912,18,4
2015-12-30,17.4389895168,19,2
2015-12-31,3.2435449856000007,17,4
2016-01-01,-0.2830981120000011,34,5
2016-01-02,4.034431487999999,9,1
2016-01-03,3.9420907520000004,2,0
2016-01-04,4.034232115199999,7,20
2016-01-05,8.136742911999999,6,4
2016-01-06,14.2891920384,15,58
2016-01-07,1.6204002304000014,21,22
2016-01-08,3.1646451712,8,3
2016-01-09,10.745035776,4,13
2016-01-10,2.5548753919999996,7,3
2016-01-11,19.466600140799997,25,16
2016-01-12,4.560787660800001,15,0
2016-01-13,5.830266572799999,29,7
2016-01-14,7.1143171072,32,10
2016-01-15,1.0594468864,19,6
2016-01-16,6.335748300799999,4,4
2016-01-17,2.9650925568,7,16
2016-01-18,11.487239168,7,14
2016-01-19,0.17150586880000063,27,7
2016-01-20,7.6470360064000005,23,4
2016-01-21,3.1169702912000004,14,11
2016-01-22,3.7302356991999996,15,0
2016-01-23,8.9613841408,10,6
2016-01-24,1.1117591551999997,3,8
2016-01-25,10.155103129599999,15,5
2016-01-26,4.9462478848,29,5
2016-01-27,12.2985250816,17,3
2016-01-28,9.0481191936,19,0
2016-01-29,0.8706619391999997,4,1
2016-01-30,3.333019340799999,10,0
2016-01-31,-3.3809185792000003,0,1
2016-02-01,10.1961980928,30,0
2016-02-02,-0.4750408703999991,17,0
2016-02-03,14.751813734399999,14,2
2016-02-04,8.451924992000002,1,15
2016-02-05,16.395951923200002,1,5
2016-02-06,7.7060352000000005,1,61
2016-02-07,12.376167731199999,0,43
2016-02-08,37.5980469248,0,28
2016-02-09,4.028361113599999,0,29
2016-02-10,16.211871436799996,0,0
2016-02-11,17.2632961024,3,6
2016-02-12,15.402119884799998,0,0
2016-02-13,-1.741468569600002,0,0
2016-02-14,4.457242931199998,2,5
2016-02-15,4.129865215999999,1,2
2016-02-16,-0.24547573759999874,4,33
2016-02-17,5.172715008,12,49
2016-02-18,0.36025477120000104,10,6
2016-02-19,9.4604635136,13,15
2016-02-20,1.4779163648000022,4,0
2016-02-21,9.697905459200001,8,0
2016-02-22,9.827648,26,0
2016-02-23,5.242426060800001,15,9
2016-02-24,14.7761830912,16,1
2016-02-25,-3.8822658047999994,15,3
2016-02-26,15.807031193599999,7,2
2016-02-27,7.366625689600001,1,10
2016-02-28,16.6844130304,0,11
2016-02-29,-1.0588510208000006,5,1
2016-03-01,5.354235494399999,6,1
2016-03-02,16.409754112,25,1
2016-03-03,6.369422745600001,15,4
2016-03-04,-0.8276157440000009,12,4
2016-03-05,5.0436492288,7,2
2016-03-06,1.8447728640000003,5,3
2016-03-07,8.631115878400001,17,15
2016-03-08,6.7777594368,10,0
2016-03-09,-0.16915732480000045,23,0
2016-03-10,9.112200601600001,81,4
2016-03-11,0.02684600320000108,23,6
2016-03-12,9.411666022399999,2,0
2016-03-13,2.2988133376000004,8,1
2016-03-14,-0.9350804479999999,30,7
2016-03-15,2.1364416512,23,2
2016-03-16,8.1745579008,19,7
2016-03-17,10.1450698752,9,1
2016-03-18,3.2008529920000006,14,0
2016-03-19,-0.08969707520000014,2,2
2016-03-20,-3.0384404480000002,5,0
2016-03-21,3.1289643008,13,0
2016-03-22,5.7418970112,19,5
2016-03-23,-0.9202317311999999,20,0
2016-03-24,11.996839936,11,7
2016-03-25,4.932280217600002,33,0
2016-03-26,-1.7698594816000002,1,0
2016-03-27,0.6770623487999994,3,2
2016-03-28,4.9885865983999995,30,0
2016-03-29,20.35588608,29,0
2016-03-30,-2.098329087999999,47,2
2016-03-31,2.3227644927999984,25,2
2016-04-01,5.644627251199999,25,0
2016-04-02,6.1772478464,0,3
2016-04-03,-2.0645093376000005,4,0
2016-04-04,-1.5921952768000014,2,3
2016-04-05,2.0952322047999994,25,1
2016-04-06,-1.1503065087999986,30,7
2016-04-07,0.4796745728000005,31,2
2016-04-08,4.7504958464,12,0
2016-04-09,2.0176336896000007,4,7
2016-04-10,4.1778724864,10,5
2016-04-11,8.847153152,20,9
2016-04-12,9.7478659072,18,2
2016-04-13,2.8165794816,29,1
2016-04-14,4.507564646399999,19,3
2016-04-15,7.468663705599999,21,1
2016-04-16,0.8047593472000001,4,0
2016-04-17,0.7101879295999991,5,6
2016-04-18,2.2364760063999993,13,1
2016-04-19,2.2699821056000005,9,1
2016-04-20,2.3529834496000004,9,0
2016-04-21,6.4749739008,11,4
2016-04-22,3.7991309312000006,10,0
2016-04-23,-0.08004843520000016,2,4
2016-04-24,0.7333677056000001,3,2
2016-04-25,-0.9127552000000003,14,1
2016-04-26,0.6423824383999999,9,0
2016-04-27,4.6936698880000005,24,0
2016-04-28,7.984964608,15,2
2016-04-29,-1.0578175999999995,17,0
2016-04-30,7.094259302399999,1,0
2016-05-01,3.1056704512,0,0
2016-05-02,4.356428492799999,0,0
2016-05-03,8.1572179968,5,0
2016-05-04,7.2514349056,3,0
2016-05-05,0.8311862271999999,15,0
2016-05-06,8.767178137599998,14,1
2016-05-07,11.695265792,8,0
2016-05-08,5.5505139712,8,32
2016-05-09,-2.0466502656000003,17,17
2016-05-10,0.6346791935999994,30,3
2016-05-11,0.054079795199999836,33,20
2016-05-12,2.5326171136,12,20
2016-05-13,2.4472211456000004,12,8
2016-05-14,-1.4855516159999995,3,3
2016-05-15,1.3297400832000008,15,2
2016-05-16,-1.6548777983999992,26,4
2016-05-17,3.1070007296,11,1
2016-05-18,-0.3531630591999999,22,1
2016-05-19,4.0738458624,18,1
2016-05-20,3.4369829888000005,9,3
2016-05-21,1.2051015680000003,6,0
2016-05-22,3.4967413759999997,1,2
2016-05-23,-1.8108836864,23,0
2016-05-24,2.0347762687999995,8,0
2016-05-25,3.754898432,7,0
2016-05-26,1.2643492863999999,24,6
2016-05-27,5.4979920896,44,0
2016-05-28,0.7319905280000003,5,2
2016-05-29,-0.7387514880000003,0,0
2016-05-30,-1.1751130112000001,1,2
2016-05-31,10.248921088,5,22
2016-06-01,3.2833648640000006,11,0
2016-06-02,-0.4933363712000003,24,2
2016-06-03,2.2811806719999996,15,4
2016-06-04,5.1730690048,0,15
2016-06-05,-0.44587130880000014,0,9
2016-06-06,2.3510714367999994,11,0
2016-06-07,-0.8027080704000005,2,0
2016-06-08,3.7459732480000003,2,2
2016-06-09,5.142990233600001,2,1
2016-06-10,-1.3477720064,6,1
2016-06-11,3.6224218111999997,7,0
2016-06-12,4.1243039744,9,0
2016-06-13,-0.2150765567999997,14,6
2016-06-14,4.4660877312,7,0
2016-06-15,0.8665636864000001,21,0
2016-06-16,1.2713962495999998,16,1
2016-06-17,0.36945254400000027,7,0
2016-06-18,0.6544484352,3,0
2016-06-19,-0.1848418303999999,8,0
2016-06-20,-0.9385072639999997,6,6
2016-06-21,0.4137537536,9,0
2016-06-22,-0.5896035327999997,15,2
2016-06-23,-0.3742889983999998,15,0
2016-06-24,1.7711817728000003,13,2
2016-06-25,0.4459342848000003,1,0
2016-06-26,4.5438231552,5,3
2016-06-27,5.7642447872,17,3
2016-06-28,7.0554039296,14,6
2016-06-29,-2.6990597120000004,6,7
2016-06-30,-1.3028629504000009,1,0
2016-07-01,2.1508377599999995,3,0
2016-07-02,1.7710018559999998,0,0
2016-07-03,7.6632143872,0,0
2016-07-04,6.4292458496,15,2
2016-07-05,-0.08020121599999985,8,1
2016-07-06,-0.14618286079999976,10,2
2016-07-07,0.3754814463999996,19,0
2016-07-08,-0.3482905600000006,16,4
2016-07-09,11.935573504,19,1
2016-07-10,15.6634211328,6,1
2016-07-11,0.6132036608000009,12,0
2016-07-12,-3.7620233216000005,7,7
2016-07-13,3.915565670399999,9,1
2016-07-14,-0.5788337152,1,2
2016-07-15,-1.9029992448000006,9,0
2016-07-16,-0.24873697280000062,3,2
2016-07-17,2.8587099136000003,5,2
2016-07-18,1.3625555968000014,10,0
2016-07-19,1.5351112704000007,8,1
2016-07-20,-1.2828340224,4,5
2016-07-21,0.3358842879999999,29,1
2016-07-22,14.3290356736,4,0
2016-07-23,0.6190113792000007,2,0
2016-07-24,5.732011007999999,13,8
2016-07-25,-2.8556867584,22,3
2016-07-26,-1.5053566976000008,19,11
2016-07-27,0.9975600127999997,8,14
2016-07-28,0.8682892287999999,1,8
2016-07-29,-1.1142917120000004,16,0
2016-07-30,-0.7154223103999994,5,3
2016-07-31,-0.5432048639999995,3,0
2016-08-01,6.716748902400001,9,0
2016-08-02,4.4083155968000005,11,9
2016-08-03,-1.8347110400000002,19,2
2016-08-04,-0.8786288640000006,13,3
2016-08-05,-0.5769141248,7,0
2016-08-06,5.5947092992,4,1
2016-08-07,0.5037824000000002,2,1
2016-08-08,-0.12105984000000047,11,0
2016-08-09,-0.8502743039999999,2,2
2016-08-10,2.4487882752000005,7,0
2016-08-11,-0.9432321023999998,7,0
2016-08-12,0.5527551999999997,4,0
2016-08-13,11.48804608,1,0
2016-08-14,0.2785914880000009,5,0
2016-08-15,1.1948737535999996,6,1
2016-08-16,-0.5502128128000003,5,0
2016-08-17,-1.0759855104000005,16,0
2016-08-18,-0.6948239360000001,7,1
2016-08-19,-0.5248883712000001,4,1
2016-08-20,-0.3890027520000002,10,2
2016-08-21,-0.3227244543999993,0,1
2016-08-22,-0.2640043007999994,6,13
2016-08-23,-0.0974979071999997,6,1
2016-08-24,1.9482042368,6,0
2016-08-25,-0.4124693503999999,7,0
2016-08-26,-0.16000000000000014,8,0
2016-08-27,4.904,0,0
2016-08-28,6.9328,5,0
2016-08-29,-2.051072,8,1
2016-08-30,-0.9208576000000008,3,0
2016-08-31,4.41414656,7,0
2016-09-01,-1.425255424,16,0
2016-09-02,-0.7313707008000004,2,0
2016-09-03,2.5119359999999995,0,0
2016-09-04,0.024647680000000283,0,0
2016-09-05,-0.7451284479999996,0,18
2016-09-06,-0.42589880319999995,0,7
2016-09-07,-0.23343360000000013,1,2
2016-09-08,0.8178534400000003,16,10
2016-09-09,-0.3491691519999998,9,8
2016-09-10,-0.15120896000000011,24,1
2016-09-11,-0.10808985599999987,3,0
2016-09-12,-0.08539576319999984,12,21
2016-09-13,-0.03800535039999998,12,1
2016-09-14,-0.02042880000000001,22,1
2016-09-15,-0.01692672000000001,0,4
2016-09-16,-0.01438771199999994,1,1
2016-09-17,0.9875306496,0,0
2016-09-18,-0.19999999999999996,24,0
2016-09-19,-0.08000000000000007,21,0
2016-09-20,-0.048000000000000036,9,0
2016-09-21,-0.03360000000000001,14,0
2016-09-22,-0.025536000000000014,9,2
2016-09-23,-0.02042880000000001,13,1
2016-09-24,-0.01692672000000001,0,0
2016-09-25,2.985612288,0,0
2016-09-26,-0.6124693503999998,14,1
2016-09-27,-0.2400000000000002,10,0
2016-09-28,0.8559999999999999,16,0
2016-09-29,1.6992,32,0
2016-09-30,-0.556608,23,0
2016-10-01,1.7307135999999999,11,0
2016-10-02,8.41961984,19,1
2016-10-03,3.9041008640000006,0,24
2016-10-04,-2.1249088512000003,0,1
2016-10-05,-1.0369843200000008,0,0
2016-10-06,-0.6897131520000004,11,1
2016-10-07,-0.5135263744,19,3
2016-10-08,1.6041326591999998,10,0
2016-10-09,3.296311296,6,41
2016-10-10,0.7840115712000006,13,26
2016-10-11,-1.0145504255999995,4,3
2016-10-12,-0.49401610240000005,11,1
2016-10-13,-0.28147200000000017,11,2
2016-10-14,-0.2102016000000001,19,0
2016-10-15,-0.1666406400000001,7,3
2016-10-16,3.862660096,3,1
2016-10-17,-0.9163429887999995,8,8
2016-10-18,0.6013471744,12,8
2016-10-19,-0.41693870080000006,11,23
2016-10-20,-0.21440000000000012,19,8
2016-10-21,-0.15014400000000008,18,0
2016-10-22,-0.11531520000000006,3,1
2016-10-23,-0.09324288000000006,0,0
2016-10-24,-0.07797964799999976,9,8
2016-10-25,1.9331958784,3,13
2016-10-26,-0.41438771199999985,11,6
2016-10-27,-0.1724693504000001,10,26
2016-10-28,-0.09600000000000007,17,25
2016-10-29,-0.06720000000000002,3,2
2016-10-30,-0.05107200000000003,5,14
2016-10-31,1.9591424,16,1
2016-11-01,0.5661465600000001,13,8
2016-11-02,-0.388775424,20,0
2016-11-03,-0.20093870080000006,11,1
2016-11-04,-0.11520000000000005,9,2
2016-11-05,2.915328,5,3
2016-11-06,1.3336064,12,2
2016-11-07,-0.6942822400000002,20,0
2016-11-08,0.6502978559999999,17,3
2016-11-09,0.5638735872,27,2
2016-11-10,0.5637226496,12,3
2016-11-11,-0.44035840000000015,20,0
2016-11-12,2.74676224,0,1
2016-11-13,0.21584742400000023,8,3
2016-11-14,1.4142517248000002,22,0
2016-11-15,0.2881697792,24,0
2016-11-16,0.4394567679999999,10,1
2016-11-17,-0.5299917824,9,5
2016-11-18,-0.3088794624000001,18,0
2016-11-19,7.7836496896,2,0
2016-11-20,-1.7600834559999996,3,0
2016-11-21,0.2283859967999995,16,0
2016-11-22,11.3373997056,22,0
2016-11-23,7.1949468672000005,25,8
2016-11-24,3.7608549375999996,13,3
2016-11-25,-2.9854997504000007,9,9
2016-11-26,6.395850239999999,9,45
2016-11-27,4.286037504,0,17
2016-11-28,2.1076128767999993,6,24
2016-11-29,-1.544548352000001,10,9
2016-11-30,1.2978093056,6,4
2016-12-01,1.2285156352000006,8,3
2016-12-02,4.376410112,14,7
2016-12-03,-2.1109808128000003,18,0
2016-12-04,0.9139312639999999,18,0
2016-12-05,-0.17093918719999945,10,36
2016-12-06,1.1243548672000003,11,2
2016-12-07,-0.918017024,9,0
2016-12-08,-0.5041854464000001,6,5
2016-12-09,0.6371964928000001,7,0
2016-12-10,2.5426720768000006,2,0
2016-12-11,0.1398296576000002,6,4
2016-12-12,3.425440256,3,1
2016-12-13,2.8692201472,8,0
2016-12-14,1.6644192256,11,0
2016-12-15,-0.26757550080000025,9,0
2016-12-16,-0.8701491200000004,10,0
2016-12-17,-0.5461406720000003,0,0
2016-12-18,4.5947815936000005,1,0
2016-12-19,-0.31142584319999966,11,2
2016-12-20,0.17545052159999996,10,16
2016-12-21,0.30136279040000014,4,2
2016-12-22,-0.6059672575999998,10,68
2016-12-23,-0.34107576320000005,2,42
2016-12-24,1.7782506496,2,30
2016-12-25,4.4358016,5,32
2016-12-26,0.7051699200000003,4,6
2016-12-27,-0.010089984000000163,8,14
2016-12-28,0.28901621759999974,4,45
2016-12-29,-0.6219290624000001,2,48
2016-12-30,0.6237930495999998,16,0
2016-12-31,0.5313305599999999,6,20
2017-01-01,1.506597376,6,7
2017-01-02,1.2953044992000002,4,15
2017-01-03,1.229922304,7,6
2017-01-04,1.2286108672,10,20
2017-01-05,1.2039781376,13,7
2017-01-06,12.1759031296,6,8
2017-01-07,1.9535559679999999,8,0
2017-01-08,-2.355840102400001,14,1
2017-01-09,-0.25822781440000075,29,0
2017-01-10,0.9437028351999999,9,3
2017-01-11,5.8916068352,10,3
2017-01-12,3.9111780352,8,1
2017-01-13,3.7344945151999998,14,0
2017-01-14,-0.4053485567999999,12,1
2017-01-15,0.29125908480000007,6,7
2017-01-16,-1.3484830720000003,9,13
2017-01-17,-0.8020587520000004,7,0
2017-01-18,0.40127938559999987,0,2
2017-01-19,2.3319421952000003,14,0
2017-01-20,2.9528983552000003,16,0
2017-01-21,-1.3238534143999994,3,13
2017-01-22,0.3649550335999999,12,6
2017-01-23,5.4279498752,13,3
2017-01-24,2.4636244992000003,9,8
2017-01-25,-1.5083571200000003,9,2
2017-01-26,-0.7884830720000005,8,2
2017-01-27,-0.5424753664,11,0
2017-01-28,0.5969963008000002,0,2
2017-01-29,12.5084790784,0,0
2017-01-30,-1.8776632319999997,9,0
2017-01-31,2.5454974975999995,13,0
2017-02-01,1.3300330496000001,1,0
2017-02-02,-0.48021340160000014,0,0
2017-02-03,-1.0179968000000006,5,0
2017-02-04,-0.6664371200000004,5,3
2017-02-05,-0.5058078720000002,1,5
2017-02-06,5.591640473600001,7,0
2017-02-07,8.468981452800001,13,0
2017-02-08,-2.6212291584,13,4
2017-02-09,4.8020327424,16,2
2017-02-10,7.0666042368,12,0
2017-02-11,12.2183146496,0,0
2017-02-12,-0.38593279999999996,0,2
2017-02-13,-0.9394483200000012,16,2
2017-02-14,5.848790527999999,7,0
2017-02-15,7.9729099776000005,15,0
2017-02-16,0.13644697600000022,21,0
2017-02-17,0.22155724799999899,13,0
2017-02-18,-1.3077935103999998,9,0
2017-02-19,0.35750768640000063,20,0
2017-02-20,-1.4811709439999996,42,0
2017-02-21,-0.8497273856000002,21,1
2017-02-22,2.3858424832000003,20,1
2017-02-23,-0.07974891519999905,16,0
2017-02-24,-0.7569946623999997,22,0
2017-02-25,6.6251751424,9,2
2017-02-26,5.365550796800001,12,2
2017-02-27,0.8885472256,20,2
2017-02-28,0.39223889919999944,17,0
2017-03-01,2.7175910399999994,14,0
2017-03-02,0.421958144,21,1
2017-03-03,1.7096506367999997,11,7
2017-03-04,-1.3697659904000004,0,2
2017-03-05,2.198040576,13,11
2017-03-06,-1.1929811967999995,22,0
2017-03-07,-0.6378892287999999,9,1
2017-03-08,1.6046440448000001,13,2
2017-03-09,1.3215706112000003,10,1
2017-03-10,-0.7660409855999999,22,0
2017-03-11,5.6146117632,3,0
2017-03-12,3.5486117888,2,2
2017-03-13,0.35856486399999987,13,3
2017-03-14,-1.2173376512000003,12,0
2017-03-15,-0.6763110400000004,5,1
2017-03-16,-0.47984486400000015,11,0
2017-03-17,-0.37116692479999996,15,0
2017-03-18,4.7202849792,13,10
2017-03-19,10.788182528,10,10
2017-03-20,0.019391897600000707,12,19
2017-03-21,4.1088778239999995,12,3
2017-03-22,-2.2089387008,9,2
2017-03-23,-0.1548800000000008,8,2
2017-03-24,-0.9973760000000005,18,16
2017-03-25,5.3120128,2,0
2017-03-26,0.2624384000000002,1,16
2017-03-27,1.6780477440000006,53,2
2017-03-28,3.6321083392,18,11
2017-03-29,1.3182368768000003,11,0
2017-03-30,2.5438411776,12,1
2017-03-31,-0.5688325120000002,7,1
2017-04-01,6.936504729599999,16,0
2017-04-02,2.7180538880000005,10,5
2017-04-03,-2.1555236864000005,2,2
2017-04-04,0.8662341631999995,4,0
2017-04-05,2.8238220288,17,0
2017-04-06,5.474066432000001,8,0
2017-04-07,-1.2189960191999996,5,3
2017-04-08,7.6789771263999995,4,18
2017-04-09,-2.613676646399999,3,16
2017-04-10,2.6821050368,14,5
2017-04-11,0.37773260799999986,10,3
2017-04-12,-0.2874199040000003,21,5
2017-04-13,6.9967706112,19,3
2017-04-14,2.7382226944000005,4,1
2017-04-15,-1.1113576448,8,0
2017-04-16,5.7076540416,1,8
2017-04-17,-1.2351246336,2,1
2017-04-18,0.7078789119999995,0,3
2017-04-19,0.7637100543999997,7,2
2017-04-20,-1.1456201728000002,3,4
2017-04-21,-0.7009854463999998,4,1
