,decaporg/decap-cms,TryGhost/Ghost,strapi/strapi
2016-05-05,0,6,-0.13216682646562497
2016-05-06,0,1,-0.05949999999999997
2016-05-07,0,6,-0.0401625
2016-05-08,0,17,-0.029720249999999997
2016-05-09,0,4,-0.023280862499999996
2016-05-10,0,0,-0.018957273750000003
2016-05-11,0,34,-0.015876716765625045
2016-05-12,0,13,-0.013583413232812524
2016-05-13,0,11,0.0
2016-05-14,0,3,2.0
2016-05-15,0,2,-0.6000000000000001
2016-05-16,0,9,-0.20999999999999985
2016-05-17,0,9,-0.11899999999999994
2016-05-18,0,10,-0.080325
2016-05-19,0,8,-0.05944049999999999
2016-05-20,0,23,-0.04656172499999999
2016-05-21,0,4,-0.037914547500000007
2016-05-22,0,9,-0.03175343353125009
2016-05-23,0,10,-0.027166826465625047
2016-05-24,0,8,0.0
2016-05-25,0,5,0.0
2016-05-26,0,0,5.0
2016-05-27,0,8,-1.5000000000000002
2016-05-28,0,3,-0.5249999999999997
2016-05-29,0,2,-0.2974999999999999
2016-05-30,1,6,-0.20081249999999998
2016-05-31,2,2,-0.14860125
2016-06-01,0,9,-0.11640431249999998
2016-06-02,0,9,-0.09478636875000002
2016-06-03,0,12,-0.07938358382812523
2016-06-04,0,7,-0.06791706616406262
2016-06-05,2,1,0.0
2016-06-06,8,7,0.0
2016-06-07,4,6,0.0
2016-06-08,4,8,0.0
2016-06-09,0,27,0.0
2016-06-10,3,25,0.0
2016-06-11,0,12,0.0
2016-06-12,0,0,0.0
2016-06-13,0,16,0.0
2016-06-14,0,14,0.0
2016-06-15,0,15,0.0
2016-06-16,4,6,0.0
2016-06-17,4,6,0.0
2016-06-18,6,12,0.0
2016-06-19,0,1,0.0
2016-06-20,0,6,0.0
2016-06-21,0,10,0.0
2016-06-22,3,3,0.0
2016-06-23,0,6,0.0
2016-06-24,0,0,0.0
2016-06-25,0,0,0.0
2016-06-26,0,2,0.0
2016-06-27,0,3,0.0
2016-06-28,0,7,0.0
2016-06-29,0,11,4.0
2016-06-30,9,6,0.7999999999999998
2016-07-01,0,1,-1.0199999999999998
2016-07-02,0,1,-0.44799999999999973
2016-07-03,0,0,-0.27964999999999995
2016-07-04,0,2,3.800794
2016-07-05,2,4,3.6474360499999996
2016-07-06,13,2,-0.04239082000000005
2016-07-07,10,1,-0.46442141456249986
2016-07-08,13,3,-1.0542370864625
2016-07-09,0,4,-0.5708603264656249
2016-07-10,0,0,-0.3815496999999999
2016-07-11,3,2,0.7081635925
2016-07-12,5,3,3.4654247891875
2016-07-13,5,1,-1.4999126467593755
2016-07-14,1,9,2.4018722265546875
2016-07-15,2,15,-1.2212060432312501
2016-07-16,0,0,-0.5189536632328122
2016-07-17,0,0,-0.3206618624999999
2016-07-18,3,5,-0.23256822374999997
2016-07-19,6,6,-0.18086656176562504
2016-07-20,3,3,-0.14693286779531267
2016-07-21,1,6,-0.1112054741812501
2016-07-22,0,7,-0.04763015029687513
2016-07-23,0,0,-0.04075023969843757
2016-07-24,0,1,0.0
2016-07-25,0,2,1.0
2016-07-26,0,10,1.7
2016-07-27,0,3,-0.7050000000000001
2016-07-28,1,6,-0.26949999999999985
2016-07-29,0,5,-0.15916249999999993
2016-07-30,0,1,-0.11004524999999998
2016-07-31,0,3,-0.08272136249999999
2016-08-01,3,6,-0.06551899875
2016-08-02,1,1,-0.053791264265625055
2016-08-03,5,1,-0.04533684676406261
2016-08-04,2,1,0.9728331735343749
2016-08-05,1,0,0.7
2016-08-06,4,14,-0.40499999999999997
2016-08-07,0,4,-0.1644999999999999
2016-08-08,2,1,1.9003375
2016-08-09,0,0,1.3301172499999998
2016-08-10,1,11,2.1369988875
2016-08-11,4,5,-0.27123813625000004
2016-08-12,0,5,0.15084100948437518
2016-08-13,0,4,-0.7527256299984375
2016-08-14,0,0,-0.40457313823281243
2016-08-15,0,2,0.7267004775000001
2016-08-16,0,0,2.49060668146875
2016-08-17,2,4,0.8262068062531247
2016-08-18,6,8,2.9084648869875
2016-08-19,0,7,7.295753269785937
2016-08-20,0,1,-3.4186678799984374
2016-08-21,0,0,-1.3893500257328117
2016-08-22,0,10,14.15560963875
2016-08-23,1,13,-0.09965376301562578
2016-08-24,0,8,-2.534733811029687
2016-08-25,2,12,3.9246394692703133
2016-08-26,0,4,10.933773342721874
2016-08-27,0,0,-5.733340353821876
2016-08-28,0,0,-2.487227406595311
2016-08-29,3,6,-1.5044586687499995
2016-08-30,2,2,3.9031855172656242
2016-08-31,20,0,5.642139268929687
2016-09-01,0,9,-0.4484695004296877
2016-09-02,0,0,3.5882544536734375
2016-09-03,0,0,-3.0955870141156256
2016-09-04,3,0,-1.4685690352593745
2016-09-05,10,0,3.1683461875
2016-09-06,3,8,1.1888309812499998
2016-09-07,0,0,-1.799205861328125
2016-09-08,4,0,0.05551220346093744
2016-09-09,4,0,2.090808901340625
2016-09-10,0,0,-1.3803790402921878
2016-09-11,3,0,-0.6382846793968748
2016-09-12,3,0,-0.36433418249999994
2016-09-13,32,0,-0.2705864383125002
2016-09-14,3,35,-0.21440541572812521
2016-09-15,11,4,-0.12955010094843755
2016-09-16,6,0,-0.07274853801562506
2016-09-17,0,0,-0.06121356352968765
2016-09-18,0,0,-0.04075023969843757
2016-09-19,5,14,0.0
2016-09-20,2,53,0.0
2016-09-21,0,3,0.0
2016-09-22,15,1,0.0
2016-09-23,1,5,1.0
2016-09-24,0,2,-0.30000000000000004
2016-09-25,0,0,2.895
2016-09-26,4,19,1.0404999999999998
2016-09-27,7,2,1.0448375
2016-09-28,5,2,6.98177975
2016-09-29,6,1,-2.8727683625
2016-09-30,3,8,0.8525569762500007
2016-10-01,0,2,-1.3014848042656249
2016-10-02,0,1,-0.7077574594828123
2016-10-03,9,10,-0.48886842279687504
2016-10-04,1,3,3.6230098792703123
2016-10-05,11,6,7.529981050003125
2016-10-06,18,5,-3.320742285590625
2016-10-07,2,16,-1.3295818533624995
2016-10-08,0,1,-0.7279034335312499
2016-10-09,0,0,-0.507510326465625
2016-10-10,6,31,-0.3606057
2016-10-11,10,8,-0.28535685749999995
2016-10-12,7,4,2.7658776691874998
2016-10-13,13,6,1.9027758961781243
2016-10-14,3,7,-0.3372507190953127
2016-10-15,0,0,-0.7934999999999998
2016-10-16,0,0,-0.40398749999999983
2016-10-17,3,14,-0.26914825
2016-10-18,6,5,-0.19916583749999994
2016-10-19,3,3,-0.15643465875
2016-10-20,8,0,1.8722171659531248
2016-10-21,6,14,5.292662336254687
2016-10-22,8,2,-2.066626956464063
2016-10-23,1,0,-0.762583413232812
2016-10-24,4,7,7.5626750000000005
2016-10-25,1,3,-0.7004155000000005
2016-10-26,4,2,-1.6648832249999994
2016-10-27,12,1,-0.8635997224999996
2016-10-28,5,10,-0.5857970760312501
2016-10-29,0,0,-0.44051412705937526
2016-10-30,2,0,-0.3271878793968751
2016-10-31,8,9,10.801780085
2016-11-01,6,0,-3.464928281625001
2016-11-02,5,2,-1.2954207393937494
2016-11-03,0,10,-0.6816668264656247
2016-11-04,1,0,8.5582125
2016-11-05,0,6,-3.02692275
2016-11-06,0,1,-1.2010894874999993
2016-11-07,0,10,2.2559699887500004
2016-11-08,0,7,1.5638936155781245
2016-11-09,0,7,-0.6318997955609376
2016-11-10,0,4,-1.0030277624999997
2016-11-11,13,0,-0.5746029637499999
2016-11-12,5,0,-0.41203870089062533
2016-11-13,0,0,-0.32141655659531265
2016-11-14,0,25,-0.15643465875
2016-11-15,0,5,-0.12778283404687513
2016-11-16,2,8,-0.1073376637453127
2016-11-17,6,7,-0.056626956464062614
2016-11-18,0,0,3.9864165867671875
2016-11-19,0,0,-1.2000000000000002
2016-11-20,0,0,-0.4199999999999997
2016-11-21,2,1,-0.23799999999999988
2016-11-22,0,0,5.83935
2016-11-23,9,0,-0.9188810000000003
2016-11-24,0,0,7.97687655
2016-11-25,0,0,-0.23782909499999993
2016-11-26,0,7,-2.2089818670624997
2016-11-27,0,5,-1.1233176529312496
2016-11-28,0,2,1.2906320750000002
2016-11-29,7,0,-1.124994255
2016-11-30,3,0,-0.62290608684375
2016-12-01,5,2,4.5431647525875
2016-12-02,4,0,9.206329314626561
2016-12-03,0,2,-4.054321369392188
2016-12-04,0,0,-1.5398119646984365
2016-12-05,0,0,10.1067729525
2016-12-06,0,0,-3.9221421835312507
2016-12-07,3,0,4.374506111034376
2016-12-08,0,0,-2.80537585625
2016-12-09,0,4,-0.35970109507812476
2016-12-10,0,0,-1.226483700585938
2016-12-11,0,0,0.24851796693906225
2016-12-12,3,0,-0.74635151125
2016-12-13,0,0,-0.4594915594218754
2016-12-14,0,0,-0.3523814380609378
2016-12-15,3,0,-0.15870366309375025
2016-12-16,0,0,-0.13017800314687514
2016-12-17,0,0,-0.03915757926562504
2016-12-18,0,0,3.9674593130171876
2016-12-19,0,0,-1.2158767167656253
2016-12-20,1,1,2.566416586767188
2016-12-21,0,1,-1.138
2016-12-22,0,0,-0.4756499999999998
2016-12-23,9,0,-0.2973809999999999
2016-12-24,0,0,-0.21361094999999997
2016-12-25,0,2,-0.164989845
2016-12-26,0,0,-0.13334945456250016
2016-12-27,3,0,-0.1112054741812501
2016-12-28,9,0,-0.04763015029687513
2016-12-29,2,0,-0.04075023969843757
2016-12-30,10,0,0.0
2016-12-31,0,0,0.0
2017-01-01,0,0,0.0
2017-01-02,3,0,0.0
2017-01-03,0,0,0.0
2017-01-04,0,45,7.0
2017-01-05,1,1,-0.10000000000000053
2017-01-06,0,1,4.665000000000001
2017-01-07,0,0,-2.4265
2017-01-08,0,2,-1.0301374999999995
2017-01-09,0,3,8.354633250000001
2017-01-10,0,4,-3.1633815375000003
2017-01-11,6,6,0.6974158587500006
2017-01-12,2,1,-0.42423673985937516
2017-01-13,5,9,-1.1120434686609375
2017-01-14,0,0,0.3860906229406249
2017-01-15,0,1,6.269146758103125
2017-01-16,5,4,-2.4752184637500005
2017-01-17,0,4,1.9863275741093753
2017-01-18,2,1,-0.5401086290953125
2017-01-19,8,7,0.023431542718750142
2017-01-20,0,6,2.1421338442687503
2017-01-21,1,0,-1.3804942244828124
2017-01-22,3,2,-0.6524008830156247
2017-01-23,1,8,4.557054231907812
2017-01-24,2,9,1.1745556736203122
2017-01-25,0,11,-1.604029036546875
2017-01-26,3,14,1.2420731822859377
2017-01-27,0,0,-1.0656444512484375
2017-01-28,0,0,0.4596976864703125
2017-01-29,0,0,-0.6653153021984375
2017-01-30,0,10,4.65004604375
2017-01-31,2,4,-1.7551959050781254
2017-02-01,0,9,1.2727285585390626
2017-02-02,1,2,-1.0058850371984376
2017-02-03,1,6,4.53415320396875
2017-02-04,0,10,-1.8137253502156252
2017-02-05,0,0,-0.7376060292656247
2017-02-06,0,9,0.5346897180171876
2017-02-07,1,4,-0.6267578088281253
2017-02-08,4,19,-0.3594328636640625
2017-02-09,0,2,-0.20765774603125003
2017-02-10,0,6,-0.16211569521562505
2017-02-11,0,6,-0.10910383382812522
2017-02-12,0,0,-0.09119792866406262
2017-02-13,0,2,-0.018957273750000003
2017-02-14,0,3,4.984123283234375
2017-02-15,0,4,0.48641658676718724
2017-02-16,0,4,-1.1249999999999998
2017-02-17,0,19,-0.5074999999999997
2017-02-18,1,5,-0.31981249999999994
2017-02-19,0,2,-0.22892625
2017-02-20,0,0,-0.17584481249999998
2017-02-21,1,10,-0.14134809375000001
2017-02-22,8,2,-0.11729813132812524
2017-02-23,0,5,-0.09967049969531272
2017-02-24,1,3,-0.027166826465625047
2017-02-25,0,0,0.0
2017-02-26,0,0,0.0
2017-02-27,0,6,0.0
2017-02-28,0,4,0.0
2017-03-01,0,23,0.0
2017-03-02,0,32,6.0
2017-03-03,0,23,0.19999999999999973
2017-03-04,0,0,-1.2299999999999995
2017-03-05,0,0,-0.5669999999999997
2017-03-06,5,2,1.640025
2017-03-07,1,3,2.1413535
2017-03-08,0,23,-1.309125675
2017-03-09,2,4,3.4056946325000004
2017-03-10,0,3,-1.5919998480937503
2017-03-11,2,1,-0.7131819129281249
2017-03-12,0,0,-0.4008893014656249
2017-03-13,0,13,-0.26840713499999996
2017-03-14,2,26,9.79249374521875
2017-03-15,9,6,-0.16792042676250052
2017-03-16,8,2,-2.066579334698437
2017-03-17,4,1,-0.9735068670624998
2017-03-18,0,0,2.36554134706875
2017-03-19,0,0,-1.3176900000000002
2017-03-20,6,12,0.3630306250000003
2017-03-21,4,6,-0.737915325
2017-03-22,2,5,-0.4411264889062504
2017-03-23,1,5,-0.33212503262500037
2017-03-24,0,5,0.8492446728015625
2017-03-25,0,0,-0.38659207125000006
2017-03-26,0,1,-0.17591101279687504
2017-03-27,0,0,-0.11920751344843755
2017-03-28,2,3,-0.05603921676562504
2017-03-29,1,5,-0.04330366323281252
2017-03-30,0,5,-0.023280862499999996
2017-03-31,3,0,-0.018957273750000003
2017-04-01,0,0,-0.015876716765625045
2017-04-02,0,0,-0.013583413232812524
2017-04-03,1,5,2.0
2017-04-04,2,27,-0.6000000000000001
2017-04-05,4,22,-0.20999999999999985
2017-04-06,1,11,-0.11899999999999994
2017-04-07,1,9,2.919675
2017-04-08,1,1,-0.9594405000000001
2017-04-09,2,0,-0.3615617249999998
2017-04-10,1,7,1.7835854525000001
2017-04-11,5,18,14.247759066468749
2017-04-12,0,0,-3.8263275764656255
2017-04-13,4,5,-2.063842587499999
2017-04-14,15,4,-1.1346968212499995
2017-04-15,0,4,-0.7690081502968751
2017-04-16,0,0,-0.5732782146984375
2017-04-17,2,7,-0.41684773499999994
2017-04-18,5,1,-0.33939340228125014
2017-04-19,6,12,-0.2842748517000007
2017-04-20,1,4,0.7803720847421871
2017-04-21,5,0,5.686416586767187
2017-04-22,0,0,-1.9050000000000002
2017-04-23,0,0,-0.6894999999999996
2017-04-24,21,17,-0.3971624999999998
2017-04-25,3,8,1.72930475
2017-04-26,3,0,-0.8016023625
2017-04-27,0,0,-0.36864244874999985
2017-04-28,1,0,-0.248620359265625
2017-04-29,0,0,-0.18916871382656278
2017-04-30,0,0,-0.14094097939687514
2017-05-01,1,0,-0.04656172499999999
2017-05-02,1,2,-0.037914547500000007
2017-05-03,1,0,7.96824656646875
2017-05-04,4,0,-0.4271668264656254
2017-05-05,14,0,-0.4399999999999995
2017-05-06,0,0,3.0140000000000002
2017-05-07,1,2,-1.7453
2017-05-08,1,3,-0.7975869999999996
2017-05-09,1,3,3.4761501
2017-05-10,2,7,4.411409835
2017-05-11,4,1,6.472909855875
2017-05-12,0,9,-0.8205014631437502
2017-05-13,1,0,-2.481522638231249
2017-05-14,0,0,-1.2874462802953122
2017-05-15,1,8,-0.8657411029312498
2017-05-16,2,1,0.3965159800000001
2017-05-17,3,3,9.2240609779375
2017-05-18,5,3,-3.4950520047750007
2017-05-19,0,0,-1.3907627515374998
2017-05-20,0,0,-0.8050433693921876
2017-05-21,0,1,-0.4720954896984375
2017-05-22,3,4,-0.3204833625
2017-05-23,0,10,-0.25176589875
2017-05-24,0,6,-0.20544945426562508
2017-05-25,4,0,-0.172350580889063
2017-05-26,0,0,-0.13583413232812525
2017-05-27,0,0,0.0
2017-05-28,0,0,0.0
2017-05-29,0,4,1.0
2017-05-30,0,9,-0.30000000000000004
2017-05-31,0,7,-0.10499999999999993
2017-06-01,7,8,-0.05949999999999997
2017-06-02,0,0,-0.0401625
2017-06-03,0,0,-0.029720249999999997
2017-06-04,0,2,-0.023280862499999996
2017-06-05,5,1,-0.018957273750000003
2017-06-06,0,6,2.984123283234375
2017-06-07,3,5,-0.9135834132328127
2017-06-08,6,13,0.6850000000000003
2017-06-09,2,0,5.5215
2017-06-10,0,0,-2.0254875
2017-06-11,0,0,-0.7786607499999996
2017-06-12,1,2,-0.4670050874999998
2017-06-13,1,4,-0.32756707125
2017-06-14,3,1,-0.24923251279687508
2017-06-15,1,7,3.8006073115515626
2017-06-16,1,0,-1.3296203592656253
2017-06-17,0,0,3.4711562861734375
2017-06-18,0,0,-0.5195004793968752
2017-06-19,1,6,2.1193500000000003
2017-06-20,2,3,8.638119
2017-06-21,0,4,-2.62827345
2017-06-22,4,11,-1.7633725949999992
2017-06-23,1,4,0.9931619329375001
2017-06-24,3,0,-1.30372936043125
2017-06-25,1,0,0.3003282716875
2017-06-26,0,0,-0.808611065946875
2017-06-27,0,1,-0.4593921635296876
2017-06-28,1,0,1.6625848188953118
2017-06-29,0,1,-0.8384350740937504
2017-06-30,1,0,-0.2912182107328124
2017-07-01,2,0,4.82596570396875
2017-07-02,0,0,-1.6264491002156252
2017-07-03,0,0,-0.6003172167656248
2017-07-04,2,3,1.6423548617671875
2017-07-05,0,4,-0.8387270475
2017-07-06,0,4,10.60964531646875
2017-07-07,0,2,-1.5625711389656258
2017-07-08,0,0,-1.9301113687499991
2017-07-09,0,2,-1.0033240838281245
2017-07-10,13,11,6.324733708835938
2017-07-11,0,9,5.454837702499999
2017-07-12,0,0,8.51771657896875
2017-07-13,0,1,11.861241437284376
2017-07-14,0,0,-6.329695931921875
2017-07-15,0,0,-3.5095127290921866
2017-07-16,0,0,-2.0263448639656243
2017-07-17,0,0,17.58214668375
2017-07-18,0,5,2.212427692640624
2017-07-19,0,0,17.429920175745313
2017-07-20,0,16,0.37975757669999943
2017-07-21,0,7,5.834550082440625
2017-07-22,1,5,-7.491441991723438
2017-07-23,1,0,-3.6071395507328115
2017-07-24,0,0,20.57159328625
2017-07-25,2,2,0.27295208020312245
2017-07-26,0,5,15.428835526435938
2017-07-27,5,10,-0.8931391547046879
2017-07-28,0,5,2.8131322692390635
2017-07-29,0,0,-5.64125970028125
2017-07-30,0,0,-3.7486014595265615
2017-07-31,0,19,18.63914694125
2017-08-01,1,16,2.9234338256406236
2017-08-02,2,13,5.075738259754687
2017-08-03,0,13,9.090817173310938
2017-08-04,0,1,-1.2124916420125
2017-08-05,0,3,-4.859887910501563
2017-08-06,0,0,-1.436481711593749
2017-08-07,0,0,5.211481350517188
2017-08-08,0,7,12.752527086671874
2017-08-09,1,2,6.632919102689062
2017-08-10,0,10,2.622734185751562
2017-08-11,2,1,5.56474929420625
2017-08-12,0,0,-6.797515127834375
2017-08-13,0,0,-3.2576413068953114
2017-08-14,0,2,13.875521800735939
2017-08-15,2,18,-6.381538789340626
2017-08-16,2,5,23.086575051621875
2017-08-17,10,11,14.325864852823436
2017-08-18,0,2,3.8509777620843746
2017-08-19,0,0,-7.368878733515626
2017-08-20,4,0,-5.182719758793748
2017-08-21,0,2,6.857557120000001
2017-08-22,0,14,10.705946606749999
2017-08-23,0,0,22.354906820775
2017-08-24,0,7,3.4485773565937485
2017-08-25,80,1,4.631244222321875
2017-08-26,0,0,-9.506869716571874
2017-08-27,0,0,-4.675712257023436
2017-08-28,0,1,1.9840591360343756
2017-08-29,3,12,7.2615290773437495
2017-08-30,2,2,3.3981226369218733
2017-08-31,2,7,5.501334567806249
2017-09-01,6,1,-2.046201471484376
2017-09-02,0,2,-3.936374113209375
2017-09-03,1,0,-2.083040760992187
2017-09-04,0,2,5.701854393750001
2017-09-05,6,11,2.9149858924218743
2017-09-06,5,1,3.676853098164062
2017-09-07,7,13,5.259538542298436
2017-09-08,1,0,13.554138801482813
2017-09-09,3,0,8.576558837376563
2017-09-10,2,1,-7.90225869043125
2017-09-11,2,5,-2.592890341249998
2017-09-12,0,10,12.369746052640625
2017-09-13,1,1,3.6848626280265613
2017-09-14,0,5,6.10766751449375
2017-09-15,6,0,1.4656384289796875
2017-09-16,8,0,-5.598505750876563
2017-09-17,0,0,-2.923238518940625
2017-09-18,3,4,15.159342677025
2017-09-19,1,6,11.689012551984375
2017-09-20,1,6,9.856560747782812
2017-09-21,1,9,15.922247448851563
2017-09-22,2,2,-10.621775423515626
2017-09-23,0,0,-5.5141839429187485
2017-09-24,0,0,-3.3548314683624993
2017-09-25,1,12,11.66014382125
2017-09-26,15,12,9.986640612484372
2017-09-27,0,4,18.260328333260937
2017-09-28,1,15,-1.340495046221875
2017-09-29,9,0,4.095348368918751
2017-09-30,0,0,5.388854452414063
2017-10-01,3,0,-6.614264488232812
2017-10-02,8,1,3.8087528675000017
2017-10-03,23,12,-3.1885453397187504
2017-10-04,25,13,-2.548148496009375
2017-10-05,12,8,-2.5115980851312507
2017-10-06,3,3,-0.617094659209376
2017-10-07,1,0,-1.2736671547656258
2017-10-08,0,0,-0.7792054504968757
2017-10-09,3,6,1.5200987462078122
2017-10-10,3,6,23.15804494264219
2017-10-11,6,2,24.400901736856248
2017-10-12,0,3,21.69467559426875
2017-10-13,3,7,1.8991343130171892
2017-10-14,1,0,-11.613217216765623
2017-10-15,0,0,-5.86663113823281
2017-10-16,1,0,19.0752717525
2017-10-17,0,4,4.1750333964687485
2017-10-18,3,4,2.073365636159375
2017-10-19,3,7,-7.012878824087501
2017-10-20,1,0,-2.508488747231251
2017-10-21,0,0,0.6629190150687485
2017-10-22,0,0,-3.0937488624578124
2017-10-23,3,2,25.33196537875
2017-10-24,4,5,-7.3347010556093775
2017-10-25,2,3,7.578406087176563
2017-10-26,18,11,0.03428833156874944
2017-10-27,1,0,8.440280240173438
2017-10-28,0,1,-6.247937691764061
2017-10-29,0,0,-2.982647481028124
2017-10-30,3,3,14.01614023081875
2017-10-31,0,11,6.753609749828123
2017-11-01,0,6,-1.7320413008171869
2017-11-02,0,5,8.548917717346875
2017-11-03,0,1,17.6541941818625
2017-11-04,0,0,-10.148034297350002
2017-11-05,0,1,-4.429753922026561
2017-11-06,0,3,9.295318657500001
2017-11-07,3,12,7.432860410499999
2017-11-08,4,6,3.305544489071875
2017-11-09,3,13,1.8598467853953125
2017-11-10,0,8,1.5652610458828127
2017-11-11,13,0,-1.9713810744015632
2017-11-12,7,0,-3.5043605175875
2017-11-13,1,1,4.119859002500001
2017-11-14,0,11,17.8328267150625
2017-11-15,6,0,1.9962528357531237
2017-11-16,0,9,3.6988634828171882
2017-11-17,0,3,13.994133629796876
2017-11-18,0,0,-8.943410144471876
2017-11-19,2,0,-4.003149467926561
2017-11-20,0,0,16.467780505301562
2017-11-21,0,8,-3.526624174343752
2017-11-22,0,3,-3.626697893975
2017-11-23,0,0,11.050291166954688
2017-11-24,0,2,-4.979834274984377
2017-11-25,0,4,-2.0082032176406246
2017-11-26,0,0,-2.1110481521562496
2017-11-27,20,1,18.79019309875
2017-11-28,11,9,18.083486423953122
2017-11-29,0,11,11.663636182764062
2017-11-30,1,7,1.1963866853031249
2017-12-01,3,0,-1.4788455842015615
2017-12-02,0,1,-2.492469275774999
2017-12-03,0,0,-4.770658629998437
2017-12-04,1,5,15.05295404926719
2017-12-05,2,8,16.4205743459375
2017-12-06,10,4,17.176291693703124
2017-12-07,27,4,26.810792577835937
2017-12-08,2,0,-7.806105058559375
2017-12-09,7,0,-10.714831571153123
2017-12-10,2,0,-5.845482284692185
2017-12-11,1,4,11.012027719568751
2017-12-12,1,7,8.516945378218749
2017-12-13,5,17,23.240216694434373
2017-12-14,14,29,-3.934149562025002
2017-12-15,0,3,10.88058552135625
2017-12-16,0,0,3.2554925530312495
2017-12-17,0,0,-9.140771069828125
2017-12-18,0,1,12.330474093750002
2017-12-19,6,0,-3.3199072314843754
2017-12-20,2,0,3.2610999482578125
2017-12-21,2,0,3.966836964274999
2017-12-22,4,1,-5.223776441106251
2017-12-23,0,0,-2.310327050140626
2017-12-24,2,0,-2.3997807118750005
2017-12-25,0,0,-1.462453001509375
2017-12-26,0,0,-0.9710833162656256
2017-12-27,0,1,-0.7836084475359382
2017-12-28,0,0,-0.45338136705468807
2017-12-29,0,0,-0.32325602300156314
2017-12-30,0,0,-0.1706681228437503
2017-12-31,0,0,0.9705398700015624
2018-01-01,1,0,-0.3135834132328126
2018-01-02,0,17,-0.10499999999999993
2018-01-03,7,12,-0.05949999999999997
2018-01-04,2,7,11.9598375
2018-01-05,13,2,6.37027975
2018-01-06,0,0,-3.2832808625
2018-01-07,0,1,-2.082957273749999
2018-01-08,1,6,16.802173283234374
2018-01-09,0,14,8.768648586767188
2018-01-10,2,0,28.99326465
2018-01-11,1,5,11.06398384
2018-01-12,3,12,6.701200798812501
2018-01-13,0,0,-12.245127400199998
2018-01-14,0,0,-6.049920124093748
2018-01-15,0,0,15.031981221767188
2018-01-16,0,4,3.345492691968749
2018-01-17,11,6,26.063459392825
2018-01-18,0,3,25.69463790419531
2018-01-19,1,0,7.687846229478126
2018-01-20,0,0,-15.726754416132811
2018-01-21,0,0,-7.5461726521562476
2018-01-22,1,1,14.19645294875
2018-01-23,3,6,22.746270771453123
2018-01-24,2,2,-1.392113760110938
2018-01-25,3,4,32.543097296175
2018-01-26,1,0,2.478118661959371
2018-01-27,2,2,-12.394515915218749
2018-01-28,0,4,-5.632165631553121
2018-01-29,3,4,13.721973448750001
2018-01-30,0,6,-8.361324841046876
2018-01-31,0,3,9.867888315826562
2018-02-01,0,7,8.179607074846873
2018-02-02,0,2,10.43902433330156
2018-02-03,2,5,-9.879321343589064
2018-02-04,0,2,-3.3764137964203114
