,jetbrains/kotlin,scala/scala,apache/groovy
2020-03-11,54,1,3
2020-03-12,65,2,0
2020-03-13,32,8,0
2020-03-14,1,0,15
2020-03-15,1,11,4
2020-03-16,129,6,1
2020-03-17,26,1,3
2020-03-18,49,11,2
2020-03-19,44,8,4
2020-03-20,75,8,5
2020-03-21,0,0,10
2020-03-22,3,2,13
2020-03-23,59,3,1
2020-03-24,60,5,0
2020-03-25,71,6,3
2020-03-26,92,2,4
2020-03-27,39,6,3
2020-03-28,28,4,15
2020-03-29,5,6,6
2020-03-30,115,10,1
2020-03-31,73,5,1
2020-04-01,33,3,0
2020-04-02,76,2,0
2020-04-03,73,8,0
2020-04-04,3,1,7
2020-04-05,3,2,0
2020-04-06,33,19,0
2020-04-07,67,4,2
2020-04-08,71,4,1
2020-04-09,78,4,2
2020-04-10,23,4,1
2020-04-11,15,1,26
2020-04-12,0,6,1
2020-04-13,77,4,0
2020-04-14,56,5,2
2020-04-15,80,14,5
2020-04-16,61,11,4
2020-04-17,74,5,2
2020-04-18,12,4,3
2020-04-19,4,8,2
2020-04-20,48,14,4
2020-04-21,79,11,2
2020-04-22,40,11,3
2020-04-23,78,17,2
2020-04-24,36,8,1
2020-04-25,3,2,7
2020-04-26,7,4,1
2020-04-27,27,9,6
2020-04-28,75,2,0
2020-04-29,51,6,8
2020-04-30,20,6,3
2020-05-01,7,5,0
2020-05-02,0,4,0
2020-05-03,0,1,0
2020-05-04,16,14,6
2020-05-05,0,13,1
2020-05-06,41,13,1
2020-05-07,74,4,2
2020-05-08,63,17,1
2020-05-09,7,2,2
2020-05-10,1,5,0
2020-05-11,3,9,4
2020-05-12,95,0,3
2020-05-13,47,12,3
2020-05-14,43,26,4
2020-05-15,49,37,1
2020-05-16,1,0,11
2020-05-17,2,3,4
2020-05-18,53,24,4
2020-05-19,38,8,0
2020-05-20,54,7,0
2020-05-21,35,4,2
2020-05-22,8,2,2
2020-05-23,5,4,1
2020-05-24,26,1,2
2020-05-25,55,1,2
2020-05-26,187,1,2
2020-05-27,38,2,2
2020-05-28,66,1,10
2020-05-29,56,5,5
2020-05-30,10,0,4
2020-05-31,19,3,0
2020-06-01,73,10,0
2020-06-02,60,17,1
2020-06-03,91,16,0
2020-06-04,39,6,0
2020-06-05,52,9,1
2020-06-06,6,2,0
2020-06-07,9,5,0
2020-06-08,41,7,5
2020-06-09,78,1,5
2020-06-10,31,90,3
2020-06-11,47,3,1
2020-06-12,1,5,0
2020-06-13,6,3,10
2020-06-14,27,2,2
2020-06-15,64,9,6
2020-06-16,71,3,1
2020-06-17,60,5,0
2020-06-18,45,6,0
2020-06-19,136,16,5
2020-06-20,0,0,1
2020-06-21,0,1,7
2020-06-22,40,8,1
2020-06-23,42,11,5
2020-06-24,156,13,7
2020-06-25,31,7,10
2020-06-26,62,272,10
2020-06-27,4,0,0
2020-06-28,1,1,1
2020-06-29,105,2,0
2020-06-30,50,5,1
2020-07-01,31,4,1
2020-07-02,61,6,4
2020-07-03,30,2,1
2020-07-04,14,0,5
2020-07-05,1,0,5
2020-07-06,37,4,17
2020-07-07,38,4,0
2020-07-08,27,2,4
2020-07-09,45,4,13
2020-07-10,32,5,1
2020-07-11,6,2,0
2020-07-12,1,0,5
2020-07-13,39,7,5
2020-07-14,50,9,3
2020-07-15,39,11,2
2020-07-16,47,3,2
2020-07-17,26,6,2
2020-07-18,3,2,9
2020-07-19,3,0,4
2020-07-20,55,4,1
2020-07-21,43,2,0
2020-07-22,53,1,0
2020-07-23,22,2,2
2020-07-24,19,5,2
2020-07-25,5,3,7
2020-07-26,1,0,0
2020-07-27,29,7,4
2020-07-28,74,5,1
2020-07-29,23,2,1
2020-07-30,26,2,1
2020-07-31,14,0,6
2020-08-01,1,0,6
2020-08-02,21,1,3
2020-08-03,27,0,1
2020-08-04,36,2,2
2020-08-05,33,1,3
2020-08-06,18,2,4
2020-08-07,7,4,0
2020-08-08,0,0,8
2020-08-09,80,3,6
2020-08-10,42,2,3
2020-08-11,32,8,0
2020-08-12,17,2,1
2020-08-13,51,4,0
2020-08-14,23,3,5
2020-08-15,1,0,0
2020-08-16,0,2,0
2020-08-17,60,5,4
2020-08-18,22,8,1
2020-08-19,49,4,2
2020-08-20,33,2,2
2020-08-21,52,1,2
2020-08-22,1,2,2
2020-08-23,0,0,8
2020-08-24,35,0,6
2020-08-25,76,7,2
2020-08-26,16,3,3
2020-08-27,48,1,2
2020-08-28,66,1,2
2020-08-29,4,0,5
2020-08-30,4,1,3
2020-08-31,39,2,3
2020-09-01,98,2,0
2020-09-02,38,7,3
2020-09-03,29,5,1
2020-09-04,28,5,2
2020-09-05,2,1,4
2020-09-06,2,0,0
2020-09-07,48,8,1
2020-09-08,36,5,1
2020-09-09,55,3,4
2020-09-10,18,7,0
2020-09-11,56,0,1
2020-09-12,15,0,3
2020-09-13,4,1,1
2020-09-14,43,13,4
2020-09-15,38,0,2
2020-09-16,41,5,3
2020-09-17,43,4,6
2020-09-18,7,8,7
2020-09-19,0,1,0
2020-09-20,0,4,6
2020-09-21,13,5,2
2020-09-22,51,4,4
2020-09-23,95,0,4
2020-09-24,55,9,2
2020-09-25,36,3,4
2020-09-26,0,0,8
2020-09-27,2,0,1
2020-09-28,19,5,3
2020-09-29,90,0,0
2020-09-30,27,1,5
2020-10-01,47,4,8
2020-10-02,38,0,2
2020-10-03,0,0,3
2020-10-04,0,1,0
2020-10-05,28,8,0
2020-10-06,49,1,2
2020-10-07,45,12,0
2020-10-08,35,28,0
2020-10-09,68,8,67
2020-10-10,2,1,10
2020-10-11,0,2,4
2020-10-12,33,1,8
2020-10-13,37,6,10
2020-10-14,71,4,1
2020-10-15,55,5,0
2020-10-16,45,13,1
2020-10-17,0,4,0
2020-10-18,0,2,0
2020-10-19,24,5,0
2020-10-20,21,1,3
2020-10-21,29,23,8
2020-10-22,40,23,0
2020-10-23,80,19,2
2020-10-24,0,8,3
2020-10-25,1,0,5
2020-10-26,22,4,0
2020-10-27,36,3,1
2020-10-28,46,17,0
2020-10-29,12,12,3
2020-10-30,22,0,0
2020-10-31,6,0,0
2020-11-01,1,0,0
2020-11-02,16,10,0
2020-11-03,17,3,4
2020-11-04,11,3,0
2020-11-05,23,4,3
2020-11-06,34,0,2
2020-11-07,1,0,6
2020-11-08,3,1,6
2020-11-09,19,13,10
2020-11-10,39,7,1
2020-11-11,58,1,4
2020-11-12,28,2,0
2020-11-13,19,4,0
2020-11-14,2,0,5
2020-11-15,0,0,8
2020-11-16,25,1,5
2020-11-17,15,4,8
2020-11-18,20,6,5
2020-11-19,41,5,5
2020-11-20,25,6,8
2020-11-21,5,7,15
2020-11-22,0,3,10
2020-11-23,55,14,6
2020-11-24,48,5,11
2020-11-25,107,5,4
2020-11-26,50,14,5
2020-11-27,29,4,18
2020-11-28,138,0,38
2020-11-29,6,1,14
2020-11-30,33,3,7
2020-12-01,17,4,8
2020-12-02,46,4,2
2020-12-03,31,1,6
2020-12-04,23,17,2
2020-12-05,10,0,6
2020-12-06,0,2,9
2020-12-07,21,5,9
2020-12-08,10,14,9
2020-12-09,87,7,6
2020-12-10,46,3,6
2020-12-11,14,7,2
2020-12-12,7,6,11
2020-12-13,9,2,4
2020-12-14,88,2,3
2020-12-15,28,0,2
2020-12-16,86,2,2
2020-12-17,8,4,1
2020-12-18,34,6,2
2020-12-19,5,3,10
2020-12-20,8,3,10
2020-12-21,43,15,0
2020-12-22,14,13,2
2020-12-23,56,3,5
2020-12-24,42,1,0
2020-12-25,25,0,10
2020-12-26,0,1,9
2020-12-27,0,0,9
2020-12-28,30,0,8
2020-12-29,11,0,1
2020-12-30,10,1,2
2020-12-31,11,1,3
2021-01-01,0,0,5
2021-01-02,0,0,3
2021-01-03,3,0,3
2021-01-04,2,0,3
2021-01-05,0,5,2
2021-01-06,6,4,0
2021-01-07,12,3,0
2021-01-08,3,1,3
2021-01-09,0,1,13
2021-01-10,0,0,6
2021-01-11,22,1,0
2021-01-12,57,5,0
2021-01-13,23,15,0
2021-01-14,27,11,2
2021-01-15,69,8,13
2021-01-16,0,0,11
2021-01-17,0,1,6
2021-01-18,14,5,1
2021-01-19,24,1,1
2021-01-20,16,4,1
2021-01-21,46,4,4
2021-01-22,24,1,1
2021-01-23,6,0,5
2021-01-24,1,1,1
2021-01-25,32,7,2
2021-01-26,57,4,6
2021-01-27,34,6,5
2021-01-28,62,8,3
2021-01-29,54,9,2
2021-01-30,2,5,2
2021-01-31,1,1,1
2021-02-01,70,6,3
2021-02-02,99,10,2
2021-02-03,52,14,1
2021-02-04,32,1,0
2021-02-05,21,5,0
2021-02-06,7,0,0
2021-02-07,2,0,1
2021-02-08,27,2,0
2021-02-09,132,7,2
2021-02-10,47,3,1
2021-02-11,32,16,0
2021-02-12,55,1,1
2021-02-13,1,0,1
2021-02-14,2,0,1
2021-02-15,99,8,13
2021-02-16,32,19,4
2021-02-17,49,11,2
2021-02-18,30,14,3
2021-02-19,43,1,2
2021-02-20,31,0,0
2021-02-21,3,0,0
2021-02-22,7,9,1
2021-02-23,13,2,0
2021-02-24,81,0,3
2021-02-25,32,7,3
2021-02-26,49,1,4
2021-02-27,1,2,2
2021-02-28,0,0,3
2021-03-01,32,3,4
2021-03-02,49,6,5
2021-03-03,19,5,0
2021-03-04,28,2,2
2021-03-05,42,9,0
2021-03-06,23,0,4
2021-03-07,10,0,0
2021-03-08,12,4,1
2021-03-09,73,4,1
2021-03-10,26,7,3
2021-03-11,75,7,0
2021-03-12,40,2,5
2021-03-13,2,0,0
2021-03-14,1,0,2
2021-03-15,58,0,1
2021-03-16,89,2,5
2021-03-17,55,8,3
2021-03-18,30,2,3
2021-03-19,91,0,8
2021-03-20,8,0,0
2021-03-21,1,0,4
2021-03-22,58,1,0
2021-03-23,24,2,2
2021-03-24,82,4,5
2021-03-25,26,5,3
2021-03-26,36,2,2
2021-03-27,6,1,0
2021-03-28,0,2,4
2021-03-29,55,1,0
2021-03-30,34,3,3
2021-03-31,27,3,5
2021-04-01,31,1,11
2021-04-02,24,1,2
2021-04-03,18,0,0
2021-04-04,2,0,0
2021-04-05,21,1,1
2021-04-06,59,0,0
2021-04-07,34,2,18
2021-04-08,55,5,0
2021-04-09,92,1,0
2021-04-10,1,1,4
2021-04-11,2,0,5
2021-04-12,23,5,33
2021-04-13,68,0,0
2021-04-14,37,8,3
2021-04-15,41,7,2
2021-04-16,22,9,4
2021-04-17,2,3,0
2021-04-18,0,1,2
2021-04-19,64,1,4
2021-04-20,34,8,5
2021-04-21,37,10,12
2021-04-22,58,20,11
2021-04-23,28,15,11
2021-04-24,5,1,2
2021-04-25,29,2,8
2021-04-26,32,8,4
2021-04-27,27,4,2
2021-04-28,10,4,2
2021-04-29,36,1,0
2021-04-30,49,2,2
2021-05-01,9,1,3
2021-05-02,0,0,8
2021-05-03,7,4,2
2021-05-04,20,11,4
2021-05-05,14,9,0
2021-05-06,60,11,0
2021-05-07,16,1,2
2021-05-08,0,3,3
2021-05-09,0,3,5
2021-05-10,23,23,1
2021-05-11,33,24,5
2021-05-12,81,9,2
2021-05-13,37,10,3
2021-05-14,62,7,1
2021-05-15,0,0,1
2021-05-16,0,0,6
2021-05-17,19,5,5
2021-05-18,57,5,5
2021-05-19,19,0,0
2021-05-20,121,1,7
2021-05-21,23,2,0
2021-05-22,1,0,2
2021-05-23,0,0,1
2021-05-24,11,0,0
2021-05-25,40,2,2
2021-05-26,21,0,3
2021-05-27,30,2,2
2021-05-28,64,2,3
2021-05-29,2,0,4
2021-05-30,0,0,3
2021-05-31,21,6,0
2021-06-01,18,6,4
2021-06-02,35,3,1
2021-06-03,105,1,1
2021-06-04,18,1,1
2021-06-05,1,0,2
2021-06-06,3,4,2
2021-06-07,113,9,2
2021-06-08,60,5,3
2021-06-09,50,2,0
2021-06-10,35,8,1
2021-06-11,43,4,4
2021-06-12,37,0,7
2021-06-13,0,1,7
2021-06-14,6,3,0
2021-06-15,27,3,0
2021-06-16,61,3,0
2021-06-17,27,2,0
2021-06-18,23,0,0
2021-06-19,36,1,1
2021-06-20,29,0,0
2021-06-21,57,1,1
2021-06-22,41,5,0
2021-06-23,34,1,3
2021-06-24,25,3,2
2021-06-25,41,1,3
2021-06-26,4,0,7
2021-06-27,13,1,2
2021-06-28,33,1,0
2021-06-29,43,1,2
2021-06-30,11,2,0
2021-07-01,36,11,3
2021-07-02,22,1,0
2021-07-03,0,1,0
2021-07-04,5,1,1
2021-07-05,47,0,1
2021-07-06,35,5,0
2021-07-07,36,7,0
2021-07-08,51,4,0
2021-07-09,27,4,0
2021-07-10,10,0,0
2021-07-11,2,2,0
2021-07-12,52,5,1
2021-07-13,44,12,1
2021-07-14,55,2,8
2021-07-15,67,1,3
2021-07-16,36,4,1
2021-07-17,2,3,1
2021-07-18,0,0,8
2021-07-19,37,1,8
2021-07-20,52,5,5
2021-07-21,17,0,2
2021-07-22,30,11,0
2021-07-23,52,1,4
2021-07-24,0,1,15
2021-07-25,0,0,14
2021-07-26,39,3,4
2021-07-27,20,4,0
2021-07-28,18,0,0
2021-07-29,77,0,0
2021-07-30,50,2,2
2021-07-31,0,0,5
2021-08-01,18,2,5
2021-08-02,39,2,1
2021-08-03,60,3,0
2021-08-04,55,2,0
2021-08-05,29,1,0
2021-08-06,123,2,2
2021-08-07,1,0,8
2021-08-08,0,1,6
2021-08-09,34,7,4
2021-08-10,50,2,0
2021-08-11,28,4,0
2021-08-12,21,3,1
2021-08-13,44,0,2
2021-08-14,0,0,6
2021-08-15,0,0,0
2021-08-16,20,1,1
2021-08-17,26,3,2
2021-08-18,18,5,0
2021-08-19,46,8,0
2021-08-20,15,0,4
2021-08-21,5,1,0
2021-08-22,1,0,1
2021-08-23,68,1,3
2021-08-24,59,5,1
2021-08-25,15,2,2
2021-08-26,39,3,3
2021-08-27,20,5,3
2021-08-28,0,2,4
2021-08-29,1,0,12
2021-08-30,26,2,0
2021-08-31,37,3,2
2021-09-01,42,7,1
2021-09-02,41,5,2
2021-09-03,25,4,1
2021-09-04,0,0,0
2021-09-05,2,2,0
2021-09-06,52,1,0
2021-09-07,30,0,0
2021-09-08,39,1,4
2021-09-09,63,4,3
2021-09-10,15,0,2
2021-09-11,31,0,0
2021-09-12,2,0,0
2021-09-13,41,0,3
2021-09-14,44,7,0
2021-09-15,74,1,0
2021-09-16,34,1,3
2021-09-17,15,3,3
2021-09-18,1,0,4
2021-09-19,0,2,10
2021-09-20,33,0,3
2021-09-21,25,1,3
