,facebook/react-native,flutter/flutter,NativeScript/NativeScript
2015-05-23,7,-0.177825927734375,0
2015-05-24,1,-1.1700897216796875,0
2015-05-25,4,-0.58056640625,14
2015-05-26,14,4.595977783203125,5
2015-05-27,9,6.1917266845703125,11
2015-05-28,25,6.6558074951171875,4
2015-05-29,20,-5.5343780517578125,9
2015-05-30,8,-3.3284759521484375,0
2015-05-31,10,-1.501373291015625,1
2015-06-01,13,2.0467071533203125,7
2015-06-02,18,7.82861328125,11
2015-06-03,24,4.113739013671875,9
2015-06-04,7,9.155746459960938,3
2015-06-05,9,-6.2797088623046875,2
2015-06-06,5,-5.2547607421875,0
2015-06-07,5,-2.247406005859375,0
2015-06-08,9,7.59814453125,4
2015-06-09,17,4.500762939453125,3
2015-06-10,10,5.1127166748046875,3
2015-06-11,20,4.607635498046875,11
2015-06-12,42,-4.359588623046875,4
2015-06-13,3,-2.7386474609375,0
2015-06-14,0,-3.90789794921875,0
2015-06-15,17,3.12646484375,10
2015-06-16,9,6.236663818359375,3
2015-06-17,11,3.4320220947265625,19
2015-06-18,11,4.777252197265625,33
2015-06-19,14,-4.513519287109375,1
2015-06-20,7,-4.9079742431640625,0
2015-06-21,1,-2.1104278564453125,0
2015-06-22,19,8.689437866210938,0
2015-06-23,13,5.083953857421875,2
2015-06-24,17,2.5479278564453125,2
2015-06-25,22,5.484588623046875,9
2015-06-26,6,1.841217041015625,14
2015-06-27,4,-8.63641357421875,0
2015-06-28,1,-3.12762451171875,0
2015-06-29,4,-0.85546875,9
2015-06-30,13,0.20159912109375,5
2015-07-01,11,-0.10662841796875,9
2015-07-02,7,-0.9984893798828125,4
2015-07-03,9,-1.37060546875,4
2015-07-04,0,-0.6413116455078125,0
2015-07-05,1,-0.3358306884765625,0
2015-07-06,10,7.84912109375,22
2015-07-07,15,-3.113677978515625,18
2015-07-08,16,2.4101715087890625,6
2015-07-09,15,-0.689117431640625,10
2015-07-10,17,0.090087890625,9
2015-07-11,0,-1.7687225341796875,0
2015-07-12,0,-0.72265625,0
2015-07-13,12,-0.4619140625,6
2015-07-14,19,0.664306640625,11
2015-07-15,17,-0.760528564453125,23
2015-07-16,10,7.7384796142578125,17
2015-07-17,14,13.83544921875,4
2015-07-18,1,-2.087066650390625,0
2015-07-19,0,-6.799163818359375,0
2015-07-20,8,7.5419921875,12
2015-07-21,17,27.56201171875,6
2015-07-22,9,9.768157958984375,10
2015-07-23,12,10.897293090820312,6
2015-07-24,15,-0.199462890625,14
2015-07-25,4,-12.74090576171875,0
2015-07-26,0,-10.256195068359375,0
2015-07-27,22,13.9254150390625,11
2015-07-28,11,2.14447021484375,12
2015-07-29,11,4.631805419921875,8
2015-07-30,13,17.5721435546875,10
2015-07-31,6,-7.5044708251953125,11
2015-08-01,6,-9.265884399414062,0
2015-08-02,4,-5.344940185546875,0
2015-08-03,7,12.332489013671875,25
2015-08-04,9,6.805450439453125,12
2015-08-05,4,-0.0750579833984375,1
2015-08-06,8,5.8476715087890625,6
2015-08-07,16,26.148422241210938,13
2015-08-08,4,-17.219345092773438,0
2015-08-09,0,-11.012557983398438,0
2015-08-10,8,21.955078125,5
2015-08-11,17,33.273193359375,8
2015-08-12,9,-19.694076538085938,7
2015-08-13,18,14.9307861328125,11
2015-08-14,19,-4.6910552978515625,4
2015-08-15,5,-16.437759399414062,0
2015-08-16,1,-6.8677215576171875,0
2015-08-17,10,21.928024291992188,0
2015-08-18,8,4.130889892578125,6
2015-08-19,15,13.543502807617188,2
2015-08-20,21,5.85345458984375,1
2015-08-21,20,-2.6773223876953125,1
2015-08-22,3,-6.60455322265625,0
2015-08-23,0,-10.648361206054688,1
2015-08-24,2,16.1748046875,4
2015-08-25,29,35.30511474609375,7
2015-08-26,17,13.512603759765625,3
2015-08-27,14,-6.549041748046875,6
2015-08-28,6,2.6269073486328125,18
2015-08-29,1,-10.3270263671875,0
2015-08-30,3,-7.8784942626953125,0
2015-08-31,14,14.507766723632812,5
2015-09-01,21,-2.016632080078125,12
2015-09-02,13,6.9560394287109375,8
2015-09-03,15,12.592880249023438,12
2015-09-04,19,3.4241790771484375,26
2015-09-05,5,-15.069122314453125,3
2015-09-06,7,-8.048599243164062,0
2015-09-07,8,-4.0999298095703125,7
2015-09-08,15,5.342498779296875,0
2015-09-09,17,5.108673095703125,8
2015-09-10,13,3.2660064697265625,11
2015-09-11,10,11.793563842773438,6
2015-09-12,9,-12.844467163085938,1
2015-09-13,1,-4.940673828125,1
2015-09-14,14,8.508209228515625,7
2015-09-15,26,-3.1260528564453125,6
2015-09-16,33,24.443527221679688,7
2015-09-17,12,7.4058380126953125,7
2015-09-18,22,7.04840087890625,21
2015-09-19,7,-7.691497802734375,1
2015-09-20,6,-10.209976196289062,0
2015-09-21,7,8.749343872070312,6
2015-09-22,25,17.853057861328125,0
2015-09-23,29,14.008773803710938,5
2015-09-24,35,4.010284423828125,5
2015-09-25,18,18.453384399414062,10
2015-09-26,5,-15.9842529296875,0
2015-09-27,0,-11.71160888671875,0
2015-09-28,3,-3.1251220703125,5
2015-09-29,14,16.901504516601562,11
2015-09-30,12,19.123260498046875,17
2015-10-01,29,18.82635498046875,22
2015-10-02,24,-11.69586181640625,5
2015-10-03,7,-3.04473876953125,0
2015-10-04,2,-13.993820190429688,0
2015-10-05,24,19.232803344726562,11
2015-10-06,20,18.922317504882812,6
2015-10-07,18,-11.157333374023438,7
2015-10-08,22,9.180328369140625,6
2015-10-09,30,4.5687713623046875,18
2015-10-10,9,-6.3726806640625,1
2015-10-11,0,-8.798355102539062,0
2015-10-12,24,17.435562133789062,10
2015-10-13,35,9.497329711914062,12
2015-10-14,40,0.070709228515625,17
2015-10-15,9,3.781768798828125,20
2015-10-16,27,0.8413238525390625,12
2015-10-17,5,-10.725067138671875,0
2015-10-18,5,-3.8133087158203125,0
2015-10-19,21,21.01739501953125,10
2015-10-20,26,1.359527587890625,10
2015-10-21,37,5.4244537353515625,17
2015-10-22,24,0.59356689453125,13
2015-10-23,19,13.385848999023438,6
2015-10-24,7,-13.778656005859375,0
2015-10-25,1,-9.004440307617188,0
2015-10-26,25,33.61541748046875,4
2015-10-27,34,0.097991943359375,2
2015-10-28,34,5.1357879638671875,10
2015-10-29,22,12.968536376953125,20
2015-10-30,23,-9.19964599609375,20
2015-10-31,11,-10.319549560546875,0
2015-11-01,0,-7.2018280029296875,0
2015-11-02,16,14.229629516601562,29
2015-11-03,28,26.44586181640625,14
2015-11-04,22,7.841827392578125,6
2015-11-05,28,-2.5181884765625,8
2015-11-06,24,1.3446807861328125,30
2015-11-07,9,-3.2613372802734375,0
2015-11-08,3,-9.728866577148438,0
2015-11-09,21,7.141998291015625,18
2015-11-10,27,18.225204467773438,27
2015-11-11,18,4.1170806884765625,9
2015-11-12,13,8.180465698242188,12
2015-11-13,21,6.696258544921875,5
2015-11-14,10,-16.755599975585938,0
2015-11-15,0,-9.5938720703125,0
2015-11-16,16,14.039520263671875,9
2015-11-17,29,18.241424560546875,10
2015-11-18,33,3.7336273193359375,10
2015-11-19,13,5.197845458984375,2
2015-11-20,22,14.187896728515625,2
2015-11-21,2,-14.442977905273438,0
2015-11-22,2,-2.6467437744140625,0
2015-11-23,25,4.23321533203125,20
2015-11-24,37,8.501739501953125,7
2015-11-25,16,4.2540435791015625,15
2015-11-26,28,3.0848846435546875,6
2015-11-27,14,-13.4642333984375,11
2015-11-28,1,-4.899444580078125,0
2015-11-29,4,-0.7395782470703125,0
2015-11-30,19,10.434463500976562,7
2015-12-01,25,6.22332763671875,10
2015-12-02,25,8.591690063476562,10
2015-12-03,23,9.013442993164062,5
2015-12-04,8,22.764495849609375,10
2015-12-05,6,1.9921112060546875,0
2015-12-06,6,-21.451324462890625,0
2015-12-07,11,22.098175048828125,3
2015-12-08,22,12.252166748046875,10
2015-12-09,17,2.9618377685546875,3
2015-12-10,22,6.7799072265625,10
2015-12-11,18,-13.123321533203125,4
2015-12-12,14,-5.8918914794921875,8
2015-12-13,11,-9.659835815429688,0
2015-12-14,22,22.323593139648438,11
2015-12-15,36,13.50372314453125,9
2015-12-16,27,5.366058349609375,9
2015-12-17,17,-8.95416259765625,3
2015-12-18,18,-6.618499755859375,7
2015-12-19,5,-8.446258544921875,0
2015-12-20,7,-0.0169830322265625,0
2015-12-21,9,2.3577117919921875,4
2015-12-22,8,-2.905242919921875,6
2015-12-23,28,-4.1209259033203125,2
2015-12-24,10,0.063262939453125,0
2015-12-25,3,-1.09466552734375,0
2015-12-26,7,1.6608123779296875,0
2015-12-27,2,-2.105499267578125,0
2015-12-28,5,3.2576904296875,1
2015-12-29,16,-0.464874267578125,0
2015-12-30,22,1.1988067626953125,0
2015-12-31,6,1.8325042724609375,0
2016-01-01,4,-2.76007080078125,0
2016-01-02,4,9.041748046875,0
2016-01-03,5,-5.5540924072265625,0
2016-01-04,24,6.3735198974609375,2
2016-01-05,22,3.1195068359375,0
2016-01-06,37,9.4091796875,0
2016-01-07,31,20.60101318359375,1
2016-01-08,18,-1.9776763916015625,3
2016-01-09,7,-8.42352294921875,0
2016-01-10,3,-0.47467041015625,0
2016-01-11,7,22.890899658203125,11
2016-01-12,17,4.825927734375,16
2016-01-13,12,-6.3692626953125,10
2016-01-14,14,3.244659423828125,4
2016-01-15,16,2.4074554443359375,8
2016-01-16,6,-3.542144775390625,0
2016-01-17,4,-9.339141845703125,0
2016-01-18,18,8.949508666992188,6
2016-01-19,10,7.8760833740234375,13
2016-01-20,22,14.0,12
2016-01-21,34,5.8721466064453125,3
2016-01-22,17,3.9370269775390625,5
2016-01-23,6,-11.524581909179688,0
2016-01-24,1,-0.5910491943359375,2
2016-01-25,14,3.7968292236328125,8
2016-01-26,10,7.260955810546875,16
2016-01-27,15,7.4754486083984375,5
2016-01-28,14,3.3486480712890625,3
2016-01-29,26,-0.27569580078125,4
