,python/cpython,JuliaLang/julia,rust-lang/rust
2019-02-08,4,6,93
2019-02-09,4,3,68
2019-02-10,5,1,75
2019-02-11,4,6,83
2019-02-12,4,4,78
2019-02-13,6,11,106
2019-02-14,7,17,72
2019-02-15,8,4,41
2019-02-16,8,6,53
2019-02-17,3,0,60
2019-02-18,5,4,112
2019-02-19,11,4,42
2019-02-20,4,2,87
2019-02-21,12,3,70
2019-02-22,5,4,54
2019-02-23,5,4,83
2019-02-24,10,4,90
2019-02-25,15,2,58
2019-02-26,7,2,48
2019-02-27,5,11,81
2019-02-28,4,4,37
2019-03-01,21,9,50
2019-03-02,2,0,56
2019-03-03,6,7,59
2019-03-04,8,8,57
2019-03-05,13,4,71
2019-03-06,9,10,45
2019-03-07,9,11,56
2019-03-08,5,5,56
2019-03-09,7,0,39
2019-03-10,6,4,44
2019-03-11,4,4,50
2019-03-12,10,8,68
2019-03-13,7,5,56
2019-03-14,6,11,49
2019-03-15,10,4,109
2019-03-16,8,4,93
2019-03-17,3,1,51
2019-03-18,14,8,80
2019-03-19,18,15,64
2019-03-20,12,1,66
2019-03-21,7,14,58
2019-03-22,9,10,46
2019-03-23,7,0,60
2019-03-24,5,2,46
2019-03-25,16,5,72
2019-03-26,13,5,78
2019-03-27,17,7,60
2019-03-28,12,8,87
2019-03-29,7,11,91
2019-03-30,9,27,74
2019-03-31,4,3,49
2019-04-01,7,6,46
2019-04-02,8,10,87
2019-04-03,1,18,68
2019-04-04,2,9,67
2019-04-05,6,6,50
2019-04-06,3,1,36
2019-04-07,4,1,52
2019-04-08,7,4,47
2019-04-09,15,4,59
2019-04-10,6,6,51
2019-04-11,11,11,63
2019-04-12,19,11,74
2019-04-13,7,3,60
2019-04-14,5,0,92
2019-04-15,11,7,45
2019-04-16,5,25,64
2019-04-17,11,4,109
2019-04-18,6,10,73
2019-04-19,1,3,87
2019-04-20,2,2,51
2019-04-21,1,2,67
2019-04-22,16,8,75
2019-04-23,11,3,75
2019-04-24,12,18,74
2019-04-25,6,8,84
2019-04-26,15,7,51
2019-04-27,4,2,30
2019-04-28,3,3,43
2019-04-29,16,10,46
2019-04-30,8,12,74
2019-05-01,14,5,102
2019-05-02,17,6,98
2019-05-03,10,7,44
2019-05-04,4,4,104
2019-05-05,3,1,33
2019-05-06,17,16,41
2019-05-07,16,2,40
2019-05-08,11,4,39
2019-05-09,10,6,73
2019-05-10,14,8,57
2019-05-11,7,2,53
2019-05-12,4,4,44
2019-05-13,22,5,61
2019-05-14,18,7,62
2019-05-15,9,6,55
2019-05-16,10,15,57
2019-05-17,26,5,61
2019-05-18,9,3,45
2019-05-19,11,3,54
2019-05-20,16,6,100
2019-05-21,15,6,93
2019-05-22,18,7,75
2019-05-23,11,8,105
2019-05-24,23,9,59
2019-05-25,5,2,88
2019-05-26,10,2,51
2019-05-27,18,2,99
2019-05-28,27,15,115
2019-05-29,22,14,69
2019-05-30,21,4,63
2019-05-31,21,4,55
2019-06-01,28,3,64
2019-06-02,23,0,54
2019-06-03,23,9,84
2019-06-04,24,6,96
2019-06-05,13,4,64
2019-06-06,8,5,68
2019-06-07,11,5,44
2019-06-08,5,2,84
2019-06-09,2,2,71
2019-06-10,2,8,61
2019-06-11,9,11,93
2019-06-12,15,1,100
2019-06-13,16,13,44
2019-06-14,12,5,61
2019-06-15,10,1,85
2019-06-16,7,2,70
2019-06-17,21,3,30
2019-06-18,13,4,54
2019-06-19,12,6,65
2019-06-20,7,3,64
2019-06-21,10,3,75
2019-06-22,5,1,72
2019-06-23,1,0,44
2019-06-24,12,1,64
2019-06-25,16,1,52
2019-06-26,11,15,85
2019-06-27,6,8,29
2019-06-28,11,6,22
2019-06-29,5,0,52
2019-06-30,4,1,61
2019-07-01,16,10,43
2019-07-02,7,15,110
2019-07-03,8,12,91
2019-07-04,6,3,70
2019-07-05,9,7,61
2019-07-06,5,6,111
2019-07-07,4,1,86
2019-07-08,5,4,47
2019-07-09,8,4,77
2019-07-10,4,2,97
2019-07-11,8,3,56
2019-07-12,3,2,50
2019-07-13,10,7,49
2019-07-14,10,2,45
2019-07-15,3,3,81
2019-07-16,5,6,44
2019-07-17,7,3,48
2019-07-18,5,2,60
2019-07-19,4,1,57
2019-07-20,1,4,61
2019-07-21,8,4,38
2019-07-22,3,10,69
2019-07-23,5,5,62
2019-07-24,9,3,75
2019-07-25,3,1,64
2019-07-26,5,10,81
2019-07-27,4,3,69
2019-07-28,3,2,129
2019-07-29,6,0,71
2019-07-30,8,5,82
2019-07-31,10,2,61
2019-08-01,3,6,82
2019-08-02,7,9,103
2019-08-03,3,4,60
2019-08-04,9,3,69
2019-08-05,1,7,95
2019-08-06,2,6,88
2019-08-07,7,4,42
2019-08-08,9,10,84
2019-08-09,1,3,93
2019-08-10,2,5,91
2019-08-11,2,6,74
2019-08-12,6,3,101
2019-08-13,9,5,67
2019-08-14,13,6,81
2019-08-15,4,13,91
2019-08-16,2,25,70
2019-08-17,4,6,73
2019-08-18,0,5,46
2019-08-19,3,7,108
2019-08-20,7,9,72
2019-08-21,17,8,85
2019-08-22,9,7,81
2019-08-23,14,4,42
2019-08-24,16,6,80
2019-08-25,6,2,62
2019-08-26,19,8,68
2019-08-27,6,6,55
2019-08-28,3,7,59
2019-08-29,22,5,71
2019-08-30,6,2,63
2019-08-31,3,1,47
2019-09-01,5,0,34
2019-09-02,2,1,36
2019-09-03,5,4,65
2019-09-04,4,10,62
2019-09-05,12,4,123
2019-09-06,4,6,66
2019-09-07,2,2,79
2019-09-08,4,1,45
2019-09-09,52,2,82
2019-09-10,51,0,64
2019-09-11,70,7,45
2019-09-12,46,16,42
2019-09-13,30,20,47
2019-09-14,8,4,68
2019-09-15,4,3,56
2019-09-16,12,6,95
2019-09-17,17,6,87
2019-09-18,5,9,56
2019-09-19,7,6,72
2019-09-20,10,4,46
2019-09-21,5,5,49
2019-09-22,2,0,56
2019-09-23,4,6,74
2019-09-24,9,2,70
2019-09-25,20,9,119
2019-09-26,17,2,84
2019-09-27,7,5,57
2019-09-28,5,2,128
2019-09-29,4,2,63
2019-09-30,11,3,100
2019-10-01,10,15,82
2019-10-02,4,11,132
2019-10-03,7,11,82
2019-10-04,9,4,78
2019-10-05,2,5,34
2019-10-06,2,1,55
2019-10-07,15,3,84
2019-10-08,13,6,83
2019-10-09,4,8,50
2019-10-10,10,10,59
2019-10-11,4,6,101
2019-10-12,7,2,39
2019-10-13,11,1,78
2019-10-14,12,6,66
2019-10-15,7,20,113
2019-10-16,4,9,66
2019-10-17,2,7,91
2019-10-18,7,6,112
2019-10-19,4,1,60
2019-10-20,3,2,55
2019-10-21,7,8,65
2019-10-22,5,5,98
2019-10-23,9,3,88
2019-10-24,2,3,103
2019-10-25,2,1,138
2019-10-26,3,1,65
2019-10-27,5,0,63
2019-10-28,6,9,80
2019-10-29,5,6,87
2019-10-30,7,16,57
2019-10-31,6,7,64
2019-11-01,2,12,69
2019-11-02,3,3,37
2019-11-03,1,1,65
2019-11-04,4,6,83
2019-11-05,8,3,100
2019-11-06,3,1,102
2019-11-07,6,2,111
2019-11-08,2,1,76
2019-11-09,1,3,51
2019-11-10,1,0,51
2019-11-11,2,2,85
2019-11-12,10,8,93
2019-11-13,6,6,89
2019-11-14,3,6,86
2019-11-15,9,14,150
2019-11-16,9,7,59
2019-11-17,4,4,74
2019-11-18,13,4,84
2019-11-19,17,6,73
2019-11-20,25,6,59
2019-11-21,14,3,76
2019-11-22,15,3,101
2019-11-23,3,1,84
2019-11-24,5,2,95
2019-11-25,4,7,84
2019-11-26,7,1,99
2019-11-27,8,2,114
2019-11-28,2,1,74
2019-11-29,1,2,70
2019-11-30,1,3,72
2019-12-01,3,0,51
2019-12-02,3,9,153
2019-12-03,2,12,112
2019-12-04,9,3,87
2019-12-05,5,1,53
2019-12-06,6,2,117
2019-12-07,7,1,47
2019-12-08,6,1,67
2019-12-09,18,4,56
2019-12-10,10,8,44
2019-12-11,3,7,51
2019-12-12,2,11,85
2019-12-13,1,6,74
2019-12-14,4,1,29
2019-12-15,5,8,47
2019-12-16,7,11,59
2019-12-17,4,7,24
2019-12-18,4,8,70
2019-12-19,1,10,67
2019-12-20,3,5,148
2019-12-21,0,0,111
2019-12-22,2,2,92
2019-12-23,5,7,133
2019-12-24,1,2,47
2019-12-25,4,1,71
2019-12-26,2,3,84
2019-12-27,3,1,65
2019-12-28,3,1,35
2019-12-29,5,2,36
2019-12-30,7,2,119
2019-12-31,5,2,131
2020-01-01,5,0,30
2020-01-02,3,3,35
2020-01-03,5,6,65
2020-01-04,2,2,82
2020-01-05,12,0,50
2020-01-06,9,5,51
2020-01-07,7,13,126
2020-01-08,5,5,107
2020-01-09,10,10,105
2020-01-10,5,5,118
2020-01-11,4,2,130
2020-01-12,10,1,67
2020-01-13,11,7,71
2020-01-14,12,7,71
2020-01-15,9,4,111
2020-01-16,4,10,86
2020-01-17,4,16,49
2020-01-18,1,14,55
2020-01-19,2,4,52
2020-01-20,6,12,71
2020-01-21,9,14,48
2020-01-22,9,1,35
2020-01-23,10,6,52
2020-01-24,12,8,45
2020-01-25,10,2,43
2020-01-26,2,2,36
2020-01-27,16,8,54
2020-01-28,10,21,63
2020-01-29,8,11,77
2020-01-30,15,10,58
2020-01-31,3,6,44
2020-02-01,6,4,68
2020-02-02,3,1,99
2020-02-03,7,8,89
2020-02-04,5,0,62
2020-02-05,17,6,83
2020-02-06,9,5,120
2020-02-07,17,9,92
2020-02-08,2,3,78
2020-02-09,1,2,103
2020-02-10,13,5,80
2020-02-11,7,0,108
2020-02-12,14,5,145
2020-02-13,8,5,114
2020-02-14,5,4,106
2020-02-15,0,4,79
2020-02-16,2,0,86
2020-02-17,8,8,111
2020-02-18,7,4,81
2020-02-19,3,13,103
2020-02-20,4,7,49
2020-02-21,9,12,97
2020-02-22,2,2,87
2020-02-23,3,3,69
2020-02-24,7,12,95
2020-02-25,4,5,37
2020-02-26,8,7,77
2020-02-27,3,6,78
2020-02-28,6,5,95
2020-02-29,9,12,89
2020-03-01,6,6,67
2020-03-02,14,9,83
2020-03-03,10,7,92
2020-03-04,9,9,123
2020-03-05,4,8,68
2020-03-06,14,6,72
2020-03-07,8,2,89
2020-03-08,8,4,84
2020-03-09,21,6,82
2020-03-10,9,3,119
2020-03-11,18,13,97
2020-03-12,9,7,77
2020-03-13,10,6,75
2020-03-14,11,0,123
2020-03-15,6,3,60
2020-03-16,8,4,125
2020-03-17,14,12,95
2020-03-18,11,4,88
2020-03-19,8,2,116
2020-03-20,8,5,66
2020-03-21,2,1,137
2020-03-22,4,2,84
2020-03-23,10,6,145
2020-03-24,11,7,134
2020-03-25,11,4,95
2020-03-26,10,5,136
2020-03-27,7,7,93
2020-03-28,2,1,75
2020-03-29,2,6,80
2020-03-30,8,18,115
2020-03-31,15,8,142
2020-04-01,11,6,98
2020-04-02,12,5,124
2020-04-03,8,3,77
2020-04-04,7,1,64
2020-04-05,2,2,126
2020-04-06,4,10,86
2020-04-07,11,10,86
2020-04-08,8,13,91
2020-04-09,3,4,101
2020-04-10,6,5,105
2020-04-11,5,2,97
2020-04-12,7,1,59
2020-04-13,11,7,84
2020-04-14,20,6,99
2020-04-15,15,8,93
2020-04-16,5,2,91
2020-04-17,15,1,94
2020-04-18,8,11,111
2020-04-19,6,4,73
2020-04-20,6,4,101
2020-04-21,5,4,44
2020-04-22,13,6,112
2020-04-23,15,11,129
2020-04-24,8,14,75
2020-04-25,6,4,100
2020-04-26,3,0,87
2020-04-27,15,9,162
2020-04-28,13,15,76
2020-04-29,28,11,81
2020-04-30,11,28,75
2020-05-01,22,35,122
2020-05-02,8,11,109
2020-05-03,6,10,89
2020-05-04,15,32,99
2020-05-05,21,19,100
2020-05-06,12,13,95
2020-05-07,10,6,82
2020-05-08,7,10,91
2020-05-09,2,1,79
2020-05-10,8,4,102
2020-05-11,7,5,66
2020-05-12,13,5,49
2020-05-13,14,2,47
2020-05-14,12,11,82
2020-05-15,18,15,24
2020-05-16,17,1,80
2020-05-17,11,2,80
2020-05-18,30,4,70
2020-05-19,17,3,77
2020-05-20,6,3,103
2020-05-21,11,10,82
2020-05-22,10,4,122
2020-05-23,6,11,54
2020-05-24,9,3,96
2020-05-25,15,8,111
2020-05-26,15,6,77
2020-05-27,17,9,72
2020-05-28,17,10,69
2020-05-29,6,7,117
2020-05-30,4,5,96
2020-05-31,5,0,118
2020-06-01,12,5,51
2020-06-02,10,9,58
2020-06-03,6,9,66
2020-06-04,12,10,61
2020-06-05,13,16,75
2020-06-06,5,4,32
2020-06-07,5,0,53
2020-06-08,18,12,86
2020-06-09,3,5,72
2020-06-10,16,4,68
2020-06-11,14,5,97
2020-06-12,10,7,58
2020-06-13,6,2,69
2020-06-14,3,2,39
2020-06-15,15,6,117
2020-06-16,7,11,75
2020-06-17,13,11,38
2020-06-18,5,14,91
2020-06-19,8,13,104
2020-06-20,8,1,131
2020-06-21,6,0,46
2020-06-22,11,1,75
2020-06-23,21,7,124
2020-06-24,9,3,122
2020-06-25,18,9,85
2020-06-26,2,4,104
2020-06-27,7,3,89
2020-06-28,7,2,85
2020-06-29,9,7,29
2020-06-30,12,13,99
2020-07-01,6,16,96
2020-07-02,3,7,121
2020-07-03,9,4,101
2020-07-04,2,1,55
2020-07-05,5,1,51
2020-07-06,13,12,36
2020-07-07,4,13,59
2020-07-08,6,11,40
2020-07-09,8,5,86
2020-07-10,7,21,53
2020-07-11,2,5,75
2020-07-12,3,0,39
2020-07-13,2,13,36
2020-07-14,3,8,112
2020-07-15,7,5,131
2020-07-16,6,12,165
2020-07-17,4,6,123
2020-07-18,5,1,61
2020-07-19,3,4,66
2020-07-20,10,11,79
2020-07-21,2,4,44
2020-07-22,3,7,91
2020-07-23,4,16,74
2020-07-24,0,6,81
2020-07-25,5,1,39
2020-07-26,3,6,43
2020-07-27,8,5,108
2020-07-28,5,2,78
2020-07-29,2,6,92
2020-07-30,1,8,124
2020-07-31,1,3,95
2020-08-01,1,4,47
2020-08-02,2,1,79
2020-08-03,7,2,69
2020-08-04,7,12,63
2020-08-05,4,6,77
2020-08-06,3,8,77
2020-08-07,9,4,97
2020-08-08,6,3,97
2020-08-09,3,0,99
2020-08-10,7,3,135
2020-08-11,8,12,115
2020-08-12,5,11,110
2020-08-13,11,1,113
2020-08-14,4,10,110
2020-08-15,3,3,55
2020-08-16,3,0,94
2020-08-17,6,4,68
2020-08-18,0,5,89
2020-08-19,1,21,96
2020-08-20,3,6,67
2020-08-21,3,17,61
2020-08-22,0,4,95
2020-08-23,0,3,58
2020-08-24,1,10,86
2020-08-25,1,9,79
2020-08-26,4,15,74
2020-08-27,7,12,54
2020-08-28,1,23,67
2020-08-29,3,9,62
2020-08-30,5,3,91
2020-08-31,1,11,83
2020-09-01,8,16,88
2020-09-02,13,7,74
2020-09-03,8,17,148
2020-09-04,7,17,62
2020-09-05,4,2,95
2020-09-06,3,5,61
2020-09-07,8,4,45
2020-09-08,9,15,64
2020-09-09,9,14,114
2020-09-10,5,8,99
2020-09-11,1,7,62
2020-09-12,4,5,72
2020-09-13,3,9,66
2020-09-14,6,5,73
2020-09-15,10,2,99
2020-09-16,8,29,121
2020-09-17,3,15,83
2020-09-18,5,16,108
2020-09-19,5,11,82
2020-09-20,3,0,124
2020-09-21,4,13,129
2020-09-22,11,13,82
2020-09-23,16,17,107
2020-09-24,1,15,97
2020-09-25,2,10,120
2020-09-26,2,6,92
2020-09-27,4,2,102
2020-09-28,5,7,64
2020-09-29,4,16,64
2020-09-30,1,6,86
2020-10-01,6,15,109
2020-10-02,6,11,131
2020-10-03,9,3,78
2020-10-04,7,4,113
2020-10-05,8,6,90
2020-10-06,4,11,137
2020-10-07,3,4,72
2020-10-08,7,11,108
2020-10-09,7,13,118
2020-10-10,6,5,112
2020-10-11,10,8,80
2020-10-12,6,17,116
2020-10-13,5,9,96
2020-10-14,5,19,87
2020-10-15,6,10,69
2020-10-16,4,12,109
2020-10-17,2,9,78
2020-10-18,6,2,69
2020-10-19,19,15,69
2020-10-20,18,13,79
2020-10-21,18,7,83
2020-10-22,11,7,82
2020-10-23,7,7,86
2020-10-24,11,2,90
2020-10-25,11,4,92
2020-10-26,11,14,154
2020-10-27,11,10,104
2020-10-28,0,11,90
2020-10-29,5,17,74
2020-10-30,12,14,71
2020-10-31,8,0,54
2020-11-01,9,2,41
2020-11-02,14,11,79
2020-11-03,9,9,88
2020-11-04,12,9,79
2020-11-05,8,11,82
2020-11-06,4,6,97
2020-11-07,4,2,54
2020-11-08,3,4,66
2020-11-09,6,9,70
2020-11-10,12,16,51
2020-11-11,5,1,74
2020-11-12,8,8,119
2020-11-13,10,9,66
2020-11-14,3,3,49
2020-11-15,1,3,68
2020-11-16,14,8,72
2020-11-17,19,6,134
2020-11-18,15,7,51
2020-11-19,14,15,77
2020-11-20,12,7,39
2020-11-21,10,8,46
2020-11-22,11,4,70
2020-11-23,5,8,72
2020-11-24,7,9,73
2020-11-25,11,6,58
2020-11-26,3,6,60
2020-11-27,3,2,96
2020-11-28,15,2,73
2020-11-29,4,7,95
2020-11-30,10,19,42
2020-12-01,9,11,67
2020-12-02,6,15,41
2020-12-03,7,14,66
2020-12-04,9,18,69
2020-12-05,5,5,29
2020-12-06,3,9,46
2020-12-07,9,15,81
2020-12-08,13,23,71
2020-12-09,5,23,67
2020-12-10,7,7,82
2020-12-11,1,10,77
2020-12-12,1,9,55
2020-12-13,4,11,71
2020-12-14,7,14,43
2020-12-15,16,11,42
2020-12-16,19,11,46
2020-12-17,8,16,88
2020-12-18,11,11,70
2020-12-19,8,10,54
2020-12-20,4,4,75
2020-12-21,5,5,63
2020-12-22,6,3,95
2020-12-23,10,2,79
2020-12-24,8,4,25
2020-12-25,13,16,41
2020-12-26,8,7,40
2020-12-27,4,5,34
2020-12-28,6,4,60
2020-12-29,15,7,60
2020-12-30,5,9,80
2020-12-31,6,4,68
2021-01-01,4,1,65
2021-01-02,9,0,81
2021-01-03,7,1,52
2021-01-04,16,6,94
2021-01-05,8,7,61
2021-01-06,10,6,56
2021-01-07,7,10,69
2021-01-08,4,4,66
2021-01-09,1,4,58
2021-01-10,1,8,76
2021-01-11,1,12,75
2021-01-12,7,14,59
2021-01-13,6,20,85
2021-01-14,3,17,53
2021-01-15,4,9,90
2021-01-16,0,1,102
2021-01-17,0,1,90
2021-01-18,7,12,87
2021-01-19,6,10,50
2021-01-20,12,9,38
2021-01-21,4,7,73
2021-01-22,5,7,110
2021-01-23,2,2,124
2021-01-24,2,0,57
2021-01-25,13,12,60
2021-01-26,3,9,61
2021-01-27,5,10,62
2021-01-28,1,5,74
2021-01-29,8,8,73
2021-01-30,5,4,87
2021-01-31,10,4,98
2021-02-01,6,7,71
2021-02-02,7,4,92
2021-02-03,7,6,104
2021-02-04,4,15,71
2021-02-05,6,7,93
2021-02-06,0,11,75
2021-02-07,2,14,66
2021-02-08,2,9,68
2021-02-09,6,14,106
2021-02-10,3,5,76
2021-02-11,0,5,41
2021-02-12,4,6,81
2021-02-13,2,5,106
2021-02-14,3,5,72
2021-02-15,6,12,114
2021-02-16,4,9,77
2021-02-17,5,8,74
2021-02-18,6,12,69
2021-02-19,14,7,68
2021-02-20,5,2,81
2021-02-21,8,4,80
2021-02-22,4,7,71
2021-02-23,3,7,105
2021-02-24,5,7,52
2021-02-25,2,6,76
2021-02-26,9,6,59
2021-02-27,1,4,95
2021-02-28,8,2,84
2021-03-01,16,9,106
2021-03-02,6,14,117
2021-03-03,10,4,101
2021-03-04,11,4,102
2021-03-05,3,3,192
2021-03-06,3,3,113
2021-03-07,2,0,54
2021-03-08,5,5,128
2021-03-09,3,11,187
2021-03-10,8,7,82
2021-03-11,2,5,113
2021-03-12,1,10,63
2021-03-13,7,1,80
2021-03-14,7,1,76
2021-03-15,5,4,137
2021-03-16,5,6,97
2021-03-17,4,4,124
2021-03-18,8,16,67
2021-03-19,5,3,55
2021-03-20,5,1,62
2021-03-21,3,1,75
2021-03-22,9,2,75
2021-03-23,11,6,75
2021-03-24,11,4,70
2021-03-25,6,8,55
2021-03-26,3,6,65
2021-03-27,7,0,90
2021-03-28,3,2,43
2021-03-29,9,7,70
2021-03-30,8,12,81
2021-03-31,9,6,93
2021-04-01,14,6,44
2021-04-02,13,8,92
2021-04-03,3,31,86
2021-04-04,6,3,97
2021-04-05,11,1,129
2021-04-06,18,17,91
2021-04-07,19,5,83
2021-04-08,9,21,97
2021-04-09,12,11,65
2021-04-10,8,5,58
2021-04-11,10,6,52
2021-04-12,16,3,64
2021-04-13,15,7,59
2021-04-14,18,5,68
2021-04-15,8,6,52
2021-04-16,12,6,80
2021-04-17,12,8,40
2021-04-18,3,4,62
2021-04-19,7,13,69
2021-04-20,8,11,58
2021-04-21,12,17,62
2021-04-22,9,6,90
2021-04-23,24,2,68
2021-04-24,8,7,56
2021-04-25,13,4,65
2021-04-26,18,6,49
2021-04-27,18,8,55
2021-04-28,17,14,46
2021-04-29,22,6,81
2021-04-30,28,2,66
2021-05-01,16,2,53
2021-05-02,18,1,62
2021-05-03,28,6,76
2021-05-04,18,14,69
2021-05-05,9,2,77
2021-05-06,7,3,98
2021-05-07,9,1,91
2021-05-08,11,4,54
2021-05-09,2,1,44
2021-05-10,4,3,64
2021-05-11,9,7,97
2021-05-12,15,1,88
2021-05-13,13,16,79
2021-05-14,13,3,43
2021-05-15,6,2,86
2021-05-16,7,1,51
2021-05-17,6,1,70
2021-05-18,4,3,80
2021-05-19,15,11,86
2021-05-20,5,11,55
2021-05-21,13,14,78
2021-05-22,5,2,54
2021-05-23,4,4,87
2021-05-24,4,3,94
2021-05-25,15,8,67
2021-05-26,9,8,88
2021-05-27,14,13,98
2021-05-28,12,7,43
2021-05-29,8,5,50
2021-05-30,2,6,62
2021-05-31,7,16,103
2021-06-01,5,6,59
2021-06-02,8,17,72
2021-06-03,16,3,73
2021-06-04,11,2,119
2021-06-05,2,12,59
2021-06-06,4,3,59
2021-06-07,9,20,75
2021-06-08,16,7,70
2021-06-09,9,16,82
2021-06-10,12,10,54
2021-06-11,9,3,52
2021-06-12,7,1,34
2021-06-13,3,0,68
2021-06-14,6,13,81
2021-06-15,8,4,78
2021-06-16,6,3,69
2021-06-17,5,2,97
2021-06-18,5,9,78
2021-06-19,5,4,52
2021-06-20,5,3,57
2021-06-21,11,4,103
2021-06-22,8,3,65
2021-06-23,11,6,47
2021-06-24,12,7,54
2021-06-25,1,1,73
2021-06-26,2,3,46
2021-06-27,7,1,38
2021-06-28,1,6,59
2021-06-29,8,7,58
2021-06-30,7,12,67
2021-07-01,7,8,78
2021-07-02,7,6,77
2021-07-03,6,0,47
2021-07-04,4,5,60
2021-07-05,8,5,66
2021-07-06,2,11,76
2021-07-07,8,12,64
2021-07-08,8,2,79
2021-07-09,1,4,71
2021-07-10,2,3,91
2021-07-11,1,2,58
2021-07-12,5,3,41
2021-07-13,10,9,47
2021-07-14,10,6,73
2021-07-15,15,6,63
2021-07-16,14,6,58
2021-07-17,7,2,52
2021-07-18,3,5,75
2021-07-19,14,19,71
2021-07-20,9,13,57
2021-07-21,3,17,59
2021-07-22,8,7,50
