,lvgl/lvgl,Immediate-Mode-UI/Nuklear,ocornut/imgui
2017-01-29,0,0,0.7904316869843748
2017-01-30,0,1,-0.19839885253593764
2017-01-31,0,0,-0.10200000000000008
2017-02-01,2,0,-0.06982499999999987
2017-02-02,0,0,-0.05289599999999982
2017-02-03,4,0,-0.04244077499999987
2017-02-04,0,5,-0.035349404999999896
2017-02-05,0,1,-0.030230322281249916
2017-02-06,8,1,-0.026366018087499932
2017-02-07,0,0,-0.008398852535937478
2017-02-08,0,0,0.0
2017-02-09,0,1,0.0
2017-02-10,0,2,0.0
2017-02-11,1,1,2.0
2017-02-12,0,0,-0.20000000000000018
2017-02-13,0,2,-0.09000000000000007
2017-02-14,0,0,-0.057000000000000044
2017-02-15,0,0,-0.04132499999999985
2017-02-16,0,0,-0.032233499999999894
2017-02-17,2,1,-0.02632402499999992
2017-02-18,0,1,-0.022187392499999934
2017-02-19,0,0,-0.01913662603124995
2017-02-20,0,1,-0.016797705071874957
2017-02-21,0,3,0.0
2017-02-22,1,0,0.0
2017-02-23,0,1,0.0
2017-02-24,0,2,0.0
2017-02-25,0,3,0.0
2017-02-26,0,0,2.0
2017-02-27,0,0,-0.20000000000000018
2017-02-28,0,0,-0.09000000000000007
2017-03-01,0,2,-0.057000000000000044
2017-03-02,0,2,-0.04132499999999985
2017-03-03,0,0,-0.032233499999999894
2017-03-04,0,2,-0.02632402499999992
2017-03-05,0,0,-0.022187392499999934
2017-03-06,0,0,-0.01913662603124995
2017-03-07,2,0,-0.016797705071874957
2017-03-08,0,0,0.0
2017-03-09,2,1,0.0
2017-03-10,0,0,0.0
2017-03-11,0,0,0.0
2017-03-12,0,5,0.0
2017-03-13,0,0,1.0
2017-03-14,0,0,-0.10000000000000009
2017-03-15,0,4,0.955
2017-03-16,0,1,3.8714999999999997
2017-03-17,0,2,2.5343374999999995
2017-03-18,0,4,-0.5246167500000003
2017-03-19,1,0,-0.28282451250000007
2017-03-20,2,0,-0.19536044624999965
2017-03-21,0,2,-0.1491848255156245
2017-03-22,0,0,-0.12049084878593713
2017-03-23,0,0,-0.09342913551562473
2017-03-24,0,0,1.9200468066515628
2017-03-25,0,3,-0.262300349190625
2017-03-26,0,2,1.8848034423921876
2017-03-27,2,0,-0.25700000000000023
2017-03-28,0,0,-0.13132499999999991
2017-03-29,0,0,0.9107665
2017-03-30,0,2,-0.16764902499999984
2017-03-31,0,0,-0.09942089249999986
2017-04-01,0,0,1.9260393489687502
2017-04-02,0,1,-0.259647597571875
2017-04-03,0,0,-0.12525337603124997
2017-04-04,0,4,-0.08695971757187496
2017-04-05,0,2,-0.05241869624999981
2017-04-06,0,1,-0.04180181301562487
2017-04-07,0,0,-0.0347228775359374
2017-04-08,0,1,-0.022187392499999934
2017-04-09,0,5,-0.01913662603124995
2017-04-10,1,2,-0.016797705071874957
2017-04-11,2,0,0.0
2017-04-12,0,0,0.0
2017-04-13,4,0,1.0
2017-04-14,0,0,-0.10000000000000009
2017-04-15,0,0,-0.04500000000000003
2017-04-16,0,0,-0.028500000000000022
2017-04-17,0,0,-0.020662499999999924
2017-04-18,2,0,-0.016116749999999947
2017-04-19,0,0,-0.01316201249999996
2017-04-20,0,2,-0.011093696249999967
2017-04-21,2,0,-0.009568313015624975
2017-04-22,0,0,-0.008398852535937478
2017-04-23,1,0,0.0
2017-04-24,3,0,0.0
2017-04-25,0,0,1.0
2017-04-26,0,0,2.9
2017-04-27,0,1,-0.3450000000000003
2017-04-28,1,0,4.8365
2017-04-29,0,0,-0.6061625000000004
2017-04-30,0,0,1.6968957500000001
2017-05-01,3,1,27.5959877375
2017-05-02,0,0,-2.043892233750002
2017-05-03,2,0,-1.5404331517656256
2017-05-04,0,0,-0.9872388540828126
2017-05-05,0,0,-0.71994853885781
2017-05-06,0,1,-0.5460970900781232
2017-05-07,0,0,-0.4488347551796862
2017-05-08,3,0,-0.342922133531249
2017-05-09,0,4,-0.29580416575937424
2017-05-10,2,1,-0.24473618402187436
2017-05-11,0,0,-0.008398852535937478
2017-05-12,1,0,0.0
2017-05-13,2,0,1.0
2017-05-14,1,0,0.8999999999999999
2017-05-15,9,0,-0.14500000000000013
2017-05-16,0,0,1.9264999999999999
2017-05-17,0,2,0.7508374999999998
2017-05-18,0,0,-0.22677925000000004
2017-05-19,0,0,-0.13127876249999998
2017-05-20,0,0,-0.0940807087499998
2017-05-21,0,0,-0.07355800926562475
2017-05-22,0,0,-0.06040794055156232
2017-05-23,0,6,-0.04374825753593737
2017-05-24,0,0,-0.030230322281249916
2017-05-25,0,1,-0.026366018087499932
2017-05-26,0,1,4.9916011474640625
2017-05-27,0,0,0.49999999999999956
2017-05-28,0,0,-0.3250000000000003
2017-05-29,0,2,-0.18750000000000014
2017-05-30,0,0,-0.13181249999999964
2017-05-31,0,0,-0.10124624999999965
2017-06-01,0,0,0.9180731875000002
2017-06-02,0,0,5.83136950625
2017-06-03,0,0,-0.7039352613281255
2017-06-04,0,3,-0.35006257569531257
2017-06-05,0,0,-0.20006135253593754
2017-06-06,0,6,-0.1400917499999995
2017-06-07,1,0,-0.10986251249999965
2017-06-08,0,1,-0.09006577124999973
2017-06-09,0,1,-0.07613049051562479
2017-06-10,0,0,-0.06580873062968733
2017-06-11,0,0,-0.05039311521562487
2017-06-12,0,0,0.0
2017-06-13,4,0,2.0
2017-06-14,0,2,-0.20000000000000018
2017-06-15,0,0,-0.09000000000000007
2017-06-16,1,4,0.943
2017-06-17,5,0,1.858675
2017-06-18,2,0,-0.27723350000000013
2017-06-19,1,0,0.855175975
2017-06-20,1,0,-0.1998498925
2017-06-21,2,6,0.8784216239687502
2017-06-22,0,2,-0.1906932175718749
2017-06-23,1,0,-0.10308022124999985
2017-06-24,0,0,0.9236275444843751
2017-06-25,0,0,-0.1613599910671874
2017-06-26,3,0,-0.0890081513218749
2017-06-27,1,0,-0.05123032551562495
2017-06-28,1,0,-0.04015504878593737
2017-06-29,0,0,-0.025685063015624923
2017-06-30,0,3,-0.02156086503593744
2017-07-01,0,0,-0.011093696249999967
2017-07-02,0,0,0.990431686984375
2017-07-03,0,0,1.8916011474640624
2017-07-04,0,0,-0.24500000000000022
2017-07-05,0,0,-0.11850000000000009
2017-07-06,0,1,-0.07766249999999997
2017-07-07,7,1,-0.05744174999999979
2017-07-08,0,0,-0.04539551249999985
2017-07-09,36,0,0.9625822787500001
2017-07-10,6,0,-0.131755705515625
2017-07-11,0,0,-0.07253547856718746
2017-07-12,7,0,-0.04529770507187498
2017-07-13,0,0,-0.020662499999999924
2017-07-14,0,0,2.98388325
2017-07-15,0,0,7.6868379875
2017-07-16,0,0,0.05390630374999916
2017-07-17,0,2,-0.5550683130156254
2017-07-18,0,0,-0.34338635253593747
2017-07-19,2,0,0.7578497500000008
2017-07-20,2,0,6.7109174625
2017-07-21,0,0,-0.8996939387500003
2017-07-22,0,0,8.525883478453125
2017-07-23,0,1,6.767000742017187
2017-07-24,1,2,-1.4425133833031252
2017-07-25,5,0,0.2491218849640624
2017-07-26,1,0,11.382809716250001
2017-07-27,12,0,5.357425063234375
2017-07-28,9,0,-1.5912691561453125
2017-07-29,0,0,8.058406165998438
2017-07-30,22,0,12.461568862859375
2017-07-31,1,0,7.691663310551562
2017-08-01,0,0,-2.2355459165375002
2017-08-02,3,0,-1.2697892555156243
2017-08-03,0,0,0.07979976752656448
2017-08-04,10,0,-0.8184820340406227
2017-08-05,0,0,2.450929090998439
2017-08-06,0,0,1.2984533103593758
2017-08-07,2,0,7.323854482457813
2017-08-08,3,0,11.795116184340625
2017-08-09,0,0,2.123861962140624
2017-08-10,0,0,-0.3137689462500006
2017-08-11,4,4,10.102912149484375
2017-08-12,5,4,-0.724550466285937
2017-08-13,2,1,-1.071856181546874
2017-08-14,3,0,16.25218158386094
2017-08-15,0,2,7.737885439553125
2017-08-16,11,0,10.787937563009375
2017-08-17,12,1,7.446049081220312
2017-08-18,4,0,-2.3996188944093744
2017-08-19,0,4,-1.4258537419578112
2017-08-20,4,1,23.959510096589064
2017-08-21,4,1,-2.2447545637859374
2017-08-22,4,0,20.169128053734376
2017-08-23,11,0,-3.4718017995171886
2017-08-24,7,0,2.145623942937502
2017-08-25,0,0,2.3445505368765636
2017-08-26,0,0,4.536269412140627
2017-08-27,0,2,-1.5390729187499987
2017-08-28,0,0,4.993484203359376
2017-08-29,1,0,20.61828205608594
2017-08-30,0,0,-2.929991788879688
2017-08-31,0,0,-1.5394980907906248
2017-09-01,0,2,12.0874048879375
2017-09-02,0,0,-1.9897063397062489
2017-09-03,5,0,-1.1095458632374988
2017-09-04,0,3,4.222980432284376
2017-09-05,0,0,0.9299163044062513
2017-09-06,0,0,9.104586248440626
2017-09-07,0,0,-1.5883809182906252
2017-09-08,0,0,-0.7545305512499996
2017-09-09,0,0,-0.5312968192031244
2017-09-10,0,0,-0.41385364546718617
2017-09-11,3,4,1.7570399937500008
2017-09-12,1,0,1.5983509174218753
2017-09-13,4,0,-0.46206785121093724
2017-09-14,1,4,4.740519164771875
2017-09-15,1,0,0.31768647464062494
2017-09-16,0,0,-0.39855850000000004
2017-09-17,0,2,0.7539424750000001
2017-09-18,0,3,13.719676082500001
2017-09-19,0,1,1.412429731468749
2017-09-20,0,1,1.9236388563968747
2017-09-21,1,4,-0.9400906988218753
2017-09-22,8,0,-0.5848270113281239
2017-09-23,4,1,-0.4378465881953114
2017-09-24,0,1,3.6859015262140638
2017-09-25,1,0,12.347283651984375
2017-09-26,0,0,12.304877638995311
2017-09-27,6,0,19.7214300367
2017-09-28,0,0,19.662948503345312
2017-09-29,0,0,12.952723942392186
2017-09-30,0,0,-2.913440800000001
2017-10-01,0,6,-2.4161904474999982
2017-10-02,4,0,1.2739345216875038
2017-10-03,4,0,4.346692748153129
2017-10-04,0,6,3.1804236798140653
2017-10-05,8,0,8.321387201903127
2017-10-06,0,0,18.9354116961
2017-10-07,0,4,-3.2317538758421884
2017-10-08,0,1,-1.6218478436265622
2017-10-09,10,2,-1.0063607662859366
2017-10-10,6,0,-0.7561571790468724
2017-10-11,5,0,9.39185320804844
2017-10-12,4,0,-0.48557390529374933
2017-10-13,0,0,12.079354985914064
2017-10-14,0,0,-1.9149230986875008
2017-10-15,1,0,9.003499096745314
2017-10-16,1,0,3.4476699999999996
2017-10-17,2,3,5.6336506250000005
2017-10-18,3,1,7.456383275
2017-10-19,1,0,3.1579920110937505
2017-10-20,7,0,19.393245110375002
2017-10-21,0,0,-3.0711282967390634
2017-10-22,0,0,4.327788142032814
2017-10-23,0,0,16.30985105109375
2017-10-24,1,0,9.087559673312501
2017-10-25,0,0,1.2059224674609377
2017-10-26,2,0,-1.0537525286421867
2017-10-27,0,0,20.55297564084844
2017-10-28,0,0,-0.2189524110078116
2017-10-29,0,0,10.925594694245314
2017-10-30,2,0,0.4378299394062495
2017-10-31,3,0,-1.849586904496873
2017-11-01,2,0,6.754408100665627
2017-11-02,3,0,6.357819796256251
2017-11-03,2,0,-0.7582163281593741
2017-11-04,1,0,-1.1596392401296867
2017-11-05,7,0,-0.8354837835874985
2017-11-06,1,0,3.494400284439064
2017-11-07,6,2,6.2072173779859385
2017-11-08,3,2,3.8846410223921874
2017-11-09,2,0,1.8925419133749997
2017-11-10,3,0,1.0380189793375
2017-11-11,1,1,3.2366363666968754
2017-11-12,0,3,1.147323347464063
2017-11-13,2,0,4.283919877500001
2017-11-14,0,3,4.0245855616875
2017-11-15,3,1,8.907588379996875
2017-11-16,3,1,4.360469353420312
2017-11-17,3,0,0.5264193557734373
2017-11-18,0,1,19.946071756360936
2017-11-19,12,0,12.208722837865624
2017-11-20,3,0,7.038846920074999
2017-11-21,9,0,-2.6632533764000006
2017-11-22,7,0,8.37660913474219
2017-11-23,2,0,-1.1639528453359356
2017-11-24,1,0,4.561635691546877
2017-11-25,0,1,-1.591095049996874
2017-11-26,9,1,-0.020882847149997996
2017-11-27,2,3,4.1163324390109395
2017-11-28,2,2,12.96162220680469
2017-11-29,16,2,4.041711999640624
2017-11-30,4,0,0.42108859859374936
2017-12-01,1,0,1.851451734125
2017-12-02,9,3,-1.0098294931296863
2017-12-03,2,0,-0.6689063739656236
2017-12-04,0,1,-0.47283046926562383
2017-12-05,0,0,7.615254759885938
2017-12-06,3,0,9.882812902601563
2017-12-07,3,1,14.303332756403124
2017-12-08,3,2,15.574189170003123
2017-12-09,0,0,-1.0443026441187517
2017-12-10,0,0,12.152581942392187
2017-12-11,7,0,7.38381965
2017-12-12,0,0,27.4496752925
2017-12-13,1,0,9.410404137125
2017-12-14,0,0,-0.9433661284593748
2017-12-15,0,0,3.311249556354689
2017-12-16,0,0,-2.4281093423562465
2017-12-17,3,0,-0.5855253441781214
2017-12-18,0,0,-1.2151734247906223
2017-12-19,4,0,-0.9476713781593723
2017-12-20,6,0,2.3089637991718766
2017-12-21,4,0,8.181162377953125
2017-12-22,6,0,3.7360321979499997
2017-12-23,1,2,15.913731551798437
2017-12-24,3,0,3.6950256885343737
2017-12-25,0,1,5.248618936984375
2017-12-26,0,0,2.2492518599640623
2017-12-27,0,0,-1.4695854512499986
2017-12-28,0,0,6.028181982203127
2017-12-29,0,1,5.554127931501563
2017-12-30,0,0,-0.6014633991515614
2017-12-31,4,4,-1.0423188489453117
2018-01-01,0,7,-0.7196317949546862
2018-01-02,6,5,3.5522991586750012
2018-01-03,0,6,17.27732094268594
2018-01-04,2,2,-0.1995021213937509
2018-01-05,2,4,6.718203922640624
2018-01-06,0,1,-1.622513855110938
2018-01-07,0,5,18.078247719232813
2018-01-08,14,2,1.4795265974640621
2018-01-09,2,5,-1.7338245099999994
2018-01-10,2,0,7.885282190437501
2018-01-11,0,0,11.260103963075002
2018-01-12,0,1,3.647066208321876
2018-01-13,1,0,-1.849389446696875
2018-01-14,1,0,1.8429184009625013
2018-01-15,4,2,10.889164017703127
2018-01-16,5,0,-1.9848023127453116
2018-01-17,0,0,1.9732546611062507
2018-01-18,4,0,2.9867075566093755
2018-01-19,12,0,10.902159830473439
2018-01-20,0,0,4.135018001439063
2018-01-21,2,0,10.442394146034374
2018-01-22,0,1,-0.10482954404687561
2018-01-23,3,0,6.597080648704688
2018-01-24,0,0,19.26390863081875
2018-01-25,3,0,11.907325625953124
2018-01-26,3,0,-0.18329223967031316
2018-01-27,0,0,-1.1439549938312492
2018-01-28,0,2,5.4570090114750025
2018-01-29,1,0,10.228414386096878
2018-01-30,4,2,10.6676865610375
2018-01-31,3,2,12.367745232053124
2018-02-01,0,2,14.938228875134374
2018-02-02,0,2,-1.5726109497390626
2018-02-03,1,0,-2.157429010835936
2018-02-04,0,2,4.607179855626565
2018-02-05,6,0,24.34971618885469
2018-02-06,1,0,19.28331353731094
2018-02-07,4,0,-4.3017294683843765
2018-02-08,0,0,-0.3786953357015621
2018-02-09,2,0,0.19017468517968972
2018-02-10,0,4,0.5664389533218785
2018-02-11,0,2,-0.14325745757187303
2018-02-12,0,1,9.063102731906252
2018-02-13,0,0,11.270117232628126
2018-02-14,0,0,4.68317610970625
2018-02-15,4,0,2.135418974173437
2018-02-16,2,0,13.62411020646875
2018-02-17,1,1,-2.3805637361031247
2018-02-18,0,0,0.6781965976468762
2018-02-19,0,0,-1.131376393087499
2018-02-20,3,0,10.195161378557815
2018-02-21,0,2,2.2625682316875007
2018-02-22,0,0,10.645706753423438
2018-02-23,11,1,1.0107958364359368
2018-02-24,10,0,-1.3847316303781243
2018-02-25,0,0,4.114895569460939
2018-02-26,2,0,0.9381642364687512
2018-02-27,5,0,-0.8718649138218739
2018-02-28,5,0,2.4115793718281258
2018-03-01,6,2,6.236416477542188
2018-03-02,3,1,-1.1386050050812497
2018-03-03,0,0,5.371965268021875
2018-03-04,6,0,3.0315234361421872
2018-03-05,2,1,3.0669832924218756
2018-03-06,0,0,0.03556582378906248
2018-03-07,14,0,1.3398121186781256
2018-03-08,0,0,4.355288687203125
2018-03-09,2,0,1.0632361762828129
2018-03-10,2,0,0.2548683047484379
2018-03-11,0,0,-0.5443744630937496
2018-03-12,8,0,6.616250835221876
2018-03-13,0,0,3.04030486654375
2018-03-14,0,2,-0.899057178159375
2018-03-15,0,0,-0.5049447348171874
2018-03-16,3,0,-0.3586261751499993
2018-03-17,0,0,4.732308165039063
2018-03-18,0,0,1.3170328944125
2018-03-19,1,0,5.436297223714062
2018-03-20,0,1,6.056147023890625
2018-03-21,1,0,-1.2273777198140627
2018-03-22,7,0,3.35849583985625
2018-03-23,0,2,0.17848143750000023
2018-03-24,0,1,-0.6031305062499992
2018-03-25,0,1,0.5791817174218756
2018-03-26,0,0,-0.43097715371093664
2018-03-27,0,0,-0.2819929569156243
2018-03-28,0,0,0.7853638936750005
2018-03-29,1,0,-0.2369912652515622
2018-03-30,0,2,-0.11048369831249985
2018-03-31,0,0,-0.08482573565937487
2018-04-01,0,4,-0.04015504878593737
2018-04-02,0,6,0.9743149369843751
2018-04-03,5,0,5.878439134964062
2018-04-04,1,1,4.34390630375
2018-04-05,2,3,-0.8080683130156256
2018-04-06,0,5,7.574938647464062
2018-04-07,0,0,2.91740825
2018-04-08,0,0,0.026824987500000175
2018-04-09,3,0,4.32135047875
2018-04-10,0,0,2.0337594469843756
2018-04-11,0,1,2.113638788120313
2018-04-12,0,1,0.13383971970625042
2018-04-13,1,1,0.3766788673203132
2018-04-14,1,1,0.49284544837500066
2018-04-15,0,3,-0.46620558109999927
2018-04-16,0,0,-0.2806309919093744
2018-04-17,3,0,0.805713206135938
2018-04-18,2,0,4.746078447023438
2018-04-19,0,0,3.3607260445953124
2018-04-20,0,0,1.287479420626562
2018-04-21,0,0,-0.5722233618015627
2018-04-22,0,0,-0.3413964155515622
2018-04-23,0,4,2.758205384964063
2018-04-24,0,0,1.5173042412500004
2018-04-25,0,0,8.515081655734376
2018-04-26,0,0,-0.2024392276140632
2018-04-27,0,0,7.273557592757813
2018-04-28,0,0,0.7560927138249995
2018-04-29,0,0,0.1370202574281255
2018-04-30,0,0,6.35668163625
2018-05-01,0,0,-1.1527671940468744
2018-05-02,0,0,-0.6710974623890618
2018-05-03,0,0,13.528301681537501
2018-05-04,0,0,3.2390141691609373
2018-05-05,0,0,-1.3631120116609377
2018-05-06,0,0,-0.81355523006875
2018-05-07,0,1,8.4642031081625
2018-05-08,4,0,4.6956759563546875
2018-05-09,0,0,3.6713561072484375
2018-05-10,0,0,-0.24762181000000005
2018-05-11,0,1,2.1286126365312508
2018-05-12,0,0,4.078048749418751
2018-05-13,0,0,4.976034624820313
2018-05-14,0,3,5.80943840875
2018-05-15,0,0,-1.409091307140625
2018-05-16,5,0,0.16070720533281313
2018-05-17,2,0,3.347126835956251
2018-05-18,0,0,0.16300827305468835
2018-05-19,0,0,-0.5928615978328119
2018-05-20,6,0,-0.4113968876859369
2018-05-21,0,0,3.6956732354765633
2018-05-22,2,1,-0.6156628188249997
2018-05-23,0,0,1.6813495359984376
2018-05-24,0,0,1.6188948894843749
2018-05-25,1,0,1.5695841991515627
2018-05-26,6,0,-0.45463072315937497
2018-05-27,0,0,0.7506280974640627
2018-05-28,0,0,5.7250667150000005
2018-05-29,0,0,0.21684422293749983
2018-05-30,1,0,1.48715967235625
2018-05-31,1,0,-0.50431054353125
2018-06-01,4,0,-0.3167134736031244
2018-06-02,0,0,-0.22345934360312453
2018-06-03,0,0,-0.1643052263218745
2018-06-04,0,0,2.8784739969843756
2018-06-05,0,0,5.5967735481203125
2018-06-06,0,0,4.1828511792687495
2018-06-07,22,0,2.116964521432812
2018-06-08,2,0,1.2252147949281247
2018-06-09,3,0,-0.6498252499999998
2018-06-10,0,3,3.5850009625000006
2018-06-11,6,0,6.28817558625
2018-06-12,5,0,4.869247570953124
2018-06-13,1,0,2.761205545548437
2018-06-14,5,0,0.89001020595625
2018-06-15,3,0,0.14700890577343806
2018-06-16,1,0,1.3622265163609384
2018-06-17,1,0,-0.6346570775718742
2018-06-18,3,0,-0.41919320081249917
2018-06-19,14,0,-0.3296798287531243
2018-06-20,0,0,1.7556575941546881
2018-06-21,1,2,1.6437507277218752
2018-06-22,2,0,2.619850242575
2018-06-23,0,0,0.5044465894124998
2018-06-24,0,0,-0.3608604785671875
2018-06-25,0,0,3.779143794928125
2018-06-26,1,0,1.4509549750000001
2018-06-27,0,0,1.5024758325
2018-06-28,0,0,2.49907319396875
2018-06-29,0,3,2.3879725676468753
2018-06-30,0,0,1.34561165963125
2018-07-01,0,0,0.4185285793765626
2018-07-02,3,0,0.5511813374640628
2018-07-03,2,0,0.6008775804375004
2018-07-04,0,0,3.6224192838250007
2018-07-05,0,0,1.364902542646875
2018-07-06,2,2,2.44961299213125
2018-07-07,16,2,-0.6300301516546876
2018-07-08,3,0,10.640644357610938
2018-07-09,0,0,4.6580862731625
2018-07-10,0,0,3.729070088198437
2018-07-11,6,0,-0.22051622555156292
2018-07-12,7,0,3.168366965401563
2018-07-13,5,0,0.02522762507500076
2018-07-14,0,0,-0.698797781618749
2018-07-15,1,0,-0.4864455413578116
2018-07-16,2,0,1.635109566828126
2018-07-17,1,0,2.4964427502609383
2018-07-18,4,0,-0.5680931765437498
2018-07-19,0,0,1.6989006268046878
2018-07-20,0,0,-0.38459080084843744
2018-07-21,1,1,-0.22738472315937464
2018-07-22,5,0,6.8599268724640625
2018-07-23,0,0,0.19700156999999974
2018-07-24,0,0,1.5003487852187498
2018-07-25,16,1,0.48367333088124986
2018-07-26,0,0,5.589478549892188
2018-07-27,2,0,1.1453836239687498
2018-07-28,0,0,-0.6648735425718748
2018-07-29,2,0,-0.4047138862499997
2018-07-30,4,0,14.698512337640626
2018-07-31,0,0,5.2582648142328114
2018-08-01,0,0,3.475165250182812
2018-08-02,0,0,-0.36175222058750056
2018-08-03,1,0,2.0775663768703136
2018-08-04,8,0,-0.9434184912468739
2018-08-05,0,0,1.4061423574281262
2018-08-06,2,0,0.35471421875000086
2018-08-07,1,0,-0.5550948814843741
2018-08-08,2,0,2.588058277101563
2018-08-09,8,0,5.472961733420313
