,saltstack/salt,cfengine/core,ansible/ansible
2012-06-01,-5.034547507199999,11,10
2012-06-02,-4.3134465024,16,0
2012-06-03,14.039784038399999,1,0
2012-06-04,7.493351116800001,9,0
2012-06-05,7.6373786624000015,1,3
2012-06-06,14.834884300800002,5,1
2012-06-07,-7.7907726336,3,4
2012-06-08,1.5563461631999989,2,5
2012-06-09,2.1216997376,0,2
2012-06-10,-0.5337619456000002,0,2
2012-06-11,6.816332492799999,0,3
2012-06-12,-0.1710704639999996,6,1
2012-06-13,4.498052300800001,5,3
2012-06-14,-6.215040512,4,12
2012-06-15,5.715677081599999,7,8
2012-06-16,10.818552524800001,4,5
2012-06-17,-7.397549465599999,0,4
2012-06-18,19.6266543104,2,3
2012-06-19,40.1157977088,0,6
2012-06-20,-20.121508351999996,5,14
2012-06-21,-10.656648703999998,3,9
2012-06-22,26.530887065599998,7,3
2012-06-23,13.7377330176,0,1
2012-06-24,-13.303830220799998,1,0
2012-06-25,10.5945404416,1,6
2012-06-26,9.9645418496,6,4
2012-06-27,-3.038409215999998,15,2
2012-06-28,-8.147504742399999,3,0
2012-06-29,-3.159344332800001,3,3
2012-06-30,79.24040478719999,3,2
2012-07-01,-7.480264806399994,0,2
2012-07-02,-11.436351692799995,2,8
2012-07-03,-2.6606819327999993,1,8
2012-07-04,-4.298976460800004,10,10
2012-07-05,2.5445649407999973,2,2
2012-07-06,34.1962868736,3,4
2012-07-07,-21.428385075199998,0,13
2012-07-08,10.0151574528,0,2
2012-07-09,11.989778432000001,5,5
2012-07-10,-0.2158310400000012,21,11
2012-07-11,0.9417030656000005,2,9
2012-07-12,-3.6508427264000005,9,16
2012-07-13,34.2305507328,10,3
2012-07-14,-11.844740198399997,0,12
2012-07-15,30.69568512,0,21
2012-07-16,-7.077884313599995,2,3
2012-07-17,-8.493841408000002,10,10
2012-07-18,-4.1920729088,26,14
2012-07-19,5.096347443199998,9,5
2012-07-20,5.3584780288000005,0,36
2012-07-21,8.360363929600002,0,10
2012-07-22,-0.550487142399998,0,10
2012-07-23,14.005139456000002,5,11
2012-07-24,-6.3285612543999985,9,35
2012-07-25,-1.8072854528000004,0,23
2012-07-26,26.871925350399998,1,32
2012-07-27,23.704503603200003,10,9
2012-07-28,-10.997958758399996,0,24
2012-07-29,-8.678310399999999,0,7
2012-07-30,7.262303436799998,0,27
2012-07-31,26.6830101504,2,22
2012-08-01,17.495023820800004,15,40
2012-08-02,-1.125989478399994,0,36
2012-08-03,-0.24099266559999677,3,12
2012-08-04,-0.7238162432000017,1,0
2012-08-05,-3.4528329728000013,10,0
2012-08-06,4.5987369984,4,2
2012-08-07,5.555090944,19,29
2012-08-08,-0.38709524479999935,7,25
2012-08-09,1.4549830656000005,12,29
2012-08-10,3.253606297600001,13,46
2012-08-11,-1.6240326655999997,4,34
2012-08-12,-7.5222401024,0,3
2012-08-13,22.339913728,12,12
2012-08-14,1.2446008319999997,9,23
2012-08-15,15.612199424,9,17
2012-08-16,8.097978470400001,11,0
2012-08-17,-0.05556930559999884,33,19
2012-08-18,12.717281382400001,18,23
2012-08-19,-7.6575929344,7,9
2012-08-20,17.2029433856,16,19
2012-08-21,-8.921175551999998,5,9
2012-08-22,0.4079997952000003,8,14
2012-08-23,-7.989793587199999,5,8
2012-08-24,14.058212147199999,8,17
2012-08-25,7.3754331136000015,0,3
2012-08-26,-10.507500032,1,0
2012-08-27,12.784932864,0,15
2012-08-28,14.8378326016,12,34
2012-08-29,-1.200197017599999,1,21
2012-08-30,22.3714484224,0,33
2012-08-31,-7.044267519999998,2,10
2012-09-01,-0.4255259647999985,2,0
2012-09-02,-1.0692759552000002,0,5
2012-09-03,15.463551385599999,4,0
2012-09-04,-7.8734025728,3,17
2012-09-05,9.751065497599999,2,16
2012-09-06,11.464326144000001,8,12
2012-09-07,4.8668461056000005,2,21
2012-09-08,-9.478244966399998,2,9
2012-09-09,-4.304456396800001,3,1
2012-09-10,19.7522102272,4,9
2012-09-11,-4.0977774592,7,9
2012-09-12,7.2155982848,5,11
2012-09-13,-2.533023436799999,5,3
2012-09-14,0.15430236159999922,6,6
2012-09-15,3.9681120256,0,0
2012-09-16,-3.7401475071999997,0,0
2012-09-17,7.993375436799999,0,10
2012-09-18,27.0935504896,6,6
2012-09-19,4.552794112000004,9,19
2012-09-20,13.983783116800002,5,0
2012-09-21,-7.866183884799998,2,4
2012-09-22,12.7490640896,0,1
2012-09-23,8.739378073600001,0,9
2012-09-24,34.7707241472,4,6
2012-09-25,1.5030151168000039,33,16
2012-09-26,8.679168921600002,8,14
2012-09-27,19.595012608,9,14
2012-09-28,1.3276545024000015,21,29
2012-09-29,-10.4726659072,0,35
2012-09-30,6.890056703999999,1,39
2012-10-01,17.0185637888,5,23
2012-10-02,13.244513484800002,1,23
2012-10-03,-11.452019404799998,1,13
2012-10-04,28.2938692608,3,23
2012-10-05,26.223439155200005,8,9
2012-10-06,-10.489887641599996,0,5
2012-10-07,10.855361945600002,0,7
2012-10-08,9.8724614144,5,31
2012-10-09,5.075082342400002,0,15
2012-10-10,-7.557003571199999,4,24
2012-10-11,9.512498688,8,14
2012-10-12,16.0668519424,7,43
2012-10-13,-20.0217964544,0,9
2012-10-14,-0.16118599680000045,4,4
2012-10-15,5.168054271999999,0,8
2012-10-16,27.7912138752,0,19
2012-10-17,-9.806736793599995,2,15
2012-10-18,8.673554841600001,2,24
2012-10-19,14.631887564800001,7,15
2012-10-20,-9.997301248,0,12
2012-10-21,-8.6433303552,0,12
2012-10-22,27.8326513664,8,6
2012-10-23,3.488243711999999,9,11
2012-10-24,52.72324352,9,23
2012-10-25,28.063628492800007,1,18
2012-10-26,6.046194483200004,21,25
2012-10-27,-24.785135820799997,0,6
2012-10-28,-10.695674163200003,0,3
2012-10-29,35.15254108159999,1,12
2012-10-30,16.898006118399998,5,14
2012-10-31,13.770540236800002,5,17
2012-11-01,14.146993971200004,1,13
2012-11-02,-2.887517286399998,14,4
2012-11-03,-12.556098457600001,0,15
2012-11-04,16.7269595136,0,6
2012-11-05,30.073860710399998,2,3
2012-11-06,-2.898631884799997,2,11
2012-11-07,15.753505894400003,2,26
2012-11-08,24.6385268736,3,10
2012-11-09,10.174117478400003,3,30
2012-11-10,-3.9631755264000006,0,12
2012-11-11,12.593651814399998,1,5
2012-11-12,28.3196045312,2,14
2012-11-13,17.567195750400003,9,20
2012-11-14,35.526930739200004,1,9
2012-11-15,69.30967203840001,10,4
2012-11-16,12.570651852800005,20,5
2012-11-17,-21.252563660799993,1,15
2012-11-18,-13.640476057600004,4,11
2012-11-19,9.242668851199994,7,8
2012-11-20,19.0299113472,4,6
2012-11-21,18.5469406208,8,9
2012-11-22,-3.8865645567999962,1,10
2012-11-23,7.3470156800000055,7,8
2012-11-24,-13.003078041599998,5,11
2012-11-25,-2.3566095360000006,1,4
2012-11-26,30.375915929599998,16,15
2012-11-27,11.6360580096,3,13
2012-11-28,5.950589030400003,10,13
2012-11-29,20.039338700800002,4,1
2012-11-30,12.854053273600002,7,0
2012-12-01,-3.0095478783999994,1,6
2012-12-02,7.031478886399999,4,11
2012-12-03,19.110185267200002,4,2
2012-12-04,29.436835430400002,4,5
2012-12-05,-5.931742617599994,4,5
2012-12-06,5.054851788800001,7,2
2012-12-07,-2.6467129344,9,1
2012-12-08,-12.384171519999999,0,0
2012-12-09,7.815193702399998,2,1
2012-12-10,26.205902643199998,1,1
2012-12-11,15.590748672000004,8,4
2012-12-12,6.978252390400002,3,16
2012-12-13,-0.044904345599995565,0,5
2012-12-14,11.074976460799999,26,10
2012-12-15,-17.673344204799996,0,9
2012-12-16,-2.1799213056000024,0,4
2012-12-17,18.8384372736,9,3
2012-12-18,2.657642803199998,6,5
2012-12-19,14.5479916544,24,8
2012-12-20,32.084974592,12,2
2012-12-21,-6.203384422399996,4,1
2012-12-22,11.402258124800003,0,0
2012-12-23,-13.439673548799998,0,6
2012-12-24,4.472235724799997,0,3
2012-12-25,-10.797758259200002,0,0
2012-12-26,2.9029552127999985,19,0
2012-12-27,50.737964544,1,1
2012-12-28,86.268286464,1,0
2012-12-29,26.722691379200008,2,0
2012-12-30,-28.67618140159999,0,0
2012-12-31,66.3553503232,0,0
2013-01-01,-34.24085923839999,0,0
2013-01-02,-9.916183961600005,0,0
2013-01-03,-4.040524902400001,16,10
2013-01-04,18.4972695552,4,6
2013-01-05,-6.004013567999998,2,5
2013-01-06,-11.709075967999997,0,3
2013-01-07,14.701767577599998,20,6
2013-01-08,8.9250249728,9,2
2013-01-09,26.195509350400002,5,13
2013-01-10,49.464039424000006,30,8
2013-01-11,9.982989824000008,5,1
2013-01-12,-18.993383935999994,0,2
2013-01-13,5.768753663999995,34,14
2013-01-14,30.347775590399998,7,1
2013-01-15,41.815867904,8,0
2013-01-16,-11.372507443199993,13,1
2013-01-17,3.6312190976000025,4,2
2013-01-18,35.712721715200004,3,10
2013-01-19,-19.094726348799995,1,3
2013-01-20,5.954573619199998,0,6
2013-01-21,37.8162909184,11,8
2013-01-22,3.383387033600002,13,12
2013-01-23,-0.27735971839999607,45,16
2013-01-24,20.4586697728,9,6
2013-01-25,-2.1175750656000005,10,14
2013-01-26,7.793565900800001,29,25
2013-01-27,-6.272711475199998,0,3
2013-01-28,21.932150784,6,10
2013-01-29,28.823575552,8,6
2013-01-30,25.574120038399997,14,2
2013-01-31,41.886081536000006,1,10
2013-02-01,-12.874281164799996,2,5
2013-02-02,-10.455590297599997,0,22
2013-02-03,-6.199576883200002,3,13
2013-02-04,13.203965337599996,3,11
2013-02-05,1.2216332288000018,6,2
2013-02-06,38.6981875712,18,6
2013-02-07,23.650147328000003,2,21
2013-02-08,35.005882060800005,2,6
2013-02-09,-31.972254515199992,0,29
2013-02-10,-10.253818675200002,0,24
2013-02-11,12.207409254399998,12,6
2013-02-12,35.8920226816,7,8
2013-02-13,22.060924825600004,10,7
2013-02-14,-16.502763519999995,16,9
2013-02-15,3.3410165760000012,29,2
2013-02-16,-4.769317478399998,1,37
2013-02-17,5.879020646399997,0,26
2013-02-18,33.4811449344,23,19
2013-02-19,15.198120550400006,9,14
2013-02-20,5.640344268800003,33,29
2013-02-21,-9.5191269376,51,5
2013-02-22,7.513637887999998,24,12
2013-02-23,-1.5156186112000007,2,47
2013-02-24,2.634066739199998,0,10
2013-02-25,26.3070505984,22,15
2013-02-26,45.4979004416,13,9
2013-02-27,-5.136453324799994,9,31
2013-02-28,13.3795524608,8,23
2013-03-01,-2.7528427519999994,8,44
2013-03-02,-15.980572057600003,6,28
2013-03-03,5.067510067199999,17,1
2013-03-04,23.3046711296,29,2
2013-03-05,59.438938316800005,13,18
2013-03-06,-27.312094105599996,20,10
2013-03-07,64.397690368,23,13
2013-03-08,-1.905588326399993,15,7
2013-03-09,-22.168595660799994,2,1
2013-03-10,4.116936499200001,17,13
2013-03-11,28.525624934399996,43,22
2013-03-12,29.0053705728,40,14
2013-03-13,-10.507467571199996,16,9
2013-03-14,5.457266073600003,41,15
2013-03-15,-4.338943692800001,37,9
2013-03-16,-14.554788249600001,6,10
2013-03-17,21.744112844799997,2,38
2013-03-18,20.3545071616,28,17
2013-03-19,-5.496043519999997,38,9
2013-03-20,28.245329920000003,12,3
2013-03-21,24.334709248000003,15,5
2013-03-22,3.2019380224000002,14,7
2013-03-23,13.073184870400002,1,6
2013-03-24,8.991974195200001,1,16
2013-03-25,26.7845158912,15,7
2013-03-26,8.883292876800006,14,23
2013-03-27,-19.645661388799997,13,7
2013-03-28,12.119457279999999,10,3
2013-03-29,17.102268006400003,4,7
2013-03-30,-19.6746228736,3,9
2013-03-31,6.654976511999999,31,8
2013-04-01,9.498860544,13,8
2013-04-02,-6.317944729600001,7,3
2013-04-03,12.971617996800001,12,9
2013-04-04,8.192531353600003,33,9
