,getpelican/pelican,middleman/middleman,jekyll/jekyll
2010-12-13,3.0,0.0,0
2010-12-14,4.0,0.0,5
2010-12-15,9.0,0.0,2
2010-12-16,7.0,0.0,0
2010-12-17,5.0,0.0,2
2010-12-18,11.0,0.0,0
2010-12-19,4.0,0.0,2
2010-12-20,5.0,0.0,0
2010-12-21,2.0,0.0,0
2010-12-22,3.0,0.0,0
2010-12-23,0.0,0.0,0
2010-12-24,0.0,2.0,0
2010-12-25,2.0,-0.6000000000000001,0
2010-12-26,1.0,-0.20999999999999985,0
2010-12-27,1.0,-0.11899999999999994,0
2010-12-28,0.0,-0.080325,0
2010-12-29,4.0,-0.05944049999999999,0
2010-12-30,0.0,-0.04656172499999999,0
2010-12-31,0.0,-0.037914547500000007,1
2011-01-01,2.0,1.9682465664687498,0
2011-01-02,0.0,0.37283317353437484,0
2011-01-03,0.0,-0.5099999999999999,0
2011-01-04,0.0,-0.22399999999999987,0
2011-01-05,9.0,1.860175,0
2011-01-06,2.0,1.3003969999999998,0
2011-01-07,0.0,-0.8862819749999999,0
2011-01-08,0.0,-0.3901954099999998,0
2011-01-09,0.0,-0.25003570728125,0
2011-01-10,0.0,0.8171909567687499,0
2011-01-11,1.0,-0.4195856382328126,0
2011-01-12,6.0,-0.18947627249999993,0
2011-01-13,0.0,-0.12916798103125007,1
2011-01-14,0.0,-0.09908275999687513,0
2011-01-15,0.0,-0.05688707646562505,0
2011-01-16,0.0,-0.023280862499999996,0
2011-01-17,0.0,-0.018957273750000003,0
2011-01-18,0.0,0.9841232832343749,0
2011-01-19,2.0,-0.3135834132328126,0
2011-01-20,1.0,-0.10499999999999993,0
2011-01-21,0.0,-0.05949999999999997,0
2011-01-22,0.0,1.9598375,1
2011-01-23,1.0,-0.6297202500000001,4
2011-01-24,7.0,-0.23328086249999985,0
2011-01-25,8.0,-0.13795727374999994,0
2011-01-26,1.0,-0.09620171676562504,0
2011-01-27,0.0,-0.07302391323281252,4
2011-01-28,0.0,-0.04656172499999999,0
2011-01-29,0.0,-0.037914547500000007,0
2011-01-30,0.0,2.96824656646875,0
2011-01-31,0.0,-0.9271668264656252,0
2011-02-01,8.0,-0.3149999999999998,0
2011-02-02,0.0,-0.1784999999999999,0
2011-02-03,0.0,-0.1204875,0
2011-02-04,0.0,-0.08916074999999998,0
2011-02-05,0.0,2.9301574125,1
2011-02-06,0.0,0.04312817874999986,0
2011-02-07,0.0,-0.662630150296875,0
2011-02-08,0.0,-0.3242502396984374,0
2011-02-09,2.0,-0.17998749999999997,1
2011-02-10,2.0,-0.12932324999999997,0
2011-02-11,2.0,1.9004371625,0
2011-02-12,0.0,-0.68015268375,0
2011-02-13,0.0,0.723412575953125,0
2011-02-14,7.0,-0.4756269564640626,0
2011-02-15,12.0,-0.19890841323281244,0
2011-02-16,6.0,0.8810595,0
2011-02-17,5.0,-0.38672422500000003,0
2011-02-18,4.0,-0.17263479749999994,0
2011-02-19,0.0,1.88546570396875,0
2011-02-20,0.0,-0.6862866002156252,0
2011-02-21,0.0,3.744403033234375,0
2011-02-22,5.0,-1.3558642757328125,0
2011-02-23,0.0,-0.5192822737499997,0
2011-02-24,2.0,-0.3133172167656249,0
2011-02-25,0.0,-0.2207951382328125,0
2011-02-26,1.0,-0.1567955475,0
2011-02-27,2.0,-0.12487688353125007,0
2011-02-28,0.0,-0.10299592146562506,0
2011-03-01,0.0,-0.06350686706250018,0
2011-03-02,0.0,-0.054333652931250094,1
2011-03-03,0.0,0.0,1
2011-03-04,0.0,0.0,0
2011-03-05,0.0,0.0,0
2011-03-06,0.0,0.0,3
2011-03-07,0.0,0.0,1
2011-03-08,2.0,0.0,3
2011-03-09,2.0,0.0,0
2011-03-10,0.0,0.0,0
2011-03-11,0.0,0.0,10
2011-03-12,0.0,0.0,2
2011-03-13,0.0,0.0,1
2011-03-14,0.0,0.0,0
2011-03-15,0.0,0.0,0
2011-03-16,0.0,1.0,0
2011-03-17,0.0,-0.30000000000000004,0
2011-03-18,0.0,-0.10499999999999993,0
2011-03-19,0.0,-0.05949999999999997,0
2011-03-20,0.0,-0.0401625,0
2011-03-21,0.0,-0.029720249999999997,0
2011-03-22,0.0,-0.023280862499999996,0
2011-03-23,5.0,-0.018957273750000003,1
2011-03-24,0.0,-0.015876716765625045,0
2011-03-25,0.0,-0.013583413232812524,0
2011-03-26,1.0,0.0,0
2011-03-27,2.0,0.0,0
2011-03-28,0.0,0.0,0
2011-03-29,0.0,0.0,0
2011-03-30,0.0,0.0,0
2011-03-31,0.0,0.0,0
2011-04-01,0.0,0.0,0
2011-04-02,0.0,0.0,0
2011-04-03,0.0,0.0,0
2011-04-04,0.0,0.0,0
2011-04-05,0.0,0.0,0
2011-04-06,0.0,1.0,1
2011-04-07,0.0,-0.30000000000000004,0
2011-04-08,0.0,3.895,0
2011-04-09,0.0,-1.2595,0
2011-04-10,0.0,4.5398375,0
2011-04-11,0.0,-1.76772025,0
2011-04-12,0.0,-0.7089308624999997,2
2011-04-13,0.0,0.5646617262500001,0
2011-04-14,0.0,0.39018733323437493,0
2011-04-15,0.0,2.3569862417671876,0
2011-04-16,0.0,0.7555888204374999,0
2011-04-17,0.0,-0.16378252168125007,0
2011-04-18,2.0,0.16223366617187496,0
2011-04-19,3.0,0.23459432133593738,0
2011-04-20,7.0,1.3237761137500001,1
2011-04-21,2.0,-0.968779578015625,0
2011-04-22,0.0,0.5277235737515626,0
2011-04-23,0.0,-0.6112917235296876,1
2011-04-24,8.0,-0.32978705947968756,2
2011-04-25,9.0,3.79577782051875,0
2011-04-26,34.0,3.6648583712515626,0
2011-04-27,4.0,2.9829050725015627,0
2011-04-28,0.0,-2.331617709264062,0
2011-04-29,0.0,2.9707258997843753,1
2011-04-30,0.0,0.1669297832343748,0
2011-05-01,0.0,-1.4761206132328124,0
2011-05-02,0.0,-0.7888346574999997,1
2011-05-03,0.0,-0.5543475483125002,0
2011-05-04,1.0,-0.4277096055093753,0
2011-05-05,0.0,-0.29986459999218784,0
2011-05-06,14.0,0.8096921138359374,0
2011-05-07,8.0,-0.40142141456250025,0
2011-05-08,7.0,0.8089129135375,2
2011-05-09,0.0,-0.38666682646562506,9
2011-05-10,4.0,-0.14516249999999992,0
2011-05-11,6.0,-0.08922024999999997,0
2011-05-12,0.0,0.9365566375000001,1
2011-05-13,0.0,-0.34867752375000005,0
2011-05-14,4.0,-0.14415757926562497,1
2011-05-15,2.0,-0.0920406869828125,0
2011-05-16,0.0,-0.05603921676562504,0
2011-05-17,0.0,-0.04330366323281252,0
2011-05-18,1.0,0.9767191375000001,0
2011-05-19,4.0,1.6810427262499998,0
2011-05-20,0.0,-0.720876716765625,0
2011-05-21,0.0,-0.28308341323281233,0
2011-05-22,1.0,1.8408375000000001,0
2011-05-23,0.0,0.28995474999999993,1
2011-05-24,0.0,-0.5927213624999998,0
2011-05-25,0.0,-0.28951899874999987,0
2011-05-26,0.0,-0.19361626426562503,0
2011-05-27,1.0,-0.1449398467640626,0
2011-05-28,0.0,-0.10344880146562505,0
2011-05-29,0.0,-0.061195410000000006,0
2011-05-30,0.0,-0.05071070728125009,10
2011-05-31,2.0,2.95695645676875,1
2011-06-01,2.0,2.0864165867671876,0
2011-06-02,0.0,5.785,0
2011-06-03,1.0,-2.5935,1
2011-06-04,2.0,-1.0339874999999994,0
2011-06-05,0.0,2.37385175,3
2011-06-06,0.0,2.6598591625,0
2011-06-07,0.0,-1.84975615875,0
2011-06-08,0.0,0.13403199095312524,0
2011-06-09,1.0,0.12043119375468736,0
2011-06-10,0.0,2.193301992942187,0
2011-06-11,1.0,-1.3483074801296877,0
2011-06-12,9.0,0.4353422287500003,0
2011-06-13,9.0,-0.671841995296875,0
2011-06-14,0.0,4.617254280739062,0
2011-06-15,0.0,-1.7452325391812502,0
2011-06-16,2.0,-0.6698390780156247,0
2011-06-17,6.0,-0.41355220124843745,0
2011-06-18,2.0,-0.28530692602968766,0
2011-06-19,0.0,-0.20830876344843757,0
2011-06-20,0.0,-0.13228102926562502,1
2011-06-21,2.0,-0.10836978198281254,0
2011-06-22,1.0,0.9206164161718747,0
2011-06-23,0.0,1.6320829338359373,0
2011-06-24,0.0,9.295,0
2011-06-25,0.0,-3.2695000000000003,0
2011-06-26,0.0,-1.2091624999999993,2
2011-06-27,0.0,3.2949547500000005,0
2011-06-28,0.0,-0.6843463625000001,4
2011-06-29,4.0,-1.0827214987499998,1
2011-06-30,4.0,-0.6295998892656249,0
2011-07-01,1.0,1.5449404157359374,0
2011-07-02,7.0,-0.9449774941218756,2
2011-07-03,1.0,-0.4686778323281251,0
2011-07-04,0.0,-0.21810995749999995,2
2011-07-05,0.0,-0.16278914081250018,0
2011-07-06,0.0,7.870349130303125,2
2011-07-07,0.0,2.539854861767187,2
2011-07-08,0.0,-0.37791454749999964,0
2011-07-09,0.0,-1.6327534335312497,0
2011-07-10,0.0,11.144033173534375,2
2011-07-11,0.0,-1.1575745000000008,0
2011-07-12,0.0,-0.5751731499999995,0
2011-07-13,0.0,1.0434969975000006,0
2011-07-14,1.0,7.9611881721249995,0
2011-07-15,4.0,0.862904062809374,0
2011-07-16,1.0,-0.2770265996953123,0
2011-07-17,0.0,-2.5244246989656247,1
2011-07-18,0.0,-1.3972398974375,0
2011-07-19,2.0,-0.9949032440906252,0
2011-07-20,0.0,-0.6312728694796876,0
2011-07-21,5.0,2.5300652232375,1
2011-07-22,3.0,-1.2641463636046881,0
2011-07-23,3.0,0.41291046259374975,0
2011-07-24,0.0,4.405952783539062,0
2011-07-25,0.0,-0.7662377396984377,0
2011-07-26,1.0,10.02633925,0
2011-07-27,1.0,14.1874949125,0
2011-07-28,1.0,-4.901904571249999,0
2011-07-29,3.0,-3.4041747627968735,0
2011-07-30,0.0,-1.9286195759484368,0
2011-07-31,0.0,-1.302791698015625,0
2011-08-01,0.0,1.0166967416890624,0
2011-08-02,1.0,1.6291801808203124,0
2011-08-03,9.0,6.313980049845312,0
2011-08-04,2.0,0.6928870051578113,0
2011-08-05,0.0,8.424920128278124,0
2011-08-06,0.0,5.596905173534375,0
2011-08-07,1.0,-4.850022474999999,0
2011-08-08,0.0,-1.210669134999999,2
2011-08-09,0.0,10.26945934521875,0
2011-08-10,0.0,-4.7531263667625,0
2011-08-11,6.0,-2.1163850563234368,0
2011-08-12,0.0,1.632324690825,0
2011-08-13,0.0,-1.8302205248531258,0
2011-08-14,0.0,-0.0031085757171878114,0
2011-08-15,0.0,-0.9126617560781252,0
2011-08-16,4.0,-0.468851501765625,0
2011-08-17,2.0,-0.352764764420313,0
2011-08-18,6.0,2.7269939537062498,0
2011-08-19,4.0,3.01340792875,0
2011-08-20,2.0,2.414088987203125,0
2011-08-21,0.0,1.1417924865515627,0
2011-08-22,2.0,0.30563578323437524,0
2011-08-23,0.0,-1.4163941632328123,0
2011-08-24,0.0,-0.7378735874999997,0
2011-08-25,0.0,-0.50836377125,0
2011-08-26,0.0,-0.3860684452968751,0
2011-08-27,0.0,-0.30936928926093776,0
2011-08-28,0.0,-0.2212740662437503,0
2011-08-29,0.0,8.860121649271875,0
2011-08-30,6.0,-1.772503673229688,0
2011-08-31,0.0,4.727833173534376,0
2011-09-01,0.0,-2.4405,0
2011-09-02,0.0,-1.0509624999999994,0
2011-09-03,0.0,0.3353552500000002,0
2011-09-04,0.0,1.2197769875,0
2011-09-05,0.0,-1.07721782625,0
2011-09-06,3.0,1.4289671003593747,0
2011-09-07,3.0,-1.0110335783609379,0
2011-09-08,0.0,0.5711110361734374,0
2011-09-09,0.0,1.416778158103125,0
2011-09-10,1.0,-0.85084399875,0
2011-09-11,0.0,0.6172682357343751,0
2011-09-12,0.0,2.4489389282359375,0
2011-09-13,0.0,-1.1801266239656252,0
2011-09-14,0.0,-0.4889747960312498,0
2011-09-15,1.0,-0.31134832521562494,0
2011-09-16,0.0,0.7960009857343749,1
2011-09-17,0.0,2.5422215407359374,0
2011-09-18,0.0,-0.12096668771562502,0
2011-09-19,0.0,-0.7472485380156249,0
2011-09-20,0.0,5.6151239364703125,1
2011-09-21,0.0,-1.0504579896984376,0
2011-09-22,0.0,-1.0826041124999994,0
2011-09-23,0.0,1.4194798887500002,0
2011-09-24,0.0,-0.9965044005156252,0
2011-09-25,0.0,-0.5086548372796875,0
2011-09-26,0.0,-0.3450323814640625,0
2011-09-27,0.0,0.7690670817671874,2
2011-09-28,0.0,-0.4736580743437503,0
2011-09-29,0.0,-0.2489389211625001,0
2011-09-30,2.0,-0.1109979607328125,0
2011-10-01,0.0,-0.07191593353125009,0
2011-10-02,0.0,-0.05688707646562505,0
2011-10-03,1.0,-0.023280862499999996,0
2011-10-04,2.0,1.98104272625,0
2011-10-05,0.0,0.38412328323437483,0
2011-10-06,2.0,-0.5235834132328124,0
2011-10-07,0.0,0.7760000000000001,0
2011-10-08,0.0,-0.439825,0
2011-10-09,0.0,-0.20460299999999992,0
2011-10-10,0.0,-0.13578197499999994,0
2011-10-11,0.0,0.8986420900000001,0
2011-10-12,0.0,0.6195690427187499,0
2011-10-13,0.0,3.52867559426875,0
