,home-assistant/core,node-red/node-red,ioBroker/ioBroker
2019-03-10,16,0,3
2019-03-11,21,0,0
2019-03-12,22,5,0
2019-03-13,32,4,0
2019-03-14,26,2,0
2019-03-15,33,6,2
2019-03-16,18,0,0
2019-03-17,14,0,0
2019-03-18,10,2,0
2019-03-19,30,0,0
2019-03-20,7,5,0
2019-03-21,33,0,0
2019-03-22,14,0,0
2019-03-23,8,0,0
2019-03-24,12,0,0
2019-03-25,27,0,0
2019-03-26,37,1,0
2019-03-27,14,4,0
2019-03-28,37,9,0
2019-03-29,35,1,0
2019-03-30,22,0,0
2019-03-31,11,0,0
2019-04-01,31,0,0
2019-04-02,29,5,0
2019-04-03,33,4,0
2019-04-04,22,2,1
2019-04-05,40,4,1
2019-04-06,6,0,0
2019-04-07,25,1,0
2019-04-08,30,0,0
2019-04-09,24,0,0
2019-04-10,32,0,2
2019-04-11,9,0,0
2019-04-12,13,0,0
2019-04-13,15,0,0
2019-04-14,10,0,0
2019-04-15,23,0,0
2019-04-16,18,2,0
2019-04-17,23,0,0
2019-04-18,32,0,1
2019-04-19,35,0,0
2019-04-20,25,0,0
2019-04-21,3,1,2
2019-04-22,9,0,0
2019-04-23,25,2,0
2019-04-24,29,1,0
2019-04-25,18,7,0
2019-04-26,28,5,0
2019-04-27,13,0,0
2019-04-28,11,0,0
2019-04-29,14,9,0
2019-04-30,17,6,0
2019-05-01,31,1,0
2019-05-02,39,5,2
2019-05-03,6,12,8
2019-05-04,7,3,0
2019-05-05,14,0,2
2019-05-06,13,0,0
2019-05-07,12,3,0
2019-05-08,15,5,0
2019-05-09,14,3,0
2019-05-10,19,0,4
2019-05-11,6,0,0
2019-05-12,2,0,0
2019-05-13,8,0,0
2019-05-14,25,0,8
2019-05-15,8,3,1
2019-05-16,16,6,0
2019-05-17,16,12,2
2019-05-18,10,1,0
2019-05-19,7,1,0
2019-05-20,3,1,0
2019-05-21,6,14,0
2019-05-22,4,1,0
2019-05-23,22,5,0
2019-05-24,6,8,0
2019-05-25,8,2,0
2019-05-26,11,0,0
2019-05-27,8,12,0
2019-05-28,2,8,2
2019-05-29,23,1,0
2019-05-30,23,2,0
2019-05-31,27,2,0
2019-06-01,26,2,0
2019-06-02,11,0,0
2019-06-03,24,0,0
2019-06-04,21,3,0
2019-06-05,21,0,0
2019-06-06,25,5,0
2019-06-07,21,8,0
2019-06-08,34,1,0
2019-06-09,15,1,0
2019-06-10,20,0,0
2019-06-11,13,8,0
2019-06-12,9,1,0
2019-06-13,13,2,0
2019-06-14,10,4,0
2019-06-15,5,0,0
2019-06-16,5,0,0
2019-06-17,13,2,0
2019-06-18,13,3,0
2019-06-19,24,2,4
2019-06-20,9,4,0
2019-06-21,23,17,1
2019-06-22,10,3,0
2019-06-23,9,2,0
2019-06-24,26,0,0
2019-06-25,17,0,0
2019-06-26,15,0,0
2019-06-27,15,0,0
2019-06-28,22,2,0
2019-06-29,21,2,2
2019-06-30,6,0,0
2019-07-01,13,3,0
2019-07-02,11,0,0
2019-07-03,7,0,3
2019-07-04,2,4,0
2019-07-05,4,2,0
2019-07-06,5,1,0
2019-07-07,9,1,0
2019-07-08,16,4,0
2019-07-09,16,3,0
2019-07-10,17,4,0
2019-07-11,25,1,0
2019-07-12,35,2,0
2019-07-13,8,0,0
2019-07-14,12,0,0
2019-07-15,30,2,0
2019-07-16,26,0,1
2019-07-17,27,2,0
2019-07-18,33,0,0
2019-07-19,20,0,0
2019-07-20,11,0,0
2019-07-21,35,1,1
2019-07-22,4,1,0
2019-07-23,29,0,7
2019-07-24,25,0,0
2019-07-25,12,0,0
2019-07-26,12,3,0
2019-07-27,7,0,0
2019-07-28,8,0,0
2019-07-29,16,3,0
2019-07-30,10,7,1
2019-07-31,36,2,0
2019-08-01,33,1,0
2019-08-02,10,3,0
2019-08-03,1,0,0
2019-08-04,13,0,0
2019-08-05,25,2,0
2019-08-06,15,18,0
2019-08-07,19,2,0
2019-08-08,4,0,0
2019-08-09,19,8,0
2019-08-10,16,0,0
2019-08-11,2,0,0
2019-08-12,20,14,0
2019-08-13,4,6,0
2019-08-14,7,11,0
2019-08-15,13,4,0
2019-08-16,27,1,0
2019-08-17,5,0,0
2019-08-18,13,0,0
2019-08-19,11,1,0
2019-08-20,19,0,0
2019-08-21,21,16,0
2019-08-22,25,4,0
2019-08-23,10,0,0
2019-08-24,1,0,0
2019-08-25,4,0,0
2019-08-26,21,1,0
2019-08-27,7,1,0
2019-08-28,13,1,0
2019-08-29,20,0,0
2019-08-30,5,0,0
2019-08-31,11,0,0
2019-09-01,12,0,2
2019-09-02,19,0,1
2019-09-03,31,1,0
2019-09-04,41,0,0
2019-09-05,10,0,0
2019-09-06,16,3,0
2019-09-07,10,0,0
2019-09-08,8,0,0
2019-09-09,14,1,0
2019-09-10,12,16,0
2019-09-11,21,1,0
2019-09-12,10,2,0
2019-09-13,6,5,0
2019-09-14,11,0,0
2019-09-15,4,2,0
2019-09-16,5,7,8
2019-09-17,24,3,1
2019-09-18,21,0,0
2019-09-19,30,1,0
2019-09-20,8,10,0
2019-09-21,12,0,0
2019-09-22,16,0,0
2019-09-23,20,2,0
2019-09-24,13,3,0
2019-09-25,23,0,3
2019-09-26,7,4,0
2019-09-27,22,2,0
2019-09-28,13,0,0
2019-09-29,6,2,0
2019-09-30,12,8,1
2019-10-01,16,4,0
2019-10-02,24,4,0
2019-10-03,15,7,0
2019-10-04,22,8,0
2019-10-05,30,0,0
2019-10-06,11,0,0
2019-10-07,16,2,0
2019-10-08,40,0,0
2019-10-09,14,4,0
2019-10-10,42,6,0
2019-10-11,6,3,0
2019-10-12,67,0,0
2019-10-13,42,0,0
2019-10-14,36,5,1
2019-10-15,28,1,0
2019-10-16,12,3,0
2019-10-17,25,6,0
2019-10-18,68,2,12
2019-10-19,34,3,11
2019-10-20,31,0,3
2019-10-21,65,3,3
2019-10-22,30,0,4
2019-10-23,44,7,1
2019-10-24,22,0,0
2019-10-25,26,9,0
2019-10-26,4,0,0
2019-10-27,5,1,3
2019-10-28,18,3,0
2019-10-29,18,2,0
2019-10-30,9,2,0
2019-10-31,31,4,0
2019-11-01,17,8,0
2019-11-02,15,6,0
2019-11-03,13,6,0
2019-11-04,31,0,0
2019-11-05,19,3,0
2019-11-06,14,0,0
2019-11-07,23,0,0
2019-11-08,14,0,0
2019-11-09,9,2,0
2019-11-10,5,0,1
2019-11-11,9,1,0
2019-11-12,12,0,2
2019-11-13,18,7,1
2019-11-14,11,2,0
2019-11-15,10,0,0
2019-11-16,15,0,0
2019-11-17,8,0,0
2019-11-18,22,5,0
2019-11-19,18,0,0
2019-11-20,21,1,0
2019-11-21,11,9,0
2019-11-22,8,3,1
2019-11-23,15,0,0
2019-11-24,5,0,0
2019-11-25,59,1,0
2019-11-26,60,0,4
2019-11-27,41,0,1
2019-11-28,15,0,0
2019-11-29,33,0,1
2019-11-30,3,2,0
2019-12-01,41,0,0
2019-12-02,17,1,0
2019-12-03,41,1,1
2019-12-04,49,0,2
2019-12-05,78,0,0
2019-12-06,27,0,0
2019-12-07,9,0,0
2019-12-08,62,0,0
2019-12-09,121,1,0
2019-12-10,26,0,0
2019-12-11,13,0,0
2019-12-12,14,1,0
2019-12-13,9,0,0
2019-12-14,7,0,0
2019-12-15,8,0,0
2019-12-16,19,0,0
2019-12-17,5,1,0
2019-12-18,20,0,0
2019-12-19,13,0,0
2019-12-20,21,0,2
2019-12-21,8,0,0
2019-12-22,19,0,0
2019-12-23,8,0,0
2019-12-24,8,0,1
2019-12-25,7,1,0
2019-12-26,5,1,0
2019-12-27,3,0,0
2019-12-28,16,0,0
2019-12-29,4,0,0
2019-12-30,10,1,0
2019-12-31,30,1,0
2020-01-01,26,1,0
2020-01-02,18,0,0
2020-01-03,32,1,0
2020-01-04,18,0,0
2020-01-05,10,0,0
2020-01-06,26,0,0
2020-01-07,29,0,0
2020-01-08,24,2,0
2020-01-09,15,2,0
2020-01-10,24,1,0
2020-01-11,21,0,0
2020-01-12,24,0,0
2020-01-13,21,0,1
2020-01-14,31,9,0
2020-01-15,19,2,1
2020-01-16,29,0,0
2020-01-17,25,8,0
2020-01-18,12,0,0
2020-01-19,10,0,0
2020-01-20,19,0,0
2020-01-21,19,2,0
2020-01-22,17,2,0
2020-01-23,21,4,0
2020-01-24,13,1,0
2020-01-25,13,0,2
2020-01-26,11,1,0
2020-01-27,18,0,0
2020-01-28,12,1,0
2020-01-29,29,0,0
2020-01-30,33,3,1
2020-01-31,31,5,0
2020-02-01,20,1,0
2020-02-02,35,0,0
2020-02-03,22,1,0
2020-02-04,18,3,0
2020-02-05,30,7,0
2020-02-06,34,5,0
2020-02-07,5,9,0
2020-02-08,18,0,0
2020-02-09,8,0,0
2020-02-10,26,12,0
2020-02-11,11,0,0
2020-02-12,22,1,0
2020-02-13,18,3,0
2020-02-14,28,1,0
2020-02-15,14,1,0
2020-02-16,18,1,0
2020-02-17,28,4,0
2020-02-18,19,1,0
2020-02-19,15,1,0
2020-02-20,38,0,0
2020-02-21,9,1,0
2020-02-22,13,0,0
2020-02-23,15,0,0
2020-02-24,17,15,0
2020-02-25,50,10,0
2020-02-26,18,5,0
2020-02-27,23,5,0
2020-02-28,31,0,0
2020-02-29,9,2,0
2020-03-01,11,0,0
2020-03-02,15,3,0
2020-03-03,21,3,0
2020-03-04,34,1,0
2020-03-05,31,3,0
2020-03-06,10,1,0
2020-03-07,5,3,0
2020-03-08,7,0,0
2020-03-09,19,6,0
2020-03-10,29,0,2
2020-03-11,35,0,0
2020-03-12,19,0,0
2020-03-13,32,19,0
2020-03-14,13,2,0
2020-03-15,20,2,0
2020-03-16,38,5,0
2020-03-17,32,1,1
2020-03-18,24,3,1
2020-03-19,27,1,0
2020-03-20,41,1,0
2020-03-21,33,0,0
2020-03-22,22,0,0
2020-03-23,33,4,0
2020-03-24,20,4,0
2020-03-25,25,2,0
2020-03-26,15,10,0
2020-03-27,7,3,0
2020-03-28,14,0,0
2020-03-29,22,2,0
2020-03-30,13,6,0
2020-03-31,28,8,0
2020-04-01,18,3,0
2020-04-02,33,6,0
2020-04-03,61,5,0
2020-04-04,45,0,0
2020-04-05,53,0,0
2020-04-06,38,5,0
2020-04-07,35,2,0
2020-04-08,37,8,0
2020-04-09,43,2,0
2020-04-10,59,1,0
2020-04-11,33,1,0
2020-04-12,32,0,1
2020-04-13,18,0,2
2020-04-14,41,2,0
2020-04-15,27,1,0
2020-04-16,37,0,0
2020-04-17,37,0,0
2020-04-18,16,0,0
2020-04-19,21,0,0
2020-04-20,24,2,0
2020-04-21,30,3,0
2020-04-22,31,2,0
2020-04-23,39,0,0
2020-04-24,34,5,0
2020-04-25,17,0,0
2020-04-26,21,0,0
2020-04-27,25,13,0
2020-04-28,15,0,0
2020-04-29,51,0,0
2020-04-30,38,2,0
2020-05-01,52,12,0
2020-05-02,35,6,0
2020-05-03,23,0,0
2020-05-04,21,13,0
2020-05-05,32,7,0
2020-05-06,19,5,0
2020-05-07,26,5,0
2020-05-08,30,2,0
2020-05-09,18,0,0
2020-05-10,26,0,0
2020-05-11,28,16,0
2020-05-12,31,10,0
2020-05-13,18,8,0
2020-05-14,43,5,0
2020-05-15,15,2,0
2020-05-16,19,5,1
2020-05-17,23,1,1
2020-05-18,24,3,0
2020-05-19,21,12,0
2020-05-20,14,5,0
2020-05-21,25,11,0
2020-05-22,10,7,0
2020-05-23,23,3,0
2020-05-24,33,1,0
2020-05-25,29,0,1
2020-05-26,36,0,0
2020-05-27,19,9,0
2020-05-28,25,11,0
2020-05-29,13,6,1
2020-05-30,12,1,0
2020-05-31,7,2,0
2020-06-01,23,14,1
2020-06-02,33,5,0
2020-06-03,45,17,0
2020-06-04,25,4,0
2020-06-05,31,13,0
2020-06-06,10,1,0
2020-06-07,7,0,0
2020-06-08,35,8,0
2020-06-09,19,3,1
2020-06-10,27,5,0
2020-06-11,20,4,0
2020-06-12,15,8,11
2020-06-13,22,3,5
2020-06-14,10,5,3
2020-06-15,28,6,1
2020-06-16,13,14,0
2020-06-17,24,3,0
2020-06-18,7,12,0
2020-06-19,8,0,1
2020-06-20,11,0,0
2020-06-21,12,0,0
2020-06-22,33,7,0
2020-06-23,37,3,1
2020-06-24,20,7,0
2020-06-25,13,2,0
2020-06-26,38,6,0
2020-06-27,5,1,0
2020-06-28,10,1,0
2020-06-29,15,6,0
2020-06-30,31,1,0
2020-07-01,12,0,0
2020-07-02,33,0,0
2020-07-03,40,0,0
2020-07-04,21,1,0
2020-07-05,36,0,0
2020-07-06,32,7,0
2020-07-07,31,7,0
2020-07-08,24,9,0
2020-07-09,23,2,0
2020-07-10,18,7,0
2020-07-11,11,0,0
2020-07-12,14,0,0
2020-07-13,19,1,0
2020-07-14,36,12,0
2020-07-15,28,1,0
2020-07-16,8,1,0
2020-07-17,28,0,0
2020-07-18,22,0,0
2020-07-19,5,0,0
2020-07-20,18,0,0
2020-07-21,12,0,0
2020-07-22,30,2,0
2020-07-23,15,3,0
2020-07-24,38,0,0
2020-07-25,13,0,0
2020-07-26,10,0,0
2020-07-27,20,0,0
2020-07-28,36,0,0
2020-07-29,17,0,0
2020-07-30,12,0,0
2020-07-31,14,2,0
2020-08-01,28,0,0
2020-08-02,13,1,0
2020-08-03,18,3,0
2020-08-04,18,4,0
2020-08-05,24,10,0
2020-08-06,24,0,0
2020-08-07,25,1,0
2020-08-08,18,0,0
2020-08-09,36,0,0
2020-08-10,19,0,3
2020-08-11,27,0,0
2020-08-12,30,0,0
2020-08-13,14,4,0
2020-08-14,15,0,0
2020-08-15,23,0,0
2020-08-16,9,0,0
2020-08-17,23,0,0
2020-08-18,10,1,0
2020-08-19,9,0,0
2020-08-20,33,0,0
2020-08-21,26,0,0
2020-08-22,23,0,0
2020-08-23,18,0,0
2020-08-24,16,0,0
2020-08-25,20,1,0
2020-08-26,24,1,0
2020-08-27,17,0,0
2020-08-28,39,0,0
2020-08-29,15,0,0
2020-08-30,76,0,0
2020-08-31,24,0,0
2020-09-01,18,0,0
2020-09-02,31,0,0
2020-09-03,35,15,0
2020-09-04,37,3,0
2020-09-05,15,0,0
2020-09-06,29,0,0
2020-09-07,37,1,0
2020-09-08,45,0,0
2020-09-09,31,0,0
2020-09-10,42,0,0
2020-09-11,31,2,0
2020-09-12,34,0,0
2020-09-13,41,0,0
2020-09-14,25,0,0
2020-09-15,41,0,0
2020-09-16,31,8,0
2020-09-17,20,0,0
2020-09-18,33,1,0
2020-09-19,30,0,0
2020-09-20,7,0,0
2020-09-21,18,5,0
2020-09-22,20,1,0
2020-09-23,22,2,0
2020-09-24,18,4,0
2020-09-25,41,14,0
2020-09-26,20,0,0
2020-09-27,21,0,0
2020-09-28,35,12,0
2020-09-29,15,17,0
2020-09-30,38,1,0
2020-10-01,65,1,0
2020-10-02,45,3,0
2020-10-03,61,0,0
2020-10-04,30,0,0
2020-10-05,59,1,0
2020-10-06,70,3,0
2020-10-07,46,5,0
2020-10-08,50,3,0
2020-10-09,38,1,0
2020-10-10,18,1,0
2020-10-11,22,0,0
2020-10-12,23,2,0
2020-10-13,46,2,0
2020-10-14,27,2,0
2020-10-15,59,2,0
2020-10-16,58,0,0
2020-10-17,26,0,0
2020-10-18,20,0,0
2020-10-19,35,7,1
2020-10-20,13,0,0
2020-10-21,44,1,0
2020-10-22,40,0,0
2020-10-23,20,0,0
2020-10-24,20,0,0
2020-10-25,35,2,0
2020-10-26,37,2,0
2020-10-27,45,0,0
2020-10-28,29,2,0
2020-10-29,18,3,0
2020-10-30,33,0,0
2020-10-31,8,0,0
2020-11-01,24,0,0
2020-11-02,17,4,0
2020-11-03,12,8,0
2020-11-04,40,1,0
2020-11-05,27,6,0
2020-11-06,13,2,0
2020-11-07,10,0,0
2020-11-08,21,0,0
2020-11-09,44,1,0
2020-11-10,25,1,0
2020-11-11,40,0,0
