,apolloauto/apollo,commaai/openpilot,carla-simulator/carla
2017-09-01,5.218946662400004,0,0
2017-09-02,9.853389107200002,0,0
2017-09-03,-16.908376064,0,0
2017-09-04,-12.992370483200002,0,3
2017-09-05,29.771156684799998,0,7
2017-09-06,22.1774163968,0,2
2017-09-07,14.207998976000006,0,3
2017-09-08,5.623090995200002,0,0
2017-09-09,-15.9318310912,0,0
2017-09-10,-11.6624909312,0,0
2017-09-11,4.779910655999998,0,0
2017-09-12,31.715680153599997,0,0
2017-09-13,12.923558707200002,0,1
2017-09-14,-7.802486374399997,0,4
2017-09-15,-1.4168167424,0,1
2017-09-16,-7.966375936,0,0
2017-09-17,-3.220033433600001,0,0
2017-09-18,12.4957116416,0,2
2017-09-19,8.6504239104,0,5
2017-09-20,15.982338457600003,0,0
2017-09-21,2.7612242944000016,0,1
2017-09-22,0.2525649920000017,0,4
2017-09-23,-8.267909119999999,0,0
2017-09-24,-7.268546355200001,0,0
2017-09-25,8.911318016,0,0
2017-09-26,-0.06433331200000048,0,4
2017-09-27,9.0860305408,0,0
2017-09-28,18.280854016,0,6
2017-09-29,0.7855280128000022,0,0
2017-09-30,-5.062957055999998,0,0
2017-10-01,-6.968332800000001,2,0
2017-10-02,3.618252492799998,0,0
2017-10-03,6.016344063999999,1,1
2017-10-04,4.181047705600001,1,1
2017-10-05,2.770072473600001,0,0
2017-10-06,-3.0545538047999994,0,0
2017-10-07,-4.5792129024,0,0
2017-10-08,-2.0755606528000006,0,0
2017-10-09,10.8157103104,0,0
2017-10-10,1.4484790272000003,0,0
2017-10-11,23.2273442816,0,2
2017-10-12,-7.115890585599999,0,0
2017-10-13,12.2021412864,0,0
2017-10-14,-0.6760680447999992,0,0
2017-10-15,-7.0900546559999995,0,0
2017-10-16,6.989715251199999,0,0
2017-10-17,12.1916163072,0,0
2017-10-18,3.3942496256000005,0,1
2017-10-19,6.289569177600001,0,3
2017-10-20,4.463653068800001,0,2
2017-10-21,-8.2321278976,0,0
2017-10-22,-5.166015488000001,0,0
2017-10-23,8.2087181312,0,0
2017-10-24,20.793891942400002,0,4
2017-10-25,16.569343078400003,0,4
2017-10-26,0.17753446400000428,0,8
2017-10-27,19.946409984000002,0,5
2017-10-28,-11.806358937599999,0,0
2017-10-29,-9.104422604800002,0,0
2017-10-30,6.469721497599998,0,4
2017-10-31,7.6735624192,1,0
2017-11-01,15.6000692224,0,0
2017-11-02,9.065589657600004,0,1
2017-11-03,7.593445683200002,0,0
2017-11-04,-3.3631279103999994,2,0
2017-11-05,-7.2040297472,0,0
2017-11-06,4.293407641599998,0,0
2017-11-07,12.8658735104,0,3
2017-11-08,5.686243737600002,0,0
2017-11-09,9.757470310400002,0,5
2017-11-10,4.999181926400002,0,7
2017-11-11,-3.287948287999999,0,0
2017-11-12,-9.5929352192,0,0
2017-11-13,14.506320281599999,0,5
2017-11-14,16.568791552,0,1
2017-11-15,9.915162214400002,0,1
2017-11-16,10.137623142400003,0,6
2017-11-17,-0.7857047551999976,0,10
2017-11-18,-9.2903512064,0,10
2017-11-19,-7.588566528000001,0,0
2017-11-20,14.8437317632,0,10
2017-11-21,8.616764723200001,0,7
2017-11-22,8.040851968000002,1,4
2017-11-23,-8.910136422399999,0,8
2017-11-24,-7.8310238208000005,0,10
2017-11-25,-4.093053337600001,0,0
2017-11-26,-2.5636217856000014,0,0
2017-11-27,12.257186304,0,14
2017-11-28,0.08468920320000173,0,5
2017-11-29,6.460324864,0,5
2017-11-30,5.797914112000001,0,1
2017-12-01,8.9850601472,0,9
2017-12-02,4.097481216,0,0
2017-12-03,4.4976512,0,0
2017-12-04,2.3138457599999995,0,4
2017-12-05,16.911091712,0,11
2017-12-06,12.3681835008,1,1
2017-12-07,18.4096246784,0,0
2017-12-08,1.1930855424000022,0,0
2017-12-09,-9.171719782399997,0,1
2017-12-10,-5.9444468736000005,0,0
2017-12-11,3.158451916799999,0,1
2017-12-12,2.0657963008000007,0,0
2017-12-13,4.120912486400002,0,3
2017-12-14,28.4382676992,0,5
2017-12-15,4.464781926400004,0,4
2017-12-16,-6.822213631999997,0,0
2017-12-17,-5.9295251455999995,0,0
2017-12-18,7.660988825599999,0,0
2017-12-19,15.892122623999999,0,2
2017-12-20,21.9262405632,0,6
2017-12-21,14.025477939200002,0,7
2017-12-22,5.709421465600002,0,18
2017-12-23,21.552531353600003,0,0
2017-12-24,9.387034316800001,8,0
2017-12-25,-8.472585727999999,0,0
2017-12-26,2.8802805760000005,0,0
2017-12-27,14.184700415999998,0,0
2017-12-28,20.2825633792,0,0
2017-12-29,19.403268198400003,0,0
2017-12-30,11.337197056,0,0
2017-12-31,-6.917909094399999,0,0
2018-01-01,-3.5352774656,0,0
2018-01-02,1.250270719999996,0,0
2018-01-03,9.385296691199997,0,0
2018-01-04,-0.8320071680000005,0,0
2018-01-05,-1.0515222528,0,0
2018-01-06,-12.9217650688,0,0
2018-01-07,-3.305437696000001,0,0
2018-01-08,0.8921666559999988,0,6
2018-01-09,0.7172575231999998,0,7
2018-01-10,-1.0713378815999999,0,2
2018-01-11,0.9281560576000008,0,6
2018-01-12,-1.0382448639999993,0,9
2018-01-13,2.0160497664,0,0
2018-01-14,-2.3981770752,0,0
2018-01-15,1.186722304,0,2
2018-01-16,9.7540350976,1,2
2018-01-17,12.1221225472,1,23
2018-01-18,8.678485811200002,5,7
2018-01-19,1.420349132800002,16,1
2018-01-20,-5.925329919999999,0,0
2018-01-21,-4.101657190400001,0,0
2018-01-22,4.774247423999999,0,23
2018-01-23,9.7576143872,0,15
2018-01-24,7.527505305600002,0,14
2018-01-25,0.12393482240000253,0,4
2018-01-26,10.964742041600001,0,3
2018-01-27,-7.177926246399998,0,0
2018-01-28,-1.036001177600001,0,0
2018-01-29,0.8638053375999997,0,5
2018-01-30,12.8770665472,5,3
2018-01-31,8.171230105600001,1,4
2018-02-01,3.8737218560000013,0,5
2018-02-02,3.491418931200002,0,11
2018-02-03,-7.084750335999999,1,8
2018-02-04,-1.6613558272000013,0,0
2018-02-05,10.3303318528,1,0
2018-02-06,2.3973872640000007,6,1
2018-02-07,1.9751621632000003,0,3
2018-02-08,10.363531161600001,0,2
2018-02-09,8.3684120576,1,1
2018-02-10,-1.8579967999999987,1,0
2018-02-11,-8.8200435712,0,0
2018-02-12,4.908509081599999,0,4
2018-02-13,18.7202275328,0,7
2018-02-14,0.9791836160000003,0,2
2018-02-15,9.4651722752,0,0
2018-02-16,-4.633857023999997,0,2
2018-02-17,-8.5075989504,0,0
2018-02-18,-4.172590899200001,0,0
2018-02-19,-2.6307246080000013,0,7
2018-02-20,1.1510097919999993,0,8
2018-02-21,10.3498559488,0,2
2018-02-22,18.356749312,0,3
2018-02-23,8.618747084800003,0,2
2018-02-24,4.265991168000001,0,12
2018-02-25,-10.6530412544,0,0
2018-02-26,18.717734399999998,1,13
2018-02-27,6.215966720000001,0,12
2018-02-28,29.261443584000002,2,5
2018-03-01,4.656306073600003,0,6
2018-03-02,17.594223001600003,0,5
2018-03-03,3.789265408000002,0,0
2018-03-04,-17.380183756799997,0,0
2018-03-05,2.700897382399999,0,0
2018-03-06,29.674065715199998,0,4
2018-03-07,9.629891788800002,0,6
2018-03-08,16.289147596800003,1,0
2018-03-09,4.458900070400006,1,6
2018-03-10,-5.7741822975999995,0,0
2018-03-11,-14.1076013056,0,0
2018-03-12,1.3134101503999993,0,9
2018-03-13,4.6679899136,0,8
2018-03-14,10.289572249599999,0,4
2018-03-15,28.3438467072,1,19
2018-03-16,-0.5775195135999951,0,2
2018-03-17,-9.331620966399996,7,0
2018-03-18,-5.7009390591999995,5,0
2018-03-19,6.515535667199998,0,1
2018-03-20,18.1982475264,1,8
2018-03-21,2.117858304000002,0,22
2018-03-22,10.322185932800002,2,7
2018-03-23,1.2226808832000025,0,3
2018-03-24,-9.5488567296,0,6
2018-03-25,-6.5795987456,0,1
2018-03-26,4.416142745599998,0,9
2018-03-27,12.394067968,0,6
2018-03-28,3.0950949888000014,0,1
2018-03-29,0.9201729536000016,0,6
2018-03-30,5.301391769600002,0,0
2018-03-31,-7.5372163072,3,0
2018-04-01,-2.8387188736000004,0,0
2018-04-02,8.5190878208,0,1
2018-04-03,8.1004029952,0,11
2018-04-04,11.016547020800001,0,9
2018-04-05,17.3099900928,0,9
2018-04-06,-2.168105267199998,0,5
2018-04-07,-8.779051212799999,0,1
2018-04-08,-2.5390651392000017,0,7
2018-04-09,6.717757542399999,0,15
2018-04-10,16.1347047424,0,9
2018-04-11,10.745614438400002,0,4
2018-04-12,6.146426368000002,0,7
2018-04-13,5.543435776000001,1,4
2018-04-14,-1.144114995199999,5,0
2018-04-15,-10.234929971200001,0,0
2018-04-16,21.2969711616,0,1
2018-04-17,16.561936588800002,0,10
2018-04-18,1.715724390400002,0,1
2018-04-19,-8.394914611199997,0,6
2018-04-20,-1.6285105152000003,0,8
2018-04-21,-7.2519600128000015,0,0
2018-04-22,-4.659876352000001,0,0
2018-04-23,0.08836392959999895,0,6
2018-04-24,6.7427822592,0,0
2018-04-25,15.015253094400002,0,0
2018-04-26,0.1658913792000014,0,0
2018-04-27,-1.2167807999999987,0,0
2018-04-28,-6.199059353599999,5,0
2018-04-29,-1.9035505664000008,0,0
2018-04-30,-1.232133836800001,0,0
2018-05-01,0.14792806399999936,1,0
2018-05-02,5.9780074496,0,1
2018-05-03,1.645329920000001,0,0
2018-05-04,1.876379955200001,0,0
2018-05-05,-3.0149849088,0,0
2018-05-06,-0.02762485760000022,0,0
2018-05-07,5.127331328,0,1
2018-05-08,3.2182874112000004,0,6
2018-05-09,6.6828347392000005,0,0
2018-05-10,6.804003430400002,0,0
2018-05-11,8.3543899136,0,0
2018-05-12,-8.3968841728,0,0
2018-05-13,-4.1086921728000005,0,0
2018-05-14,-0.34671790080000076,0,2
2018-05-15,5.568148582399999,0,0
2018-05-16,0.3428931584000008,0,0
2018-05-17,0.01951959040000073,0,3
2018-05-18,1.5501038592000005,0,0
2018-05-19,-3.6199419904,0,0
2018-05-20,1.4305313791999996,0,0
2018-05-21,0.9305951231999998,0,0
2018-05-22,2.820100096,0,1
2018-05-23,0.9676923904000003,8,3
2018-05-24,7.116737945600001,0,2
2018-05-25,-2.2311224319999994,0,0
2018-05-26,-0.14971678720000003,0,0
2018-05-27,-2.704152064,0,0
2018-05-28,-1.3032028160000007,0,1
2018-05-29,5.116112793599999,0,2
2018-05-30,7.968056729600001,1,1
2018-05-31,5.4129351680000015,1,0
2018-06-01,12.5692489728,0,0
2018-06-02,-3.1021603839999976,0,0
2018-06-03,-3.5051736063999996,0,0
2018-06-04,7.7807543296,1,0
2018-06-05,10.90930944,0,1
2018-06-06,9.762106368000001,1,3
2018-06-07,13.855657267200002,0,0
2018-06-08,-13.3583315968,0,4
2018-06-09,-6.934445772800001,0,0
2018-06-10,-2.9550610432000015,0,0
2018-06-11,12.022521446399999,0,12
2018-06-12,20.0078509056,0,4
2018-06-13,-6.514739097599998,0,1
2018-06-14,15.3813579776,0,1
2018-06-15,-6.692704767999999,0,3
2018-06-16,-4.1921067008,0,0
2018-06-17,-4.5358708736,5,0
2018-06-18,-0.4996997120000013,1,1
2018-06-19,25.4757368832,3,2
2018-06-20,12.285522432000002,0,0
2018-06-21,2.685362073600002,1,0
2018-06-22,-6.017321062399997,0,0
2018-06-23,6.5700528128,0,0
2018-06-24,-2.1796781056000007,0,0
2018-06-25,-0.7629448192000012,6,9
2018-06-26,11.2616092672,0,5
2018-06-27,5.245453721600001,0,2
2018-06-28,5.953312460800001,1,2
2018-06-29,2.5185871872000014,0,0
2018-06-30,-9.4181848064,0,0
2018-07-01,-1.9973656576000014,0,0
2018-07-02,3.742418431999999,0,2
2018-07-03,26.377859481599998,0,3
