,cfengine/core,saltstack/salt,ansible/ansible
2016-11-22,1,27,11
2016-11-23,4,35,10
2016-11-24,0,18,5
2016-11-25,0,4,1
2016-11-26,0,5,1
2016-11-27,0,9,2
2016-11-28,5,62,16
2016-11-29,5,46,15
2016-11-30,10,44,8
2016-12-01,2,29,12
2016-12-02,6,35,11
2016-12-03,0,4,0
2016-12-04,6,6,4
2016-12-05,0,30,12
2016-12-06,0,26,6
2016-12-07,0,40,1
2016-12-08,0,33,5956
2016-12-09,1,45,32
2016-12-10,0,7,22
2016-12-11,0,1,7
2016-12-12,0,22,13
2016-12-13,0,20,26
2016-12-14,0,16,19
2016-12-15,9,59,32
2016-12-16,6,50,9
2016-12-17,0,2,3
2016-12-18,0,17,0
2016-12-19,3,46,25
2016-12-20,0,40,15
2016-12-21,0,22,12
2016-12-22,0,47,20
2016-12-23,0,8,8
2016-12-24,0,2,1
2016-12-25,0,1,0
2016-12-26,0,2,3
2016-12-27,0,22,2
2016-12-28,0,24,0
2016-12-29,1,20,5
2016-12-30,1,17,16
2016-12-31,0,2,1
2017-01-01,0,12,0
2017-01-02,0,3,4
2017-01-03,3,13,29
2017-01-04,1,44,29
2017-01-05,1,57,50
2017-01-06,1,79,33
2017-01-07,0,1,4
2017-01-08,0,0,10
2017-01-09,0,16,33
2017-01-10,1,31,31
2017-01-11,4,9,30
2017-01-12,0,12,13
2017-01-13,0,16,32
2017-01-14,0,5,5
2017-01-15,0,32,0
2017-01-16,0,15,29
2017-01-17,0,57,24
2017-01-18,0,49,33
2017-01-19,0,17,33
2017-01-20,2,22,21
2017-01-21,0,1,1
2017-01-22,0,2,1
2017-01-23,4,31,8
2017-01-24,3,33,21
2017-01-25,0,81,33
2017-01-26,2,39,25
2017-01-27,1,40,34
2017-01-28,0,4,8
2017-01-29,0,0,3
2017-01-30,0,45,27
2017-01-31,0,78,32
2017-02-01,0,45,25
2017-02-02,2,35,27
2017-02-03,1,48,14
2017-02-04,0,8,8
2017-02-05,0,2,0
2017-02-06,0,44,22
2017-02-07,1,53,29
2017-02-08,1,38,31
2017-02-09,0,75,30
2017-02-10,0,20,32
2017-02-11,0,7,8
2017-02-12,0,8,7
2017-02-13,0,72,26
2017-02-14,3,52,51
2017-02-15,6,39,33
2017-02-16,4,55,28
2017-02-17,0,61,44
2017-02-18,0,5,23
2017-02-19,0,19,6
2017-02-20,0,4,25
2017-02-21,2,32,31
2017-02-22,0,66,27
2017-02-23,5,96,28
2017-02-24,8,98,47
2017-02-25,0,12,13
2017-02-26,0,22,10
2017-02-27,2,29,38
2017-02-28,15,64,21
2017-03-01,0,66,46
2017-03-02,1,65,54
2017-03-03,2,42,23
2017-03-04,0,12,3
2017-03-05,0,10,9
2017-03-06,0,43,19
2017-03-07,1,35,20
2017-03-08,2,46,26
2017-03-09,5,64,9
2017-03-10,0,47,10
2017-03-11,0,13,4
2017-03-12,0,4,8
2017-03-13,0,28,18
2017-03-14,0,81,11
2017-03-15,0,62,34
2017-03-16,0,43,24
2017-03-17,0,59,9
2017-03-18,0,4,5
2017-03-19,0,1,1
2017-03-20,0,92,13
2017-03-21,0,76,17
2017-03-22,0,85,12
2017-03-23,0,69,26
2017-03-24,0,56,29
2017-03-25,0,5,7
2017-03-26,0,4,1
2017-03-27,0,62,15
2017-03-28,0,106,22
2017-03-29,2,29,22
2017-03-30,0,58,19
2017-03-31,0,62,15
2017-04-01,0,77,0
2017-04-02,0,8,0
2017-04-03,1,45,19
2017-04-04,0,105,32
2017-04-05,1,45,16
2017-04-06,3,65,21
2017-04-07,0,35,23
2017-04-08,0,1,2
2017-04-09,0,8,7
2017-04-10,0,24,4
2017-04-11,3,51,8
2017-04-12,3,34,12
2017-04-13,0,45,17
2017-04-14,3,24,3
2017-04-15,0,0,1
2017-04-16,0,0,2
2017-04-17,0,53,8
2017-04-18,9,42,15
2017-04-19,0,28,10
2017-04-20,0,38,21
2017-04-21,2,30,15
2017-04-22,0,17,1
2017-04-23,0,11,2
2017-04-24,0,106,7
2017-04-25,0,36,16
2017-04-26,1,46,19
2017-04-27,0,35,23
2017-04-28,8,77,21
2017-04-29,0,7,1
2017-04-30,0,8,0
2017-05-01,0,36,15
2017-05-02,4,56,11
2017-05-03,4,49,26
2017-05-04,0,68,22
2017-05-05,0,49,16
2017-05-06,0,10,1
2017-05-07,0,2,1
2017-05-08,0,13,9
2017-05-09,4,45,22
2017-05-10,1,32,7
2017-05-11,5,26,20
2017-05-12,0,63,20
2017-05-13,0,4,5
2017-05-14,0,4,3
2017-05-15,15,47,10
2017-05-16,2,49,40
2017-05-17,1,53,16
2017-05-18,1,54,38
2017-05-19,6,30,54
2017-05-20,0,18,0
2017-05-21,0,10,0
2017-05-22,2,26,15
2017-05-23,1,27,22
2017-05-24,1,83,40
2017-05-25,0,77,35
2017-05-26,1,57,12
2017-05-27,0,3,0
2017-05-28,0,0,14
2017-05-29,2,10,1
2017-05-30,4,37,30
2017-05-31,2,54,28
2017-06-01,10,53,22
2017-06-02,3,23,25
2017-06-03,0,3,4
2017-06-04,0,0,1
2017-06-05,0,23,12
2017-06-06,7,80,21
2017-06-07,1,54,28
2017-06-08,2,54,30
2017-06-09,0,41,20
2017-06-10,0,1,5
2017-06-11,0,3,2
2017-06-12,5,45,22
2017-06-13,1,43,22
2017-06-14,2,73,19
2017-06-15,0,38,22
2017-06-16,6,54,20
2017-06-17,0,4,7
2017-06-18,0,2,5
2017-06-19,0,61,21
2017-06-20,0,65,9
2017-06-21,1,78,13
2017-06-22,1,33,14
2017-06-23,0,24,10
2017-06-24,0,1,4
2017-06-25,0,0,2
2017-06-26,0,19,22
2017-06-27,2,23,15
2017-06-28,0,36,39
2017-06-29,0,63,28
2017-06-30,0,36,19
2017-07-01,0,8,0
2017-07-02,0,5,2
2017-07-03,0,39,15
2017-07-04,1,10,19
2017-07-05,0,40,24
2017-07-06,0,45,23
2017-07-07,0,26,21
2017-07-08,0,2,2
2017-07-09,0,1,1
2017-07-10,0,12,27
2017-07-11,3,37,30
2017-07-12,1,27,43
2017-07-13,2,24,26
2017-07-14,3,16,49
2017-07-15,0,4,15
2017-07-16,0,2,11
2017-07-17,0,54,25
2017-07-18,0,39,45
2017-07-19,2,44,31
2017-07-20,0,34,24
2017-07-21,0,55,22
2017-07-22,0,2,0
2017-07-23,0,2,3
2017-07-24,0,46,28
2017-07-25,0,56,35
2017-07-26,0,49,25
2017-07-27,0,68,20
2017-07-28,0,54,24
2017-07-29,0,6,11
2017-07-30,0,3,2
2017-07-31,1,34,37
2017-08-01,0,16,83
2017-08-02,2,15,41
2017-08-03,2,24,39
2017-08-04,1,19,49
2017-08-05,0,6,11
2017-08-06,0,5,3
2017-08-07,0,44,29
2017-08-08,0,38,30
2017-08-09,0,40,41
2017-08-10,0,50,44
2017-08-11,0,52,30
2017-08-12,0,8,26
2017-08-13,0,8,21
2017-08-14,0,120,48
2017-08-15,0,79,56
2017-08-16,0,43,46
2017-08-17,1,81,55
2017-08-18,0,41,45
2017-08-19,0,7,7
2017-08-20,0,9,2
2017-08-21,0,35,12
2017-08-22,0,61,36
2017-08-23,0,55,30
2017-08-24,0,54,27
2017-08-25,0,38,55
2017-08-26,0,0,8
2017-08-27,0,3,0
2017-08-28,0,45,35
2017-08-29,0,43,81
2017-08-30,6,55,49
2017-08-31,2,24,29
2017-09-01,1,32,28
2017-09-02,0,2,6
2017-09-03,0,3,0
2017-09-04,5,25,2
2017-09-05,1,56,16
2017-09-06,0,35,13
2017-09-07,0,25,24
2017-09-08,1,23,16
2017-09-09,0,0,18
2017-09-10,0,2,7
2017-09-11,0,70,33
2017-09-12,0,62,33
2017-09-13,0,56,42
2017-09-14,0,51,37
2017-09-15,0,37,24
2017-09-16,0,4,9
2017-09-17,0,4,7
2017-09-18,2,53,14
2017-09-19,1,23,24
2017-09-20,5,77,31
2017-09-21,1,62,27
2017-09-22,3,109,25
2017-09-23,0,5,2
2017-09-24,0,7,3
2017-09-25,0,109,13
2017-09-26,0,49,21
2017-09-27,1,68,30
2017-09-28,0,97,25
2017-09-29,3,45,18
2017-09-30,1,2,6
2017-10-01,0,16,5
2017-10-02,0,39,30
2017-10-03,0,46,22
2017-10-04,2,21,29
2017-10-05,0,44,22
2017-10-06,0,32,11
2017-10-07,0,4,0
2017-10-08,0,8,2
2017-10-09,0,41,24
2017-10-10,1,59,24
2017-10-11,0,30,28
2017-10-12,0,37,38
2017-10-13,1,54,22
2017-10-14,1,3,6
2017-10-15,0,2,3
2017-10-16,0,62,28
2017-10-17,2,41,22
2017-10-18,6,41,21
2017-10-19,0,59,11
2017-10-20,0,65,16
2017-10-21,0,1,3
2017-10-22,0,3,4
2017-10-23,0,26,14
2017-10-24,4,42,14
2017-10-25,1,33,28
2017-10-26,3,20,23
2017-10-27,5,26,28
2017-10-28,0,1,5
2017-10-29,0,32,17
2017-10-30,5,37,27
2017-10-31,0,18,13
2017-11-01,2,14,44
2017-11-02,2,6,25
2017-11-03,0,10,11
2017-11-04,0,1,1
2017-11-05,0,4,6
2017-11-06,7,22,19
2017-11-07,5,45,25
2017-11-08,1,17,23
2017-11-09,0,37,33
2017-11-10,0,142,16
2017-11-11,1,6,2
2017-11-12,0,5,4
2017-11-13,0,75,17
2017-11-14,1,44,26
2017-11-15,1,16,27
2017-11-16,4,30,27
2017-11-17,2,16,15
2017-11-18,0,5,2
2017-11-19,1,11,5
2017-11-20,1,35,11
2017-11-21,3,18,31
2017-11-22,0,59,35
2017-11-23,0,7,5
2017-11-24,1,19,5
2017-11-25,0,4,4
2017-11-26,0,0,2
2017-11-27,0,32,14
2017-11-28,1,37,26
2017-11-29,3,30,10
2017-11-30,0,51,21
2017-12-01,4,83,15
2017-12-02,0,15,16
2017-12-03,0,15,17
2017-12-04,3,85,11
2017-12-05,5,96,27
2017-12-06,2,65,30
2017-12-07,1,52,32
2017-12-08,1,21,23
2017-12-09,0,5,5
2017-12-10,0,6,1
2017-12-11,0,97,16
2017-12-12,0,50,29
2017-12-13,1,37,39
2017-12-14,2,48,33
2017-12-15,4,41,25
2017-12-16,0,7,2
2017-12-17,0,2,1
2017-12-18,0,23,12
2017-12-19,6,45,30
2017-12-20,1,39,44
2017-12-21,4,40,32
2017-12-22,0,42,16
2017-12-23,0,3,5
2017-12-24,0,7,3
2017-12-25,0,6,5
2017-12-26,0,4,7
2017-12-27,0,31,2
2017-12-28,0,46,3
2017-12-29,0,17,4
2017-12-30,0,16,2
2017-12-31,0,6,0
2018-01-01,0,1,0
2018-01-02,0,53,13
2018-01-03,0,30,47
2018-01-04,1,49,35
2018-01-05,1,30,23
2018-01-06,0,6,11
2018-01-07,0,3,16
2018-01-08,5,37,31
2018-01-09,1,40,25
2018-01-10,2,28,48
2018-01-11,3,40,43
2018-01-12,5,46,30
2018-01-13,1,17,5
2018-01-14,0,32,8
2018-01-15,4,58,26
2018-01-16,5,27,35
2018-01-17,0,66,44
2018-01-18,1,52,25
2018-01-19,0,40,21
2018-01-20,0,18,15
2018-01-21,0,28,7
2018-01-22,0,61,31
2018-01-23,0,87,48
2018-01-24,2,70,35
2018-01-25,0,46,23
2018-01-26,0,119,41
2018-01-27,0,15,6
2018-01-28,0,22,7
2018-01-29,0,53,24
2018-01-30,8,69,32
2018-01-31,0,44,29
2018-02-01,0,34,16
2018-02-02,2,29,35
2018-02-03,0,1,15
2018-02-04,0,2,2
2018-02-05,0,19,31
2018-02-06,1,18,45
2018-02-07,5,45,53
2018-02-08,19,66,43
2018-02-09,9,55,20
2018-02-10,0,4,9
2018-02-11,0,3,3
2018-02-12,1,66,13
2018-02-13,6,65,22
2018-02-14,6,33,23
2018-02-15,2,32,26
2018-02-16,6,48,25
2018-02-17,1,11,6
2018-02-18,0,2,2
2018-02-19,2,9,16
2018-02-20,9,76,25
2018-02-21,1,37,37
2018-02-22,0,29,14
2018-02-23,0,20,18
2018-02-24,0,24,11
2018-02-25,0,7,5
2018-02-26,4,52,27
2018-02-27,1,47,13
2018-02-28,0,59,33
2018-03-01,0,42,18
2018-03-02,0,48,11
2018-03-03,0,14,3
2018-03-04,0,6,3
2018-03-05,0,47,19
2018-03-06,0,39,16
2018-03-07,2,44,20
2018-03-08,0,57,16
2018-03-09,8,29,18
2018-03-10,0,14,3
2018-03-11,0,15,1
2018-03-12,1,31,8
2018-03-13,4,40,12
2018-03-14,0,29,7
2018-03-15,0,28,23
2018-03-16,0,25,5
2018-03-17,2,6,3
2018-03-18,1,0,5
2018-03-19,5,30,15
2018-03-20,6,41,28
2018-03-21,0,39,27
2018-03-22,2,26,33
2018-03-23,3,19,18
2018-03-24,0,2,5
2018-03-25,0,2,1
2018-03-26,1,56,23
2018-03-27,3,54,20
2018-03-28,6,50,18
2018-03-29,3,32,15
2018-03-30,0,25,7
2018-03-31,0,2,4
2018-04-01,0,4,0
2018-04-02,0,22,13
2018-04-03,1,81,18
2018-04-04,0,68,26
