,hashicorp/nomad,docker-archive/classicswarm,kubernetes/kubernetes
2015-12-02,9,5.332959586289063,55
2015-12-03,12,10.991271433521876,84
2015-12-04,4,7.229241147062499,41
2015-12-05,4,1.2169580285703119,31
2015-12-06,0,2.723481440734375,11
2015-12-07,1,5.775183524448439,47
2015-12-08,5,10.507304927901563,42
2015-12-09,19,6.886723386325,67
2015-12-10,13,-1.0962903006656246,76
2015-12-11,38,7.639353324846876,56
2015-12-12,4,1.164902563678126,13
2015-12-13,0,-0.3536669843703111,8
2015-12-14,13,10.043716916579688,65
2015-12-15,15,4.215264681246875,66
2015-12-16,10,8.382844747310939,71
2015-12-17,11,2.0310343936781248,71
2015-12-18,26,3.511108460410938,70
2015-12-19,2,-1.4072160209265618,30
2015-12-20,6,-0.902495945620311,17
2015-12-21,12,-0.622085104373436,31
2015-12-22,18,3.520387901792189,58
2015-12-23,1,-0.7939660184890618,31
2015-12-24,36,-0.4362610928718744,8
2015-12-25,1,-0.29173025867187463,1
2015-12-26,0,-0.1640869752218745,2
2015-12-27,0,-0.10646126267968718,2
2015-12-28,5,-0.05264804999999984,29
2015-12-29,2,2.955625215,30
2015-12-30,0,0.6617267479374999,29
2015-12-31,0,-0.2685954101437501,6
2016-01-01,0,-0.1305000000000001,5
2016-01-02,0,-0.09048749999999979,9
2016-01-03,0,-0.06901274999999976,9
2016-01-04,7,4.9443972125,24
2016-01-05,10,13.45355689875,48
2016-01-06,7,4.335201364703124,39
2016-01-07,12,6.592735129376561,42
2016-01-08,9,3.419288647464062,41
2016-01-09,0,-1.4008587499999996,7
2016-01-10,2,-0.868419562499999,7
2016-01-11,4,5.355762843750002,31
2016-01-12,10,11.885628112421877,64
2016-01-13,12,7.001607327601563,49
2016-01-14,30,10.014446553903124,71
2016-01-15,9,-0.2818831005906257,45
2016-01-16,0,2.5231546146343757,24
2016-01-17,3,2.6515534123203137,14
2016-01-18,0,0.7323309100000015,19
2016-01-19,11,1.9511879581562512,15
2016-01-20,3,0.9485478993312513,49
2016-01-21,22,4.1061347198921885,102
2016-01-22,11,0.9534631284890631,84
2016-01-23,0,3.2068333085375005,17
2016-01-24,2,0.15205498286562513,16
2016-01-25,2,1.3939119077937505,47
2016-01-26,14,3.406754100075,65
2016-01-27,37,7.233116400881251,53
2016-01-28,12,11.751744810110937,65
2016-01-29,19,11.02908353735,75
2016-01-30,1,-0.3465511862109385,67
2016-01-31,6,0.5222443216156252,25
2016-02-01,14,13.823954334340627,69
2016-02-02,17,7.697663386432813,74
2016-02-03,14,15.702230560365624,80
2016-02-04,22,12.82347537198125,65
2016-02-05,61,0.6007080342593749,79
2016-02-06,12,0.6365391803296885,50
2016-02-07,12,-1.8170317889984353,42
2016-02-08,15,2.7963386001468784,69
2016-02-09,23,9.665806412193753,83
2016-02-10,19,9.961600849304688,71
2016-02-11,27,9.656284400359375,82
2016-02-12,22,7.475716823603125,70
2016-02-13,9,-1.3796904813874997,38
2016-02-14,1,-1.432182649190624,32
2016-02-15,3,-0.9857044801078106,57
2016-02-16,9,1.2532259391875025,74
2016-02-17,19,9.188254641684377,65
2016-02-18,5,3.421931635917188,58
2016-02-19,12,2.65329503838125,102
2016-02-20,29,1.8411119431624998,37
2016-02-21,25,-0.9549153383749994,18
2016-02-22,32,0.45179712246406334,76
2016-02-23,28,6.497458732500001,101
2016-02-24,4,7.932661848968751,98
2016-02-25,19,4.487552383521875,96
2016-02-26,1,5.5591465870625,96
2016-02-27,6,2.4991971465078127,52
2016-02-28,0,-1.2602421116906244,25
2016-02-29,8,2.2230499086421887,51
2016-03-01,4,6.138979700734376,88
2016-03-02,35,9.715340365104687,96
2016-03-03,11,5.131429950107812,87
2016-03-04,9,1.2802090253328122,104
2016-03-05,4,-1.2832338413249995,70
2016-03-06,0,-0.8111560073140611,26
2016-03-07,9,3.4335676636062518,59
2016-03-08,6,1.174052299703126,37
2016-03-09,3,1.265310255032813,35
2016-03-10,24,1.314814677826563,51
2016-03-11,6,4.377703342245313,68
2016-03-12,2,2.1597110932015626,25
2016-03-13,0,7.2665968923921875,6
2016-03-14,7,2.7782426899999995,35
2016-03-15,19,11.9321693304375,65
2016-03-16,28,6.048185296324999,55
2016-03-17,12,10.163417963896874,67
2016-03-18,15,4.727027150146874,37
2016-03-19,18,1.9957040411000007,24
2016-03-20,3,-1.6439145717265615,10
2016-03-21,16,-0.07360800923281041,35
2016-03-22,23,6.092983276400002,62
2016-03-23,27,0.6548555506531262,42
2016-03-24,41,8.981042970407813,28
2016-03-25,37,9.377522999775,40
2016-03-26,13,0.020106543459374793,14
2016-03-27,0,-1.2443694823140623,4
2016-03-28,21,6.220818306106251,18
2016-03-29,12,9.740996788234376,30
2016-03-30,15,6.137206188854687,34
2016-03-31,8,2.1396188062171873,33
2016-04-01,7,1.5210269810218753,38
2016-04-02,13,-1.2595321110312487,22
2016-04-03,1,-0.7952423414265609,12
2016-04-04,2,1.4636802836781264,24
2016-04-05,5,3.379240550140626,25
2016-04-06,6,6.156208719076563,17
2016-04-07,11,7.810205295479687,24
2016-04-08,11,5.4909298389,43
2016-04-09,4,-1.4816838491906255,11
2016-04-10,4,-0.8321250826078119,2
2016-04-11,5,-0.5731151924999989,28
2016-04-12,18,1.5546662514687515,37
2016-04-13,16,10.435997806615626,45
2016-04-14,19,21.517449044996873,68
2016-04-15,10,7.92543734135781,62
2016-04-16,1,-1.632392863932814,25
2016-04-17,0,-1.5688129677515623,25
2016-04-18,2,-1.037345774999998,28
2016-04-19,14,1.2065577200000024,52
2016-04-20,5,-0.8418403222812482,57
2016-04-21,2,0.3718969505062515,64
2016-04-22,14,6.395348751495313,35
2016-04-23,2,4.904156252251562,14
2016-04-24,0,1.9223108090890622,9
2016-04-25,2,4.175114622464062,32
2016-04-26,3,4.0110583575,50
2016-04-27,0,3.92040911146875,45
2016-04-28,0,3.853786511178125,82
2016-04-29,0,1.8146409882343753,44
2016-04-30,0,2.967178491354688,6
2016-05-01,2,0.9233107529046882,5
2016-05-02,2,2.150227151987501,41
2016-05-03,10,7.159112083564063,36
2016-05-04,2,-0.33411462150781235,54
2016-05-05,13,4.163917653492188,60
2016-05-06,2,5.957014033492188,86
2016-05-07,16,-1.3085482617265622,23
2016-05-08,6,0.267760260329688,19
2016-05-09,20,-0.6102384749249993,83
2016-05-10,6,3.5823645233812513,71
2016-05-11,28,1.280035929517188,68
2016-05-12,4,0.3749757979468754,65
2016-05-13,4,2.545986958635938,59
2016-05-14,5,0.39321553371093776,26
2016-05-15,1,-0.4391776640015621,22
2016-05-16,8,-0.24561236301562472,61
2016-05-17,13,0.814298087464063,84
2016-05-18,4,-0.24263540706249964,67
2016-05-19,6,-0.16442851992499968,65
2016-05-20,2,-0.10130911933749982,88
2016-05-21,1,0.9311400121671877,47
2016-05-22,3,0.8491183793765625,37
2016-05-23,3,0.8334391349640624,63
2016-05-24,4,2.8154063037499997,60
2016-05-25,24,1.5962691869843748,53
2016-05-26,0,5.591321897464063,76
2016-05-27,11,0.1745587374999995,87
2016-05-28,7,-0.52935995875,41
2016-05-29,72,1.6605007282343753,28
2016-05-30,1,-0.45325539930156195,42
2016-05-31,12,8.715064720698438,50
2016-06-01,3,-1.111380009082813,59
2016-06-02,2,2.4296176263609377,65
2016-06-03,12,2.325965220584375,65
2016-06-04,2,1.2927520467687506,36
2016-06-05,8,0.4038630049640627,7
2016-06-06,10,0.5249177614687504,43
2016-06-07,10,-0.4289787213218744,39
2016-06-08,10,1.7112238953593755,63
2016-06-09,2,0.5702472009265629,51
2016-06-10,186,-0.31508930279687475,78
2016-06-11,28,-0.2073676516546873,28
2016-06-12,27,-0.13841389238906218,11
2016-06-13,11,0.9096442856625002,68
2016-06-14,25,5.839592059448438,59
2016-06-15,26,0.31125174246406206,59
2016-06-16,40,-0.4287303222812502,51
2016-06-17,44,3.7369714819125,70
2016-06-18,2,0.42300939746406263,35
2016-06-19,0,-0.4105250124999998,23
2016-06-20,8,1.7348174787500001,61
2016-06-21,20,1.5995574969843753,76
2016-06-22,28,3.547968073120313,75
2016-06-23,7,3.32427377176875,49
2016-06-24,5,-0.7442606500359377,83
2016-06-25,2,-0.41692544831249984,38
2016-06-26,0,0.7016287518406255,21
2016-06-27,5,1.6959727299640632,47
2016-06-28,24,0.5965609314687503,71
2016-06-29,6,2.648542833896875,74
2016-06-30,4,1.477891757865625,48
2016-07-01,13,3.50718958779375,35
2016-07-02,0,-0.6751534226437501,30
2016-07-03,0,-0.3525219712499998,23
2016-07-04,0,-0.24859296801562464,23
2016-07-05,0,2.807001287682813,35
2016-07-06,5,-0.4504381318374998,48
2016-07-07,2,5.753060765917188,88
2016-07-08,5,2.225792031360937,67
2016-07-09,11,-0.6870584571343751,16
2016-07-10,19,-0.38794566014375,8
2016-07-11,24,2.7510389625000005,54
2016-07-12,33,4.5080309112500005,62
2016-07-13,13,1.2089727359531248,79
2016-07-14,1,2.3582552273921875,56
2016-07-15,0,-0.68517846684375,72
2016-07-16,0,-0.4227608042624994,17
2016-07-17,0,-0.27209134510781197,8
2016-07-18,6,0.8066878487500007,63
2016-07-19,4,1.7411523047031254,89
2016-07-20,18,7.620288447314063,90
2016-07-21,15,0.9870880225390619,73
2016-07-22,11,2.3168348558812495,68
2016-07-23,5,0.29936169239218724,33
2016-07-24,0,-0.5026955124999994,3
2016-07-25,39,-0.3381767212499994,38
2016-07-26,35,-0.25977280551562426,37
2016-07-27,10,-0.21162182356718684,42
2016-07-28,20,2.8288656108031254,47
2016-07-29,4,-0.4327705475687499,48
2016-07-30,1,-0.19159634036874995,23
2016-07-31,0,-0.12026487062343746,3
2016-08-01,2,-0.07038635253593725,37
2016-08-02,19,1.95164975,94
2016-08-03,20,1.7605139625,80
2016-08-04,24,0.6767189112499998,99
2016-08-05,12,0.7242950609531249,71
2016-08-06,3,0.7314784423921875,23
2016-08-07,2,-0.2470584999999999,8
2016-08-08,19,-0.15272002499999981,43
2016-08-09,24,-0.11379066749999975,62
2016-08-10,11,-0.0912652810312497,86
2016-08-11,18,-0.07630678985312478,79
2016-08-12,27,-0.05062172683749986,78
2016-08-13,5,-0.02906086180156242,34
2016-08-14,4,-0.017967165551562456,18
2016-08-15,7,0.9916011474640625,47
2016-08-16,25,-0.10000000000000009,61
2016-08-17,75,2.955,89
2016-08-18,12,5.6715,114
2016-08-19,25,-0.7556625000000006,115
2016-08-20,2,-0.37161675000000016,59
2016-08-21,1,-0.24614951249999986,49
2016-08-22,9,0.8165810537500007,98
2016-08-23,18,-0.24575485051562462,114
2016-08-24,9,3.834347983714063,79
2016-08-25,16,0.47623288345312487,100
2016-08-26,13,-0.3832689357015624,95
2016-08-27,7,-0.22550986521562494,20
2016-08-28,1,1.8756879875000003,12
2016-08-29,9,-0.2962231962499998,39
2016-08-30,11,-0.1683331130156248,81
2016-08-31,18,-0.12293565003593734,54
2016-09-01,14,-0.09069194831249972,76
2016-09-02,12,-0.07539722315937478,69
2016-09-03,0,-0.0347228775359374,21
2016-09-04,1,-0.022187392499999934,15
2016-09-05,7,-0.01913662603124995,34
2016-09-06,0,-0.016797705071874957,79
2016-09-07,1,0.0,79
2016-09-08,0,0.0,74
2016-09-09,1,0.0,76
2016-09-10,1,0.0,39
2016-09-11,2,0.0,31
2016-09-12,5,0.0,76
2016-09-13,4,0.0,76
2016-09-14,4,0.0,77
2016-09-15,6,0.0,68
2016-09-16,2,0.0,86
2016-09-17,1,0.0,25
2016-09-18,0,0.0,9
2016-09-19,2,0.0,37
2016-09-20,5,3.0,74
2016-09-21,14,1.6999999999999997,53
2016-09-22,3,-0.3350000000000003,75
2016-09-23,3,0.8244999999999999,69
2016-09-24,6,0.7810125000000001,57
2016-09-25,0,0.7653247500000002,11
2016-09-26,23,-0.24521953749999992,74
2016-09-27,7,-0.1537676137499998,94
2016-09-28,5,-0.11617158154687476,91
2016-09-29,1,0.9057255538609378,60
2016-09-30,4,-0.15717016382187493,67
2016-10-01,0,-0.07882402176562493,24
2016-10-02,0,-0.057560861801562446,8
2016-10-03,28,-0.03862966555156238,30
2016-10-04,0,-0.024515602535937424,69
2016-10-05,4,-0.01316201249999996,83
2016-10-06,10,-0.011093696249999967,45
2016-10-07,8,-0.009568313015624975,66
2016-10-08,4,-0.008398852535937478,33
2016-10-09,5,0.0,9
2016-10-10,8,0.0,63
2016-10-11,12,0.0,49
2016-10-12,5,1.0,82
2016-10-13,15,0.8999999999999999,90
2016-10-14,0,-0.14500000000000013,67
2016-10-15,2,-0.07350000000000005,50
2016-10-16,0,-0.04916249999999994,15
2016-10-17,2,0.9632207500000001,75
2016-10-18,14,0.8707212375,67
2016-10-19,4,1.8307442912499998,101
2016-10-20,4,2.705837990734375,68
2016-10-21,7,-0.45712966555156276,51
2016-10-22,1,-0.2371781025359375,34
2016-10-23,4,-0.1561037624999998,11
2016-10-24,13,0.8815232912500004,52
2016-10-25,36,-0.1953362842656248,81
2016-10-26,21,1.8753594044484376,84
2016-10-27,26,-0.2893165673171875,96
2016-10-28,22,-0.15616514411874988,67
2016-10-29,7,1.9016866923921876,38
2016-10-30,1,0.7455129875,27
2016-10-31,41,-0.23332719625,74
2016-11-01,51,0.862107661984375,74
2016-11-02,18,-0.20041124503593738,119
2016-11-03,4,-0.11703262603124981,95
2016-11-04,19,-0.08773848007187485,116
2016-11-05,5,-0.05601190499999982,35
2016-11-06,3,-0.04634707228124986,60
2016-11-07,6,0.9604719694125001,88
2016-11-08,33,-0.11949254878593754,78
2016-11-09,22,-0.05456831301562501,77
2016-11-10,23,-0.0368988525359375,66
2016-11-11,1,-0.020662499999999924,42
2016-11-12,1,-0.016116749999999947,16
2016-11-13,0,-0.01316201249999996,8
2016-11-14,4,-0.011093696249999967,49
2016-11-15,8,0.990431686984375,63
2016-11-16,15,-0.10839885253593756,45
2016-11-17,12,-0.04500000000000003,53
2016-11-18,7,0.9715,51
2016-11-19,0,0.8793375,18
2016-11-20,0,-0.1611167500000001,2
2016-11-21,1,2.9133379875,47
2016-11-22,2,0.6397438037499998,60
2016-11-23,3,-0.281347563015625,87
2016-11-24,2,-0.16817761503593748,22
2016-11-25,0,0.8852567912500002,8
2016-11-26,3,-0.1896747592656248,0
2016-11-27,0,-0.11856995305156232,1
2016-11-28,16,1.9166580462140625,57
2016-11-29,10,-0.260461135296875,64
2016-11-30,4,0.8591183793765625,68
2016-12-01,6,-0.17856086503593757,97
2016-12-02,4,0.9025813037500001,64
2016-12-03,1,-0.17030181301562497,64
2016-12-04,0,-0.10038537753593735,9
2016-12-05,5,-0.0668041424999999,89
2016-12-06,8,0.9470388614687502,90
2016-12-07,2,6.855991848678125,96
2016-12-08,5,0.2322696744843744,100
2016-12-09,3,-0.46299254878593776,103
2016-12-10,7,0.7252691869843749,34
2016-12-11,0,-0.297653102535937,12
2016-12-12,11,0.8083582375000005,77
2016-12-13,14,-0.24784453374999973,76
2016-12-14,9,-0.16604869926562466,76
2016-12-15,9,-0.13108748989531224,54
2016-12-16,10,-0.10218479326718721,68
2016-12-17,1,-0.035609298785937396,20
2016-12-18,1,-0.022730325515624934,8
2016-12-19,13,-0.019492548785937445,42
2016-12-20,19,0.990431686984375,61
2016-12-21,3,2.8916011474640624,63
2016-12-22,0,-0.3450000000000003,57
2016-12-23,1,-0.16350000000000012,27
2016-12-24,1,-0.10616249999999999,6
2016-12-25,2,-0.07810424999999972,2
2016-12-26,0,-0.061512262499999804,2
2016-12-27,0,0.9494202662500002,24
2016-12-28,0,2.8571505982343752,23
2016-12-29,1,1.6178962084171873,31
2016-12-30,0,-0.38869655760781274,16
2016-12-31,0,-0.19616250000000007,6
2017-01-01,0,-0.13510424999999976,1
2017-01-02,0,-0.10283726249999965,20
2017-01-03,7,-0.08281323374999974,58
2017-01-04,3,0.9308265732343752,68
2017-01-05,13,1.8407088159171876,48
2017-01-06,19,2.7106668163609373,57
2017-01-07,1,0.5647022949281246,13
2017-01-08,9,-0.3126625000000002,1
2017-01-09,6,0.8120582500000001,45
2017-01-10,10,0.7641169875000002,58
2017-01-11,9,8.74856952875,110
2017-01-12,6,-1.0608584930156255,50
2017-01-13,7,-0.5281410798171875,56
2017-01-14,3,0.6501244096312502,23
2017-01-15,0,-0.3500061331234367,8
2017-01-16,1,0.777294688714063,48
2017-01-17,8,1.7323798782343753,86
2017-01-18,9,5.616527068198438,93
2017-01-19,7,6.170869580323437,72
2017-01-20,16,5.863585814676561,90
2017-01-21,2,-1.2545354462500007,14
2017-01-22,7,-0.6934388255156247,7
2017-01-23,48,-0.4866545737859367,75
2017-01-24,20,-0.3681825305156238,71
2017-01-25,5,-0.2990489935671866,97
2017-01-26,28,0.7560024555843756,63
2017-01-27,11,0.7049728199250005,88
2017-01-28,13,-0.2707701588609373,21
2017-01-29,0,-0.1322919677515624,14
2017-01-30,10,0.9508375,42
2017-01-31,17,1.86322075,82
2017-02-01,19,-0.2742787625000001,82
2017-02-02,39,0.85724429125,114
2017-02-03,10,-0.198324509265625,55
2017-02-04,3,-0.12040891555156227,28
2017-02-05,5,-0.08229436503593736,6
2017-02-06,3,0.9419197787500002,69
2017-02-07,5,0.852127544484375,73
2017-02-08,9,0.8143025089328124,75
2017-02-09,7,0.798608598678125,43
2017-02-10,6,-0.20373081301562504,89
2017-02-11,6,0.8813218974640626,14
2017-02-12,1,-0.17844126249999995,5
2017-02-13,7,-0.10603495874999982,54
2017-02-14,12,-0.07844077176562488,92
2017-02-15,8,1.9371146256984377,119
2017-02-16,18,-0.24517761180156256,96
2017-02-17,19,1.8788708219484376,55
2017-02-18,0,-0.27649254878593765,27
2017-02-19,0,-0.14089331301562488,28
2017-02-20,4,0.9023676474640626,55
2017-02-21,23,0.8323509750000002,73
2017-02-22,6,0.8005791075,60
2017-02-23,25,0.7810393489687499,116
2017-02-24,18,1.7668524024281251,71
2017-02-25,5,-0.32941587603125005,45
2017-02-26,1,-0.18523896757187486,55
2017-02-27,16,-0.11803495874999984,107
2017-02-28,20,-0.0912657717656247,96
2017-03-01,20,-0.07445637430156227,128
2017-03-02,9,0.9446151131984377,86
2017-03-03,10,-0.14015455805156246,34
2017-03-04,8,-0.07253547856718746,38
2017-03-05,0,-0.04529770507187498,7
2017-03-06,6,-0.020662499999999924,56
2017-03-07,6,2.98388325,64
2017-03-08,7,0.6868379874999997,65
2017-03-09,17,-0.24609369625000016,66
2017-03-10,13,-0.14006831301562508,47
2017-03-11,8,-0.09888635253593728,17
2017-03-12,4,-0.06901274999999976,13
2017-03-13,15,-0.055602787499999834,34
2017-03-14,20,0.9535568987500002,55
2017-03-15,10,0.860201364703125,47
2017-03-16,4,2.8202351293765626,46
2017-03-17,3,2.618101147464062,58
2017-03-18,1,-0.4841625000000003,17
2017-03-19,0,-0.25727925,12
2017-03-20,6,-0.17676626249999974,34
2017-03-21,5,-0.13459345874999953,45
2017-03-22,4,-0.10849829676562467,41
2017-03-23,0,0.9092657081984378,25
2017-03-24,8,1.8296151196671877,66
2017-03-25,0,1.7010985033453125,41
2017-03-26,2,0.6563034423921873,40
2017-03-27,14,-0.26766250000000014,59
2017-03-28,35,-0.15944174999999988,54
2017-03-29,7,1.8847794875000004,49
2017-03-30,1,0.7096862787500001,37
2017-03-31,4,-0.26419648051562494,46
2017-04-01,3,-0.16488488356718742,9
2017-04-02,3,-0.11685302735312475,6
2017-04-03,0,0.9207379819125002,46
2017-04-04,16,-0.15083962753593744,49
2017-04-05,1,-0.08034940499999993,58
2017-04-06,8,-0.05873032228124994,58
2017-04-07,10,-0.04702851808749986,55
2017-04-08,5,-0.024515602535937424,31
2017-04-09,0,-0.01316201249999996,5
2017-04-10,11,-0.011093696249999967,59
2017-04-11,6,-0.009568313015624975,59
2017-04-12,7,-0.008398852535937478,49
2017-04-13,2,0.0,58
2017-04-14,9,0.0,62
2017-04-15,0,0.0,8
2017-04-16,10,0.0,5
2017-04-17,3,1.0,42
2017-04-18,5,-0.10000000000000009,71
2017-04-19,44,-0.04500000000000003,62
2017-04-20,7,-0.028500000000000022,57
2017-04-21,4,-0.020662499999999924,55
2017-04-22,0,-0.016116749999999947,15
2017-04-23,0,-0.01316201249999996,12
2017-04-24,2,2.98890630375,41
2017-04-25,8,-0.30956831301562526,70
2017-04-26,3,1.8566011474640625,50
2017-04-27,5,1.7144999999999997,72
2017-04-28,2,-0.3519875,79
2017-04-29,1,-0.19535024999999995,24
2017-04-30,2,-0.1378110374999998,13
2017-05-01,10,1.8931604112500005,34
2017-05-02,9,2.712737535953125,65
2017-05-03,30,-0.4637079751078126,53
2017-05-04,14,0.76667598146875,62
2017-05-05,5,1.7372406688968751,65
2017-05-06,0,1.6439812949281252,18
2017-05-07,0,-0.393174275,4
2017-05-08,5,-0.22933592999999985,49
2017-05-09,9,0.8331405352187503,50
2017-05-10,6,1.7677768433812504,62
2017-05-11,8,-0.3398477788578124,70
2017-05-12,4,-0.17657973051562492,78
2017-05-13,0,-0.12738537106718734,18
2017-05-14,0,-0.0933760811031247,9
2017-05-15,3,-0.06219321757187481,96
2017-05-16,14,-0.03741772124999989,75
2017-05-17,7,-0.03175570551562491,99
2017-05-18,2,2.9724645214328125,74
2017-05-19,2,-0.3167977050718752,85
2017-05-20,2,-0.1350000000000001,46
2017-05-21,4,-0.08550000000000006,16
2017-05-22,1,5.9380125,65
2017-05-23,13,2.3516497499999995,81
2017-05-24,5,-0.6094860375000004,77
2017-05-25,7,3.66071891125,82
2017-05-26,8,1.361820060953125,111
2017-05-27,1,-0.5638845576078122,34
2017-05-28,0,-0.3313223249999998,11
2017-05-29,0,-0.24569821499999944,53
2017-05-30,16,-0.19648296684374938,95
2017-05-31,33,-0.16397960426249952,99
2017-06-01,0,-0.09589536760781223,88
2017-06-02,4,1.9395393554375002,55
2017-06-03,1,-0.25273203617500006,72
2017-06-04,1,0.893202294928125,29
2017-06-05,2,-0.15700000000000014,72
2017-06-06,3,-0.08632499999999987,91
2017-06-07,3,-0.06073349999999991,68
2017-06-08,5,-0.04698652499999985,54
2017-06-09,5,-0.03830414249999988,44
2017-06-10,0,-0.03229863853124991,13
2017-06-11,0,-0.027891401321874926,10
2017-06-12,2,-0.009568313015624975,40
2017-06-13,0,-0.008398852535937478,71
2017-06-14,0,0.0,61
2017-06-15,4,3.0,47
2017-06-16,8,1.6999999999999997,53
2017-06-17,1,-0.3350000000000003,27
2017-06-18,0,-0.17550000000000013,5
2017-06-19,0,0.8810125000000002,25
2017-06-20,1,4.81032475,38
2017-06-21,3,1.3832804624999997,54
2017-06-22,19,1.4868948862499998,78
2017-06-23,9,0.49594516845312486,116
2017-06-24,7,0.5892375663609378,39
2017-06-25,9,-0.3538684675718747,3
2017-06-26,6,2.7760377412500006,67
2017-06-27,2,1.5272431807343751,54
2017-06-28,3,0.5234689148859377,47
2017-06-29,6,4.611902956289063,53
2017-06-30,2,4.275822460146875,48
