,jquery/jquery,angular/angular,facebook/react
2015-02-11,2,0.9492735999999997,9
2015-02-12,0,-1.5452979199999994,13
2015-02-13,0,3.6648514560000005,10
2015-02-14,6,-1.6061485055999993,8
2015-02-15,0,-0.08808407039999988,1
2015-02-16,0,-0.6071145472000001,2
2015-02-17,1,12.933518335999999,19
2015-02-18,0,7.892425318400002,9
2015-02-19,3,1.4353722368000028,20
2015-02-20,0,-0.25279559679999863,20
2015-02-21,0,3.0876102656000004,2
2015-02-22,0,-6.3893723136,12
2015-02-23,0,1.1416692735999994,3
2015-02-24,0,2.5445677055999996,10
2015-02-25,0,8.7778136064,2
2015-02-26,0,18.790675968000002,8
2015-02-27,0,-7.189192191999998,5
2015-02-28,0,-4.120814591999999,3
2015-03-01,0,-4.622353305600001,3
2015-03-02,0,7.458579148799998,10
2015-03-03,0,2.3102801920000005,14
2015-03-04,2,-3.6824993791999994,3
2015-03-05,1,-2.3790829567999996,8
2015-03-06,0,-1.3075375104000004,9
2015-03-07,0,0.24088197119999943,1
2015-03-08,2,-1.6587040767999999,2
2015-03-09,2,3.1886903296,7
2015-03-10,0,3.8560000000000003,46
2015-03-11,0,4.697916416,69
2015-03-12,0,3.5900655616000012,3
2015-03-13,0,14.1845510144,5
2015-03-14,0,-4.506102988799999,12
2015-03-15,0,-5.4394743808,0
2015-03-16,3,-0.6252737536000006,21
2015-03-17,2,9.495432191999999,13
2015-03-18,0,8.7101150208,2
2015-03-19,0,6.5009400832000015,7
2015-03-20,1,-7.3386875903999975,7
2015-03-21,0,9.3986994176,2
2015-03-22,0,-6.1482939391999984,1
2015-03-23,1,-0.057570304000000405,10
2015-03-24,1,10.136313856000001,13
2015-03-25,2,-3.6777752575999996,25
2015-03-26,1,13.2590736384,21
2015-03-27,0,3.4201620480000017,10
2015-03-28,1,-3.843606015999999,6
2015-03-29,0,-5.6640982016,3
2015-03-30,4,-0.9050606592000006,15
2015-03-31,0,8.364804198399998,5
2015-04-01,0,5.012431564800001,14
2015-04-02,0,11.133251276800001,14
2015-04-03,0,0.015171276800002076,2
2015-04-04,0,-4.9007478784,1
2015-04-05,0,-4.6271529984,7
2015-04-06,0,5.568400895999999,0
2015-04-07,0,1.1678812159999996,8
2015-04-08,0,3.4079570944000004,19
2015-04-09,0,-0.389650636799999,18
2015-04-10,0,29.657022259199998,7
2015-04-11,0,-9.638251622399999,1
2015-04-12,0,-6.669666304000001,0
2015-04-13,3,19.9332458496,8
2015-04-14,0,4.916665344,4
2015-04-15,0,-1.4670680064,2
2015-04-16,0,17.1320517632,3
2015-04-17,0,3.3431059456000014,7
2015-04-18,0,-7.098519551999999,8
2015-04-19,0,-8.2447429632,2
2015-04-20,1,10.8236675072,8
2015-04-21,0,7.169981235200002,3
2015-04-22,1,-8.334287667199998,11
2015-04-23,0,1.8801900544000008,2
2015-04-24,0,-0.678479359999999,5
2015-04-25,0,-2.798658252800001,2
2015-04-26,0,-3.0761810944000003,4
2015-04-27,3,27.3691374592,8
2015-04-28,0,11.287144960000003,6
2015-04-29,1,0.05509273600000242,11
2015-04-30,2,-2.8743958527999993,3
2015-05-01,0,6.1081345023999996,5
2015-05-02,0,-9.525114777599999,3
2015-05-03,6,-4.253483008000002,2
2015-05-04,4,5.242412646399999,6
2015-05-05,10,1.7760901120000003,9
2015-05-06,0,12.6448949248,1
2015-05-07,1,11.4602149888,7
2015-05-08,0,20.1015922688,7
2015-05-09,0,-15.317381222399998,0
2015-05-10,0,-5.305343795200001,2
2015-05-11,2,10.191557119999999,6
2015-05-12,7,19.008630783999998,3
2015-05-13,1,2.808963481600003,13
2015-05-14,0,-1.1460980735999975,7
2015-05-15,0,-1.6183250943999994,2
2015-05-16,0,-6.642491596800001,12
2015-05-17,0,-5.056497561600001,1
2015-05-18,0,21.1712282624,4
2015-05-19,3,31.3575307264,6
2015-05-20,0,6.344671232000003,10
2015-05-21,0,-9.014170726399996,7
2015-05-22,0,21.2661031936,16
2015-05-23,0,-14.0263684096,0
2015-05-24,0,-9.749347635200001,1
2015-05-25,0,-5.4205633536,0
2015-05-26,0,4.211039231999999,3
2015-05-27,0,11.9007249408,7
2015-05-28,0,9.774068121600003,6
2015-05-29,3,12.097050009600002,3
2015-05-30,0,-7.204772863999999,1
2015-05-31,0,-8.4465337344,2
2015-06-01,4,6.005167615999999,8
2015-06-02,0,26.39425792,12
2015-06-03,0,3.678772224000003,4
2015-06-04,0,3.8966199296000017,27
2015-06-05,1,4.736883097600002,8
2015-06-06,0,-11.060614144,2
2015-06-07,0,-5.575293747200002,2
2015-06-08,0,9.829081702399998,15
2015-06-09,0,15.6470144,7
2015-06-10,0,4.624795136000003,11
2015-06-11,1,10.453034905600003,13
2015-06-12,0,13.586285568000001,8
2015-06-13,7,-11.0926019584,5
2015-06-14,0,-3.3001816064000007,1
2015-06-15,0,8.7430073344,11
2015-06-16,6,10.5630948352,13
2015-06-17,2,0.8060090368000008,16
2015-06-18,0,-0.2187630592000005,11
2015-06-19,1,7.4995849216,4
2015-06-20,0,-5.335552102399999,2
2015-06-21,0,-6.2823092224,2
2015-06-22,1,2.971192627199999,13
2015-06-23,1,0.6327811071999996,3
2015-06-24,0,9.9043924992,15
2015-06-25,1,1.537296179200002,8
2015-06-26,0,8.6988822528,10
2015-06-27,3,-9.550877388799998,7
2015-06-28,0,-3.8513278976000005,1
2015-06-29,0,19.7524022272,8
2015-06-30,0,-2.338679500799998,5
2015-07-01,1,12.995056230400001,4
2015-07-02,0,-7.223241420799997,17
2015-07-03,0,2.935341568,8
2015-07-04,0,-6.72221696,8
2015-07-05,0,-3.117576908800001,8
2015-07-06,1,5.070702079999999,6
2015-07-07,1,11.766137856,6
2015-07-08,3,19.628362854400002,10
2015-07-09,0,-1.2536505343999984,23
2015-07-10,0,-1.3571210239999996,11
2015-07-11,1,-4.0148580352,8
2015-07-12,1,-1.431957811200002,5
2015-07-13,1,4.468538879999999,13
2015-07-14,1,3.8572354560000006,5
2015-07-15,0,8.0830562304,9
2015-07-16,0,8.863175475200002,4
2015-07-17,0,5.053231513600002,14
2015-07-18,0,-10.673680486399999,2
2015-07-19,0,-4.4514772992000005,2
2015-07-20,2,4.271137484799999,9
2015-07-21,0,2.279516364799999,14
2015-07-22,0,5.9251314688,8
2015-07-23,0,8.258601472000002,13
2015-07-24,0,10.182095872000001,8
2015-07-25,0,-7.077722214399998,4
2015-07-26,0,-5.8727769088,1
2015-07-27,3,10.061191679999999,11
2015-07-28,2,10.817040896,7
2015-07-29,0,1.7623107584000017,5
2015-07-30,2,3.120032870400001,6
2015-07-31,0,15.2581911552,7
2015-08-01,0,-13.49958912,5
2015-08-02,0,-5.2886454272000005,1
2015-08-03,2,6.9020284927999995,6
2015-08-04,0,7.838923264,3
2015-08-05,0,-6.454031974399999,3
2015-08-06,0,0.6962011135999999,11
2015-08-07,0,9.6716601344,5
2015-08-08,0,-5.7272349696,5
2015-08-09,0,-1.8393157632000001,1
2015-08-10,1,7.290905599999999,6
2015-08-11,0,1.4451686400000003,14
2015-08-12,0,7.877753344,11
2015-08-13,0,5.5540727808,8
2015-08-14,0,-2.0883931135999987,13
2015-08-15,0,-2.741558272,2
2015-08-16,2,-2.9783227392000007,0
2015-08-17,0,4.5254682623999996,7
2015-08-18,0,11.6447550464,2
2015-08-19,0,15.620077568000001,16
2015-08-20,0,2.237336166400002,12
2015-08-21,0,0.2323347456000011,6
2015-08-22,0,-6.946649190399999,13
2015-08-23,0,5.140998963199999,0
2015-08-24,0,4.1635966976,3
2015-08-25,0,5.401186099200001,5
2015-08-26,0,-5.690091929599999,1
2015-08-27,0,4.9634348032,1
2015-08-28,0,4.268385996800001,9
2015-08-29,0,-7.287330303999999,4
2015-08-30,0,-3.0815679488,1
2015-08-31,0,22.1123928064,5
2015-09-01,0,-0.9595212799999988,18
2015-09-02,0,-3.8320196607999986,4
2015-09-03,0,8.015856025600002,7
2015-09-04,0,7.2895722496,9
2015-09-05,0,3.754457600000002,3
2015-09-06,0,-8.9898165248,0
2015-09-07,12,-3.8511334400000004,0
2015-09-08,15,3.515328511999999,5
2015-09-09,0,7.7792032768,26
2015-09-10,0,2.3187543040000005,15
2015-09-11,2,30.7537031168,1
2015-09-12,0,-10.530128998399999,3
2015-09-13,0,-6.883908607999999,2
2015-09-14,4,7.9540207616,11
2015-09-15,0,22.91745024,6
2015-09-16,0,-1.0054737919999965,10
2015-09-17,0,4.8815050752000015,2
2015-09-18,0,-6.315136409599999,4
2015-09-19,0,-6.929441075200001,4
2015-09-20,0,-1.6753965056000002,3
2015-09-21,0,9.0689449984,0
2015-09-22,0,5.480660070400001,13
2015-09-23,0,9.5245520896,11
2015-09-24,0,1.1790907392000012,19
2015-09-25,0,6.994537984000001,15
2015-09-26,0,-10.3179390976,12
2015-09-27,0,-3.271753932800001,4
2015-09-28,0,-0.057940172800000855,7
2015-09-29,0,6.767402393599999,1
2015-09-30,0,-2.8728607743999994,12
2015-10-01,0,6.3393632256000005,21
2015-10-02,0,16.139083673600002,5
2015-10-03,0,9.883111526400002,2
2015-10-04,0,-12.396350668799998,0
2015-10-05,0,5.266244607999999,3
2015-10-06,0,11.1304195072,9
2015-10-07,0,8.5927607296,30
2015-10-08,0,6.108663296000001,16
2015-10-09,2,0.8756688896,22
2015-10-10,0,-3.4715089920000004,5
2015-10-11,0,0.3290025983999989,4
2015-10-12,12,-1.0556924928000004,14
2015-10-13,1,16.193536,15
2015-10-14,0,-5.875738623999997,11
2015-10-15,0,11.886018969600002,9
2015-10-16,0,-9.132743475199998,12
2015-10-17,3,-5.2986025984000005,2
