,typesense/typesense,elastic/elasticsearch,meilisearch/meilisearch
2018-08-03,0.9380125000000002,29,0.0
2018-08-04,-0.14835024999999993,1,0.0
2018-08-05,-0.08448603749999992,1,0.0
2018-08-06,-0.06178108874999992,23,0.0
2018-08-07,-0.04936743904687485,24,0.0
2018-08-08,-0.04131330760781238,16,0.0
2018-08-09,-0.01316201249999996,19,0.0
2018-08-10,0.98890630375,26,0.0
2018-08-11,-0.10956831301562506,1,0.0
2018-08-12,-0.05339885253593751,0,0.0
2018-08-13,-0.028500000000000022,18,0.0
2018-08-14,-0.020662499999999924,19,0.0
2018-08-15,1.98388325,24,0.0
2018-08-16,-0.21316201250000014,24,0.0
2018-08-17,-0.10109369625000003,24,0.0
2018-08-18,0.933431686984375,7,0.0
2018-08-19,-0.14972385253593742,0,0.0
2018-08-20,-0.07723349999999993,29,0.0
2018-08-21,-0.05482402499999994,30,0.0
2018-08-22,-0.04284989249999986,23,0.0
2018-08-23,-0.035253376031249894,22,0.0
2018-08-24,-0.02995971757187492,26,0.0
2018-08-25,-0.011093696249999967,3,46.0
2018-08-26,0.990431686984375,5,0.0
2018-08-27,-0.10839885253593756,23,0.0
2018-08-28,-0.04500000000000003,28,0.0
2018-08-29,-0.028500000000000022,25,1.0
2018-08-30,-0.020662499999999924,27,0.0
2018-08-31,0.9838832500000001,36,0.0
2018-09-01,0.8868379875,4,0.0
2018-09-02,-0.15609369625000008,6,0.0
2018-09-03,-0.08306831301562503,19,0.0
2018-09-04,1.9424386474640625,20,0.0
2018-09-05,-0.23677925000000005,31,0.0
2018-09-06,-0.11927876249999997,23,0.0
2018-09-07,-0.08125570874999997,26,0.0
2018-09-08,0.9380129907343752,7,0.0
2018-09-09,-0.15020066555156245,10,3.0
2018-09-10,-0.07972287753593743,20,2.0
2018-09-11,-0.050687392499999956,20,0.0
2018-09-12,-0.039799126031249875,28,0.0
2018-09-13,-0.032914455071874904,24,0.0
2018-09-14,-0.01316201249999996,31,2.0
2018-09-15,-0.011093696249999967,3,3.0
2018-09-16,-0.009568313015624975,4,0.0
2018-09-17,-0.008398852535937478,28,0.0
2018-09-18,0.0,33,1.0
2018-09-19,0.0,32,0.0
2018-09-20,0.0,32,1.0
2018-09-21,0.0,12,3.0
2018-09-22,0.0,8,0.0
2018-09-23,0.0,0,0.0
2018-09-24,0.0,24,3.0
2018-09-25,0.0,27,1.0
2018-09-26,0.0,26,2.0
2018-09-27,0.0,20,3.0
2018-09-28,0.0,30,0.0
2018-09-29,0.0,3,0.0
2018-09-30,0.0,5,0.0
2018-10-01,0.0,14,0.0
2018-10-02,0.0,33,0.0
2018-10-03,0.0,21,1.0
2018-10-04,0.0,22,1.0
2018-10-05,0.0,23,0.0
2018-10-06,0.0,6,0.0
2018-10-07,0.0,0,0.0
2018-10-08,0.0,7,0.0
2018-10-09,0.0,1,1.0
2018-10-10,0.0,4,1.0
2018-10-11,0.0,4,2.0
2018-10-12,0.0,6,0.0
2018-10-13,0.0,1,0.0
2018-10-14,0.0,4,0.0
2018-10-15,0.0,20,0.0
2018-10-16,0.0,32,0.0
2018-10-17,0.0,26,3.0
2018-10-18,0.0,22,3.0
2018-10-19,0.0,34,0.0
2018-10-20,0.0,16,0.0
2018-10-21,0.0,3,4.0
2018-10-22,0.0,19,0.0
2018-10-23,0.0,44,0.0
2018-10-24,0.0,37,0.0
2018-10-25,0.0,36,0.0
2018-10-26,0.0,38,0.0
2018-10-27,0.0,3,0.0
2018-10-28,0.0,3,0.0
2018-10-29,0.0,31,0.0
2018-10-30,0.0,35,0.0
2018-10-31,0.0,24,0.0
2018-11-01,0.0,27,0.0
2018-11-02,0.0,26,0.0
2018-11-03,0.0,2,0.0
2018-11-04,0.0,2,0.0
2018-11-05,0.0,21,0.0
2018-11-06,0.0,30,0.0
2018-11-07,0.0,26,0.0
2018-11-08,0.0,39,0.0
2018-11-09,0.0,17,0.0
2018-11-10,0.0,3,0.0
2018-11-11,0.0,1,0.0
2018-11-12,0.0,19,0.0
2018-11-13,0.0,29,0.0
2018-11-14,0.0,26,0.0
2018-11-15,0.0,24,0.0
2018-11-16,0.0,23,0.0
2018-11-17,0.0,3,0.0
2018-11-18,0.0,1,0.0
2018-11-19,0.0,23,0.0
2018-11-20,0.0,24,0.0
2018-11-21,0.0,39,0.0
2018-11-22,0.0,13,0.0
2018-11-23,0.0,15,0.0
2018-11-24,0.0,3,0.0
2018-11-25,0.0,1,0.0
2018-11-26,0.0,30,0.0
2018-11-27,0.0,41,0.0
2018-11-28,0.0,30,0.0
2018-11-29,0.0,38,0.0
2018-11-30,0.0,32,0.0
2018-12-01,0.0,5,0.0
2018-12-02,0.0,2,22.0
2018-12-03,0.0,22,0.0
2018-12-04,0.0,23,0.0
2018-12-05,0.0,38,0.0
2018-12-06,0.0,28,11.0
2018-12-07,0.0,38,8.0
2018-12-08,0.0,4,0.0
2018-12-09,0.0,7,5.0
2018-12-10,0.0,27,10.0
2018-12-11,0.0,38,4.0
2018-12-12,0.0,27,0.0
2018-12-13,0.0,29,3.0
2018-12-14,0.0,33,0.0
2018-12-15,0.0,3,2.0
2018-12-16,0.0,2,0.0
2018-12-17,0.0,29,4.0
2018-12-18,0.0,42,4.0
2018-12-19,0.0,52,2.0
2018-12-20,0.0,24,0.0
2018-12-21,0.0,17,0.0
2018-12-22,0.0,5,0.0
2018-12-23,0.0,9,0.0
2018-12-24,0.0,6,4.0
2018-12-25,0.0,0,0.0
2018-12-26,0.0,0,0.0
2018-12-27,0.0,8,3.0
2018-12-28,0.0,11,4.0
2018-12-29,0.0,0,7.0
2018-12-30,0.0,0,0.0
2018-12-31,0.0,7,13.0
2019-01-01,0.0,1,6.0
2019-01-02,0.0,23,5.0
2019-01-03,0.0,25,0.0
2019-01-04,0.0,19,0.0
2019-01-05,0.0,2,1.0
2019-01-06,0.0,1,21.0
2019-01-07,0.0,32,1.0
2019-01-08,0.0,21,4.0
2019-01-09,0.0,36,3.0
2019-01-10,0.0,30,12.0
2019-01-11,0.0,35,0.0
2019-01-12,0.0,3,6.0
2019-01-13,0.0,3,0.0
2019-01-14,0.0,22,5.0
2019-01-15,0.0,43,1.0
2019-01-16,0.0,23,2.0
2019-01-17,0.0,20,0.0
2019-01-18,0.0,29,0.0
2019-01-19,0.0,2,0.0
2019-01-20,0.0,3,0.0
2019-01-21,0.0,22,0.0
2019-01-22,0.0,30,0.0
2019-01-23,0.0,32,1.0
2019-01-24,0.0,46,1.0
2019-01-25,0.0,45,4.0
2019-01-26,0.0,6,0.0
2019-01-27,0.0,6,0.0
2019-01-28,0.0,25,2.0
2019-01-29,0.0,32,0.0
2019-01-30,0.0,46,2.0
2019-01-31,0.0,43,0.0
2019-02-01,0.0,56,0.0
2019-02-02,0.0,10,7.0
2019-02-03,0.0,8,8.0
2019-02-04,0.0,37,0.0
2019-02-05,0.0,50,0.0
2019-02-06,0.0,19,5.0
2019-02-07,0.0,0,4.0
2019-02-08,0.0,18,0.0
2019-02-09,2.0,8,0.0
2019-02-10,-0.20000000000000018,1,2.0
2019-02-11,-0.09000000000000007,32,6.0
2019-02-12,-0.057000000000000044,25,5.0
2019-02-13,-0.04132499999999985,15,3.0
2019-02-14,-0.032233499999999894,21,0.0
2019-02-15,-0.02632402499999992,38,0.0
2019-02-16,-0.022187392499999934,8,0.0
2019-02-17,-0.01913662603124995,1,8.0
2019-02-18,-0.016797705071874957,27,4.0
2019-02-19,0.0,35,0.0
2019-02-20,0.0,38,1.0
2019-02-21,0.0,20,14.0
2019-02-22,0.0,22,10.0
2019-02-23,0.0,2,6.0
2019-02-24,0.0,0,4.0
2019-02-25,0.0,24,2.0
2019-02-26,0.0,17,0.0
2019-02-27,0.0,31,0.0
2019-02-28,0.0,17,0.0
2019-03-01,0.0,17,0.0
2019-03-02,0.0,3,0.0
2019-03-03,0.0,1,0.0
2019-03-04,0.0,35,0.0
2019-03-05,0.0,26,6.0
2019-03-06,0.0,19,0.0
2019-03-07,0.0,20,0.0
2019-03-08,0.0,23,0.0
2019-03-09,0.0,3,0.0
2019-03-10,0.0,3,4.0
2019-03-11,0.0,18,0.0
2019-03-12,0.0,22,0.0
2019-03-13,0.0,17,0.0
2019-03-14,0.0,21,0.0
2019-03-15,0.0,27,0.0
2019-03-16,0.0,5,0.0
2019-03-17,0.0,5,0.0
2019-03-18,0.0,23,0.0
2019-03-19,0.0,23,0.0
2019-03-20,0.0,28,0.0
2019-03-21,0.0,28,0.0
2019-03-22,0.0,18,0.0
2019-03-23,0.0,10,0.0
2019-03-24,0.0,0,3.0
2019-03-25,0.0,9,0.0
2019-03-26,0.0,28,0.0
2019-03-27,0.0,38,0.0
2019-03-28,0.0,30,0.0
2019-03-29,0.0,24,0.0
2019-03-30,0.0,6,0.0
2019-03-31,0.0,1,0.0
2019-04-01,0.0,26,0.0
2019-04-02,0.0,22,0.0
2019-04-03,0.0,22,0.0
2019-04-04,0.0,27,0.0
2019-04-05,0.0,24,0.0
2019-04-06,0.0,3,0.0
2019-04-07,0.0,5,0.0
2019-04-08,0.0,32,0.0
2019-04-09,0.0,25,0.0
2019-04-10,0.0,25,0.0
2019-04-11,0.0,17,0.0
2019-04-12,0.0,16,0.0
2019-04-13,0.0,0,1.0
2019-04-14,0.0,2,0.0
2019-04-15,0.0,14,1.0
2019-04-16,0.0,21,0.0
2019-04-17,0.0,23,0.0
2019-04-18,0.0,23,0.0
2019-04-19,0.0,23,0.0
2019-04-20,0.0,3,0.0
2019-04-21,0.0,0,0.0
2019-04-22,1.0,12,0.0
2019-04-23,1.9,18,0.0
2019-04-24,-0.24500000000000022,16,0.0
2019-04-25,-0.11850000000000009,22,0.0
2019-04-26,-0.07766249999999997,19,0.0
2019-04-27,-0.05744174999999979,3,0.0
2019-04-28,0.9546044875000002,1,0.0
2019-04-29,0.86258227875,17,45.0
2019-04-30,0.823244294484375,20,0.0
2019-05-01,-0.20103547856718756,20,0.0
2019-05-02,-0.11096020507187493,21,2.0
2019-05-03,-0.0652792499999999,15,0.0
2019-05-04,0.9500587375000001,5,0.0
2019-05-05,-0.14037245874999996,1,0.0
2019-05-06,-0.07882402176562493,22,2.0
2019-05-07,-0.057560861801562446,25,0.0
2019-05-08,-0.03862966555156238,27,0.0
2019-05-09,-0.024515602535937424,36,0.0
2019-05-10,-0.01316201249999996,25,0.0
2019-05-11,2.98890630375,0,0.0
2019-05-12,-0.30956831301562526,2,0.0
2019-05-13,-0.14339885253593757,1,0.0
2019-05-14,1.9144999999999999,9,0.0
2019-05-15,-0.26198749999999993,8,19.0
2019-05-16,-0.1383502499999999,7,10.0
2019-05-17,-0.09648603749999993,4,0.0
2019-05-18,-0.07460608874999974,2,0.0
2019-05-19,-0.06093843904687482,1,0.0
2019-05-20,-0.05152058260781235,19,6.0
2019-05-21,-0.022187392499999934,34,8.0
