,grafana/grafana,cacti/cacti,netdata/netdata
2013-09-28,0,0,0.0
2013-09-29,1,0,0.0
2013-09-30,7,0,0.0
2013-10-01,3,0,0.0
2013-10-02,0,0,0.0
2013-10-03,0,0,0.0
2013-10-04,0,0,0.0
2013-10-05,1,0,0.0
2013-10-06,0,0,0.0
2013-10-07,1,0,0.0
2013-10-08,1,0,0.0
2013-10-09,5,0,0.0
2013-10-10,2,0,0.0
2013-10-11,4,0,0.0
2013-10-12,3,0,0.0
2013-10-13,0,0,2.0
2013-10-14,3,0,-1.0
2013-10-15,6,0,-0.25
2013-10-16,3,0,-0.125
2013-10-17,8,0,-0.078125
2013-10-18,1,0,-0.0546875
2013-10-19,0,0,-0.041015625
2013-10-20,0,0,-0.0322265625
2013-10-21,3,0,-0.02618408203125
2013-10-22,3,0,10.978179931640625
2013-10-23,4,0,-5.5
2013-10-24,3,0,-1.375
2013-10-25,7,0,-0.6875
2013-10-26,0,0,-0.4296875
2013-10-27,0,0,-0.30078125
2013-10-28,3,0,-0.2255859375
2013-10-29,2,0,-0.17724609375
2013-10-30,9,0,-0.144012451171875
2013-10-31,1,0,-0.1200103759765625
2013-11-01,8,0,0.0
2013-11-02,0,0,0.0
2013-11-03,0,0,0.0
2013-11-04,2,0,0.0
2013-11-05,3,0,0.0
2013-11-06,3,0,0.0
2013-11-07,4,0,0.0
2013-11-08,1,0,0.0
2013-11-09,0,0,0.0
2013-11-10,0,0,0.0
2013-11-11,0,0,0.0
2013-11-12,1,0,0.0
2013-11-13,1,0,0.0
2013-11-14,2,0,0.0
2013-11-15,7,0,0.0
2013-11-16,0,0,0.0
2013-11-17,0,0,0.0
2013-11-18,0,0,0.0
2013-11-19,4,0,0.0
2013-11-20,0,0,0.0
2013-11-21,0,0,0.0
2013-11-22,0,0,0.0
2013-11-23,1,0,0.0
2013-11-24,0,0,0.0
2013-11-25,1,0,0.0
2013-11-26,2,0,0.0
2013-11-27,0,0,0.0
2013-11-28,0,0,0.0
2013-11-29,2,0,0.0
2013-11-30,0,0,0.0
2013-12-01,0,0,0.0
2013-12-02,6,0,0.0
2013-12-03,12,0,0.0
2013-12-04,7,0,0.0
2013-12-05,2,0,0.0
2013-12-06,6,0,0.0
2013-12-07,2,0,0.0
2013-12-08,4,0,0.0
2013-12-09,5,0,0.0
2013-12-10,5,0,0.0
2013-12-11,4,0,0.0
2013-12-12,5,0,0.0
2013-12-13,4,0,0.0
2013-12-14,0,0,0.0
2013-12-15,3,0,0.0
2013-12-16,3,0,0.0
2013-12-17,4,0,0.0
2013-12-18,0,0,0.0
2013-12-19,2,0,0.0
2013-12-20,6,0,0.0
2013-12-21,1,0,0.0
2013-12-22,4,0,0.0
2013-12-23,7,0,0.0
2013-12-24,11,0,0.0
2013-12-25,4,0,0.0
2013-12-26,10,0,0.0
2013-12-27,7,0,0.0
2013-12-28,5,0,0.0
2013-12-29,12,0,0.0
2013-12-30,6,0,0.0
2013-12-31,2,0,0.0
2014-01-01,5,0,0.0
2014-01-02,2,0,0.0
2014-01-03,10,0,0.0
2014-01-04,2,0,0.0
2014-01-05,1,0,0.0
2014-01-06,7,0,0.0
2014-01-07,3,0,0.0
2014-01-08,2,0,0.0
2014-01-09,0,0,0.0
2014-01-10,1,0,0.0
2014-01-11,1,0,0.0
2014-01-12,5,0,0.0
2014-01-13,1,0,0.0
2014-01-14,3,0,0.0
2014-01-15,1,0,0.0
2014-01-16,0,0,0.0
2014-01-17,0,0,0.0
2014-01-18,0,0,0.0
2014-01-19,5,0,0.0
2014-01-20,16,0,0.0
2014-01-21,6,0,0.0
2014-01-22,4,0,0.0
2014-01-23,11,0,0.0
2014-01-24,6,0,0.0
2014-01-25,1,0,0.0
2014-01-26,0,0,0.0
2014-01-27,4,0,0.0
2014-01-28,1,0,0.0
2014-01-29,2,0,0.0
2014-01-30,0,0,0.0
2014-01-31,1,0,0.0
2014-02-01,16,0,0.0
2014-02-02,1,0,0.0
2014-02-03,0,0,0.0
2014-02-04,0,0,0.0
2014-02-05,18,0,0.0
2014-02-06,5,0,0.0
2014-02-07,7,0,0.0
2014-02-08,8,0,0.0
2014-02-09,7,0,0.0
2014-02-10,4,0,0.0
2014-02-11,6,0,0.0
2014-02-12,9,0,0.0
2014-02-13,6,0,0.0
2014-02-14,3,0,0.0
2014-02-15,7,0,0.0
2014-02-16,0,0,0.0
2014-02-17,1,0,0.0
2014-02-18,4,0,0.0
2014-02-19,3,0,0.0
2014-02-20,3,0,0.0
2014-02-21,5,0,0.0
2014-02-22,0,0,0.0
2014-02-23,2,0,0.0
2014-02-24,3,0,0.0
2014-02-25,5,0,0.0
2014-02-26,9,0,0.0
2014-02-27,5,0,0.0
2014-02-28,4,0,0.0
2014-03-01,2,0,0.0
2014-03-02,4,0,0.0
2014-03-03,2,0,0.0
2014-03-04,5,0,0.0
2014-03-05,5,0,0.0
2014-03-06,2,0,0.0
2014-03-07,6,0,0.0
2014-03-08,2,0,0.0
2014-03-09,2,0,0.0
2014-03-10,4,0,0.0
2014-03-11,3,0,0.0
2014-03-12,2,0,0.0
2014-03-13,0,0,0.0
2014-03-14,0,0,0.0
2014-03-15,0,0,0.0
2014-03-16,1,0,0.0
2014-03-17,3,0,0.0
2014-03-18,6,0,0.0
2014-03-19,5,0,0.0
2014-03-20,0,0,0.0
2014-03-21,0,0,0.0
2014-03-22,0,0,2.0
2014-03-23,6,0,10.0
2014-03-24,5,0,-4.75
2014-03-25,0,0,8.0
2014-03-26,13,0,-2.890625
2014-03-27,6,0,1.703125
2014-03-28,3,0,-0.880859375
2014-03-29,2,0,9.01171875
2014-03-30,3,7,-2.30206298828125
2014-03-31,4,0,-2.85186767578125
2014-04-01,4,0,-0.9846649169921875
2014-04-02,4,0,2.5940093994140625
2014-04-03,4,0,0.31109619140625
2014-04-04,2,0,-2.3574676513671875
2014-04-05,8,0,-0.8350372314453125
2014-04-06,6,0,4.5635833740234375
2014-04-07,3,0,0.249908447265625
2014-04-08,3,0,-3.1764373779296875
2014-04-09,2,0,1.847991943359375
2014-04-10,5,0,-1.1839599609375
2014-04-11,3,0,-0.3388519287109375
2014-04-12,0,0,7.882232666015625
2014-04-13,2,0,3.9925994873046875
2014-04-14,2,0,-3.9625091552734375
2014-04-15,2,0,-1.933258056640625
2014-04-16,3,0,1.19610595703125
2014-04-17,4,0,4.576446533203125
2014-04-18,1,0,-2.5082244873046875
2014-04-19,0,0,-2.5098419189453125
2014-04-20,2,0,-1.1468048095703125
2014-04-21,7,0,1.2507781982421875
2014-04-22,3,0,0.5284576416015625
2014-04-23,2,0,0.468505859375
2014-04-24,1,0,4.4210052490234375
2014-04-25,3,0,-1.6097259521484375
2014-04-26,0,0,3.8896331787109375
2014-04-27,3,0,10.179351806640625
2014-04-28,3,0,-4.2373046875
2014-04-29,0,0,0.53338623046875
2014-04-30,7,0,-3.367340087890625
2014-05-01,2,0,10.728363037109375
2014-05-02,0,0,7.267791748046875
2014-05-03,2,0,-0.967620849609375
2014-05-04,0,0,-0.771270751953125
2014-05-05,1,0,-3.513397216796875
2014-05-06,4,0,-2.185089111328125
2014-05-07,0,0,2.033966064453125
2014-05-08,0,0,-2.0417633056640625
2014-05-09,5,0,3.3340301513671875
2014-05-10,0,0,3.6505584716796875
2014-05-11,0,0,-1.5807952880859375
2014-05-12,0,0,-2.8690338134765625
2014-05-13,2,0,-0.0394744873046875
2014-05-14,0,0,-2.0320587158203125
2014-05-15,3,0,-0.9300537109375
2014-05-16,0,0,4.3850860595703125
2014-05-17,0,0,-2.916778564453125
2014-05-18,0,0,1.065155029296875
2014-05-19,5,0,2.49072265625
2014-05-20,16,0,7.465728759765625
2014-05-21,0,0,-3.7988128662109375
2014-05-22,3,0,1.297515869140625
2014-05-23,6,0,-1.16650390625
2014-05-24,0,0,0.768524169921875
2014-05-25,4,0,-1.5203704833984375
2014-05-26,1,0,-1.50665283203125
2014-05-27,6,0,-0.776336669921875
2014-05-28,0,0,-0.523193359375
2014-05-29,0,0,-0.361846923828125
2014-05-30,5,0,3.804718017578125
2014-05-31,7,0,-1.138671875
2014-06-01,1,0,5.92279052734375
2014-06-02,5,0,-1.9208221435546875
2014-06-03,6,0,-2.1046600341796875
2014-06-04,1,0,-0.8359375
2014-06-05,0,0,-0.5078125
2014-06-06,14,0,0.6455078125
2014-06-07,7,0,-0.7667236328125
2014-06-08,6,0,-0.335540771484375
2014-06-09,2,0,-0.1972808837890625
2014-06-10,1,0,-0.1416168212890625
2014-06-11,4,0,-0.049163818359375
2014-06-12,4,0,-0.0205078125
2014-06-13,2,0,-0.01611328125
2014-06-14,7,0,0.986907958984375
2014-06-15,0,2,2.4890899658203125
2014-06-16,3,0,-1.625
2014-06-17,2,0,-0.4375
2014-06-18,1,0,-0.2265625
2014-06-19,1,0,-0.14453125
2014-06-20,8,0,-0.1025390625
2014-06-21,6,0,-0.07763671875
2014-06-22,9,0,-0.061431884765625
2014-06-23,0,0,-0.0501861572265625
2014-06-24,2,0,-0.0327301025390625
2014-06-25,2,0,0.0
2014-06-26,1,0,0.0
2014-06-27,4,0,0.0
2014-06-28,0,4,0.0
2014-06-29,0,0,0.0
2014-06-30,10,0,0.0
2014-07-01,2,0,0.0
2014-07-02,4,0,0.0
2014-07-03,5,0,0.0
2014-07-04,1,0,0.0
2014-07-05,0,0,0.0
2014-07-06,0,0,0.0
2014-07-07,1,0,0.0
2014-07-08,1,0,0.0
2014-07-09,0,0,0.0
2014-07-10,0,0,0.0
2014-07-11,0,0,0.0
2014-07-12,0,0,0.0
2014-07-13,5,0,0.0
2014-07-14,5,0,0.0
2014-07-15,3,0,0.0
2014-07-16,5,0,0.0
2014-07-17,2,0,0.0
2014-07-18,1,0,0.0
2014-07-19,3,1,0.0
2014-07-20,4,0,0.0
2014-07-21,2,0,0.0
2014-07-22,1,0,0.0
2014-07-23,5,0,0.0
2014-07-24,0,0,0.0
2014-07-25,4,0,0.0
2014-07-26,0,0,0.0
2014-07-27,0,0,0.0
2014-07-28,6,0,0.0
2014-07-29,5,0,0.0
2014-07-30,6,0,0.0
2014-07-31,17,0,0.0
2014-08-01,4,0,0.0
2014-08-02,0,0,0.0
2014-08-03,4,0,0.0
2014-08-04,3,0,0.0
2014-08-05,5,0,0.0
2014-08-06,10,0,0.0
2014-08-07,16,0,0.0
2014-08-08,15,0,0.0
2014-08-09,7,0,0.0
2014-08-10,11,0,0.0
2014-08-11,25,0,0.0
2014-08-12,13,0,0.0
2014-08-13,14,0,0.0
2014-08-14,9,0,0.0
2014-08-15,12,0,0.0
2014-08-16,9,0,0.0
2014-08-17,3,0,0.0
2014-08-18,6,2,0.0
2014-08-19,5,0,0.0
2014-08-20,11,0,0.0
2014-08-21,14,0,0.0
2014-08-22,10,0,0.0
2014-08-23,2,0,0.0
2014-08-24,3,0,0.0
2014-08-25,8,0,0.0
2014-08-26,13,0,0.0
2014-08-27,6,0,0.0
2014-08-28,3,0,0.0
2014-08-29,7,0,0.0
2014-08-30,0,0,0.0
2014-08-31,0,0,0.0
2014-09-01,3,0,0.0
2014-09-02,5,0,0.0
2014-09-03,11,0,0.0
2014-09-04,10,0,0.0
2014-09-05,10,0,0.0
2014-09-06,5,0,0.0
2014-09-07,1,0,0.0
2014-09-08,2,0,0.0
2014-09-09,14,0,0.0
2014-09-10,5,0,0.0
2014-09-11,10,0,0.0
2014-09-12,2,0,0.0
2014-09-13,7,0,0.0
2014-09-14,0,0,0.0
2014-09-15,2,0,0.0
2014-09-16,9,0,0.0
2014-09-17,15,0,0.0
2014-09-18,11,0,0.0
2014-09-19,8,0,0.0
2014-09-20,13,0,0.0
2014-09-21,6,0,0.0
2014-09-22,9,0,1.0
2014-09-23,7,0,-0.5
2014-09-24,19,0,-0.125
2014-09-25,2,0,-0.0625
2014-09-26,0,0,-0.0390625
2014-09-27,1,0,-0.02734375
2014-09-28,0,0,-0.0205078125
2014-09-29,8,0,-0.01611328125
2014-09-30,19,0,-0.013092041015625
2014-10-01,18,0,-0.0109100341796875
2014-10-02,15,0,0.0
2014-10-03,3,0,2.0
2014-10-04,1,0,-1.0
2014-10-05,6,0,-0.25
2014-10-06,7,0,-0.125
2014-10-07,10,0,-0.078125
2014-10-08,4,0,0.9453125
2014-10-09,4,0,-0.541015625
2014-10-10,5,0,-0.1572265625
2014-10-11,2,0,-0.08868408203125
2014-10-12,1,0,-0.060882568359375
2014-10-13,4,0,-0.02734375
2014-10-14,1,0,-0.0205078125
2014-10-15,10,0,-0.01611328125
2014-10-16,3,0,-0.013092041015625
2014-10-17,2,0,-0.0109100341796875
2014-10-18,1,0,0.0
2014-10-19,3,0,0.0
2014-10-20,4,0,0.0
2014-10-21,0,0,0.0
2014-10-22,1,0,0.0
2014-10-23,4,0,0.0
2014-10-24,6,0,0.0
2014-10-25,1,0,0.0
2014-10-26,1,0,0.0
2014-10-27,1,0,0.0
2014-10-28,7,4,0.0
2014-10-29,2,1,0.0
2014-10-30,1,0,0.0
2014-10-31,0,0,0.0
2014-11-01,0,0,0.0
2014-11-02,2,0,1.0
2014-11-03,2,3,-0.5
2014-11-04,0,10,-0.125
2014-11-05,0,1,-0.0625
2014-11-06,9,0,-0.0390625
2014-11-07,8,0,-0.02734375
2014-11-08,6,1,-0.0205078125
2014-11-09,1,1,-0.01611328125
2014-11-10,3,6,-0.013092041015625
2014-11-11,13,0,-0.0109100341796875
2014-11-12,9,1,0.0
2014-11-13,4,0,0.0
2014-11-14,14,0,0.0
2014-11-15,1,0,0.0
2014-11-16,0,0,0.0
2014-11-17,7,5,0.0
2014-11-18,3,0,0.0
2014-11-19,6,0,0.0
2014-11-20,9,0,0.0
2014-11-21,8,2,0.0
2014-11-22,1,1,0.0
2014-11-23,1,3,0.0
2014-11-24,6,0,0.0
2014-11-25,1,0,0.0
2014-11-26,5,0,0.0
2014-11-27,9,0,0.0
2014-11-28,4,0,0.0
2014-11-29,0,0,0.0
2014-11-30,0,0,0.0
2014-12-01,2,0,0.0
2014-12-02,6,0,0.0
2014-12-03,0,5,0.0
2014-12-04,1,3,0.0
2014-12-05,0,0,0.0
2014-12-06,0,1,0.0
2014-12-07,0,6,1.0
2014-12-08,1,2,-0.5
2014-12-09,2,1,-0.125
2014-12-10,2,0,-0.0625
2014-12-11,6,2,-0.0390625
2014-12-12,0,11,-0.02734375
2014-12-13,0,0,-0.0205078125
2014-12-14,0,0,-0.01611328125
2014-12-15,18,1,-0.013092041015625
2014-12-16,8,2,-0.0109100341796875
2014-12-17,6,5,0.0
2014-12-18,5,6,0.0
2014-12-19,11,3,0.0
2014-12-20,0,1,0.0
2014-12-21,0,1,0.0
2014-12-22,1,3,1.0
2014-12-23,2,4,-0.5
2014-12-24,1,16,-0.125
2014-12-25,0,6,-0.0625
2014-12-26,3,2,-0.0390625
2014-12-27,0,3,-0.02734375
2014-12-28,4,6,-0.0205078125
2014-12-29,6,4,-0.01611328125
2014-12-30,17,13,-0.013092041015625
2014-12-31,11,2,-0.0109100341796875
2015-01-01,4,4,0.0
2015-01-02,0,3,0.0
2015-01-03,0,11,0.0
2015-01-04,18,5,0.0
2015-01-05,14,7,0.0
2015-01-06,12,1,0.0
2015-01-07,5,1,0.0
2015-01-08,16,2,0.0
2015-01-09,7,0,0.0
2015-01-10,1,0,0.0
2015-01-11,4,0,0.0
2015-01-12,17,13,0.0
2015-01-13,2,5,0.0
2015-01-14,12,6,0.0
2015-01-15,9,3,0.0
2015-01-16,24,0,0.0
2015-01-17,6,5,0.0
2015-01-18,6,2,0.0
2015-01-19,8,3,0.0
2015-01-20,11,0,0.0
2015-01-21,13,0,0.0
2015-01-22,2,0,0.0
2015-01-23,3,5,0.0
2015-01-24,0,2,0.0
2015-01-25,2,4,0.0
2015-01-26,10,1,0.0
2015-01-27,11,1,0.0
2015-01-28,14,0,0.0
2015-01-29,6,0,0.0
2015-01-30,8,0,0.0
2015-01-31,1,0,0.0
2015-02-01,8,3,0.0
2015-02-02,13,0,0.0
2015-02-03,18,0,0.0
2015-02-04,19,0,0.0
2015-02-05,15,2,0.0
2015-02-06,15,4,0.0
2015-02-07,11,1,0.0
2015-02-08,6,0,0.0
2015-02-09,4,1,0.0
2015-02-10,6,2,0.0
2015-02-11,8,0,0.0
2015-02-12,8,0,0.0
2015-02-13,10,0,0.0
2015-02-14,3,0,0.0
2015-02-15,17,0,0.0
2015-02-16,4,0,0.0
2015-02-17,3,0,0.0
2015-02-18,11,1,0.0
2015-02-19,3,0,0.0
2015-02-20,8,0,0.0
2015-02-21,2,0,0.0
2015-02-22,6,0,0.0
2015-02-23,18,0,0.0
2015-02-24,6,0,4.0
2015-02-25,8,0,-2.0
2015-02-26,9,1,-0.5
2015-02-27,2,0,-0.25
2015-02-28,17,1,-0.15625
2015-03-01,3,1,-0.109375
2015-03-02,6,1,-0.08203125
2015-03-03,26,0,-0.064453125
2015-03-04,8,0,-0.0523681640625
2015-03-05,16,0,-0.04364013671875
2015-03-06,4,0,0.0
2015-03-07,22,0,0.0
2015-03-08,0,3,0.0
2015-03-09,3,0,0.0
2015-03-10,19,0,0.0
2015-03-11,12,0,0.0
2015-03-12,13,0,3.0
2015-03-13,8,0,-1.5
2015-03-14,4,0,-0.375
2015-03-15,0,0,-0.1875
2015-03-16,0,0,12.8828125
2015-03-17,13,0,-4.58203125
2015-03-18,6,0,-0.6865234375
2015-03-19,5,0,13.88916015625
2015-03-20,11,0,-5.922088623046875
2015-03-21,9,0,-2.0913238525390625
2015-03-22,8,0,-0.7744140625
2015-03-23,8,3,-1.36767578125
2015-03-24,12,2,-0.673126220703125
2015-03-25,24,0,1.5614776611328125
2015-03-26,14,0,-2.187652587890625
2015-03-27,9,0,1.148101806640625
2015-03-28,10,1,0.459014892578125
2015-03-29,20,11,7.4938201904296875
2015-03-30,16,5,-5.041656494140625
2015-03-31,10,1,-1.440673828125
2015-04-01,9,0,-0.7676544189453125
2015-04-02,8,2,3.5025482177734375
2015-04-03,0,3,-2.3520660400390625
2015-04-04,2,9,2.25701904296875
2015-04-05,0,8,-1.943023681640625
2015-04-06,5,4,0.3291015625
2015-04-07,9,2,-0.8950653076171875
2015-04-08,5,0,-0.32421875
2015-04-09,5,0,-0.208984375
2015-04-10,11,2,0.8470458984375
2015-04-11,0,0,-0.61932373046875
2015-04-12,20,0,-0.184783935546875
2015-04-13,10,0,-0.1113433837890625
2015-04-14,5,0,-0.052154541015625
2015-04-15,16,0,-0.0382537841796875
2015-04-16,3,0,-0.0205078125
2015-04-17,1,0,-0.01611328125
2015-04-18,0,0,-0.013092041015625
2015-04-19,14,0,-0.0109100341796875
2015-04-20,25,1,0.0
2015-04-21,11,0,0.0
2015-04-22,15,0,0.0
2015-04-23,11,8,0.0
2015-04-24,6,1,0.0
2015-04-25,7,8,0.0
2015-04-26,9,0,0.0
2015-04-27,14,3,0.0
2015-04-28,13,0,0.0
2015-04-29,31,0,0.0
2015-04-30,9,0,0.0
2015-05-01,11,6,0.0
2015-05-02,6,0,0.0
2015-05-03,1,3,0.0
2015-05-04,5,3,0.0
2015-05-05,14,6,1.0
2015-05-06,6,0,-0.5
2015-05-07,8,0,-0.125
2015-05-08,5,0,0.9375
2015-05-09,7,0,-0.5390625
2015-05-10,2,0,0.84765625
2015-05-11,5,0,-0.5830078125
2015-05-12,4,0,-0.18017578125
2015-05-13,10,0,-0.102935791015625
2015-05-14,5,0,-0.0704803466796875
2015-05-15,5,0,-0.04345703125
2015-05-16,4,6,-0.033599853515625
2015-05-17,3,0,-0.0270233154296875
2015-05-18,12,8,-0.013092041015625
2015-05-19,7,5,-0.0109100341796875
2015-05-20,6,2,0.0
2015-05-21,5,0,0.0
2015-05-22,2,0,0.0
2015-05-23,1,0,0.0
2015-05-24,0,0,0.0
2015-05-25,8,6,0.0
2015-05-26,2,1,0.0
2015-05-27,5,5,0.0
2015-05-28,3,5,0.0
2015-05-29,4,3,0.0
2015-05-30,0,4,0.0
2015-05-31,0,1,0.0
2015-06-01,9,2,0.0
2015-06-02,11,0,0.0
2015-06-03,24,0,0.0
2015-06-04,6,0,0.0
2015-06-05,5,0,0.0
2015-06-06,1,0,0.0
2015-06-07,0,0,0.0
2015-06-08,6,3,0.0
2015-06-09,4,0,0.0
2015-06-10,6,1,0.0
2015-06-11,6,0,0.0
2015-06-12,3,0,0.0
2015-06-13,11,0,0.0
2015-06-14,2,0,0.0
2015-06-15,2,4,0.0
2015-06-16,0,1,0.0
2015-06-17,1,5,0.0
2015-06-18,4,0,0.0
2015-06-19,8,0,0.0
2015-06-20,0,0,0.0
2015-06-21,0,0,0.0
2015-06-22,10,0,0.0
2015-06-23,1,0,0.0
2015-06-24,2,0,0.0
2015-06-25,3,0,0.0
2015-06-26,13,0,0.0
2015-06-27,1,0,0.0
2015-06-28,1,0,0.0
2015-06-29,10,0,0.0
2015-06-30,11,0,0.0
2015-07-01,1,2,0.0
2015-07-02,3,1,0.0
2015-07-03,4,2,0.0
2015-07-04,2,0,0.0
2015-07-05,0,0,0.0
2015-07-06,11,3,0.0
2015-07-07,7,0,0.0
2015-07-08,18,1,0.0
2015-07-09,8,0,0.0
2015-07-10,12,0,0.0
2015-07-11,0,0,0.0
2015-07-12,1,8,0.0
2015-07-13,6,0,0.0
2015-07-14,5,0,0.0
2015-07-15,11,0,0.0
2015-07-16,6,0,0.0
2015-07-17,10,1,0.0
2015-07-18,7,0,0.0
2015-07-19,1,7,0.0
2015-07-20,10,4,0.0
2015-07-21,11,0,0.0
2015-07-22,1,0,0.0
2015-07-23,1,0,0.0
2015-07-24,2,0,0.0
2015-07-25,0,0,0.0
2015-07-26,0,3,0.0
2015-07-27,2,4,0.0
2015-07-28,0,4,0.0
2015-07-29,6,0,0.0
2015-07-30,5,6,0.0
2015-07-31,6,1,0.0
2015-08-01,3,0,0.0
2015-08-02,0,15,0.0
2015-08-03,2,6,0.0
2015-08-04,9,0,0.0
2015-08-05,10,1,0.0
2015-08-06,4,0,0.0
2015-08-07,4,8,0.0
2015-08-08,6,4,0.0
2015-08-09,7,13,0.0
2015-08-10,18,3,0.0
2015-08-11,49,3,0.0
2015-08-12,5,0,0.0
2015-08-13,5,5,0.0
2015-08-14,5,0,0.0
2015-08-15,4,0,0.0
2015-08-16,5,0,0.0
2015-08-17,14,0,0.0
2015-08-18,16,0,0.0
2015-08-19,4,0,0.0
2015-08-20,7,0,0.0
2015-08-21,13,0,0.0
2015-08-22,5,5,0.0
2015-08-23,2,2,0.0
2015-08-24,6,0,0.0
2015-08-25,9,0,0.0
2015-08-26,4,1,0.0
2015-08-27,2,0,0.0
2015-08-28,3,0,0.0
2015-08-29,0,0,0.0
2015-08-30,3,0,0.0
2015-08-31,20,0,0.0
2015-09-01,10,0,0.0
2015-09-02,11,0,0.0
2015-09-03,13,0,0.0
2015-09-04,11,0,0.0
2015-09-05,10,0,0.0
2015-09-06,5,0,0.0
2015-09-07,6,0,0.0
2015-09-08,18,7,0.0
2015-09-09,14,0,0.0
2015-09-10,16,0,0.0
2015-09-11,10,0,0.0
2015-09-12,2,0,1.0
2015-09-13,2,0,3.5
2015-09-14,5,0,0.875
2015-09-15,11,0,-2.0625
2015-09-16,9,0,0.3359375
2015-09-17,10,0,-0.87109375
2015-09-18,19,0,-0.3720703125
2015-09-19,9,3,-0.24267578125
2015-09-20,0,0,-0.178131103515625
2015-09-21,12,0,13.861038208007812
2015-09-22,9,0,-7.103424072265625
2015-09-23,19,0,-0.7988433837890625
2015-09-24,6,0,-1.388092041015625
2015-09-25,7,0,-0.6827850341796875
2015-09-26,1,0,-0.4453125
2015-09-27,2,0,0.673828125
2015-09-28,11,0,-0.7529296875
2015-09-29,15,0,2.67120361328125
2015-09-30,15,0,-1.731353759765625
2015-10-01,13,0,-0.427154541015625
2015-10-02,7,0,-0.2257537841796875
2015-10-03,1,0,10.8623046875
2015-10-04,1,0,-4.59814453125
2015-10-05,1,0,-1.949615478515625
2015-10-06,7,0,-0.8717498779296875
2015-10-07,3,0,-0.531463623046875
2015-10-08,11,0,-0.3725738525390625
2015-10-09,3,0,-0.2529296875
2015-10-10,6,0,-0.19775390625
2015-10-11,1,0,0.839874267578125
2015-10-12,0,0,1.3668975830078125
2015-10-13,4,1,0.8640899658203125
2015-10-14,15,1,-1.3125
2015-10-15,1,0,0.5859375
2015-10-16,7,0,-0.73046875
2015-10-17,2,0,0.7216796875
2015-10-18,0,0,2.32568359375
2015-10-19,1,0,-1.750396728515625
2015-10-20,1,0,0.4658355712890625
