,huggingface/transformers,tensorflow/models,pytorch/vision
2023-02-26,0,-0.7523755008000005,0
2023-02-27,13,3.5124428799999996,9
2023-02-28,17,1.834044928,0
2023-03-01,19,3.7881230336,7
2023-03-02,23,1.3370436608,1
2023-03-03,16,-0.44168642560000015,3
2023-03-04,5,-0.9798212608000001,0
2023-03-05,0,-0.6126699520000002,0
2023-03-06,15,0.5945267199999998,0
2023-03-07,13,3.479316992,1
2023-03-08,13,3.8555034624000006,3
2023-03-09,16,1.4514444288000004,2
2023-03-10,11,-0.34803660800000014,4
2023-03-11,1,1.1082682367999999,0
2023-03-12,0,-0.9270421504000002,0
2023-03-13,25,5.46487808,1
2023-03-14,13,1.409553408,2
2023-03-15,5,0.6113238015999998,1
2023-03-16,12,2.8279030784,2
2023-03-17,13,0.5311057920000002,0
2023-03-18,0,-1.1556652032000003,0
2023-03-19,0,-0.6596255744000002,0
2023-03-20,12,2.5307425792,0
2023-03-21,8,1.0526919680000004,0
2023-03-22,16,4.0753801216,3
2023-03-23,13,3.5212520448,4
2023-03-24,12,2.2868570112,3
2023-03-25,0,-0.6624608256000002,0
2023-03-26,0,-1.0652971008000005,0
2023-03-27,17,2.3406822399999996,4
2023-03-28,3,2.910759424,0
2023-03-29,14,-0.4287050751999999,0
2023-03-30,10,4.0472379392,1
2023-03-31,5,1.4047790080000002,2
2023-04-01,0,-1.3958323199999998,0
2023-04-02,0,-0.7412955136000003,0
2023-04-03,19,0.5174992895999998,2
2023-04-04,14,3.4402211840000003,1
2023-04-05,13,3.8293623808,2
2023-04-06,13,5.4218148864,2
2023-04-07,11,0.8392119296000002,2
2023-04-08,0,-0.6654458880000003,0
2023-04-09,0,-1.1039808512000004,0
2023-04-10,8,0.31447807999999966,0
2023-04-11,7,2.2882094079999997,0
2023-04-12,11,3.9121366016000003,0
2023-04-13,15,2.3848745984000006,1
2023-04-14,12,0.38813030400000015,2
2023-04-15,1,-1.2337113088,0
2023-04-16,0,-0.6688325632000003,0
2023-04-17,14,4.5512375296,0
2023-04-18,10,7.663344128,1
2023-04-19,10,0.5269467136000001,0
2023-04-20,18,-0.7779110912000002,0
2023-04-21,21,3.8062489599999996,3
2023-04-22,1,-1.7327328255999999,0
2023-04-23,1,-0.9057067008000005,0
2023-04-24,19,0.3812991999999996,0
2023-04-25,9,-0.6791014399999998,0
2023-04-26,11,1.5292748800000004,0
2023-04-27,10,1.2775419904000005,0
2023-04-28,10,0.2699706368000001,0
2023-04-29,1,0.4340560896000001,0
2023-04-30,0,0.474024448,0
2023-05-01,7,2.5368012799999997,1
2023-05-02,10,2.132082688,6
2023-05-03,17,0.9656836095999999,7
2023-05-04,12,0.07380633599999986,1
2023-05-05,6,-0.7214056448,0
2023-05-06,1,-0.4300899328000001,0
2023-05-07,3,-0.2968781824000001,0
2023-05-08,6,1.7764043776,3
2023-05-09,13,1.4271937536000001,4
2023-05-10,14,0.30514657280000024,4
2023-05-11,20,1.4608898048,5
2023-05-12,10,1.3174735872,1
2023-05-13,0,-0.7387413504000001,1
2023-05-14,0,-0.3815296000000003,0
2023-05-15,11,0.7365529599999998,4
2023-05-16,20,2.598670336,2
2023-05-17,15,2.1574295552000002,1
2023-05-18,15,4.9979625472,2
2023-05-19,13,-1.6926982144,1
2023-05-20,1,0.19594987519999962,1
2023-05-21,0,-0.7107755008000002,0
2023-05-22,12,0.5635788799999998,3
2023-05-23,14,0.47232972799999995,2
2023-05-24,17,-0.5425854464,5
2023-05-25,7,-0.3356675071999999,1
2023-05-26,7,0.7742368768000004,1
2023-05-27,0,0.6491211776000002,1
2023-05-28,0,-0.340352512,0
2023-05-29,0,4.8221751296,0
2023-05-30,14,1.8870855680000003,3
2023-05-31,29,0.9140069376,4
2023-06-01,12,-0.9384341504000003,1
2023-06-02,8,-0.5093555200000003,1
2023-06-03,0,-0.35579443200000016,0
2023-06-04,0,-0.2728090624,0
2023-06-05,11,1.7905386496,1
2023-06-06,17,0.4364236800000003,2
2023-06-07,18,0.5006366720000003,0
2023-06-08,9,0.5578165248000001,0
2023-06-09,16,4.5798612992,0
2023-06-10,2,-0.21267199999999997,0
2023-06-11,0,-0.7479936000000004,0
2023-06-12,19,1.5665817599999996,2
2023-06-13,17,0.29233305600000004,1
2023-06-14,11,-0.5979619328000001,1
2023-06-15,16,0.6525362175999998,0
2023-06-16,9,0.5528805376,0
2023-06-17,0,-0.46600663039999973,0
2023-06-18,0,-0.2711280639999999,0
2023-06-19,14,-0.14835159040000004,2
2023-06-20,18,2.895161856,1
2023-06-21,13,2.3147087872000003,4
2023-06-22,11,2.1101751296,4
2023-06-23,11,-0.015314432000000266,2
2023-06-24,0,-0.7116570624000003,0
2023-06-25,0,-0.4138773504000002,0
2023-06-26,15,1.7133056,0
2023-06-27,17,1.3777254399999999,3
2023-06-28,14,-0.740765696,2
2023-06-29,13,1.5922198528,2
2023-06-30,8,0.33930209280000034,2
2023-07-01,1,-0.5300677631999999,0
2023-07-02,0,-0.2803989504000002,0
2023-07-03,7,-0.1899110400000001,3
2023-07-04,7,-0.14730086399999995,0
2023-07-05,6,2.8798922752,2
2023-07-06,5,2.3207790592000004,0
2023-07-07,4,-0.8857021439999999,1
2023-07-08,0,0.5766735871999998,0
2023-07-09,0,-0.45726935040000005,0
2023-07-10,4,-0.25740800000000014,0
2023-07-11,15,4.8141055999999995,0
2023-07-12,9,7.85433344,0
2023-07-13,16,-2.319479296,1
2023-07-14,4,1.9390000127999993,1
2023-07-15,0,-1.2543347712000001,0
2023-07-16,0,-0.6844677120000003,0
2023-07-17,19,0.5115626495999998,0
2023-07-18,12,1.4307071999999998,0
2023-07-19,8,1.2191129600000004,0
2023-07-20,13,0.13887744000000057,0
2023-07-21,16,1.3473956864,0
2023-07-22,0,-0.711899136,0
2023-07-23,0,-0.38410885120000016,0
2023-07-24,17,2.76154368,1
2023-07-25,25,1.218165248,1
2023-07-26,11,2.2134009856,0
2023-07-27,10,-1.0154984448,4
2023-07-28,13,1.4900201471999999,3
2023-07-29,0,-0.7290527743999999,0
2023-07-30,0,-0.39809710080000016,0
2023-07-31,8,3.73575424,5
2023-08-01,6,-0.005502975999999826,5
2023-08-02,15,3.3119643647999997,4
2023-08-03,9,-1.1809594367999998,2
2023-08-04,10,3.4263385088,1
2023-08-05,0,-1.1565194239999999,0
2023-08-06,1,-0.5865899008000003,0
2023-08-07,12,-0.38227968000000023,2
2023-08-08,17,1.7094072320000002,1
2023-08-09,18,4.3658840064,6
2023-08-10,11,-0.31173539839999975,4
2023-08-11,8,-0.8135842816000003,0
2023-08-12,0,2.555249152,0
2023-08-13,1,-0.9169494015999998,0
2023-08-14,8,0.5578623999999996,3
2023-08-15,4,-0.5055334400000001,4
2023-08-16,10,0.6853621759999999,6
2023-08-17,23,0.5615880192000003,8
2023-08-18,15,-0.45162086399999984,6
2023-08-19,1,-0.21678551040000013,0
2023-08-20,0,0.8548080640000001,0
2023-08-21,12,1.6865292288,2
2023-08-22,13,0.4596474880000001,4
2023-08-23,13,0.5421751295999999,4
2023-08-24,16,1.559085568,7
2023-08-25,16,0.3524069376000001,4
2023-08-26,1,-0.5255701504000001,0
2023-08-27,0,-0.2929203200000002,0
2023-08-28,5,0.790594048,2
2023-08-29,24,-0.36327229439999986,4
2023-08-30,11,1.7973532672,10
2023-08-31,11,3.4708606976,2
2023-09-01,11,-1.0517714943999998,2
2023-09-02,0,-0.48086241280000025,0
2023-09-03,0,-0.29209815040000014,0
2023-09-04,18,-0.2023987200000001,2
2023-09-05,22,0.8426106879999999,0
2023-09-06,7,0.6719620096000001,3
2023-09-07,9,1.623517696,2
2023-09-08,5,-0.6104895487999997,4
2023-09-09,1,-0.2914774016,0
2023-09-10,0,-0.1551360000000001,1
2023-09-11,4,2.8868352,0
2023-09-12,12,4.311572480000001,0
2023-09-13,15,2.687827968,0
2023-09-14,12,-0.40471050240000017,1
2023-09-15,7,2.0979552256,0
2023-09-16,0,-1.1415467008000002,0
2023-09-17,0,-0.6113664000000004,0
2023-09-18,18,-0.4326681600000003,4
2023-09-19,6,-0.33584793599999996,1
2023-09-20,10,2.7259097088,0
2023-09-21,5,0.2018892800000005,1
2023-09-22,9,1.4449547264,2
2023-09-23,0,-0.6796324863999998,0
2023-09-24,0,0.6537919487999999,0
2023-09-25,6,1.5937919999999999,6
2023-09-26,7,0.3659775999999999,2
2023-09-27,12,0.46971903999999975,0
2023-09-28,10,3.489452544,4
2023-09-29,6,0.8936147968000001,1
2023-09-30,0,0.0856544255999998,0
2023-10-01,0,-0.6938590208000002,0
2023-10-02,15,0.5953940479999997,2
2023-10-03,14,1.5040557056000001,3
2023-10-04,13,0.29735966720000007,1
2023-10-05,11,3.4310424576,3
2023-10-06,11,-1.1339024383999998,0
2023-10-07,0,-0.5563155456000002,0
2023-10-08,0,-0.3364272128000001,0
2023-10-09,10,-0.23018967040000005,2
2023-10-10,6,0.829186048,0
2023-10-11,15,0.6601133056000001,3
2023-10-12,14,-0.38703329279999993,0
2023-10-13,12,0.8019798016000002,1
2023-10-14,0,-0.33147740159999983,0
2023-10-15,0,-0.1391360000000001,0
2023-10-16,15,3.9060352,0
2023-10-17,10,0.12904448000000013,0
2023-10-18,11,1.423149568,1
2023-10-19,9,1.2807141376,0
2023-10-20,5,-0.7717960704000001,1
2023-10-21,0,0.5938682879999998,0
2023-10-22,0,-0.4829205504000001,0
2023-10-23,18,0.7135923199999998,1
2023-10-24,14,1.5855928320000001,0
2023-10-25,8,0.3474238464000001,0
2023-10-26,11,-0.5086342144,0
2023-10-27,11,-0.28374292479999996,5
2023-10-28,0,-0.18260142080000002,0
2023-10-29,1,-0.11948851199999999,0
2023-10-30,17,-0.09578967040000001,4
2023-10-31,21,-0.06866995199999998,0
2023-11-01,16,1.9418285056000002,0
2023-11-02,15,0.5606735872000002,0
2023-11-03,12,1.6275306496,0
2023-11-04,0,-0.5760000000000001,0
2023-11-05,0,-0.2752000000000002,0
2023-11-06,10,1.8193279999999998,0
2023-11-07,14,-0.5335936,2
2023-11-08,13,0.7346457599999998,1
2023-11-09,15,4.617440256,0
2023-11-10,9,-1.2203798527999998,0
2023-11-11,0,0.45968322559999975,0
2023-11-12,0,0.4606036991999999,0
2023-11-13,17,0.4926105599999999,3
2023-11-14,16,2.495115776,3
2023-11-15,15,3.0943905791999997,0
2023-11-16,13,-0.24615731200000024,0
2023-11-17,7,1.1720272896,0
2023-11-18,1,-0.898038272,0
2023-11-19,1,-0.47075123200000024,0
2023-11-20,9,4.6631858176,3
2023-11-21,13,0.7479115776000003,0
2023-11-22,6,-0.9948401664000002,1
2023-11-23,6,-0.5527432192,4
2023-11-24,10,-0.3621185536,0
2023-11-25,0,-0.23612477439999996,0
2023-11-26,1,-0.1781547008,0
2023-11-27,13,2.8745088,0
2023-11-28,11,0.29420800000000047,0
