,canonical/lxd,moby/moby,containerd/containerd
2016-05-20,1,6.376678604800002,0
2016-05-21,0,1.5277193216000011,0
2016-05-22,0,1.0254731263999997,0
2016-05-23,1,12.0813990912,1
2016-05-24,0,29.464232448,0
2016-05-25,6,32.956907724800004,2
2016-05-26,5,-5.267381759999999,2
2016-05-27,4,10.466000691200001,1
2016-05-28,0,-15.637223935999998,0
2016-05-29,0,-4.884880281600001,0
2016-05-30,0,-1.4586850304000016,0
2016-05-31,10,20.418410803199997,1
2016-06-01,17,9.668574003200003,0
2016-06-02,13,16.916362854400003,0
2016-06-03,11,27.394592256000003,1
2016-06-04,0,-10.162804223999995,0
2016-06-05,13,12.7889757184,0
2016-06-06,3,29.9742321664,1
2016-06-07,4,21.231370137600003,1
2016-06-08,3,8.4099801088,0
2016-06-09,4,6.825948672000003,5
2016-06-10,8,11.776392806399997,0
2016-06-11,1,-7.946246656,0
2016-06-12,0,-2.4416750592000014,0
2016-06-13,8,16.7445523456,3
2016-06-14,2,73.5557020672,0
2016-06-15,1,7.683841331200007,1
2016-06-16,11,28.028279091200005,2
2016-06-17,0,10.024376627200006,2
2016-06-18,0,-11.913362841600005,0
2016-06-19,0,-7.875492864000002,0
2016-06-20,1,6.195216179199999,0
2016-06-21,4,21.284850380800002,0
2016-06-22,10,-0.8113822719999959,2
2016-06-23,5,8.140350566400002,0
2016-06-24,2,13.497503334400001,0
2016-06-25,0,-20.1667336192,0
2016-06-26,0,-8.518254592,0
2016-06-27,3,18.6390437888,2
2016-06-28,5,8.321059430399998,1
2016-06-29,1,16.863698944,1
2016-06-30,2,16.001185587200006,1
2016-07-01,2,6.773454848000004,4
2016-07-02,0,-5.4427912191999965,0
2016-07-03,0,8.4318737408,0
2016-07-04,0,-3.9634308095999984,1
2016-07-05,11,11.0865728512,6
2016-07-06,3,1.8035217408000008,0
2016-07-07,6,15.6816735232,0
2016-07-08,8,7.405085696,0
2016-07-09,0,-14.037864550399998,0
2016-07-10,0,-8.1983387648,0
2016-07-11,0,19.5855826944,0
2016-07-12,4,30.560589312,0
2016-07-13,0,26.116329164800003,1
2016-07-14,0,-6.094366207999997,2
2016-07-15,0,14.454682828800003,1
2016-07-16,0,-10.554478284799998,0
2016-07-17,0,-12.3549531136,0
2016-07-18,0,17.940319232,0
2016-07-19,2,31.4686239744,0
2016-07-20,9,19.317439283200002,0
2016-07-21,0,2.037886464000003,0
2016-07-22,8,14.864963584000002,0
2016-07-23,0,-10.2020184064,0
2016-07-24,0,4.264626176,0
2016-07-25,1,27.3065261056,0
2016-07-26,9,31.399395225600003,0
2016-07-27,0,2.5283426304000045,0
2016-07-28,2,-1.8109584383999966,0
2016-07-29,0,20.3746506752,0
2016-07-30,0,-18.7555749888,0
2016-07-31,0,-9.4635318272,0
2016-08-01,3,21.255839027199997,0
2016-08-02,5,19.8021986304,1
2016-08-03,8,12.103446528000003,1
2016-08-04,7,-0.11216035839999705,0
2016-08-05,7,25.4968633344,0
2016-08-06,0,-18.777265561599997,0
2016-08-07,4,-14.058335539200002,0
2016-08-08,1,21.668947967999998,0
2016-08-09,0,3.467413606400001,0
2016-08-10,0,21.9014496256,2
2016-08-11,5,20.460573184000005,0
2016-08-12,2,15.713908838400002,0
2016-08-13,0,-20.369574911999997,0
2016-08-14,0,-13.234175180800001,0
2016-08-15,7,16.981340876799997,1
2016-08-16,3,32.6710111232,0
2016-08-17,3,8.799102464000004,0
2016-08-18,2,2.7896691712000035,0
2016-08-19,2,1.7877165056000024,0
2016-08-20,2,-9.764017766400002,0
2016-08-21,0,-8.217759129600001,0
2016-08-22,0,15.010239590399998,0
2016-08-23,2,14.901306163200001,0
2016-08-24,4,2.010299904,0
2016-08-25,1,23.4431118336,0
2016-08-26,3,18.581060608,7
2016-08-27,0,-18.206615449599997,0
2016-08-28,0,-4.9490028544,0
2016-08-29,0,8.850298060799998,0
2016-08-30,10,46.7264877568,1
2016-08-31,3,16.691918745600006,0
2016-09-01,2,-3.090667827199997,0
2016-09-02,2,-4.070987263999996,0
2016-09-03,3,-12.3458998272,0
2016-09-04,2,-7.374399692800001,0
2016-09-05,2,8.995390566399998,0
2016-09-06,0,16.1650482176,0
2016-09-07,13,33.0493815808,4
2016-09-08,14,9.793374208000003,2
2016-09-09,2,6.0834545664,1
2016-09-10,0,-16.5495689216,0
2016-09-11,2,-11.204611891200003,0
2016-09-12,6,29.766519091199996,5
2016-09-13,8,14.326800588800001,0
2016-09-14,9,11.307792998400004,1
2016-09-15,44,-0.37701591039999727,0
2016-09-16,37,8.586912256000002,4
2016-09-17,14,4.8488305664,0
2016-09-18,13,-7.994854092800001,0
2016-09-19,14,36.9359798272,4
2016-09-20,5,18.925911859200003,9
2016-09-21,2,4.5726511104000025,1
2016-09-22,36,7.1697174528000005,3
2016-09-23,25,18.219193241600003,0
2016-09-24,0,-18.4529371136,0
2016-09-25,0,-12.426829721600003,0
2016-09-26,8,35.3201696768,0
2016-09-27,8,9.903263744,4
2016-09-28,5,-9.474551603199998,3
2016-09-29,9,17.417264128000003,0
2016-09-30,3,0.0965897216000009,2
2016-10-01,11,-9.298545561600001,0
2016-10-02,3,-5.195147673600001,0
2016-10-03,12,13.7357974528,2
2016-10-04,16,6.439498649600001,1
2016-10-05,5,9.908023296000003,1
2016-10-06,7,3.3670110208000033,5
2016-10-07,4,3.8962879488000013,0
2016-10-08,0,-10.532296806399998,0
2016-10-09,4,-5.178860748800002,0
2016-10-10,1,21.1220161536,0
2016-10-11,15,14.5213693952,0
2016-10-12,6,6.426196070400003,0
2016-10-13,1,5.220865536000002,0
2016-10-14,15,13.9118220288,0
2016-10-15,0,-7.152557875199999,0
2016-10-16,2,-7.9290742784,0
2016-10-17,19,32.4721939456,0
2016-10-18,13,23.518433894400005,0
2016-10-19,2,7.355929907200007,0
2016-10-20,6,18.705483673600003,0
2016-10-21,11,29.242223001600003,0
2016-10-22,3,-20.5826859008,0
2016-10-23,0,-18.8285576192,0
2016-10-24,12,11.173778227199998,0
2016-10-25,5,37.9569046528,0
2016-10-26,12,-2.6875724799999965,0
2016-10-27,14,2.3858638848000027,0
2016-10-28,3,52.6282479616,1
2016-10-29,3,-26.802851737599994,0
2016-10-30,0,-16.6410042368,0
2016-10-31,4,25.7256406016,0
2016-11-01,0,5.0529991679999995,0
2016-11-02,0,34.4370906112,4
2016-11-03,2,32.396733337600004,0
2016-11-04,3,34.82673131520001,1
2016-11-05,4,-30.622241587199994,0
2016-11-06,1,-17.848748441600005,0
2016-11-07,0,12.164317491199995,4
2016-11-08,0,53.996974694399995,0
2016-11-09,8,86.36918200320001,0
2016-11-10,1,44.01676779520001,0
2016-11-11,2,-1.7704722431999897,0
2016-11-12,1,-41.5466804224,0
2016-11-13,0,-10.889883545600007,0
2016-11-14,2,11.461497241599993,0
2016-11-15,7,4.392141823999999,0
2016-11-16,6,11.133540147200002,2
2016-11-17,21,21.265084313600006,0
2016-11-18,7,12.657106432000006,0
2016-11-19,2,-19.2405804032,0
2016-11-20,8,-10.620192972800002,0
2016-11-21,3,38.2736513024,0
2016-11-22,9,39.1755237376,0
2016-11-23,12,2.8702484480000052,0
2016-11-24,4,-13.386469273599992,0
2016-11-25,15,-4.1568989184,0
2016-11-26,5,-4.658345472000001,0
2016-11-27,5,-11.208211148800002,0
2016-11-28,7,42.4121133056,2
2016-11-29,3,11.114018713600004,7
2016-11-30,0,24.0033467392,5
2016-12-01,6,-8.018081177599996,20
2016-12-02,2,17.3321956352,9
2016-12-03,1,-12.838472806399999,2
2016-12-04,0,-10.555451801600002,0
2016-12-05,6,12.746771865599998,3
2016-12-06,12,19.5760126976,4
2016-12-07,4,-4.336191180799997,1
2016-12-08,3,16.4676603904,6
2016-12-09,3,4.8792649728000015,8
2016-12-10,0,-12.2656352256,0
2016-12-11,0,-3.4917249024000014,0
2016-12-12,4,19.5840246784,6
2016-12-13,1,14.13161984,9
2016-12-14,26,9.321670553600004,12
2016-12-15,33,4.069567488000004,15
2016-12-16,8,12.845941350400004,14
2016-12-17,0,-11.698055577599998,0
2016-12-18,1,-3.5178117120000003,1
2016-12-19,0,24.7383933952,0
2016-12-20,12,4.283070566399999,1
2016-12-21,10,15.1210909696,0
2016-12-22,3,7.771860480000001,0
2016-12-23,15,-17.6077681664,0
2016-12-24,0,-1.2628670464000002,0
2016-12-25,0,-4.684999680000001,0
2016-12-26,0,6.812352409599999,0
2016-12-27,0,26.111119257600002,1
2016-12-28,0,1.7767497728000023,0
2016-12-29,0,18.2223415296,0
2016-12-30,0,-8.554955673599999,0
2016-12-31,3,-6.1128530944,0
2017-01-01,0,-6.2311658496,0
2017-01-02,0,6.5986226175999985,0
2017-01-03,0,24.7795335168,1
2017-01-04,3,12.830905241600004,1
2017-01-05,0,8.399214592000003,1
2017-01-06,0,1.8329390080000039,0
2017-01-07,5,-8.6374257664,0
2017-01-08,0,-6.708429516800001,0
2017-01-09,1,25.5729073152,2
2017-01-10,0,-0.7512933375999964,4
2017-01-11,17,3.8529204224000004,8
2017-01-12,1,21.0652563456,21
2017-01-13,2,3.5936414720000016,7
2017-01-14,5,2.161788006400002,3
2017-01-15,3,-8.874419199999998,0
2017-01-16,0,-2.1659073536000015,1
2017-01-17,0,23.081151385600002,5
2017-01-18,2,-2.848376729599998,9
2017-01-19,3,8.798141747200003,14
2017-01-20,1,9.873401446400003,7
2017-01-21,0,-15.7858025472,0
2017-01-22,2,-4.588193894400002,0
2017-01-23,5,16.196519628799997,7
2017-01-24,13,25.6587569152,6
2017-01-25,3,-3.4656772095999955,2
2017-01-26,2,20.1869786112,20
2017-01-27,4,15.2401584128,15
2017-01-28,2,-15.950616780799997,1
2017-01-29,0,-3.375948083200001,0
2017-01-30,3,15.680636415999999,3
2017-01-31,1,3.790643814399999,0
2017-02-01,2,31.6858796032,2
2017-02-02,1,12.063153766400006,6
2017-02-03,5,-4.3164295167999995,17
2017-02-04,5,-1.182716211199999,1
2017-02-05,0,-13.310602240000001,0
2017-02-06,0,16.869408563199997,5
2017-02-07,0,22.8451501056,10
2017-02-08,4,1.0631633920000034,3
2017-02-09,6,0.9683135488000048,2
2017-02-10,0,4.200833843200002,14
2017-02-11,3,1.7835280384,3
2017-02-12,0,1.3645926399999997,0
2017-02-13,1,14.6209583104,0
2017-02-14,35,4.280188006400003,2
2017-02-15,39,10.339065344000002,10
2017-02-16,29,2.5756000256000036,4
2017-02-17,3,10.6234182656,7
2017-02-18,1,-8.3493307392,3
2017-02-19,2,-5.119767040000001,1
2017-02-20,10,0.8221113343999988,7
2017-02-21,18,7.839358464,25
2017-02-22,40,3.3821292544000006,15
2017-02-23,43,10.7575677952,1
2017-02-24,24,4.021718323200002,10
2017-02-25,10,-12.104293887999999,7
2017-02-26,10,-1.2316776448000013,0
2017-02-27,27,9.2802080768,9
2017-02-28,19,22.7552038912,9
2017-03-01,15,1.057726156800003,11
2017-03-02,17,13.2244933632,5
2017-03-03,14,4.0640483328000006,6
2017-03-04,6,-10.535189196800001,0
2017-03-05,36,-4.9122477056000005,0
2017-03-06,8,22.419546112,8
2017-03-07,14,-0.6499863551999994,5
2017-03-08,18,18.5242160128,5
2017-03-09,4,4.692103475200003,3
2017-03-10,7,7.378462822400003,11
2017-03-11,1,-8.959294156799999,0
2017-03-12,9,-4.649995264000001,0
2017-03-13,2,24.941719756799998,3
2017-03-14,2,13.1274177536,3
2017-03-15,6,7.233068441600004,12
2017-03-16,4,23.9681845248,6
2017-03-17,3,-14.621595648,6
2017-03-18,1,-10.7840147456,2
2017-03-19,0,-5.295282790400002,0
2017-03-20,20,12.831928422399997,0
2017-03-21,0,5.476882432000002,8
2017-03-22,8,22.997378662400003,32
2017-03-23,1,5.7501552640000035,1
2017-03-24,17,9.609856819200001,9
2017-03-25,1,-15.1293689856,0
2017-03-26,0,2.329954815999999,0
2017-03-27,5,9.6004033536,0
2017-03-28,5,32.5736354816,1
2017-03-29,3,7.364634316800004,2
2017-03-30,0,6.609255014400006,5
2017-03-31,4,0.6884049920000024,6
2017-04-01,17,-12.221953024000001,1
2017-04-02,0,-2.9788343296000015,0
2017-04-03,2,8.5751960576,8
2017-04-04,0,22.3604713472,16
2017-04-05,8,-0.06262097919999832,11
2017-04-06,0,6.748692992000002,4
2017-04-07,0,20.505435443200003,7
2017-04-08,0,-12.108797542399998,0
2017-04-09,0,-9.000276172800001,0
2017-04-10,11,41.668582912,11
2017-04-11,3,24.8993219584,4
2017-04-12,2,5.288234086400003,8
2017-04-13,4,-9.964291379199999,11
2017-04-14,2,-7.788855603199998,7
2017-04-15,11,-6.143437721600003,3
2017-04-16,0,-2.099491532800002,0
2017-04-17,5,1.0756272127999988,2
2017-04-18,8,0.8903894016000002,1
2017-04-19,5,-2.9859546111999986,8
2017-04-20,10,3.2484569087999997,7
2017-04-21,21,-0.32565125120000005,9
2017-04-22,0,-1.04330752,6
2017-04-23,3,-0.9149484032000004,0
2017-04-24,6,12.8569572352,7
2017-04-25,1,4.958692454400001,9
2017-04-26,11,13.7917815808,3
2017-04-27,17,17.877315788800004,8
2017-04-28,28,10.370075648000004,7
2017-04-29,1,-12.176521523199998,0
2017-04-30,1,-9.024510668800001,0
2017-05-01,2,5.075945676799999,2
2017-05-02,11,9.633346457599998,2
2017-05-03,3,3.4884529152,10
2017-05-04,16,-0.10068490239999761,16
2017-05-05,6,20.4689480704,4
2017-05-06,0,-14.587721727999998,7
2017-05-07,4,-6.262544793600002,0
2017-05-08,3,10.550601215999999,10
2017-05-09,19,28.04473856,5
2017-05-10,5,17.137343488000003,15
2017-05-11,1,14.474660966400002,14
2017-05-12,2,-8.972840755199996,19
2017-05-13,0,0.8572042239999984,0
2017-05-14,0,-5.042059059200001,1
2017-05-15,3,29.5670188032,9
2017-05-16,9,9.213647872000003,17
2017-05-17,8,2.6231625728000054,8
2017-05-18,1,12.989245235200002,9
2017-05-19,0,4.496333312000004,11
2017-05-20,1,-15.712351744000003,0
2017-05-21,0,-8.475600998400001,0
2017-05-22,0,1.9429381119999984,14
2017-05-23,3,4.746759577599999,15
2017-05-24,10,2.2142184448,25
2017-05-25,3,1.6404505600000014,10
2017-05-26,14,-4.743090278399999,21
2017-05-27,1,0.30347345919999924,9
2017-05-28,1,-2.3845212159999996,0
2017-05-29,1,2.1864549375999998,0
2017-05-30,16,5.4085942272,6
2017-05-31,7,10.6581820416,27
2017-06-01,7,8.3941540864,14
2017-06-02,10,14.9738314752,9
2017-06-03,2,-7.899387903999999,0
2017-06-04,0,-5.688898150400001,0
2017-06-05,1,-0.6992558080000011,7
2017-06-06,4,13.5926948864,18
2017-06-07,2,11.308904448000002,8
2017-06-08,5,5.677033676800001,9
2017-06-09,0,12.842235187200002,19
2017-06-10,0,-12.125219225599999,1
2017-06-11,0,-6.304218112000001,5
2017-06-12,1,24.668287795199998,10
2017-06-13,9,3.6097475584000005,6
2017-06-14,2,2.2592851968000005,23
2017-06-15,7,-4.600842854399998,13
2017-06-16,0,-1.0580697087999997,25
2017-06-17,0,-3.9047425023999995,0
2017-06-18,0,-2.700860416000001,0
2017-06-19,2,3.6518859775999997,8
2017-06-20,2,10.1397041152,18
2017-06-21,2,30.6172858368,29
2017-06-22,2,3.231905177600005,23
2017-06-23,24,18.713350144000003,26
2017-06-24,0,-7.866379161599998,11
2017-06-25,8,-11.692217753600001,1
2017-06-26,2,3.3589241855999976,14
2017-06-27,20,5.735846502399998,6
2017-06-28,8,-1.9201330175999995,15
2017-06-29,6,5.111029760000001,26
2017-06-30,8,2.7653367808000002,15
2017-07-01,14,-8.7941835776,0
2017-07-02,11,-1.8891364352000006,0
2017-07-03,20,14.9776600064,4
2017-07-04,5,-2.9338247167999985,0
2017-07-05,4,-1.8330716159999998,4
2017-07-06,10,11.6300044288,5
2017-07-07,10,-1.5925602304000002,6
2017-07-08,2,-5.1589069824,0
2017-07-09,0,-2.2137686016000004,1
2017-07-10,8,7.747831295999999,6
2017-07-11,12,8.5450927104,20
2017-07-12,15,9.122541465600001,29
2017-07-13,15,4.216364851200002,7
2017-07-14,7,-1.4271931392,16
2017-07-15,3,-5.2021142528,0
2017-07-16,0,-4.135273369600001,1
2017-07-17,0,10.6232717312,10
2017-07-18,8,6.1079544832,12
2017-07-19,7,4.943238144,27
2017-07-20,0,0.4703812608,8
2017-07-21,7,-0.1554395135999993,28
2017-07-22,5,-5.9793370112,1
2017-07-23,107,-2.777394278400001,0
2017-07-24,8,1.2252888063999996,20
2017-07-25,10,4.504868864,12
2017-07-26,5,5.821449625600001,4
2017-07-27,8,8.278522265600001,12
2017-07-28,2,9.195828633600001,14
2017-07-29,0,-7.722329395199999,0
2017-07-30,0,-4.5201406976000005,1
2017-07-31,9,8.57422592,12
2017-08-01,7,7.941778944,4
2017-08-02,4,4.837941145600002,30
2017-08-03,4,5.467389542400001,14
2017-08-04,11,-5.211987455999999,25
2017-08-05,0,2.5025655808,2
2017-08-06,0,-6.0366032896,0
2017-08-07,17,5.263066726399999,20
2017-08-08,9,6.9798497280000005,14
2017-08-09,6,18.8741302272,10
2017-08-10,8,-11.316855091199999,21
2017-08-11,2,1.3434561536,25
2017-08-12,1,-4.829577523199999,4
2017-08-13,0,-3.165167923200001,0
2017-08-14,2,14.0451398656,15
2017-08-15,3,1.2461603840000013,10
2017-08-16,4,15.4209212416,9
2017-08-17,1,-6.6790619135999965,20
2017-08-18,15,4.603779379200001,15
2017-08-19,3,-2.4116888575999997,0
2017-08-20,0,-5.296922009600001,1
2017-08-21,30,3.3156600831999996,11
2017-08-22,14,18.759623168,24
2017-08-23,5,3.6823877632000013,27
2017-08-24,7,4.913182924800001,28
2017-08-25,3,0.8041698304000029,17
2017-08-26,0,-8.619068416,0
2017-08-27,0,-1.9472334848000008,0
2017-08-28,19,2.720352255999999,16
2017-08-29,9,4.5952148479999995,20
2017-08-30,4,2.1771512832000006,12
2017-08-31,4,-3.7970468863999987,17
2017-09-01,3,8.733111808,34
2017-09-02,4,-5.510723583999999,4
2017-09-03,0,-1.8856680448000005,3
2017-09-04,8,-0.9580195840000001,3
2017-09-05,15,6.391324774399999,26
2017-09-06,16,12.8088947712,26
2017-09-07,24,5.5557193728000005,22
2017-09-08,9,-5.599658598399998,6
2017-09-09,0,-3.5795506176000007,11
2017-09-10,2,-1.8128833536000006,0
2017-09-11,0,0.9663859711999994,2
2017-09-12,0,4.5065792512,6
2017-09-13,0,8.876715827200002,13
2017-09-14,0,27.0103382016,10
2017-09-15,0,-9.270575513599997,13
2017-09-16,2,-7.3590310912,1
2017-09-17,1,-3.3072743424000013,5
2017-09-18,9,14.984416051199998,11
2017-09-19,18,8.8210511872,7
2017-09-20,21,-0.8393145343999997,21
2017-09-21,9,-1.4555047935999994,23
2017-09-22,7,4.236020633600001,29
2017-09-23,5,-7.750497075199999,3
2017-09-24,5,-2.2595869696000004,1
2017-09-25,6,12.5333184512,22
2017-09-26,12,14.366832947200002,18
2017-09-27,1,-1.8410896383999962,9
2017-09-28,13,-0.40471306239999905,17
2017-09-29,3,4.101900288,11
2017-09-30,0,-0.6437431295999998,0
2017-10-01,0,-3.2105422848000007,0
2017-10-02,7,6.827775488,10
2017-10-03,31,7.220865843200001,16
2017-10-04,0,0.37451878400000105,17
2017-10-05,6,-1.1511402495999992,14
2017-10-06,24,1.4644981760000002,13
2017-10-07,6,-0.4744536064000009,2
2017-10-08,0,1.4276954112000002,2
2017-10-09,13,4.3742168064,8
2017-10-10,3,6.2201240576000005,14
2017-10-11,5,8.6622620672,22
2017-10-12,3,-3.4019013631999986,15
2017-10-13,5,-0.09163960319999997,7
2017-10-14,2,-4.3252789248,0
2017-10-15,2,-2.011281817600001,0
2017-10-16,7,-0.22865049600000065,18
2017-10-17,9,1.7856397311999999,9
2017-10-18,23,0.1459278848000003,12
2017-10-19,0,6.4763761664,7
2017-10-20,7,2.2419566592000013,6
2017-10-21,3,-3.5073609728,1
2017-10-22,0,-0.21684961279999992,0
2017-10-23,5,6.0111962112,10
2017-10-24,1,9.7497505792,6
2017-10-25,1,6.712736358400001,12
2017-10-26,0,-6.327889203199998,17
2017-10-27,2,1.9049430015999995,14
2017-10-28,0,-1.6435863552,3
2017-10-29,0,-1.3749175296000007,1
2017-10-30,0,3.4419131392,18
2017-10-31,0,10.1329813504,17
