,typesense/typesense,meilisearch/meilisearch,elastic/elasticsearch
2019-02-23,0.0,6.0,2
2019-02-24,0.0,4.0,0
2019-02-25,0.0,2.0,24
2019-02-26,0.0,0.0,17
2019-02-27,0.0,0.0,31
2019-02-28,0.0,0.0,17
2019-03-01,0.0,0.0,17
2019-03-02,0.0,0.0,3
2019-03-03,0.0,0.0,1
2019-03-04,0.0,0.0,35
2019-03-05,0.0,6.0,26
2019-03-06,0.0,0.0,19
2019-03-07,0.0,0.0,20
2019-03-08,0.0,0.0,23
2019-03-09,0.0,0.0,3
2019-03-10,0.0,4.0,3
2019-03-11,0.0,0.0,18
2019-03-12,0.0,0.0,22
2019-03-13,0.0,0.0,17
2019-03-14,0.0,0.0,21
2019-03-15,0.0,0.0,27
2019-03-16,0.0,0.0,5
2019-03-17,0.0,0.0,5
2019-03-18,0.0,0.0,23
2019-03-19,0.0,0.0,23
2019-03-20,0.0,0.0,28
2019-03-21,0.0,0.0,28
2019-03-22,0.0,0.0,18
2019-03-23,0.0,0.0,10
2019-03-24,0.0,3.0,0
2019-03-25,0.0,0.0,9
2019-03-26,0.0,0.0,28
2019-03-27,0.0,0.0,38
2019-03-28,0.0,0.0,30
2019-03-29,0.0,0.0,24
2019-03-30,0.0,0.0,6
2019-03-31,0.0,0.0,1
2019-04-01,0.0,0.0,26
2019-04-02,0.0,0.0,22
2019-04-03,0.0,0.0,22
2019-04-04,0.0,0.0,27
2019-04-05,0.0,0.0,24
2019-04-06,0.0,0.0,3
2019-04-07,0.0,0.0,5
2019-04-08,0.0,0.0,32
2019-04-09,0.0,0.0,25
2019-04-10,0.0,0.0,25
2019-04-11,0.0,0.0,17
2019-04-12,0.0,0.0,16
2019-04-13,0.0,1.0,0
2019-04-14,0.0,0.0,2
2019-04-15,0.0,1.0,14
2019-04-16,0.0,0.0,21
2019-04-17,0.0,0.0,23
2019-04-18,0.0,0.0,23
2019-04-19,0.0,0.0,23
2019-04-20,0.0,0.0,3
2019-04-21,0.0,0.0,0
2019-04-22,1.0,0.0,12
2019-04-23,1.7,0.0,18
2019-04-24,-0.7050000000000001,0.0,16
2019-04-25,-0.26949999999999985,0.0,22
2019-04-26,-0.15916249999999993,0.0,19
2019-04-27,-0.11004524999999998,0.0,3
2019-04-28,0.9172786375,0.0,1
2019-04-29,0.63448100125,45.0,17
2019-04-30,0.541208735734375,0.0,20
2019-05-01,-0.5098368467640626,0.0,20
2019-05-02,-0.23182932646562493,2.0,21
2019-05-03,-0.12938274999999996,0.0,15
2019-05-04,0.9068363875000001,0.0,5
2019-05-05,-0.37195838625000005,0.0,1
2019-05-06,-0.16311485301562498,2.0,22
2019-05-07,-0.10791740374843754,0.0,25
2019-05-08,-0.06962262999843757,0.0,27
2019-05-09,-0.04330366323281252,0.0,36
2019-05-10,-0.023280862499999996,0.0,25
2019-05-11,2.98104272625,0.0,0
2019-05-12,-0.9158767167656252,0.0,2
2019-05-13,-0.3285834132328123,0.0,1
2019-05-14,1.8215000000000001,0.0,9
2019-05-15,-0.7204875000000001,19.0,8
2019-05-16,-0.29916074999999986,10.0,7
2019-05-17,-0.18884258749999994,0.0,4
2019-05-18,-0.13719682125,0.0,2
2019-05-19,-0.10707065029687513,0.0,1
2019-05-20,-0.08731196469843756,6.0,19
2019-05-21,-0.037914547500000007,8.0,34
2019-05-22,-0.03175343353125009,4.0,44
2019-05-23,-0.027166826465625047,3.0,28
2019-05-24,0.0,2.0,34
2019-05-25,1.0,1.0,8
2019-05-26,1.7,1.0,2
2019-05-27,0.29499999999999993,0.0,10
2019-05-28,-0.5694999999999999,1.0,32
2019-05-29,-0.26416249999999986,2.0,19
2019-05-30,-0.16954524999999995,0.0,27
2019-05-31,1.8771161375,0.0,17
2019-06-01,-0.6952392487500001,0.0,1
2019-06-02,0.7129278732343751,0.0,1
2019-06-03,-0.4832941205140626,1.0,21
2019-06-04,-0.22836854323125,0.0,14
2019-06-05,-0.13252391323281248,0.0,28
2019-06-06,-0.08672422499999999,0.0,24
2019-06-07,0.9323652025,0.0,17
2019-06-08,-0.35503429603125014,0.0,3
2019-06-09,-0.15112410021562497,0.0,3
2019-06-10,-0.07537671676562502,0.0,34
2019-06-11,-0.05374591323281252,0.0,30
2019-06-12,0.97027975,0.0,22
2019-06-13,-0.32328086250000004,0.0,27
2019-06-14,0.8760427262500001,0.0,15
2019-06-15,-0.37537671676562506,0.0,0
2019-06-16,-0.15874591323281245,0.0,1
2019-06-17,-0.08922024999999997,0.0,14
2019-06-18,-0.06344336249999999,2.0,23
2019-06-19,-0.04867752375,0.0,24
2019-06-20,-0.03915757926562504,0.0,31
2019-06-21,-0.032540686982812525,0.0,20
2019-06-22,-0.015876716765625045,2.0,1
2019-06-23,-0.013583413232812524,0.0,2
2019-06-24,0.0,0.0,26
2019-06-25,1.0,2.0,37
2019-06-26,0.7,17.0,25
2019-06-27,-0.40499999999999997,1.0,25
2019-06-28,-0.1644999999999999,5.0,21
2019-06-29,-0.09966249999999996,0.0,5
2019-06-30,-0.06988275,0.0,7
2019-07-01,-0.05300111249999999,6.0,27
2019-07-02,-0.04223813625,0.0,23
2019-07-03,-0.03483399051562505,0.0,27
2019-07-04,-0.02946012999843757,0.0,18
2019-07-05,-0.013583413232812524,0.0,20
2019-07-06,0.0,0.0,0
2019-07-07,0.0,0.0,0
2019-07-08,0.0,0.0,16
2019-07-09,1.0,0.0,23
2019-07-10,-0.30000000000000004,0.0,33
2019-07-11,-0.10499999999999993,0.0,29
2019-07-12,-0.05949999999999997,0.0,38
2019-07-13,-0.0401625,0.0,4
2019-07-14,-0.029720249999999997,0.0,3
2019-07-15,-0.023280862499999996,0.0,36
2019-07-16,-0.018957273750000003,0.0,34
2019-07-17,-0.015876716765625045,0.0,38
2019-07-18,-0.013583413232812524,0.0,32
2019-07-19,0.0,0.0,18
2019-07-20,0.0,0.0,4
2019-07-21,0.0,0.0,3
2019-07-22,0.0,0.0,26
2019-07-23,0.0,0.0,21
2019-07-24,0.0,0.0,26
2019-07-25,0.0,0.0,25
2019-07-26,0.0,0.0,17
2019-07-27,0.0,0.0,0
2019-07-28,0.0,0.0,2
2019-07-29,0.0,0.0,28
2019-07-30,0.0,0.0,22
2019-07-31,0.0,0.0,17
2019-08-01,0.0,0.0,25
2019-08-02,0.0,0.0,19
2019-08-03,0.0,0.0,3
2019-08-04,0.0,0.0,4
2019-08-05,0.0,0.0,14
2019-08-06,0.0,0.0,27
2019-08-07,0.0,0.0,21
2019-08-08,0.0,0.0,35
2019-08-09,0.0,0.0,19
2019-08-10,1.0,0.0,2
2019-08-11,-0.30000000000000004,0.0,4
2019-08-12,-0.10499999999999993,0.0,27
2019-08-13,-0.05949999999999997,0.0,33
2019-08-14,-0.0401625,0.0,28
2019-08-15,-0.029720249999999997,0.0,19
2019-08-16,-0.023280862499999996,14.0,31
2019-08-17,2.98104272625,0.0,2
2019-08-18,0.08412328323437479,0.0,0
2019-08-19,-0.6285834132328123,3.0,10
2019-08-20,-0.28349999999999986,0.0,25
2019-08-21,-0.17998749999999997,0.0,32
2019-08-22,-0.12932324999999997,0.0,29
2019-08-23,-0.09956283749999997,0.0,26
2019-08-24,-0.08015268375000001,0.0,4
2019-08-25,-0.06658742404687513,0.0,2
2019-08-26,-0.056626956464062614,0.0,29
2019-08-27,-0.013583413232812524,0.0,12
2019-08-28,0.0,3.0,19
2019-08-29,0.0,4.0,36
2019-08-30,0.0,5.0,11
2019-08-31,0.0,0.0,3
2019-09-01,0.0,2.0,1
2019-09-02,0.0,2.0,11
2019-09-03,1.0,1.0,16
2019-09-04,0.7,2.0,35
2019-09-05,-0.40499999999999997,19.0,23
2019-09-06,-0.1644999999999999,0.0,19
2019-09-07,0.9003375,0.0,4
2019-09-08,-0.36988275000000004,0.0,0
2019-09-09,-0.15800111249999993,0.0,22
2019-09-10,0.8982618637500001,0.0,27
2019-09-11,0.6250035094843749,0.0,43
2019-09-12,-0.46418037999843753,1.0,15
2019-09-13,-0.2013642757328124,0.0,9
2019-09-14,-0.11861977374999996,6.0,0
2019-09-15,-0.08575946676562504,0.0,2
2019-09-16,-0.06658452573281251,9.0,18
2019-09-17,0.95776186375,7.0,17
2019-09-18,-0.3348339905156251,8.0,25
2019-09-19,-0.13446012999843748,15.0,24
2019-09-20,-0.07308341323281249,0.0,21
2019-09-21,-0.0401625,0.0,0
2019-09-22,-0.029720249999999997,0.0,1
2019-09-23,-0.023280862499999996,0.0,26
2019-09-24,-0.018957273750000003,7.0,27
2019-09-25,4.984123283234375,0.0,47
2019-09-26,-0.5135834132328128,2.0,14
2019-09-27,-0.8249999999999997,0.0,24
2019-09-28,1.5975000000000001,0.0,4
2019-09-29,-0.8603125,0.0,0
2019-09-30,0.6012362500000001,0.0,35
2019-10-01,-0.5651245625,0.0,32
2019-10-02,-0.3033922312499999,2.0,24
2019-10-03,0.7827186424218748,6.0,19
2019-10-04,-0.4705180079296877,8.0,33
2019-10-05,-0.18621821073281244,0.0,7
2019-10-06,0.8854657039687499,0.0,0
2019-10-07,-0.3862866002156251,6.0,27
2019-10-08,-0.15059696676562495,10.0,18
2019-10-09,-0.09636427573281249,15.0,25
2019-10-10,-0.05911977375,16.0,23
2019-10-11,-0.04559696676562504,7.0,26
2019-10-12,-0.03686427573281252,0.0,5
2019-10-13,1.98104272625,0.0,6
2019-10-14,-0.6158767167656252,5.0,31
2019-10-15,-0.2235834132328124,8.0,32
2019-10-16,-0.11899999999999994,4.0,15
2019-10-17,-0.080325,10.0,14
2019-10-18,1.9405595,7.0,19
2019-10-19,-0.6465617250000001,0.0,1
2019-10-20,-0.24791454749999986,0.0,0
2019-10-21,-0.15075343353125004,3.0,22
2019-10-22,-0.10749182646562504,4.0,16
2019-10-23,-0.05944049999999999,9.0,27
2019-10-24,-0.04656172499999999,2.0,22
2019-10-25,-0.037914547500000007,0.0,21
2019-10-26,2.96824656646875,4.0,1
2019-10-27,1.0728331735343748,0.0,0
2019-10-28,-0.9149999999999998,5.0,21
2019-10-29,0.6115000000000003,9.0,41
2019-10-30,-0.5394875,6.0,26
2019-10-31,-0.2744857499999999,12.0,36
2019-11-01,-0.18878308749999995,0.0,23
2019-11-02,-0.14359604625,0.0,2
2019-11-03,0.8847350522031249,0.0,0
2019-11-04,-0.3957845357296877,14.0,5
2019-11-05,-0.15112410021562497,13.0,6
2019-11-06,-0.07537671676562502,6.0,5
2019-11-07,-0.05374591323281252,0.0,8
2019-11-08,-0.029720249999999997,0.0,3
2019-11-09,-0.023280862499999996,6.0,2
2019-11-10,-0.018957273750000003,5.0,0
2019-11-11,-0.015876716765625045,4.0,20
2019-11-12,0.9864165867671875,10.0,18
2019-11-13,0.7,10.0,20
2019-11-14,0.595,2.0,22
2019-11-15,-0.4644999999999999,2.0,25
2019-11-16,-0.2046624999999999,0.0,1
2019-11-17,-0.12938274999999996,10.0,2
2019-11-18,-0.09316361249999999,4.0,26
2019-11-19,1.92804161375,5.0,28
2019-11-20,0.3418851469843749,30.0,22
2019-11-21,-0.5584174037484375,6.0,26
2019-11-22,-0.2534601299984374,11.0,32
2019-11-23,-0.15340841323281248,0.0,1
2019-11-24,-0.099603,0.0,1
2019-11-25,-0.07628197499999999,13.0,16
2019-11-26,-0.061195410000000006,5.0,21
2019-11-27,-0.05071070728125009,8.0,19
2019-11-28,-0.04304354323125009,14.0,12
2019-11-29,-0.013583413232812524,10.0,14
2019-11-30,0.0,0.0,0
2019-12-01,0.0,0.0,0
2019-12-02,0.0,5.0,14
2019-12-03,0.0,2.0,11
2019-12-04,0.0,4.0,20
2019-12-05,0.0,6.0,9
2019-12-06,0.0,2.0,22
2019-12-07,0.0,4.0,1
2019-12-08,0.0,4.0,1
2019-12-09,1.0,6.0,20
2019-12-10,-0.30000000000000004,5.0,15
2019-12-11,-0.10499999999999993,0.0,16
2019-12-12,-0.05949999999999997,8.0,26
2019-12-13,-0.0401625,36.0,15
2019-12-14,-0.029720249999999997,0.0,0
2019-12-15,1.9767191375,0.0,3
2019-12-16,-0.6189572737500001,0.0,16
2019-12-17,-0.2258767167656249,4.0,17
2019-12-18,-0.13258341323281247,2.0,22
2019-12-19,-0.080325,2.0,22
2019-12-20,-0.05944049999999999,2.0,29
2019-12-21,-0.04656172499999999,0.0,0
2019-12-22,-0.037914547500000007,0.0,0
2019-12-23,-0.03175343353125009,0.0,7
2019-12-24,-0.027166826465625047,0.0,9
2019-12-25,0.0,0.0,0
2019-12-26,0.0,0.0,7
2019-12-27,0.0,0.0,2
2019-12-28,0.0,0.0,0
2019-12-29,0.0,0.0,1
2019-12-30,0.0,14.0,5
2019-12-31,0.0,4.0,0
2020-01-01,0.0,0.0,0
2020-01-02,0.0,0.0,12
2020-01-03,0.0,0.0,21
2020-01-04,0.0,0.0,0
2020-01-05,0.0,0.0,2
2020-01-06,0.0,0.0,31
2020-01-07,0.0,2.0,20
2020-01-08,0.0,7.0,34
2020-01-09,0.0,3.0,25
2020-01-10,0.0,0.0,21
2020-01-11,0.0,0.0,1
2020-01-12,0.0,0.0,1
2020-01-13,0.0,2.0,24
2020-01-14,0.0,6.0,47
2020-01-15,0.0,2.0,27
2020-01-16,0.0,10.0,24
2020-01-17,0.0,1.0,23
2020-01-18,0.0,0.0,0
2020-01-19,0.0,4.0,0
2020-01-20,0.0,0.0,21
2020-01-21,0.0,2.0,13
2020-01-22,0.0,3.0,28
2020-01-23,0.0,1.0,19
2020-01-24,0.0,2.0,30
2020-01-25,0.0,0.0,4
2020-01-26,0.0,0.0,0
2020-01-27,0.0,0.0,27
2020-01-28,0.0,0.0,30
2020-01-29,0.0,0.0,22
2020-01-30,5.0,2.0,30
2020-01-31,-1.5000000000000002,0.0,33
2020-02-01,-0.5249999999999997,0.0,3
2020-02-02,-0.2974999999999999,0.0,5
2020-02-03,0.7991875,0.0,22
2020-02-04,-0.44860125000000006,0.0,17
2020-02-05,-0.22140431249999992,0.0,27
2020-02-06,-0.15428636874999999,0.0,22
2020-02-07,-0.11954608382812523,0.0,31
2020-02-08,-0.09763731616406263,0.0,7
2020-02-09,-0.023280862499999996,0.0,5
2020-02-10,1.98104272625,4.0,30
2020-02-11,0.38412328323437483,53.0,25
2020-02-12,0.47641658676718757,2.0,31
2020-02-13,-0.5239999999999999,2.0,15
2020-02-14,-0.2448249999999999,3.0,17
2020-02-15,0.840897,0.0,3
2020-02-16,2.583555525,0.0,3
2020-02-17,-0.09591566000000018,2.0,9
2020-02-18,1.2515084302187502,0.0,21
2020-02-19,1.01433668301875,0.0,25
2020-02-20,0.9508321200015626,0.0,26
2020-02-21,0.9048124742671877,0.0,24
2020-02-22,0.8721548887500001,0.0,3
2020-02-23,0.8352050994843752,0.0,3
2020-02-24,-1.1954980622796876,0.0,25
2020-02-25,0.3901312710359377,3.0,29
2020-02-26,0.3114213807359374,0.0,30
2020-02-27,2.311837967503125,9.0,27
2020-02-28,-1.2673370324968751,3.0,14
2020-02-29,-0.5580590324968748,0.0,3
2020-03-01,0.654782442503125,0.0,1
2020-03-02,0.4675911275031248,2.0,26
2020-03-03,-0.5635657127156251,1.0,27
2020-03-04,1.730823421984375,1.0,24
2020-03-05,2.2140055487515626,1.0,28
2020-03-06,1.7589036864703123,12.0,17
2020-03-07,0.5722486478015627,0.0,3
2020-03-08,-0.21606313624999984,0.0,3
2020-03-09,0.09673800948437516,3.0,30
2020-03-10,-0.8096701049984374,5.0,26
2020-03-11,2.5446737017671874,5.0,30
2020-03-12,-1.2175708422812503,0.0,21
2020-03-13,-0.5631132730124999,0.0,25
2020-03-14,-0.3577960499953126,0.0,2
2020-03-15,3.7647706905203124,0.0,0
2020-03-16,-1.3511615669812502,4.0,25
2020-03-17,2.4806972825015627,0.0,21
2020-03-18,0.7915447655171874,0.0,41
2020-03-19,-1.123280150296875,2.0,30
2020-03-20,1.4518687603015628,2.0,30
2020-03-21,0.06738905000000006,0.0,2
2020-03-22,1.244685155,0.0,0
2020-03-23,2.9832100454374997,0.0,59
2020-03-24,-1.7075921991812502,3.0,57
2020-03-25,2.275852302203125,10.0,33
2020-03-26,3.6328893517703125,22.0,38
2020-03-27,-1.1234527364656248,16.0,25
2020-03-28,-1.2196534322812496,3.0,8
2020-03-29,-0.6970690407312499,0.0,2
2020-03-30,1.5293608082359373,1.0,26
2020-03-31,-0.9492800310281253,11.0,33
2020-04-01,1.53266996331875,9.0,35
2020-04-02,3.115302618453125,6.0,29
2020-04-03,-1.6294160972765628,5.0,26
2020-04-04,1.3177657170703128,4.0,8
2020-04-05,0.02152986176718752,6.0,1
2020-04-06,-0.7680050474999999,3.0,33
2020-04-07,-0.4211961585312499,1.0,40
2020-04-08,-0.29802982396562494,0.0,34
2020-04-09,0.79281447146875,10.0,14
2020-04-10,-0.46695566852812526,13.0,29
2020-04-11,-0.22052906293125002,0.0,0
2020-04-12,-0.11021070728125007,0.0,1
2020-04-13,-0.08320604323125008,0.0,18
2020-04-14,-0.04330366323281252,0.0,23
2020-04-15,-0.023280862499999996,2.0,38
2020-04-16,-0.018957273750000003,2.0,32
2020-04-17,1.984123283234375,0.0,31
2020-04-18,1.3864165867671874,0.0,3
2020-04-19,-0.8099999999999999,0.0,1
2020-04-20,-0.3289999999999998,1.0,25
2020-04-21,-0.19932499999999992,2.0,28
2020-04-22,-0.1397655,2.0,29
2020-04-23,-0.10600222499999998,0.0,22
2020-04-24,-0.0844762725,1.0,30
2020-04-25,-0.0696679810312501,0.0,3
2020-04-26,-0.05892025999687514,0.0,1
2020-04-27,0.9728331735343749,4.0,22
2020-04-28,-0.30000000000000004,28.0,29
2020-04-29,-0.10499999999999993,7.0,38
2020-04-30,0.9405,5.0,35
2020-05-01,0.6598375,1.0,2
2020-05-02,-0.43472025,0.0,0
2020-05-03,-0.1877808624999999,0.0,2
2020-05-04,-0.11861977374999996,2.0,31
2020-05-05,3.914240533234375,0.0,57
2020-05-06,-1.2665845257328128,0.0,29
2020-05-07,0.5377618637500003,6.0,22
2020-05-08,-0.572833990515625,0.0,23
2020-05-09,0.7048898700015624,0.0,1
2020-05-10,1.5080355867671875,0.0,0
2020-05-11,-0.83828595,10.0,30
2020-05-12,0.6249506550000001,10.0,38
2020-05-13,0.45404977043749983,10.0,37
2020-05-14,2.41166382331875,8.0,30
2020-05-15,-1.163098079265625,2.0,27
2020-05-16,-0.49376491198281225,0.0,3
2020-05-17,-0.30217401426562496,0.0,3
2020-05-18,2.7811745407359374,2.0,21
2020-05-19,-1.0585657127156252,18.0,20
2020-05-20,0.5803234219843751,11.0,19
2020-05-21,3.4351680487515623,0.0,14
2020-05-22,-0.4867010635296878,7.0,2
2020-05-23,2.0905890103015627,4.0,1
2020-05-24,-1.3530050875,0.0,0
2020-05-25,-0.6217420712499997,5.0,13
2020-05-26,1.591545487203125,12.0,25
2020-05-27,0.09696128655156233,4.0,30
2020-05-28,-0.7141474242656249,21.0,23
2020-05-29,0.6101098584546875,4.0,27
2020-05-30,2.4330928090531247,3.0,2
2020-05-31,2.8341834364703122,14.0,0
2020-06-01,-0.6915322146984375,7.0,14
2020-06-02,-0.9998579099999997,5.0,32
2020-06-03,-0.5439184572812499,9.0,13
2020-06-04,-0.37563515573125006,16.0,25
2020-06-05,1.7385732255171875,8.0,24
2020-06-06,2.204407761984375,2.0,3
2020-06-07,-0.2703235210296877,0.0,0
2020-06-08,-0.8572143805109376,0.0,22
2020-06-09,-0.434035369696875,3.0,27
2020-06-10,3.7469885867671877,9.0,18
2020-06-11,-1.3758849750000002,2.0,28
2020-06-12,2.4425226150000006,3.0,31
2020-06-13,0.7500938827187498,1.0,1
2020-06-14,2.8305957494875003,2.0,1
2020-06-15,-1.7640079564640625,15.0,26
2020-06-16,0.2338056367671879,2.0,23
2020-06-17,-0.7833148449999999,0.0,31
