,NativeScript/NativeScript,facebook/react-native,flutter/flutter
2015-08-08,0,4,-4.505066598399999
2015-08-09,0,0,-6.833243443200003
2015-08-10,5,8,22.9307065344
2015-08-11,8,17,41.679702835200004
2015-08-12,7,9,-3.4293987327999993
2015-08-13,11,18,20.8292819968
2015-08-14,4,19,5.6029636608
2015-08-15,0,5,-9.5890587648
2015-08-16,0,1,-5.584996249600001
2015-08-17,0,10,22.329357107199996
2015-08-18,6,8,12.003198976
2015-08-19,2,15,20.630772019200002
2015-08-20,1,21,15.715176448000001
2015-08-21,1,20,6.7898515455999995
2015-08-22,0,3,0.17339238399999957
2015-08-23,1,0,-6.636247756800002
2015-08-24,4,2,17.001185279999998
2015-08-25,7,29,41.827813888
2015-08-26,3,17,29.149506969600004
2015-08-27,6,14,8.788161024
2015-08-28,18,6,12.495094886399999
2015-08-29,0,1,-0.8877906943999996
2015-08-30,0,3,-2.818537164800002
2015-08-31,5,14,17.3468555264
2015-09-01,12,21,5.729146368
2015-09-02,8,13,12.599005593600001
2015-09-03,12,15,19.8188729344
2015-09-04,26,19,13.311012044800002
2015-09-05,3,5,-6.2125879296
2015-09-06,0,7,-5.262490112000002
2015-09-07,7,8,-3.1188184064000017
2015-09-08,0,15,5.8780292096
2015-09-09,8,17,7.861759590400002
2015-09-10,11,13,7.2259077120000015
2015-09-11,6,10,15.981807513600002
2015-09-12,1,9,-5.858987929599998
2015-09-13,1,1,-3.4831947776000014
2015-09-14,7,14,8.9373169664
2015-09-15,6,26,0.31562485760000003
2015-09-16,7,33,26.1599190016
2015-09-17,7,12,16.4094618624
2015-09-18,21,22,15.6202253312
2015-09-19,1,7,1.0040031232000004
2015-09-20,0,6,-5.649504870400001
2015-09-21,6,7,10.020677529599997
2015-09-22,0,25,22.402329088000002
2015-09-23,5,29,23.1072562176
2015-09-24,5,35,15.0353864704
2015-09-25,10,18,28.0826184704
2015-09-26,0,5,-2.548569497599999
2015-09-27,0,0,-6.1042794496000035
2015-09-28,5,3,-0.9908136960000027
2015-09-29,11,14,18.916096921599998
2015-09-30,17,12,26.6402653184
2015-10-01,22,29,30.411937484800003
2015-10-02,5,24,2.745433395199999
2015-10-03,0,7,4.493115801599998
2015-10-04,0,2,-7.962357657600002
2015-10-05,11,24,20.723789209599996
2015-10-06,6,20,27.1256921088
2015-10-07,7,18,0.8757913600000009
2015-10-08,6,22,14.9943138304
2015-10-09,18,30,12.897966592000003
2015-10-10,1,9,1.9398305792000006
2015-10-11,0,0,-3.7239661568000013
2015-10-12,10,24,19.620672512
2015-10-13,12,35,17.456849817600002
2015-10-14,17,40,9.064972697600002
2015-10-15,20,9,10.9671274496
2015-10-16,12,27,8.147989196800001
2015-10-17,0,5,-4.3390176256
2015-10-18,0,5,-1.460210483200001
2015-10-19,10,21,22.7453161472
2015-10-20,10,26,9.768267878400001
2015-10-21,17,37,12.063490048
2015-10-22,13,24,7.744062361600001
2015-10-23,6,19,19.4325146624
2015-10-24,0,7,-4.577672192
2015-10-25,0,1,-5.948462284800003
2015-10-26,4,25,34.3235119104
2015-10-27,2,34,11.692621414400003
2015-10-28,10,34,13.4414815232
2015-10-29,20,22,21.3537123328
2015-10-30,20,23,1.5884441599999999
2015-10-31,0,11,-4.566179430400002
2015-11-01,0,0,-4.847497420800002
2015-11-02,29,16,15.072076287999998
2015-11-03,14,28,32.310600704
2015-11-04,6,22,20.3526596608
2015-11-05,8,28,9.0367101952
2015-11-06,30,24,9.669487308799999
2015-11-07,0,9,4.326690201599998
2015-11-08,0,3,-4.103830323200002
2015-11-09,18,21,9.414652006399997
2015-11-10,27,27,23.2000444416
2015-11-11,9,18,13.858181734400002
2015-11-12,12,13,16.8773474304
2015-11-13,5,21,16.3081572352
2015-11-14,0,10,-6.9713398784
2015-11-15,0,0,-6.653433856000002
2015-11-16,9,16,14.765049446399999
2015-11-17,10,29,24.1475421184
2015-11-18,10,33,13.879637504000002
2015-11-19,2,13,13.97787136
2015-11-20,2,22,22.9271307264
2015-11-21,0,2,-2.9916315647999987
2015-11-22,0,2,2.027613491199997
2015-11-23,20,25,8.271958118399997
2015-11-24,7,37,13.757949952
2015-11-25,15,16,11.3954427904
2015-11-26,6,28,10.221929369600002
2015-11-27,11,14,-6.554370457599999
2015-11-28,0,1,-3.0993273856000005
2015-11-29,0,4,0.3030668288
2015-11-30,7,19,11.8558731264
2015-12-01,10,25,10.927069696
2015-12-02,10,25,14.073864192000002
2015-12-03,5,23,15.902452121600001
2015-12-04,10,8,30.828391424000003
2015-12-05,0,6,15.098098278399998
2015-12-06,0,6,-11.132429004800002
2015-12-07,3,11,24.021228851199997
2015-12-08,10,22,21.8611753984
2015-12-09,3,17,14.071255552
2015-12-10,10,22,16.4372263936
2015-12-11,4,18,-3.016024064
2015-12-12,8,14,-1.434217267200001
2015-12-13,0,11,-6.642388889599999
2015-12-14,11,22,22.9050683392
2015-12-15,9,36,21.742156800000004
2015-12-16,9,27,15.528387584000003
2015-12-17,3,17,0.49434091520000045
2015-12-18,7,18,-1.6496011264000003
2015-12-19,0,5,-5.622590259200001
2015-12-20,0,7,0.5878042623999988
2015-12-21,4,9,3.7212931071999993
2015-12-22,6,8,-0.6299146239999995
2015-12-23,2,28,-2.938331340799998
2015-12-24,0,10,0.23267225600000185
2015-12-25,0,3,-0.4653722623999985
2015-12-26,0,7,2.0552436736000006
2015-12-27,0,2,-1.1381325824
2015-12-28,1,5,3.407475712
2015-12-29,0,16,0.7699564544000006
2015-12-30,0,22,1.9823578112000002
2015-12-31,0,6,2.8797017088
2016-01-01,0,4,-1.377388544
2016-01-02,0,4,9.276549427199999
2016-01-03,0,5,-2.4812196863999993
2016-01-04,2,24,6.8430194688
2016-01-05,0,22,5.665165312
2016-01-06,0,37,12.2128518144
2016-01-07,1,31,25.5848312832
2016-01-08,3,18,7.847953100800002
2016-01-09,0,7,-2.0122326016000027
2016-01-10,0,3,2.264404479999998
2016-01-11,11,7,25.617422335999997
2016-01-12,16,17,14.339372544
2016-01-13,10,12,2.0058027007999986
2016-01-14,4,14,8.006887116799998
2016-01-15,8,16,7.837604864000001
2016-01-16,0,6,1.9012008960000006
2016-01-17,0,4,-5.679727206400001
2016-01-18,6,18,9.634379264
2016-01-19,13,10,11.948011827200002
2016-01-20,12,22,19.676936192
2016-01-21,3,34,14.580783308800001
2016-01-22,5,17,12.2764614656
2016-01-23,0,6,-3.7463644160000005
2016-01-24,2,1,2.326183935999998
2016-01-25,8,14,6.875702886399999
2016-01-26,16,10,11.421128704
2016-01-27,5,15,13.2350942208
2016-01-28,3,14,10.263141171200001
2016-01-29,4,26,6.2637863936
2016-01-30,0,3,-2.9146330111999994
2016-01-31,0,6,4.395533721599999
2016-02-01,10,22,7.364621312
2016-02-02,8,25,11.7892144128
2016-02-03,12,24,19.615619891199998
2016-02-04,14,11,17.3690386432
2016-02-05,11,11,6.443920896
2016-02-06,0,18,7.916925644799999
2016-02-07,1,5,-7.665319833600002
2016-02-08,5,20,6.684686950399998
2016-02-09,13,20,32.7266842624
2016-02-10,15,21,15.208357171200001
2016-02-11,17,8,17.470409011199997
2016-02-12,9,25,45.8304280576
2016-02-13,1,3,1.7290699776000018
2016-02-14,1,3,8.797602201599997
2016-02-15,15,10,3.7772660735999963
2016-02-16,5,19,10.445163007999998
2016-02-17,7,16,23.0020509696
2016-02-18,17,15,-4.597089587199999
2016-02-19,9,19,15.6797147136
2016-02-20,0,4,-0.9988938751999967
2016-02-21,0,1,4.630467379200001
2016-02-22,4,15,12.414975590400001
2016-02-23,7,10,14.306955161600001
2016-02-24,24,23,12.391929344000001
2016-02-25,15,12,33.145089536
2016-02-26,1,30,24.8024772608
2016-02-27,3,3,8.9650700288
2016-02-28,0,2,-6.943413657600001
2016-02-29,9,14,1.3326260223999968
2016-03-01,8,15,16.1222966272
2016-03-02,6,19,14.9299139584
2016-03-03,2,23,36.1089876992
2016-03-04,1,16,13.366701977600002
2016-03-05,0,8,-4.9965283328000005
2016-03-06,0,10,7.485026508799999
2016-03-07,9,13,9.676599500799998
2016-03-08,7,23,18.549102079999997
2016-03-09,15,17,10.6190843904
2016-03-10,4,24,21.0513763328
2016-03-11,7,14,32.2121462784
2016-03-12,1,4,14.906431385600001
2016-03-13,0,5,-4.505861427200003
2016-03-14,1,12,24.923927244799998
2016-03-15,5,28,6.425469337599999
2016-03-16,9,12,-2.6852544512000005
2016-03-17,7,15,14.117110067199999
2016-03-18,7,15,32.6102608896
2016-03-19,1,5,-7.761893990399997
2016-03-20,0,10,-8.1971864576
2016-03-21,12,26,30.093286399999997
2016-03-22,8,13,2.6525635584000025
2016-03-23,8,15,16.0437161984
2016-03-24,14,20,27.7443672064
2016-03-25,13,9,10.6302204928
2016-03-26,0,6,-1.0227299328000008
2016-03-27,0,2,2.9205850111999982
2016-03-28,9,1,11.107110297599998
2016-03-29,7,10,22.10845952
2016-03-30,7,15,14.3230976
2016-03-31,3,6,12.507482316799999
2016-04-01,2,28,17.6490916864
2016-04-02,0,0,-6.2939153408
2016-04-03,0,3,-4.934664499200003
2016-04-04,2,9,3.244296703999998
2016-04-05,0,11,6.0572087296
2016-04-06,3,18,7.631881932800002
2016-04-07,1,14,15.246025728000001
2016-04-08,11,10,11.693384704000001
2016-04-09,0,8,-4.493030195199999
2016-04-10,0,2,-4.4640602112000005
2016-04-11,7,17,7.359179263999999
2016-04-12,4,15,11.0895352832
2016-04-13,18,14,7.706944204800001
2016-04-14,15,15,4.5755805696
2016-04-15,16,12,10.056862412800001
2016-04-16,0,7,-2.7693630463999988
2016-04-17,0,6,-3.584208793600001
2016-04-18,11,11,7.858924748799999
2016-04-19,10,19,6.43328768
2016-04-20,8,10,10.951315456
2016-04-21,8,15,11.793612288000002
2016-04-22,7,29,3.9628341247999996
2016-04-23,0,8,-2.0626493440000004
2016-04-24,0,9,-1.409851392000001
2016-04-25,5,15,9.514796748799998
2016-04-26,6,11,2.90631168
2016-04-27,8,10,7.318078976
2016-04-28,5,19,9.687640576
2016-04-29,1,26,11.867543040000001
2016-04-30,0,9,-3.0371258367999996
2016-05-01,0,3,-0.6272076800000015
2016-05-02,10,5,5.180398284799999
2016-05-03,8,12,14.5465009152
2016-05-04,2,28,17.358544691200002
2016-05-05,11,18,5.5687780352
2016-05-06,5,11,2.662960537599999
2016-05-07,2,4,-4.2843165696000005
2016-05-08,1,2,-3.2458006528000007
2016-05-09,20,18,15.880168652799998
2016-05-10,7,14,8.790578892800001
2016-05-11,3,15,7.4829534208
2016-05-12,1,21,6.4311917568000005
2016-05-13,16,13,5.6365954048
2016-05-14,3,13,-4.0225656832
2016-05-15,0,2,-1.9446342656000013
2016-05-16,8,16,13.8536784896
2016-05-17,12,20,15.234440704
2016-05-18,11,15,8.4664347648
2016-05-19,12,5,7.7834153984
2016-05-20,15,16,5.935487180799999
2016-05-21,0,11,-2.665828556800001
2016-05-22,0,1,-3.742058086400001
2016-05-23,0,20,10.6242994176
2016-05-24,0,18,6.6076568576
2016-05-25,11,16,3.3256001536000017
2016-05-26,8,17,11.872069632
2016-05-27,8,15,5.542324736000001
2016-05-28,0,5,-1.9635716095999998
2016-05-29,0,0,0.7439342591999987
2016-05-30,17,1,-0.7920602112000008
2016-05-31,10,14,6.821159424
2016-06-01,4,19,8.6836630528
2016-06-02,7,6,11.8251831296
2016-06-03,9,18,12.661217484800002
2016-06-04,0,9,-4.2997417983999995
2016-06-05,1,3,-3.5299144704000014
2016-06-06,4,26,5.819296460799999
2016-06-07,8,31,14.8144850944
2016-06-08,14,14,5.548742451200001
2016-06-09,5,15,5.0015053823999995
2016-06-10,5,16,6.2618258432000005
2016-06-11,0,3,-4.8294298624
2016-06-12,0,1,-0.605902131200001
2016-06-13,14,17,8.927033139199999
2016-06-14,16,21,8.370540544
2016-06-15,7,17,4.593888460800001
2016-06-16,8,11,9.8681028608
2016-06-17,12,14,1.0160941056000006
2016-06-18,0,4,-2.7599119360000004
2016-06-19,0,0,-1.3565650944000005
2016-06-20,16,10,5.271661055999999
2016-06-21,7,26,11.342712627200001
2016-06-22,3,31,12.657024921600001
2016-06-23,0,31,11.4461955072
2016-06-24,10,24,1.8716227584
2016-06-25,0,3,0.27659530239999874
2016-06-26,0,1,-2.633836134400001
2016-06-27,5,9,1.5793406975999984
2016-06-28,5,14,6.4796409856
2016-06-29,4,9,-3.4640452607999994
2016-06-30,9,18,8.056373350400001
2016-07-01,6,24,3.713936179200002
2016-07-02,0,1,-2.0366870527999996
2016-07-03,0,1,-1.7401592832000004
2016-07-04,4,5,0.9196994559999996
2016-07-05,4,17,-1.1609206784
2016-07-06,9,19,4.2439931904
2016-07-07,2,29,3.4539710464000004
2016-07-08,2,15,8.25000704
2016-07-09,1,2,-2.933406207999999
2016-07-10,0,2,-1.3505307648000007
2016-07-11,5,23,2.1779972095999995
2016-07-12,8,18,3.8054005760000003
2016-07-13,6,29,2.2929236991999997
2016-07-14,5,22,2.29513984
2016-07-15,4,17,2.235647488
2016-07-16,0,2,-0.7628318719999996
2016-07-17,0,2,-1.1600599040000001
2016-07-18,10,11,6.33853184
2016-07-19,10,11,1.1059440640000002
2016-07-20,8,18,6.4454873088
2016-07-21,7,8,7.52914432
2016-07-22,7,11,7.7852360704
2016-07-23,0,3,-2.7879069696
2016-07-24,0,0,-2.1126747136000015
2016-07-25,4,10,4.659469209599999
2016-07-26,5,7,7.812115456000001
2016-07-27,4,11,11.7353536512
2016-07-28,5,10,4.339970252800001
2016-07-29,7,13,5.8681453567999995
2016-07-30,0,3,-4.229101055999999
2016-07-31,0,7,-2.265483366400001
2016-08-01,4,8,1.516242329599999
2016-08-02,3,26,5.272150528
2016-08-03,3,21,0.44818677760000014
2016-08-04,2,27,8.998862336
2016-08-05,3,17,20.637403136000003
2016-08-06,0,4,-5.3919092736
2016-08-07,1,4,-3.113531904000002
2016-08-08,1,13,5.128010239999998
2016-08-09,1,20,10.241767423999999
2016-08-10,0,10,1.7799170047999997
2016-08-11,2,14,10.5915302912
2016-08-12,3,10,0.23845703679999986
2016-08-13,0,3,-1.5229466623999999
2016-08-14,0,1,-2.4622217216
2016-08-15,2,18,7.5798532095999995
2016-08-16,4,18,8.135161856
2016-08-17,5,18,8.2232307712
2016-08-18,2,12,6.6493820928
2016-08-19,0,15,5.6078647296
2016-08-20,0,1,-3.335786905600001
2016-08-21,0,2,-2.487077376000001
2016-08-22,7,9,4.3619720191999996
2016-08-23,3,11,4.574275072000001
2016-08-24,1,14,5.1327135744
2016-08-25,1,9,5.8261666816
2016-08-26,0,10,3.5248069632000005
2016-08-27,0,4,-2.1903826943999998
2016-08-28,0,0,-1.9012060160000006
2016-08-29,9,10,6.820280729599999
2016-08-30,5,12,3.5187322880000003
2016-08-31,7,11,3.4528449536
2016-09-01,7,9,7.4127347712
2016-09-02,2,12,2.5950399488
2016-09-03,0,4,-1.9237528576000003
2016-09-04,0,2,-1.7799195648000006
2016-09-05,2,11,-1.1276719104000006
2016-09-06,0,29,-0.8441948159999999
2016-09-07,2,14,3.3212546048000005
2016-09-08,2,13,6.721481625600001
2016-09-09,2,22,12.739317657600001
2016-09-10,0,2,-4.059946495999999
2016-09-11,0,2,-1.807603814400001
2016-09-12,3,14,7.8965866496
2016-09-13,2,9,4.4099968
2016-09-14,6,14,4.265822719999999
2016-09-15,9,14,8.108603392
2016-09-16,10,11,11.182720102400001
2016-09-17,12,0,-3.996594483199999
2016-09-18,0,1,-2.712851456000001
2016-09-19,4,19,5.356305919999999
2016-09-20,5,15,14.376125952
2016-09-21,6,8,7.0672180224000005
2016-09-22,0,9,12.197838643199999
2016-09-23,0,18,0.06892011519999919
2016-09-24,0,4,-2.2558572544000004
2016-09-25,0,1,-1.8777415680000007
2016-09-26,6,19,12.996122009599999
2016-09-27,10,12,7.554674176000001
2016-09-28,9,12,4.2492972032
2016-09-29,7,8,1.6403694592000004
2016-09-30,3,14,4.4378227712000005
2016-10-01,0,2,-1.6508274687999998
2016-10-02,0,1,-1.363782246400001
2016-10-03,4,7,8.2862031872
2016-10-04,3,12,7.786719129600001
2016-10-05,7,9,5.045905920000001
2016-10-06,2,6,4.2112156672
2016-10-07,7,11,2.4156422143999996
2016-10-08,0,1,-2.1411600384000002
2016-10-09,0,4,-1.9970409472000006
2016-10-10,1,4,1.7000655871999995
2016-10-11,9,21,6.419712409600001
2016-10-12,1,17,1.374454784000001
2016-10-13,5,9,11.865825177600001
2016-10-14,5,16,7.045885030400001
2016-10-15,0,8,0.9395842048
2016-10-16,0,8,-0.041178214400001245
2016-10-17,7,8,9.6727760896
2016-10-18,5,14,6.132603904
2016-10-19,9,12,6.9408841728
2016-10-20,10,12,12.5765234688
2016-10-21,3,6,6.2205487104
2016-10-22,0,3,-5.4091877376
2016-10-23,0,3,1.0940128255999988
2016-10-24,13,14,8.258985471999999
2016-10-25,13,10,6.0386434048
2016-10-26,7,17,-0.20542484479999956
2016-10-27,5,15,8.921741824
2016-10-28,7,7,6.743381401600001
2016-10-29,0,7,-1.435242700799999
2016-10-30,0,1,-2.887815884800001
2016-10-31,13,14,5.278623231999999
2016-11-01,3,17,16.320843366400002
2016-11-02,9,23,13.6644115456
2016-11-03,4,16,9.657310208
2016-11-04,5,13,-3.3372102656000004
2016-11-05,0,7,-3.9678291968000012
2016-11-06,0,2,-1.454911590400001
2016-11-07,10,13,7.089173708799999
2016-11-08,7,23,4.800155136
2016-11-09,1,12,5.546271539200001
2016-11-10,13,19,12.252001894400001
2016-11-11,6,26,-1.1498372095999985
2016-11-12,0,4,-0.27372554240000113
2016-11-13,0,1,-2.432881971200001
2016-11-14,6,31,4.470417407999999
2016-11-15,5,32,10.6517922816
2016-11-16,4,19,10.0105288704
2016-11-17,3,15,0.21360506879999974
2016-11-18,1,17,4.5829791744
2016-11-19,0,4,-1.5698566144
2016-11-20,0,5,-2.2979813376000005
2016-11-21,13,22,5.525953228799999
2016-11-22,3,17,13.515143168
2016-11-23,6,30,4.367537561600001
2016-11-24,5,8,-2.0786655231999998
2016-11-25,4,5,-2.5459808256000005
2016-11-26,0,2,-1.5196538880000001
2016-11-27,0,2,1.9214921728
2016-11-28,4,23,6.6326894592
2016-11-29,6,17,6.553527296
2016-11-30,5,20,8.9053130752
2016-12-01,4,10,0.032347545600000416
2016-12-02,3,20,2.3215924223999993
2016-12-03,0,6,-1.4889131008000005
2016-12-04,0,3,-0.6392345600000007
2016-12-05,7,16,4.6767319039999995
2016-12-06,1,14,8.8518601728
2016-12-07,2,10,-0.40336005119999907
2016-12-08,0,25,1.7181364224000002
2016-12-09,0,4,5.8926185472
2016-12-10,0,2,-1.7459874815999998
2016-12-11,0,2,-0.6299299840000006
2016-12-12,4,5,4.771857817599999
2016-12-13,21,6,1.9547800576000003
2016-12-14,1,13,0.06853570560000044
2016-12-15,7,4,4.5214007296
2016-12-16,4,22,1.9700625408000003
2016-12-17,0,2,-1.8659506175999998
2016-12-18,0,1,-0.030986035200000206
2016-12-19,16,254,1.1451954175999997
2016-12-20,19,4,0.025023897600000233
2016-12-21,14,13,0.20106280960000023
2016-12-22,10,11,-0.6715283456
2016-12-23,0,5,-0.39970785279999976
2016-12-24,0,0,-0.2854677503999996
2016-12-25,0,0,-0.16679772159999992
2016-12-26,0,2,-0.094205952
2016-12-27,20,2,-0.07860029439999987
2016-12-28,12,0,-0.05625313279999988
2016-12-29,2,4,-0.026857062399999902
2016-12-30,8,4,-0.012469350399999964
2016-12-31,0,1,0.0
2017-01-01,0,0,0.0
2017-01-02,0,3,0.0
2017-01-03,19,6,2.0
2017-01-04,18,6,2.6
2017-01-05,7,4,15.24
2017-01-06,14,17,7.464
2017-01-07,0,7,-2.6912000000000003
2017-01-08,0,4,-1.9998720000000014
2017-01-09,8,19,4.736934399999999
2017-01-10,6,11,17.87868416
2017-01-11,10,14,9.799087616000001
2017-01-12,11,11,5.5228178431999995
2017-01-13,12,13,3.9641658367999995
2017-01-14,0,7,-2.5999171584000003
2017-01-15,0,2,-2.936843366400001
2017-01-16,9,5,-1.8672456704000011
2017-01-17,1,1,4.589411328
2017-01-18,3,10,2.6617880576000017
2017-01-19,0,10,11.633672192000002
2017-01-20,1,13,5.973496832000001
2017-01-21,0,6,0.13789429759999994
2017-01-22,0,1,1.2657844223999994
2017-01-23,4,13,11.654408499199999
2017-01-24,0,9,8.79079168
2017-01-25,5,12,11.241276928
2017-01-26,1,15,7.2634392576
2017-01-27,2,13,14.40869888
2017-01-28,0,4,-1.0701741055999996
2017-01-29,0,3,-3.829522432000001
2017-01-30,1,12,2.904647270399999
2017-01-31,0,21,12.6298184704
2017-02-01,2,12,7.661666918400001
2017-02-02,2,20,17.6242556928
2017-02-03,1,19,5.517206937600001
2017-02-04,0,3,7.673339084799999
2017-02-05,0,2,-5.2645888
2017-02-06,1,14,4.433607065599999
2017-02-07,3,12,17.9886744576
2017-02-08,15,6,17.1147027456
2017-02-09,12,21,19.6234571776
2017-02-10,3,18,4.130594508800002
2017-02-11,0,9,-4.866726195200002
2017-02-12,0,0,-1.976078643200001
2017-02-13,3,15,6.160530022399999
2017-02-14,0,20,21.4403419136
2017-02-15,5,21,13.0031638528
2017-02-16,5,18,2.6830098432000007
2017-02-17,10,14,10.4590111744
2017-02-18,0,5,-0.07959633920000009
2017-02-19,0,1,-3.1303382016000008
2017-02-20,12,13,0.5371568127999984
2017-02-21,12,6,10.8015193088
2017-02-22,14,18,12.035736064000002
2017-02-23,10,11,7.882219417600002
2017-02-24,6,16,6.1316509696
2017-02-25,0,0,-4.4496425984000005
2017-02-26,0,0,-1.1889655808000006
2017-02-27,2,26,2.5697170431999994
2017-02-28,5,32,10.3645427712
2017-03-01,2,20,15.7389051904
2017-03-02,4,19,7.725982310400001
2017-03-03,0,14,3.1199716352000006
2017-03-04,0,3,9.1505122304
2017-03-05,0,7,-4.4959853568
2017-03-06,8,19,7.875427225599998
2017-03-07,7,17,8.662595379199999
2017-03-08,9,18,11.897851392
2017-03-09,11,21,5.7702069248
2017-03-10,10,20,11.331705344
2017-03-11,1,2,-6.4551591936
2017-03-12,0,1,-3.394463641600001
2017-03-13,10,10,12.7059610624
2017-03-14,10,21,9.3842968576
2017-03-15,15,13,12.7087850496
2017-03-16,11,17,3.6028971008
2017-03-17,6,15,15.7116142592
2017-03-18,0,8,-5.111663308799999
2017-03-19,0,2,-1.0407149568000023
2017-03-20,6,22,11.896448
2017-03-21,11,17,1.8825318400000004
2017-03-22,5,24,7.7551068160000005
2017-03-23,3,22,9.136306278400001
2017-03-24,5,13,4.5587478528
2017-03-25,0,6,-2.8362152959999998
2017-03-26,0,1,-1.1017959424000008
