,facebook/react,jquery/jquery,angular/angular
2014-11-11,3,0,0.7099609375
2014-11-12,1,0,2.29058837890625
2014-11-13,4,0,-2.770111083984375
2014-11-14,0,0,19.0196533203125
2014-11-15,6,0,-9.525161743164062
2014-11-16,4,1,-3.2903594970703125
2014-11-17,19,0,-0.563323974609375
2014-11-18,15,0,5.528900146484375
2014-11-19,9,0,-1.3124847412109375
2014-11-20,2,0,2.050811767578125
2014-11-21,7,0,-3.73797607421875
2014-11-22,0,0,-0.3912353515625
2014-11-23,0,0,-0.372894287109375
2014-11-24,5,0,0.9270782470703125
2014-11-25,13,0,8.488372802734375
2014-11-26,9,0,0.3950042724609375
2014-11-27,4,0,-4.6376190185546875
2014-11-28,1,0,-1.5991668701171875
2014-11-29,0,0,-0.9114837646484375
2014-11-30,2,0,-0.578033447265625
2014-12-01,8,0,2.5746307373046875
2014-12-02,8,1,2.1787261962890625
2014-12-03,8,4,5.375579833984375
2014-12-04,2,2,1.124847412109375
2014-12-05,3,2,-0.432647705078125
2014-12-06,1,2,2.51171875
2014-12-07,3,0,-4.3583984375
2014-12-08,5,4,14.41650390625
2014-12-09,1,8,-7.963104248046875
2014-12-10,4,2,-1.1808013916015625
2014-12-11,1,1,1.38385009765625
2014-12-12,4,0,2.70916748046875
2014-12-13,3,1,-1.316070556640625
2014-12-14,11,0,-3.0557861328125
2014-12-15,4,2,-1.304718017578125
2014-12-16,5,0,-0.7978515625
2014-12-17,4,4,2.416839599609375
2014-12-18,19,0,3.1933746337890625
2014-12-19,5,0,-3.107391357421875
2014-12-20,2,0,-0.9830322265625
2014-12-21,2,0,-0.534423828125
2014-12-22,4,0,-0.3100738525390625
2014-12-23,7,6,-0.1982421875
2014-12-24,1,0,0.84912109375
2014-12-25,2,3,-0.619842529296875
2014-12-26,0,1,-0.2231903076171875
2014-12-27,0,0,-0.1170501708984375
2014-12-28,0,0,-0.0390625
2014-12-29,5,0,5.97265625
2014-12-30,3,0,0.9794921875
2014-12-31,2,0,-2.76611328125
2015-01-01,1,0,-0.888092041015625
2015-01-02,2,0,-0.4952850341796875
2015-01-03,0,2,-0.3203125
2015-01-04,0,0,-0.232421875
2015-01-05,12,1,-0.1787109375
2015-01-06,1,0,4.85699462890625
2015-01-07,6,4,8.382171630859375
2015-01-08,2,0,-0.16864013671875
2015-01-09,2,1,5.3125
2015-01-10,1,0,-6.6328125
2015-01-11,1,6,-2.19140625
2015-01-12,3,3,1.7373046875
2015-01-13,17,3,2.63916015625
2015-01-14,4,1,-0.514190673828125
2015-01-15,7,0,4.1871795654296875
2015-01-16,11,0,-1.6643829345703125
2015-01-17,3,0,-2.036224365234375
2015-01-18,1,0,-1.737030029296875
2015-01-19,1,2,-0.81884765625
2015-01-20,5,0,10.447540283203125
2015-01-21,12,0,-0.9111785888671875
2015-01-22,18,0,9.829513549804688
2015-01-23,12,0,-1.5057220458984375
2015-01-24,2,0,-5.1239471435546875
2015-01-25,2,1,-2.7919158935546875
2015-01-26,5,1,-0.4825897216796875
2015-01-27,41,0,7.50146484375
2015-01-28,10,0,-0.367156982421875
2015-01-29,0,5,-1.2694549560546875
2015-01-30,6,3,-1.0977020263671875
2015-01-31,11,0,-2.326904296875
2015-02-01,1,0,-0.9888763427734375
2015-02-02,20,0,-0.5904998779296875
2015-02-03,11,0,-0.420806884765625
2015-02-04,12,1,-0.3255157470703125
2015-02-05,11,2,21.746994018554688
2015-02-06,14,0,6.8739471435546875
2015-02-07,2,0,-7.8089141845703125
2015-02-08,1,0,-5.646820068359375
2015-02-09,12,0,-0.484375
2015-02-10,8,1,6.4453125
2015-02-11,9,2,0.150390625
2015-02-12,13,0,-2.0830078125
2015-02-13,10,0,3.44927978515625
2015-02-14,8,6,-2.196380615234375
2015-02-15,1,0,-0.332733154296875
2015-02-16,2,0,-0.85418701171875
2015-02-17,19,1,12.78778076171875
2015-02-18,9,0,6.4560546875
2015-02-19,20,3,-0.0678558349609375
2015-02-20,20,0,-1.251708984375
2015-02-21,2,0,2.4376373291015625
2015-02-22,12,0,-7.2010955810546875
2015-02-23,3,0,1.2248687744140625
2015-02-24,10,0,2.2823944091796875
2015-02-25,2,0,8.29205322265625
2015-02-26,8,0,17.589187622070312
2015-02-27,5,0,-9.748184204101562
2015-02-28,3,0,-4.75201416015625
2015-03-01,3,0,-4.8231048583984375
2015-03-02,10,0,7.5932159423828125
2015-03-03,14,0,1.4515380859375
2015-03-04,3,2,-4.3961181640625
2015-03-05,8,1,-2.48468017578125
2015-03-06,9,0,-1.2810516357421875
2015-03-07,1,0,0.253509521484375
2015-03-08,2,2,-1.794189453125
2015-03-09,7,2,3.2358245849609375
2015-03-10,46,0,3.50775146484375
2015-03-11,69,0,4.127960205078125
2015-03-12,3,0,2.79522705078125
2015-03-13,5,0,13.376708984375
2015-03-14,12,0,-6.3999786376953125
2015-03-15,0,0,-5.9706878662109375
2015-03-16,21,3,-0.553070068359375
2015-03-17,13,2,9.4134521484375
2015-03-18,2,0,7.6199951171875
2015-03-19,7,0,5.049530029296875
2015-03-20,7,1,-8.8038330078125
2015-03-21,2,0,9.247467041015625
2015-03-22,1,0,-7.4153289794921875
2015-03-23,10,1,-0.2039642333984375
2015-03-24,13,1,9.85955810546875
2015-03-25,25,2,-4.954803466796875
2015-03-26,21,1,12.929046630859375
2015-03-27,10,0,1.7346954345703125
2015-03-28,6,1,-5.1126861572265625
2015-03-29,3,0,-6.108428955078125
2015-03-30,15,4,-0.780487060546875
2015-03-31,5,0,8.305694580078125
2015-04-01,14,0,4.0386962890625
2015-04-02,14,0,10.101531982421875
2015-04-03,2,0,-1.73193359375
2015-04-04,1,0,-5.8690185546875
2015-04-05,7,0,-4.8537750244140625
2015-04-06,0,0,5.6837310791015625
2015-04-07,8,0,0.50067138671875
2015-04-08,19,0,2.89715576171875
2015-04-09,18,0,-1.0911712646484375
2015-04-10,7,0,29.234176635742188
2015-04-11,1,0,-12.953765869140625
2015-04-12,0,0,-7.35150146484375
2015-04-13,8,3,19.926254272460938
2015-04-14,4,0,2.669677734375
2015-04-15,2,0,-3.12384033203125
2015-04-16,3,0,16.223846435546875
2015-04-17,7,0,0.899017333984375
2015-04-18,8,0,-8.812179565429688
2015-04-19,2,0,-8.688262939453125
2015-04-20,8,1,11.02203369140625
2015-04-21,3,0,5.9068145751953125
2015-04-22,11,1,-9.780303955078125
2015-04-23,2,0,1.7939605712890625
2015-04-24,5,0,-1.198516845703125
2015-04-25,2,0,-3.151153564453125
2015-04-26,4,0,-3.160675048828125
2015-04-27,8,3,27.474090576171875
2015-04-28,6,0,8.493072509765625
2015-04-29,11,1,-2.3887481689453125
2015-04-30,3,2,-4.28326416015625
2015-05-01,5,0,5.38214111328125
2015-05-02,3,0,-10.779525756835938
2015-05-03,2,6,-4.1285858154296875
2015-05-04,6,4,5.448394775390625
2015-05-05,9,10,1.180877685546875
2015-05-06,1,0,12.096939086914062
2015-05-07,7,1,9.76385498046875
2015-05-08,7,0,18.016937255859375
2015-05-09,0,0,-18.51275634765625
2015-05-10,2,0,-5.523834228515625
2015-05-11,6,2,10.1650390625
2015-05-12,3,7,17.714111328125
2015-05-13,13,1,0.147247314453125
2015-05-14,7,0,-2.8769683837890625
2015-05-15,2,0,-2.6685791015625
2015-05-16,12,0,-7.3502044677734375
2015-05-17,1,0,-5.05889892578125
2015-05-18,4,0,21.362640380859375
2015-05-19,6,3,29.15679931640625
2015-05-20,10,0,2.1094207763671875
2015-05-21,7,0,-11.8487548828125
2015-05-22,16,0,20.335479736328125
2015-05-23,0,0,-17.116912841796875
2015-05-24,1,0,-10.136093139648438
2015-05-25,0,0,-5.134124755859375
2015-05-26,3,0,4.543701171875
2015-05-27,7,0,11.421295166015625
2015-05-28,6,0,8.189682006835938
2015-05-29,3,3,10.1793212890625
2015-05-30,1,0,-9.5592041015625
2015-05-31,2,0,-9.097366333007812
2015-06-01,8,4,6.1329498291015625
2015-06-02,12,0,25.580078125
2015-06-03,4,0,0.515380859375
2015-06-04,27,0,1.92120361328125
2015-06-05,8,1,3.058380126953125
2015-06-06,2,0,-12.70770263671875
2015-06-07,2,0,-5.617156982421875
2015-06-08,15,0,9.960739135742188
2015-06-09,7,0,14.48187255859375
2015-06-10,11,0,2.3846435546875
2015-06-11,13,1,8.750198364257812
2015-06-12,8,0,11.390869140625
2015-06-13,5,7,-13.805084228515625
2015-06-14,1,0,-3.822662353515625
2015-06-15,11,0,8.356689453125
2015-06-16,13,6,9.202285766601562
2015-06-17,16,2,-1.103668212890625
2015-06-18,11,0,-1.46575927734375
2015-06-19,4,1,6.57672119140625
2015-06-20,2,0,-6.8450469970703125
2015-06-21,2,0,-6.742431640625
2015-06-22,13,1,3.042510986328125
2015-06-23,3,1,0.134735107421875
2015-06-24,15,0,9.462615966796875
2015-06-25,8,1,0.1710968017578125
2015-06-26,10,0,7.7554931640625
2015-06-27,7,3,-11.073043823242188
2015-06-28,1,0,-3.7986907958984375
2015-06-29,8,0,19.88482666015625
2015-06-30,5,0,-4.4052886962890625
2015-07-01,4,1,12.210800170898438
2015-07-02,17,0,-9.1260986328125
2015-07-03,8,0,2.5882415771484375
2015-07-04,8,0,-7.482635498046875
2015-07-05,8,0,-3.000732421875
2015-07-06,6,1,5.2158203125
2015-07-07,6,1,11.21197509765625
2015-07-08,10,3,18.129852294921875
2015-07-09,23,0,-4.03564453125
2015-07-10,11,0,-2.68902587890625
2015-07-11,8,1,-4.852874755859375
2015-07-12,5,1,-1.7104949951171875
2015-07-13,13,1,4.22314453125
2015-07-14,5,1,3.119293212890625
2015-07-15,9,0,7.2190399169921875
2015-07-16,4,0,7.4866943359375
2015-07-17,14,0,3.336334228515625
2015-07-18,2,0,-12.230361938476562
2015-07-19,2,0,-4.3839569091796875
2015-07-20,9,2,4.44061279296875
2015-07-21,14,0,1.752593994140625
2015-07-22,8,0,5.3475494384765625
2015-07-23,13,0,7.26385498046875
2015-07-24,8,0,8.756942749023438
2015-07-25,4,0,-8.933197021484375
2015-07-26,1,0,-6.251708984375
2015-07-27,11,3,10.16943359375
2015-07-28,7,2,9.667633056640625
2015-07-29,5,0,0.0463409423828125
2015-07-30,6,2,1.9763946533203125
2015-07-31,7,0,14.162612915039062
2015-08-01,5,0,-15.785446166992188
2015-08-02,1,0,-5.2371978759765625
2015-08-03,6,2,7.08087158203125
2015-08-04,3,0,7.028045654296875
2015-08-05,3,0,-7.7231903076171875
2015-08-06,11,0,0.585968017578125
2015-08-07,5,0,9.30963134765625
2015-08-08,5,0,-7.01544189453125
2015-08-09,1,0,-1.9903564453125
2015-08-10,6,1,7.1767578125
2015-08-11,14,0,0.54388427734375
2015-08-12,11,0,7.236907958984375
2015-08-13,8,0,4.320587158203125
2015-08-14,13,0,-3.3616943359375
2015-08-15,2,0,-3.2954559326171875
2015-08-16,0,2,-3.177947998046875
2015-08-17,7,0,4.534027099609375
2015-08-18,2,0,11.065521240234375
2015-08-19,16,0,14.10443115234375
2015-08-20,12,0,-0.1376800537109375
2015-08-21,6,0,-1.2710113525390625
2015-08-22,13,0,-7.9806365966796875
2015-08-23,0,0,5.048095703125
2015-08-24,3,0,3.3335723876953125
2015-08-25,5,0,4.4326019287109375
2015-08-26,1,0,-6.8590850830078125
2015-08-27,1,0,4.7861328125
2015-08-28,9,0,3.432891845703125
2015-08-29,4,0,-8.291061401367188
2015-08-30,1,0,-3.0055694580078125
2015-08-31,5,0,22.243255615234375
2015-09-01,18,0,-3.22723388671875
2015-09-02,4,0,-4.8444061279296875
2015-09-03,7,0,7.6821746826171875
2015-09-04,9,0,6.0966033935546875
2015-09-05,3,0,2.32501220703125
2015-09-06,0,0,-10.229385375976562
2015-09-07,0,12,-3.771484375
2015-09-08,5,15,3.688720703125
2015-09-09,26,0,7.35821533203125
2015-09-10,15,0,1.215972900390625
2015-09-11,1,2,29.902862548828125
2015-09-12,3,0,-14.157058715820312
2015-09-13,2,0,-7.6541595458984375
2015-09-14,11,4,7.8679351806640625
2015-09-15,6,0,21.7783203125
2015-09-16,10,0,-3.99163818359375
2015-09-17,2,0,3.416595458984375
