,apache/avro,apache/thrift,protocolbuffers/protobuf
2009-06-12,-0.15361592668125007,0,-1.12758252853125
2009-06-13,-0.07531721676562504,0,-0.5386736935281249
2009-06-14,-0.06014513823281251,0,0.66601634706875
2009-06-15,0.9620854525,0,2.500794
2009-06-16,-0.33175343353125014,0,-0.15756395000000012
2009-06-17,0.8678331735343751,1,7.20310918
2009-06-18,0.6405,1,-2.8250839145625
2009-06-19,0.5548375000000001,0,-1.1357948364624995
2009-06-20,-0.4942202499999999,0,0.3442290610343752
2009-06-21,-0.22794336249999989,0,2.2601798887499998
2009-06-22,-0.14834002374999997,0,2.661208599484375
2009-06-23,2.8909596707343748,0,2.1590822627203123
2009-06-24,-0.9855417994828126,1,-1.0469476464640626
2009-06-25,3.626885146984375,0,11.751195102642187
2009-06-26,-1.4269174037484378,0,-4.624758918362501
2009-06-27,-0.5699476299984373,0,-0.792830861249999
2009-06-28,-0.34074416323281237,0,3.6015845119843757
2009-06-29,-0.23049258749999996,0,-2.3869988585296875
2009-06-30,0.82424717875,0,0.8257696857390626
2009-07-01,2.5592463997031247,0,-0.3771115062437502
2009-07-02,3.8784206653015625,3,1.942812321553125
2009-07-03,-0.9380068670625001,0,6.484137156314062
2009-07-04,1.9020038470687504,0,-1.1667709582765626
2009-07-05,-1.4527077499999999,0,-1.8287660855156245
2009-07-06,0.31224588750000026,0,7.024263527939063
2009-07-07,0.24393638875000012,0,0.9414267738359374
2009-07-08,0.2556393994843751,0,7.52135970521875
2009-07-09,0.26705845522031235,0,2.75839723551875
2009-07-10,-0.7135961847765626,0,-0.9687334785296873
2009-07-11,-0.37504835417968757,0,-1.8340905213234375
2009-07-12,-0.21387717602968762,0,-1.8786736393937495
2009-07-13,-0.15287112594843755,1,-1.1337884664656248
2009-07-14,2.912164896984375,1,-0.8236807041250003
2009-07-15,-0.9716982662484377,0,-0.6540361979250003
2009-07-16,0.6365825962515627,0,-0.4453645743375006
2009-07-17,-0.5079601299984375,4,0.6728761665624994
2009-07-18,0.7609290867671875,0,-0.46167131667656286
2009-07-19,-0.44866075,0,-0.16162695646406255
2009-07-20,0.7849949125000001,0,3.9269165867671876
2009-07-21,-0.44609207125000006,9,2.7598374999999997
2009-07-22,0.783926487203125,0,6.35027975
2009-07-23,-0.4489277634484376,1,1.9187191375000001
2009-07-24,-0.18432007926562496,1,-1.7576072737499997
2009-07-25,-0.12176093698281248,0,0.40359228323437546
2009-07-26,-0.07932007926562504,0,0.4506121367671876
2009-07-27,-0.06226093698281252,1,-1.4770270449999998
2009-07-28,2.960842420734375,0,-0.8433466120625001
2009-07-29,-0.9325406869828127,5,6.38505172750625
2009-07-30,-0.3308767167656248,1,-0.539180118306251
2009-07-31,2.8079165867671874,5,1.351989611559375
2009-08-01,-1.0204875000000002,0,6.305229944570312
2009-08-02,-0.40416074999999974,0,2.801611105735937
2009-08-03,-0.24834258749999988,1,-0.1657870099968748
2009-08-04,-0.17735932125,0,5.623939136034376
2009-08-05,-0.13679090029687513,1,2.33827660875
2009-08-06,-0.11059282719843755,0,0.48386884764062543
2009-08-07,-0.05687182125000001,0,0.025234952589062942
2009-08-08,-0.04763015029687513,0,2.5463989082375003
2009-08-09,-0.04075023969843757,0,-2.883087203823438
2009-08-10,0.0,0,2.51048217229375
2009-08-11,0.0,0,0.8426575053062497
2009-08-12,2.0,0,0.0153956836765623
2009-08-13,-0.6000000000000001,1,-0.6512005389562503
2009-08-14,-0.20999999999999985,1,-0.1674334802093751
2009-08-15,-0.11899999999999994,0,-0.9601186719781252
2009-08-16,-0.080325,0,5.452756976473437
2009-08-17,-0.05944049999999999,0,-0.17269174866406267
2009-08-18,6.953438275,0,-1.4668231633124997
2009-08-19,-2.1379145475000003,0,-0.7598794632281249
2009-08-20,-0.7667534335312495,2,-0.4747168094796876
2009-08-21,0.5563331735343752,0,-0.32064731698125004
2009-08-22,-0.5811375000000001,0,-0.22858580499843756
2009-08-23,-0.3130417499999999,0,-0.17388878073281255
2009-08-24,-0.22246603749999994,0,-0.13317484809375027
2009-08-25,0.82713658375,0,2.8867460870718746
2009-08-26,-0.44085726735937536,0,-0.9271668264656252
2009-08-27,0.7766352448703124,1,1.6850000000000003
2009-08-28,0.62154272625,0,1.2215
2009-08-29,-0.461039216765625,0,0.06951250000000009
2009-08-30,-0.2078036632328124,0,-0.7181607499999998
2009-08-31,0.8770566375000001,0,7.6258324125
2009-09-01,-0.38884002375000004,5,-0.6561373212500001
2009-09-02,0.8261221707343751,2,0.3662051247031255
2009-09-03,1.5846784505171874,0,-1.4409467621984373
2009-09-04,2.220003509484375,0,-0.7432488435312499
2009-09-05,-1.2286803799984374,0,-0.5149645337468751
2009-09-06,-0.5110267757328122,0,1.63094405676875
2009-09-07,-0.30750252374999987,0,-0.8712438282328127
2009-09-08,0.780914420734375,0,-0.42149000662500025
2009-09-09,-0.46826316198281254,1,4.70266471310625
2009-09-10,-0.22863385176562495,0,-1.6392452599968754
2009-09-11,0.8382913319859374,0,0.38839267353437523
2009-09-12,-0.4149594767625002,0,-0.6440617249999999
2009-09-13,-0.17547048969843748,0,-0.34372704749999994
2009-09-14,-0.08278086249999997,0,-0.23985468353125006
2009-09-15,-0.05911977375,0,1.816266361034375
2009-09-16,-0.04559696676562504,2,-0.7245066187500001
2009-09-17,-0.03686427573281252,1,-0.31266444632812507
2009-09-18,-0.018957273750000003,0,-0.20587433991406257
2009-09-19,-0.015876716765625045,1,-0.09620171676562504
2009-09-20,-0.013583413232812524,0,-0.07302391323281252
2009-09-21,0.0,1,-0.04656172499999999
2009-09-22,3.0,0,-0.037914547500000007
2009-09-23,2.0999999999999996,0,-0.03175343353125009
2009-09-24,1.7850000000000001,1,-0.027166826465625047
2009-09-25,3.6065,1,0.0
2009-09-26,-2.1139875,0,1.0
2009-09-27,-0.9131482499999996,0,-0.30000000000000004
2009-09-28,-0.5769908374999998,0,-0.10499999999999993
2009-09-29,-0.41668765874999997,0,-0.05949999999999997
2009-09-30,1.677054190953125,0,-0.0401625
2009-10-01,-0.8616565237453128,2,-0.029720249999999997
2009-10-02,-0.3931667587453126,1,-0.023280862499999996
2009-10-03,-0.23913382352656273,0,-0.018957273750000003
2009-10-04,-0.1482420661640626,0,-0.015876716765625045
2009-10-05,-0.05944049999999999,0,-0.013583413232812524
2009-10-06,1.9534382750000001,0,0.0
2009-10-07,1.3620854525,0,1.0
2009-10-08,0.15824656646875002,0,-0.30000000000000004
2009-10-09,3.3438331735343754,0,-0.10499999999999993
2009-10-10,-1.5043250000000001,0,-0.05949999999999997
2009-10-11,-0.6192654999999997,0,-0.0401625
2009-10-12,-0.3841647249999999,0,1.97027975
2009-10-13,-0.27484652249999997,0,-0.6232808625
2009-10-14,1.78817015646875,0,-0.22895727374999986
2009-10-15,3.228999016253125,2,-0.134876716765625
2009-10-16,-1.52887263823125,0,-0.09390841323281252
2009-10-17,-0.6160902802953123,0,-0.05944049999999999
2009-10-18,-0.37265865293125,0,-0.04656172499999999
2009-10-19,-0.22009049999999997,0,-0.037914547500000007
2009-10-20,2.834557275,0,-0.03175343353125009
2009-10-21,1.9689620024999999,2,-0.027166826465625047
2009-10-22,0.67741747146875,0,0.0
2009-10-23,-0.18417369352812507,0,0.0
2009-10-24,-0.8633211529312499,0,0.0
2009-10-25,-0.43364824999999985,0,0.0
2009-10-26,-0.29882833749999993,0,0.0
2009-10-27,1.77368259125,2,0.0
2009-10-28,0.21921605345312478,1,0.0
2009-10-29,-0.6595757999953126,0,0.0
2009-10-30,0.6845390530203125,0,1.0
2009-10-31,0.5171314567687499,0,-0.30000000000000004
2009-11-01,-0.5181864132328124,0,-0.10499999999999993
2009-11-02,-0.24078197499999987,0,0.9405
2009-11-03,1.83914209,1,3.6598375
2009-11-04,-0.7205934572812502,1,-1.3347202500000002
2009-11-05,1.69395534426875,0,-0.5027808624999996
2009-11-06,-0.7748215494828126,0,-0.29711977374999987
2009-11-07,0.6748410094843751,0,-0.20624696676562504
2009-11-08,-0.5079006299984375,0,-0.1557452757328125
2009-11-09,0.7545298617671876,1,-0.11208072374999999
2009-11-10,3.5431449525,0,-0.09170581176562506
2009-11-11,1.57652234146875,2,-0.0770902802953127
2009-11-12,2.5256983760343754,4,0.9456663470687499
2009-11-13,0.15180320396875002,1,-0.30000000000000004
2009-11-14,-0.4349943502156246,0,2.895
2009-11-15,-1.0265260792656248,0,0.04049999999999987
2009-11-16,0.40052511301718763,0,-0.6551624999999999
2009-11-17,1.2797456007343748,1,-0.31322024999999987
2009-11-18,-1.0316885515453127,0,-0.20326836249999997
2009-11-19,3.476425126771875,1,-0.14828052374999998
2009-11-20,9.475384983239062,0,-0.11543955426562502
2009-11-21,0.06491038978749941,0,-0.09373609698281253
2009-11-22,-2.7187649057312493,0,-0.06658742404687513
2009-11-23,-1.3142524119828118,0,-0.056626956464062614
2009-11-24,2.1475402357343754,0,-0.013583413232812524
2009-11-25,0.4739669532359372,0,1.0
2009-11-26,-1.3929664089656248,0,-0.30000000000000004
2009-11-27,-0.7536603283125,0,4.8950000000000005
2009-11-28,-0.5442941323531256,0,-0.5595000000000001
2009-11-29,-0.38241016262343785,0,-0.8651624999999997
2009-11-30,-0.1836167404312501,0,-0.4322202499999998
2009-12-01,1.89656645375,0,0.7164066375
2009-12-02,-0.6855446977968752,0,-0.5077210237500001
2009-12-03,0.7174963267703125,1,-0.26700127926562495
2009-12-04,1.553833173534375,0,-0.1911506444828125
2009-12-05,0.21467499999999995,0,0.8614966424218747
2009-12-06,-0.6289404999999999,0,2.5864859670703124
2009-12-07,-0.31072422499999985,2,2.9581357242671875
2009-12-08,0.7925402025,1,-1.59345727375
2009-12-09,0.5453627039687499,3,-0.6545392167656247
2009-12-10,0.472593924784375,0,-0.4017911632328124
2009-12-11,-0.541572126765625,0,1.7269083875
2009-12-12,-0.2689566205140625,0,-0.80768086125
2009-12-13,-0.17242629323125006,0,-0.3758719880156249
2009-12-14,-0.1067470257328125,0,-0.2560426585296876
2009-12-15,3.92804161375,0,-0.18458210676093773
2009-12-16,-1.2581148530156252,0,-0.1137741529312501
2009-12-17,-0.46841740374843727,0,-0.04656172499999999
2009-12-18,-0.26746012999843743,2,6.9620854525
2009-12-19,-0.17423341323281252,0,-1.1317534335312507
2009-12-20,-0.11888099999999999,0,-0.06216682646562455
2009-12-21,-0.09312344999999998,0,6.1785000000000005
2009-12-22,-0.07582909500000001,0,6.4543625
2009-12-23,-0.06350686706250018,0,5.257295750000001
2009-12-24,-0.054333652931250094,0,-3.294348787499999
2009-12-25,0.0,0,-2.2473395287499995
2009-12-26,0.0,0,-1.363379403609375
2009-12-27,0.0,0,-0.9813286706453127
2009-12-28,0.0,1,-0.6793335587484376
2009-12-29,3.0,0,3.4654160931578124
2009-12-30,0.09999999999999987,0,1.3681293302296866
2009-12-31,6.385,2,-0.604098443735938
2010-01-01,-2.3835000000000006,0,3.008872564139063
2010-01-02,-0.9149874999999994,0,0.34226658676718746
2010-01-03,-0.5458232499999998,0,-0.3188684999999998
2010-01-04,0.6192996625,0,4.0295533
2010-01-05,1.41180556625,0,0.9399580675000001
2010-01-06,0.06544653845312487,2,0.17263444918750004
2010-01-07,1.2411721272859375,0,1.4738524730218752
2010-01-08,4.011117069407812,0,2.3019494735359376
2010-01-09,-0.9746291426296878,0,0.9586255597046875
2010-01-10,2.9331161375000003,0,-1.8894344227124997
2010-01-11,-0.77806424875,3,0.0593995005187502
2010-01-12,6.883174873234376,0,3.0752887066890624
2010-01-13,1.9573804044859373,0,-0.7676728514609379
2010-01-14,4.21276734676875,0,0.9088403055203127
2010-01-15,-0.42344757801406274,5,1.7963688407374998
2010-01-16,0.4978486159562503,1,1.4790008219890622
2010-01-17,-2.2529782404296874,0,-0.6182881657281252
2010-01-18,3.794466795954688,0,-1.0563762134484374
2010-01-19,2.654697877803125,1,1.4215853257343751
2010-01-20,1.3670021963921872,0,0.9882424709546873
2010-01-21,-0.502255143440625,1,-0.11729075469687489
2010-01-22,6.175919007726563,0,-0.8307715055140624
2010-01-23,-2.396999614176563,0,-0.45927466051250004
2010-01-24,-1.773035952495312,0,-0.3066031637453126
2010-01-25,0.9678530790515627,1,-0.20279168146406257
2010-01-26,7.692466097421875,1,-0.12777993573281252
2010-01-27,-1.4576159699921876,0,-0.0929488435312501
2010-01-28,-1.049305630726562,0,0.9221224662531249
2010-01-29,2.6131488610374998,0,0.6569564567687498
2010-01-30,-2.0180408343406255,0,-0.4185834132328125
2010-01-31,-0.9984129976281249,0,-0.1644999999999999
2010-02-01,-0.5986287232328124,0,1.9003375
2010-02-02,5.56069912771875,0,-0.6698827500000001
2010-02-03,0.8498663126437491,0,-0.26300111249999986
2010-02-04,9.203915123623437,0,-0.16123813624999994
2010-02-05,-3.09087263823125,0,1.884841009484375
2010-02-06,2.048434719704688,0,-0.6889006299984377
2010-02-07,-2.31264265293125,0,-0.2701451382328124
2010-02-08,-0.1501334249999995,0,1.8430854525
2010-02-09,3.91132852,0,0.2879215664687498
2010-02-10,-1.2035918593437502,3,0.40339267353437513
2010-02-11,-0.36432250344375006,0,-0.5705617249999999
2010-02-12,-1.070137347870313,1,-0.2827395474999999
2010-02-13,-0.6361561073265627,0,-0.19085643353125004
2010-02-14,-0.3486348927953127,0,-0.14361130146562504
2010-02-15,1.74042201081875,1,-0.09091566000000001
2010-02-16,4.236335801984374,1,0.9260084302187499
2010-02-17,-1.8452051333109378,4,-0.36200081698125014
2010-02-18,-0.7467510566796873,5,2.8655398700015624
2010-02-19,7.592714870001562,1,-0.9730834132328127
2010-02-20,-1.673836413232813,0,-0.35516249999999977
2010-02-21,-0.33516297499999936,0,-0.2082202499999999
2010-02-22,-1.0353188599999998,0,-0.1437683625
2010-02-23,3.38766019771875,2,0.89188197625
2010-02-24,-1.6439749102937504,0,-0.38571930426562506
2010-02-25,2.2559532838359377,0,-0.17545523448281247
2010-02-26,-1.3426593025,2,-0.1071301502968751
2010-02-27,-0.6449018703750001,1,-0.08091273969843757
2010-02-28,-0.44088229637812515,1,-0.029720249999999997
2010-03-01,-0.24307107999843755,0,-0.023280862499999996
2010-03-02,0.8214267417671874,3,-0.018957273750000003
2010-03-03,4.5666505454375,0,-0.015876716765625045
2010-03-04,3.2837945258187498,0,-0.013583413232812524
2010-03-05,0.867869849703125,1,0.0
2010-03-06,-1.8034127396984374,0,0.0
2010-03-07,-0.8430327499999997,0,0.0
2010-03-08,0.4488053875000001,0,0.0
2010-03-09,-0.70445033625,37,0.0
2010-03-10,-0.42122814801562497,1,0.0
2010-03-11,-0.31709595331093776,0,0.0
2010-03-12,3.755665028757812,0,0.0
2010-03-13,-1.3452674664609379,0,0.0
2010-03-14,-0.48403110219843726,0,0.0
2010-03-15,1.7430427262500001,0,0.0
2010-03-16,-0.7765267167656251,1,0.0
2010-03-17,2.6575355867671875,1,0.0
2010-03-18,-0.11212345000000012,0,0.0
2010-03-19,1.2288459050000002,0,0.0
2010-03-20,-1.0064473670625,0,0.0
2010-03-21,-0.4908828779312499,0,0.0
2010-03-22,-0.2862377974999999,1,0.0
2010-03-23,-0.21164127103125008,2,0.0
2010-03-24,0.833239989784375,0,0.0
2010-03-25,2.586850850953125,0,0.0
2010-03-26,-1.0995415039640628,8,0.0
2010-03-27,-0.41983684676406235,3,0.0
2010-03-28,-0.24582932646562494,1,0.0
2010-03-29,-0.15020775,2,0.0
2010-03-30,-0.11244161249999998,0,0.0
2010-03-31,-0.08879986124999999,0,0.0
2010-04-01,0.9272514619843749,0,1.0
2010-04-02,-0.3612135635296877,0,-0.30000000000000004
2010-04-03,4.854249760301562,6,-0.10499999999999993
2010-04-04,0.4404999999999999,1,-0.05949999999999997
2010-04-05,0.8348375000000003,1,1.9598375
2010-04-06,0.8627797500000001,0,-0.6297202500000001
2010-04-07,-0.15309336249999994,0,-0.23328086249999985
2010-04-08,0.1231164762500001,0,-0.13795727374999994
