,middleman/middleman,jekyll/jekyll,getpelican/pelican
2010-10-16,1,0.0,5.0
2010-10-17,0,0.0,4.0
2010-10-18,0,0.0,0.0
2010-10-19,0,0.0,0.0
2010-10-20,1,0.0,0.0
2010-10-21,0,0.0,0.0
2010-10-22,0,0.0,0.0
2010-10-23,0,0.0,0.0
2010-10-24,0,0.0,0.0
2010-10-25,0,0.0,0.0
2010-10-26,0,0.0,0.0
2010-10-27,0,0.0,0.0
2010-10-28,0,0.0,0.0
2010-10-29,0,0.0,8.0
2010-10-30,0,0.0,18.0
2010-10-31,0,0.0,3.0
2010-11-01,3,0.0,0.0
2010-11-02,0,0.0,0.0
2010-11-03,0,0.0,1.0
2010-11-04,0,0.0,0.0
2010-11-05,0,0.0,2.0
2010-11-06,0,0.0,10.0
2010-11-07,0,0.0,7.0
2010-11-08,0,0.0,5.0
2010-11-09,0,0.0,0.0
2010-11-10,0,0.0,0.0
2010-11-11,0,0.0,4.0
2010-11-12,0,1.0,6.0
2010-11-13,0,-0.19999999999999996,0.0
2010-11-14,0,-0.08000000000000007,1.0
2010-11-15,0,-0.048000000000000036,7.0
2010-11-16,0,-0.03360000000000001,3.0
2010-11-17,0,7.974464,2.0
2010-11-18,0,1.3795712000000004,2.0
2010-11-19,0,0.7430732799999995,1.0
2010-11-20,0,-0.03838771200000046,8.0
2010-11-21,0,2.2147306496,1.0
2010-11-22,0,-1.0810880000000003,0.0
2010-11-23,0,2.4047615999999996,0.0
2010-11-24,0,-1.02537216,2.0
2010-11-25,0,-0.5730754559999998,0.0
2010-11-26,0,-0.4178081791999997,1.0
2010-11-27,0,-0.24519659519999984,1.0
2010-11-28,0,-0.16671457279999993,0.0
2010-11-29,0,-0.11691888639999981,0.0
2010-11-30,0,0.9118117888000001,0.0
2010-12-01,0,0.7568368640000003,4.0
2010-12-02,0,-0.31740805119999993,1.0
2010-12-03,0,-0.1280000000000001,1.0
2010-12-04,0,-0.08160000000000005,0.0
2010-12-05,0,-0.05913600000000002,3.0
2010-12-06,0,-0.04596480000000003,2.0
2010-12-07,0,-0.03735552000000002,0.0
2010-12-08,0,-0.03131443199999995,0.0
2010-12-09,0,-0.026857062399999902,0.0
2010-12-10,0,-0.012469350399999964,2.0
2010-12-11,0,2.0,0.0
2010-12-12,0,-0.3999999999999999,2.0
2010-12-13,0,-0.16000000000000014,3.0
2010-12-14,0,4.904,4.0
2010-12-15,0,0.9328000000000003,9.0
2010-12-16,0,-0.8510720000000003,7.0
2010-12-17,0,1.5591423999999996,5.0
2010-12-18,0,-0.69785344,11.0
2010-12-19,0,1.616344576,4.0
2010-12-20,0,-0.6741547008,5.0
2010-12-21,0,-0.35269120000000026,2.0
2010-12-22,0,-0.2528639999999998,3.0
2010-12-23,0,-0.19917977599999975,0.0
2010-12-24,2,-0.10986414079999998,0.0
2010-12-25,0,-0.0696330239999999,2.0
2010-12-26,0,-0.05879214079999995,1.0
2010-12-27,0,-0.02877542399999988,1.0
2010-12-28,0,-0.02493870079999993,0.0
2010-12-29,0,0.0,4.0
2010-12-30,0,0.0,0.0
2010-12-31,0,1.0,0.0
2011-01-01,2,-0.19999999999999996,2.0
2011-01-02,1,-0.08000000000000007,0.0
2011-01-03,0,-0.048000000000000036,0.0
2011-01-04,0,-0.03360000000000001,0.0
2011-01-05,2,-0.025536000000000014,9.0
2011-01-06,2,-0.02042880000000001,2.0
2011-01-07,0,-0.01692672000000001,0.0
2011-01-08,0,-0.01438771199999994,0.0
2011-01-09,0,-0.012469350399999964,0.0
2011-01-10,1,0.0,0.0
2011-01-11,0,0.0,1.0
2011-01-12,0,0.0,6.0
2011-01-13,0,1.0,0.0
2011-01-14,0,-0.19999999999999996,0.0
2011-01-15,0,-0.08000000000000007,0.0
2011-01-16,0,-0.048000000000000036,0.0
2011-01-17,0,-0.03360000000000001,0.0
2011-01-18,1,-0.025536000000000014,0.0
2011-01-19,0,-0.02042880000000001,2.0
2011-01-20,0,-0.01692672000000001,1.0
2011-01-21,0,-0.01438771199999994,0.0
2011-01-22,2,0.9875306496,0.0
2011-01-23,0,3.8,1.0
2011-01-24,0,-0.8799999999999999,7.0
2011-01-25,0,-0.3680000000000003,8.0
2011-01-26,0,-0.22560000000000016,1.0
2011-01-27,0,3.840064,0.0
2011-01-28,0,-0.9225727999999999,0.0
2011-01-29,0,-0.41864192000000033,0.0
2011-01-30,3,-0.27409459200000014,0.0
2011-01-31,0,-0.20442019839999975,0.0
2011-02-01,0,-0.1520214015999999,8.0
2011-02-02,0,-0.08171520000000004,0.0
2011-02-03,0,-0.06770688000000004,0.0
2011-02-04,0,-0.05755084799999976,0.0
2011-02-05,3,0.9501225984000001,0.0
2011-02-06,1,-0.19999999999999996,0.0
2011-02-07,0,-0.08000000000000007,0.0
2011-02-08,0,-0.048000000000000036,0.0
2011-02-09,0,0.9664,2.0
2011-02-10,0,-0.22553599999999996,2.0
2011-02-11,2,-0.10042880000000008,2.0
2011-02-12,0,-0.06492672000000005,0.0
2011-02-13,1,-0.04798771199999995,0.0
2011-02-14,0,-0.03800535039999998,7.0
2011-02-15,0,-0.02042880000000001,12.0
2011-02-16,1,-0.01692672000000001,6.0
2011-02-17,0,-0.01438771199999994,5.0
2011-02-18,0,-0.012469350399999964,4.0
2011-02-19,2,0.0,0.0
2011-02-20,0,0.0,0.0
2011-02-21,4,0.0,0.0
2011-02-22,0,0.0,5.0
2011-02-23,0,0.0,0.0
2011-02-24,0,0.0,2.0
2011-02-25,0,0.0,0.0
2011-02-26,0,0.0,1.0
2011-02-27,0,0.0,2.0
2011-02-28,0,0.0,0.0
2011-03-01,0,0.0,0.0
2011-03-02,0,1.0,0.0
2011-03-03,0,0.8,0.0
2011-03-04,0,-0.28,0.0
2011-03-05,0,-0.1280000000000001,0.0
2011-03-06,0,2.9184,0.0
2011-03-07,0,0.34086400000000006,0.0
2011-03-08,0,2.5140352,2.0
2011-03-09,0,-0.86135552,2.0
2011-03-10,0,-0.4201144320000002,0.0
2011-03-11,0,9.7189349376,0.0
2011-03-12,0,-0.2000917503999995,0.0
2011-03-13,0,-0.34781696000000073,0.0
2011-03-14,0,-0.9613762560000003,0.0
2011-03-15,0,-0.6145759232000001,0.0
2011-03-16,1,-0.4261924864,0.0
2011-03-17,0,-0.3263680512,0.0
2011-03-18,0,-0.23566080000000011,0.0
2011-03-19,0,-0.1981593599999994,0.0
2011-03-20,0,-0.17039564799999954,0.0
2011-03-21,0,-0.03932641279999987,0.0
2011-03-22,0,-0.012469350399999964,0.0
2011-03-23,0,1.0,5.0
2011-03-24,0,-0.19999999999999996,0.0
2011-03-25,0,-0.08000000000000007,0.0
2011-03-26,0,-0.048000000000000036,1.0
2011-03-27,0,-0.03360000000000001,2.0
2011-03-28,0,-0.025536000000000014,0.0
2011-03-29,0,-0.02042880000000001,0.0
2011-03-30,0,-0.01692672000000001,0.0
2011-03-31,0,-0.01438771199999994,0.0
2011-04-01,0,-0.012469350399999964,0.0
2011-04-02,0,0.0,0.0
2011-04-03,0,0.0,0.0
2011-04-04,0,0.0,0.0
2011-04-05,0,0.0,0.0
2011-04-06,1,1.0,0.0
2011-04-07,0,-0.19999999999999996,0.0
2011-04-08,4,-0.08000000000000007,0.0
2011-04-09,0,-0.048000000000000036,0.0
2011-04-10,5,-0.03360000000000001,0.0
2011-04-11,0,-0.025536000000000014,0.0
2011-04-12,0,1.9795712,0.0
2011-04-13,1,-0.4169267199999999,0.0
2011-04-14,1,-0.17438771200000008,0.0
2011-04-15,3,-0.10846935040000004,0.0
2011-04-16,2,-0.06720000000000002,0.0
2011-04-17,1,-0.05107200000000003,0.0
2011-04-18,1,-0.04085760000000002,2.0
2011-04-19,1,-0.03385344000000002,3.0
2011-04-20,2,0.9712245760000001,7.0
2011-04-21,0,-0.2249387007999999,2.0
2011-04-22,1,-0.08000000000000007,0.0
2011-04-23,0,0.952,0.0
2011-04-24,0,1.7664,8.0
2011-04-25,4,-0.505536,9.0
2011-04-26,5,-0.22842880000000018,34.0
2011-04-27,5,-0.1465267200000001,4.0
2011-04-28,0,-0.10712371199999998,0.0
2011-04-29,4,0.9160298496,0.0
2011-04-30,2,-0.25778431999999996,0.0
2011-05-01,0,-0.12824115200000002,0.0
2011-05-02,0,0.9107552256000001,0.0
2011-05-03,0,-0.2585387007999999,0.0
2011-05-04,0,-0.10553600000000009,1.0
2011-05-05,0,-0.06842880000000004,0.0
2011-05-06,1,-0.050526720000000025,14.0
2011-05-07,0,-0.03992371199999995,8.0
2011-05-08,1,1.9671018496000001,7.0
2011-05-09,0,8.58307328,0.0
2011-05-10,0,-1.9743877119999997,4.0
2011-05-11,0,-0.8284693504000007,6.0
2011-05-12,1,0.5007999999999997,0.0
2011-05-13,0,-0.5534720000000001,0.0
2011-05-14,0,0.6493183999999999,4.0
2011-05-15,0,-0.4657126400000001,2.0
2011-05-16,0,-0.29471590400000003,0.0
2011-05-17,0,-0.22796410879999943,0.0
2011-05-18,1,-0.1662529535999997,1.0
2011-05-19,2,-0.04246272000000002,4.0
2011-05-20,0,-0.03481651199999995,0.0
2011-05-21,0,-0.029396070399999974,0.0
2011-05-22,2,-0.01438771199999994,1.0
2011-05-23,1,0.9875306496,0.0
2011-05-24,0,-0.19999999999999996,0.0
2011-05-25,0,-0.08000000000000007,0.0
2011-05-26,0,-0.048000000000000036,0.0
2011-05-27,0,-0.03360000000000001,1.0
2011-05-28,0,-0.025536000000000014,0.0
2011-05-29,0,-0.02042880000000001,0.0
2011-05-30,0,9.98307328,0.0
2011-05-31,3,-1.0143877119999996,2.0
2011-06-01,3,-1.0124693504000006,2.0
2011-06-02,7,-0.5600000000000005,0.0
2011-06-03,0,0.6159999999999999,1.0
2011-06-04,0,-0.4889600000000001,2.0
2011-06-05,3,2.6901759999999997,0.0
2011-06-06,4,-0.837696,0.0
2011-06-07,0,-0.43440383999999965,0.0
2011-06-08,1,-0.3086172159999997,0.0
2011-06-09,1,-0.1336981504,1.0
2011-06-10,3,-0.09353472000000004,0.0
2011-06-11,0,-0.07567411199999997,1.0
2011-06-12,1,-0.0632495104,9.0
2011-06-13,0,-0.04316313599999982,9.0
2011-06-14,5,-0.03740805119999989,0.0
2011-06-15,0,0.0,0.0
2011-06-16,0,0.0,2.0
2011-06-17,0,0.0,6.0
2011-06-18,0,0.0,2.0
2011-06-19,0,0.0,0.0
2011-06-20,0,1.0,0.0
2011-06-21,0,-0.19999999999999996,2.0
2011-06-22,1,-0.08000000000000007,1.0
2011-06-23,2,-0.048000000000000036,0.0
2011-06-24,10,-0.03360000000000001,0.0
2011-06-25,0,-0.025536000000000014,0.0
2011-06-26,0,1.9795712,0.0
2011-06-27,4,-0.4169267199999999,0.0
2011-06-28,1,3.825612288,0.0
2011-06-29,0,0.09153064960000012,4.0
2011-06-30,0,-0.5872000000000003,4.0
2011-07-01,2,-0.32307200000000025,1.0
2011-07-02,0,1.7767423999999998,7.0
2011-07-03,0,-0.56959744,1.0
2011-07-04,0,1.703973376,0.0
2011-07-05,0,-0.6090743808,0.0
2011-07-06,8,1.698322432,0.0
2011-07-07,5,1.3886628864000001,0.0
2011-07-08,2,-0.6805269504,0.0
2011-07-09,0,-0.34092544000000025,0.0
2011-07-10,12,1.767166976,0.0
2011-07-11,3,-0.5770641407999999,0.0
2011-07-12,2,-0.2807050240000001,0.0
2011-07-13,3,-0.19564974080000003,0.0
2011-07-14,10,-0.12982886399999993,1.0
2011-07-15,5,-0.10478612479999982,4.0
2011-07-16,3,-0.06579630079999996,1.0
2011-07-17,0,0.96614656,0.0
2011-07-18,0,-0.22877542399999984,0.0
2011-07-19,0,-0.1049387008,2.0
2011-07-20,0,-0.048000000000000036,0.0
2011-07-21,3,0.9664,5.0
2011-07-22,0,-0.22553599999999996,3.0
2011-07-23,1,-0.10042880000000008,3.0
2011-07-24,5,-0.06492672000000005,0.0
2011-07-25,1,-0.04798771199999995,0.0
2011-07-26,11,-0.03800535039999998,1.0
2011-07-27,18,-0.02042880000000001,1.0
2011-07-28,2,-0.01692672000000001,1.0
2011-07-29,0,-0.01438771199999994,3.0
2011-07-30,0,-0.012469350399999964,0.0
2011-07-31,0,0.0,0.0
2011-08-01,2,0.0,0.0
2011-08-02,3,0.0,1.0
2011-08-03,8,0.0,9.0
2011-08-04,4,0.0,2.0
2011-08-05,11,0.0,0.0
2011-08-06,10,0.0,0.0
2011-08-07,0,0.0,1.0
2011-08-08,1,2.0,0.0
2011-08-09,12,-0.3999999999999999,0.0
2011-08-10,0,-0.16000000000000014,0.0
2011-08-11,0,-0.09600000000000007,6.0
2011-08-12,3,-0.06720000000000002,0.0
2011-08-13,0,-0.05107200000000003,0.0
2011-08-14,1,-0.04085760000000002,0.0
2011-08-15,0,-0.03385344000000002,0.0
2011-08-16,0,-0.02877542399999988,4.0
2011-08-17,0,-0.02493870079999993,2.0
2011-08-18,3,0.0,6.0
2011-08-19,4,0.0,4.0
2011-08-20,4,0.0,2.0
2011-08-21,3,0.0,0.0
2011-08-22,2,0.0,2.0
2011-08-23,0,0.0,0.0
2011-08-24,0,0.0,0.0
2011-08-25,0,0.0,0.0
2011-08-26,0,0.0,0.0
2011-08-27,0,0.0,0.0
2011-08-28,0,0.0,0.0
2011-08-29,9,0.0,0.0
2011-08-30,1,0.0,6.0
2011-08-31,6,0.0,0.0
2011-09-01,0,0.0,0.0
2011-09-02,0,0.0,0.0
2011-09-03,1,0.0,0.0
2011-09-04,2,0.0,0.0
2011-09-05,0,0.0,0.0
2011-09-06,2,0.0,3.0
2011-09-07,0,0.0,3.0
2011-09-08,1,0.0,0.0
2011-09-09,2,0.0,0.0
2011-09-10,0,0.0,1.0
2011-09-11,1,0.0,0.0
2011-09-12,3,0.0,0.0
2011-09-13,0,0.0,0.0
2011-09-14,0,0.0,0.0
2011-09-15,0,0.0,1.0
2011-09-16,1,1.0,0.0
2011-09-17,3,-0.19999999999999996,0.0
2011-09-18,1,-0.08000000000000007,0.0
2011-09-19,0,-0.048000000000000036,0.0
2011-09-20,6,0.9664,0.0
2011-09-21,1,-0.22553599999999996,0.0
2011-09-22,0,-0.10042880000000008,0.0
2011-09-23,2,-0.06492672000000005,0.0
2011-09-24,0,-0.04798771199999995,0.0
2011-09-25,0,-0.03800535039999998,0.0
2011-09-26,0,-0.02042880000000001,0.0
2011-09-27,1,1.98307328,0.0
2011-09-28,0,-0.41438771199999985,0.0
2011-09-29,0,-0.1724693504000001,0.0
2011-09-30,0,-0.09600000000000007,2.0
2011-10-01,0,-0.06720000000000002,0.0
2011-10-02,0,-0.05107200000000003,0.0
2011-10-03,0,-0.04085760000000002,1.0
2011-10-04,2,-0.03385344000000002,2.0
2011-10-05,1,-0.02877542399999988,0.0
2011-10-06,0,-0.02493870079999993,2.0
2011-10-07,1,0.0,0.0
2011-10-08,0,0.0,0.0
2011-10-09,0,0.0,0.0
2011-10-10,0,0.0,0.0
2011-10-11,1,0.0,0.0
2011-10-12,1,0.0,0.0
2011-10-13,4,0.0,0.0
2011-10-14,4,0.0,1.0
2011-10-15,3,0.0,0.0
2011-10-16,2,0.0,0.0
2011-10-17,0,0.0,0.0
2011-10-18,4,1.0,1.0
2011-10-19,7,-0.19999999999999996,1.0
2011-10-20,1,-0.08000000000000007,0.0
2011-10-21,0,-0.048000000000000036,0.0
2011-10-22,0,-0.03360000000000001,0.0
2011-10-23,0,-0.025536000000000014,3.0
2011-10-24,2,0.9795712,0.0
2011-10-25,2,-0.21692671999999996,1.0
2011-10-26,1,-0.09438771200000001,0.0
2011-10-27,2,-0.060469350399999997,2.0
2011-10-28,2,-0.03360000000000001,0.0
2011-10-29,0,-0.025536000000000014,2.0
2011-10-30,0,-0.02042880000000001,3.0
2011-10-31,2,-0.01692672000000001,0.0
2011-11-01,0,-0.01438771199999994,0.0
2011-11-02,0,-0.012469350399999964,0.0
2011-11-03,2,2.0,0.0
2011-11-04,0,2.6,0.0
2011-11-05,0,-0.76,0.0
2011-11-06,1,-0.3360000000000003,1.0
2011-11-07,1,-0.2112000000000001,0.0
2011-11-08,13,-0.15187200000000006,0.0
2011-11-09,3,-0.11746560000000006,0.0
2011-11-10,7,-0.09513984000000006,0.0
2011-11-11,5,-0.07955558399999992,0.0
2011-11-12,0,-0.06810183679999975,0.0
2011-11-13,0,-0.03740805119999989,0.0
2011-11-14,2,0.0,2.0
2011-11-15,1,0.0,0.0
2011-11-16,0,0.0,0.0
2011-11-17,2,0.0,0.0
2011-11-18,5,0.0,0.0
2011-11-19,18,0.0,0.0
2011-11-20,5,5.0,0.0
2011-11-21,4,-0.9999999999999998,0.0
2011-11-22,1,0.5999999999999996,0.0
2011-11-23,2,0.5599999999999998,2.0
2011-11-24,5,0.5519999999999999,0.0
2011-11-25,1,-0.45568000000000014,1.0
2011-11-26,4,3.736256,2.0
2011-11-27,7,0.008230400000000082,3.0
2011-11-28,11,1.32849664,0.0
2011-11-29,4,-0.797238272,3.0
2011-11-30,5,-0.3941432320000002,3.0
2011-12-01,16,0.7244722175999999,0.0
2011-12-02,2,-0.40130826239999995,0.0
2011-12-03,0,-0.23167703040000012,0.0
2011-12-04,1,3.8366648320000003,0.0
2011-12-05,1,-0.9317185535999997,0.0
2011-12-06,1,-0.38678077440000014,1.0
2011-12-07,1,-0.23736750080000008,0.0
2011-12-08,2,-0.15132672000000005,0.0
2011-12-09,4,-0.116531712,0.0
2011-12-10,4,-0.09418455040000001,0.0
2011-12-11,3,-0.06770688000000004,0.0
2011-12-12,12,-0.05755084799999976,0.0
2011-12-13,0,-0.04987740159999986,1.0
2011-12-14,3,0.0,1.0
2011-12-15,3,0.0,0.0
2011-12-16,10,0.0,0.0
2011-12-17,1,0.0,1.0
2011-12-18,2,0.0,0.0
2011-12-19,1,0.0,0.0
2011-12-20,0,0.0,0.0
2011-12-21,6,0.0,0.0
2011-12-22,9,1.0,2.0
2011-12-23,7,-0.19999999999999996,0.0
2011-12-24,2,-0.08000000000000007,2.0
2011-12-25,6,-0.048000000000000036,0.0
2011-12-26,3,0.9664,0.0
2011-12-27,6,2.774464,0.0
2011-12-28,8,1.2995712,0.0
2011-12-29,2,2.2950732799999995,1.0
2011-12-30,4,0.0480122879999999,0.0
2011-12-31,5,-0.6748053504000002,0.0
2012-01-01,0,-0.38823680000000027,0.0
2012-01-02,11,-0.27808512000000013,0.0
2012-01-03,1,-0.21623347200000004,0.0
2012-01-04,0,-0.17630832639999983,0.0
2012-01-05,3,-0.13739243519999983,0.0
2012-01-06,7,-0.08502855679999975,0.0
2012-01-07,3,-0.05179576319999983,0.0
2012-01-08,5,-0.012469350399999964,0.0
2012-01-09,1,0.0,0.0
2012-01-10,0,0.0,0.0
2012-01-11,0,0.0,0.0
2012-01-12,0,0.0,1.0
2012-01-13,0,0.0,0.0
2012-01-14,7,0.0,0.0
2012-01-15,3,3.0,0.0
2012-01-16,3,2.4000000000000004,0.0
2012-01-17,3,0.15999999999999992,0.0
2012-01-18,0,0.4159999999999997,0.0
2012-01-19,0,-0.5248000000000002,0.0
2012-01-20,0,-0.3054080000000002,0.0
2012-01-21,0,-0.21949440000000014,0.0
2012-01-22,0,15.82879744,0.0
2012-01-23,0,4.660091904000001,0.0
2012-01-24,2,-2.9979267072000004,0.0
2012-01-25,0,-1.476722483200001,0.0
2012-01-26,0,-0.9484570624000004,0.0
2012-01-27,0,-0.6898453504000003,0.0
2012-01-28,0,-0.5311488000000003,0.0
2012-01-29,0,1.5657420799999997,0.0
2012-01-30,1,-0.765617151999999,0.0
2012-01-31,0,-0.4746113023999991,0.0
2012-02-01,6,0.8042451968000002,0.0
2012-02-02,0,-0.2672,0.0
2012-02-03,2,-0.1310720000000001,0.0
2012-02-04,0,-0.08885760000000006,0.0
2012-02-05,3,-0.06745344000000003,0.0
2012-02-06,0,-0.05431142399999989,0.0
2012-02-07,0,-0.04536750079999994,0.0
2012-02-08,4,-0.01692672000000001,0.0
2012-02-09,4,-0.01438771199999994,0.0
2012-02-10,1,-0.012469350399999964,0.0
2012-02-11,7,1.0,0.0
2012-02-12,3,-0.19999999999999996,2.0
2012-02-13,1,-0.08000000000000007,0.0
2012-02-14,0,-0.048000000000000036,0.0
2012-02-15,0,-0.03360000000000001,0.0
2012-02-16,1,-0.025536000000000014,0.0
2012-02-17,0,-0.02042880000000001,0.0
2012-02-18,3,-0.01692672000000001,0.0
2012-02-19,1,-0.01438771199999994,0.0
2012-02-20,1,-0.012469350399999964,5.0
2012-02-21,0,0.0,0.0
2012-02-22,0,0.0,0.0
2012-02-23,0,0.0,0.0
2012-02-24,1,0.0,0.0
2012-02-25,1,0.0,0.0
2012-02-26,0,0.0,2.0
2012-02-27,0,1.0,7.0
2012-02-28,0,-0.19999999999999996,10.0
2012-02-29,0,-0.08000000000000007,1.0
2012-03-01,4,-0.048000000000000036,0.0
2012-03-02,0,-0.03360000000000001,0.0
2012-03-03,4,-0.025536000000000014,1.0
2012-03-04,6,-0.02042880000000001,0.0
2012-03-05,12,-0.01692672000000001,0.0
2012-03-06,0,-0.01438771199999994,16.0
2012-03-07,0,-0.012469350399999964,8.0
2012-03-08,4,0.0,0.0
2012-03-09,2,0.0,10.0
2012-03-10,0,0.0,9.0
2012-03-11,5,0.0,29.0
2012-03-12,7,0.0,3.0
2012-03-13,4,0.0,7.0
2012-03-14,4,0.0,5.0
2012-03-15,8,0.0,13.0
2012-03-16,0,0.0,14.0
2012-03-17,0,0.0,1.0
2012-03-18,3,0.0,5.0
2012-03-19,5,0.0,0.0
2012-03-20,1,1.0,8.0
2012-03-21,0,-0.19999999999999996,0.0
2012-03-22,0,-0.08000000000000007,9.0
2012-03-23,0,-0.048000000000000036,5.0
2012-03-24,0,-0.03360000000000001,3.0
2012-03-25,4,-0.025536000000000014,2.0
2012-03-26,1,-0.02042880000000001,0.0
2012-03-27,4,-0.01692672000000001,1.0
2012-03-28,1,-0.01438771199999994,0.0
2012-03-29,3,-0.012469350399999964,0.0
2012-03-30,0,0.0,5.0
2012-03-31,0,0.0,2.0
2012-04-01,0,0.0,18.0
2012-04-02,5,0.0,1.0
2012-04-03,1,0.0,2.0
2012-04-04,3,2.0,8.0
2012-04-05,0,-0.3999999999999999,1.0
2012-04-06,0,-0.16000000000000014,3.0
2012-04-07,0,-0.09600000000000007,2.0
2012-04-08,2,-0.06720000000000002,1.0
2012-04-09,6,0.948928,0.0
2012-04-10,2,-0.24085759999999998,6.0
2012-04-11,0,-0.11385344000000008,0.0
2012-04-12,3,-0.07677542399999991,0.0
2012-04-13,1,-0.05853870079999994,2.0
2012-04-14,15,-0.025536000000000014,3.0
2012-04-15,0,-0.02042880000000001,7.0
2012-04-16,8,-0.01692672000000001,2.0
2012-04-17,8,-0.01438771199999994,2.0
2012-04-18,4,-0.012469350399999964,9.0
2012-04-19,1,0.0,4.0
2012-04-20,1,0.0,1.0
2012-04-21,4,0.0,0.0
2012-04-22,1,0.0,0.0
2012-04-23,5,6.0,3.0
2012-04-24,9,-0.19999999999999973,0.0
2012-04-25,2,-0.6800000000000004,0.0
2012-04-26,25,-0.36800000000000027,1.0
2012-04-27,4,-0.2496000000000001,2.0
2012-04-28,7,-0.1868160000000001,7.0
2012-04-29,1,0.8518912,3.0
2012-04-30,8,-0.32198912,0.0
2012-05-01,7,-0.18325299199999973,1.0
2012-05-02,11,-0.13720381439999976,5.0
2012-05-03,1,-0.04606935039999997,0.0
2012-05-04,1,-0.025536000000000014,0.0
2012-05-05,1,-0.02042880000000001,2.0
2012-05-06,2,-0.01692672000000001,9.0
2012-05-07,2,-0.01438771199999994,5.0
2012-05-08,1,-0.012469350399999964,0.0
2012-05-09,3,0.0,1.0
2012-05-10,7,0.0,0.0
2012-05-11,3,0.0,12.0
2012-05-12,1,0.0,3.0
2012-05-13,0,0.0,1.0
2012-05-14,0,0.0,2.0
2012-05-15,0,0.0,2.0
2012-05-16,0,0.0,0.0
2012-05-17,2,0.0,0.0
2012-05-18,0,0.0,1.0
2012-05-19,2,0.0,1.0
2012-05-20,11,0.0,0.0
2012-05-21,1,0.0,1.0
2012-05-22,1,0.0,0.0
2012-05-23,4,0.0,0.0
2012-05-24,9,0.0,0.0
2012-05-25,2,1.0,0.0
2012-05-26,7,-0.19999999999999996,0.0
2012-05-27,1,-0.08000000000000007,0.0
2012-05-28,3,-0.048000000000000036,0.0
2012-05-29,1,-0.03360000000000001,0.0
2012-05-30,0,-0.025536000000000014,0.0
2012-05-31,0,3.9795712,0.0
2012-06-01,1,-0.8169267199999999,0.0
2012-06-02,10,-0.3343877120000002,0.0
2012-06-03,1,-0.2044693504000001,0.0
2012-06-04,0,-0.13440000000000005,0.0
2012-06-05,5,-0.10214400000000005,0.0
2012-06-06,3,1.9182848,0.0
2012-06-07,0,-0.46770687999999994,0.0
2012-06-08,0,-0.2175508479999999,3.0
2012-06-09,3,-0.14587740159999993,8.0
2012-06-10,1,-0.06720000000000002,10.0
2012-06-11,0,4.9489279999999995,5.0
2012-06-12,0,-1.0408575999999998,0.0
2012-06-13,0,-0.43385344000000037,2.0
2012-06-14,5,-0.26877542400000004,4.0
2012-06-15,3,-0.1929387008,5.0
2012-06-16,4,-0.12768000000000007,3.0
2012-06-17,11,-0.10214400000000005,0.0
2012-06-18,2,-0.08463360000000004,0.0
